UserName,HKEY,FullPath,Value,kgid
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Dönem Listesi;Donem_Ad;Baslangic;Bitis,0;1;2,16459
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,0;1;2,16308
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Firma Kodlarının Listesi;CKod;CName;Unvan,0;1;2,16409
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Fiyat Listesi;Tip;Tanim;Fiyat;ParaCinsi;FTarih,0;1;2;3;4,16253
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Fiyat Tipleri Listesi ;Tip;Tanim;ParaCinsi,0;1;2,16247
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Fiyat Tipleri;Sec;Tip;Tanim;ParaCinsi;Bolum,0;1;2;3;4,16313
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Gider Listesi;Gider_Tip;Tanim,0;1,16419
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Hesap Kartları Listesi;Id;Kod;Tanim,0;1;2,16454
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\İşlem Tipi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,0;1;1;1;1;1;1;1;1,16464
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Kalite Grubu Seçimi;KGrupKod;KGrupTanim,0;1,16301
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Kasa Kodlarının Listesi;Kasa;tanim,0;1,16424
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Kategori;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,0;1;1;1;1;1;1;1;1,16444
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Marka Tanımlamaları;Marka;Tanim,0;1,16193
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Model;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,0;1;1;1;1;1;1;1;1,16212
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Müş.Temsilcisi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,0;1;1;1;1;1;1;1;1,16449
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Özel Kod Seçimi;Ozkod1,0,16403
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Para Cinsi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,0;1;1;1;1;1;1;1;1,16434
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Personel Listesi;PERKOD;AD;SOYAD;dep_KOD,0;1;2;3,16414
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Renk seçimi;Sec;Tanim;Renk_Kod;OzKod1;OzKod2;OzKod3;Tip,0;1;2;3;4;5;6,16161
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Reyon Seçimi;ReyonKod;Tanim,0;1,16207
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stoğa Bağlı Asorti Listesi;Sec;Asorti;Tanim,0;1;2,16290
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Grubu Seçimi;S_GRP_KOD;Tanim,0;1,16178
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Grubuna Bağlı Asorti Listesi;Sec;Asorti;Tanim,0;1;2,16295
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Listesi;SKod;Tanim;Birim;Karttar;KdvOran;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,16263
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Listesi;SKod;Tanim;Birim;Karttar;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim;KDVOran,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,16167
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Listesi;SKod;Tanim;Miktar;Birim;Karttar;Uretici,0;1;2;3;4;5,16197
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Tipleri Seçimi;STOK_Tip;Tanim,0;1,16183
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Tip Listesi seçim ekranı;Sec;tip;Tanim;ParaCinsi,0;1;3;4,16218
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,0;1,16188
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\ BJHVJH Stoğunun Beden Listesi;Beden,1,16347
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\ BJHVJH Stoğunun Mevcut Renk Listesi;Tanim,1,16342
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\200E01  Stoğunun Beden Listesi;Beden,1,16337
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\2024-mr-bot-001 Stoğunun Beden Listesi;Beden,1,16373
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\2024-mr-bot-001 Stoğunun Mevcut Renk Listesi;Tanim,1,16368
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\321RMR709 Stoğunun Beden Listesi;Beden,1,16229
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\321RMR709 Stoğunun Mevcut Renk Listesi;Tanim,1,16224
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\321RMR7091 Stoğunun Beden Listesi;Beden,1,16234
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Alternatif Kodlar;ACode;Tanim,1;1,16259
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Beden Seçimi;BedKOD;Tanim,1;1,16157
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Birimler;Birim;Tanim,1;1,16174
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Fiş Listesi;FisNo;FisTar;BelgeNo;Muh,1;1;1;1,16471
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Listesi;ckod;CName;Unvan;DefPc;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10,1;1;1;1;1;1;1;1;1;1;1;1;1;1,16400
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Tipi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16441
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cinsiyet Tanımlamaları;Cins_KOD;Tanim,1;1,16202
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\DENEME1 Stoğunun Beden Listesi;Beden,1,16326
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\DENEME1 Stoğunun Mevcut Renk Listesi;Tanim,1,16321
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\deneme2 Stoğunun Beden Listesi;Beden,1,16482
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\deneme2 Stoğunun Mevcut Renk Listesi;Tanim,1,16477
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\DENEMERMR Stoğunun Beden Listesi;Beden,1,16244
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\DENEMERMR Stoğunun Mevcut Renk Listesi;Tanim,1,16239
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Dönem Listesi;Donem_Ad;Baslangic;Bitis,1;1;1,16461
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,1;1;1,16307
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Firma Kodlarının Listesi;CKod;CName;Unvan,1;1;1,16411
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Fiyat Listesi;Tip;Tanim;Fiyat;ParaCinsi;FTarih,1;1;1;1;1,16252
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Fiyat Tipleri Listesi ;Tip;Tanim;ParaCinsi,1;1;1,16249
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Fiyat Tipleri;Sec;Tip;Tanim;ParaCinsi;Bolum,1;1;1;1;1,16312
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Gider Listesi;Gider_Tip;Tanim,1;1,16421
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Hesap Kartları Listesi;Id;Kod;Tanim,1;1;1,16456
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\İşlem Tipi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16466
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Kalite Grubu Seçimi;KGrupKod;KGrupTanim,1;1,16303
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Kasa Kodlarının Listesi;Kasa;tanim,1;1,16426
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Kategori;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16446
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Marka Tanımlamaları;Marka;Tanim,1;1,16192
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Model;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16214
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Müş.Temsilcisi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16451
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Özel Kod Seçimi;Ozkod1,1,16405
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Para Cinsi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,1;1;0;0;0;0;0;0;0,16436
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Personel Listesi;PERKOD;AD;SOYAD;dep_KOD,1;1;1;1,16416
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Renk seçimi;Sec;Tanim;Renk_Kod;OzKod1;OzKod2;OzKod3;Tip,1;1;1;1;1;1;1,16160
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Reyon Seçimi;ReyonKod;Tanim,1;1,16209
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stoğa Bağlı Asorti Listesi;Sec;Asorti;Tanim,1;1;1,16292
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Grubu Seçimi;S_GRP_KOD;Tanim,1;1,16177
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Grubuna Bağlı Asorti Listesi;Sec;Asorti;Tanim,1;1;1,16297
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Listesi;SKod;Tanim;Birim;Karttar;KdvOran;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,16262
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Listesi;SKod;Tanim;Birim;Karttar;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim;KDVOran,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,16166
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Listesi;SKod;Tanim;Miktar;Birim;Karttar;Uretici,1;1;1;1;1;1,16199
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Tipleri Seçimi;STOK_Tip;Tanim,1;1,16182
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Tip Listesi seçim ekranı;Sec;tip;Tanim;ParaCinsi,1;1;1;1,16217
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,1;1,16187
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\ BJHVJH Stoğunun Beden Listesi;Beden,56,16346
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\ BJHVJH Stoğunun Mevcut Renk Listesi;Tanim,159,16341
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\200E01  Stoğunun Beden Listesi;Beden,56,16336
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\2024-mr-bot-001 Stoğunun Beden Listesi;Beden,73,16372
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\2024-mr-bot-001 Stoğunun Mevcut Renk Listesi;Tanim,904,16367
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\321RMR709 Stoğunun Beden Listesi;Beden,73,16228
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\321RMR709 Stoğunun Mevcut Renk Listesi;Tanim,904,16223
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\321RMR7091 Stoğunun Beden Listesi;Beden,73,16233
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Alternatif Kodlar;ACode;Tanim,80;54,16258
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Beden Seçimi;BedKOD;Tanim,78;155,16156
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Birimler;Birim;Tanim,47;54,16173
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Fiş Listesi;FisNo;FisTar;BelgeNo;Muh,36;127;72;44,16470
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Listesi;ckod;CName;Unvan;DefPc;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10,69;124;268;47;82;82;82;82;82;82;82;82;82;89,16399
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Tipi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,42;98;-1;-1;-1;-1;-1;-1;-1,16440
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cinsiyet Tanımlamaları;Cins_KOD;Tanim,64;54,16204
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\DENEME1 Stoğunun Beden Listesi;Beden,73,16325
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\DENEME1 Stoğunun Mevcut Renk Listesi;Tanim,904,16320
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\deneme2 Stoğunun Beden Listesi;Beden,73,16481
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\deneme2 Stoğunun Mevcut Renk Listesi;Tanim,904,16476
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\DENEMERMR Stoğunun Beden Listesi;Beden,73,16243
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\DENEMERMR Stoğunun Mevcut Renk Listesi;Tanim,904,16238
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Dönem Listesi;Donem_Ad;Baslangic;Bitis,81;75;44,16460
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,52;82;61,16309
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Firma Kodlarının Listesi;CKod;CName;Unvan,71;117;208,16410
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Fiyat Listesi;Tip;Tanim;Fiyat;ParaCinsi;FTarih,38;78;80;73;127,16254
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Fiyat Tipleri Listesi ;Tip;Tanim;ParaCinsi,38;144;47,16248
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Fiyat Tipleri;Sec;Tip;Tanim;ParaCinsi;Bolum,42;38;144;73;54,16314
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Gider Listesi;Gider_Tip;Tanim,87;191,16420
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Hesap Kartları Listesi;Id;Kod;Tanim,80;49;54,16455
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\İşlem Tipi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,42;54;-1;-1;-1;-1;-1;-1;-1,16465
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Kalite Grubu Seçimi;KGrupKod;KGrupTanim,49;54,16302
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Kasa Kodlarının Listesi;Kasa;tanim,49;106,16425
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Kategori;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,81;96;-1;-1;-1;-1;-1;-1;-1,16445
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Marka Tanımlamaları;Marka;Tanim,55;54,16194
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Model;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,904;904;-1;-1;-1;-1;-1;-1;-1,16213
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Müş.Temsilcisi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,88;95;-1;-1;-1;-1;-1;-1;-1,16450
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Özel Kod Seçimi;Ozkod1,45,16404
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Para Cinsi;Kod;Tanim;kgid;insUN;insDT;insApp;updUN;updDT;updApp,42;54;-1;-1;-1;-1;-1;-1;-1,16435
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Personel Listesi;PERKOD;AD;SOYAD;dep_KOD,48;45;59;61,16415
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Renk seçimi;Sec;Tanim;Renk_Kod;OzKod1;OzKod2;OzKod3;Tip,42;168;80;49;98;49;83,16162
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Reyon Seçimi;ReyonKod;Tanim,56;134,16208
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stoğa Bağlı Asorti Listesi;Sec;Asorti;Tanim,42;52;172,16291
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Grubu Seçimi;S_GRP_KOD;Tanim,49;54,16179
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Grubuna Bağlı Asorti Listesi;Sec;Asorti;Tanim,42;52;172,16296
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Listesi;SKod;Tanim;Birim;Karttar;KdvOran;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim,49;269;47;120;80;80;46;49;54;54;55;56;49;58;56;79;88;123;167,16264
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Listesi;SKod;Tanim;Birim;Karttar;OTVOran;StokTip;GrupKod;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;SResim;KDVOran,49;269;47;120;80;46;49;54;54;55;56;49;58;56;79;88;123;167;80,16168
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Listesi;SKod;Tanim;Miktar;Birim;Karttar;Uretici,55;109;80;47;73;91,16198
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Tipleri Seçimi;STOK_Tip;Tanim,46;95,16184
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Tip Listesi seçim ekranı;Sec;tip;Tanim;ParaCinsi,42;38;57;57,16219
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,57;83,16189
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\ BJHVJH Stoğunun Beden Listesi;Beden,0,16348
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\ BJHVJH Stoğunun Mevcut Renk Listesi;Tanim,0,16343
CAHIT,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\200E01  Stoğunun Beden Listesi;Beden,0,16338
