FisNo,FisHarinx,ParaCinsi,LineType,Fiyat,Tutar,MasrafTutar,iskTutar,StopajTutar,OTVMatrah,OTVTutar,KDVMatrah,KDVTutar,TevkifatTutar,NetTutar,kgid
23,178,EU,S,10621.993596,10621.990000,0.000000,0.000000,0.000000,10621.990000,0.000000,10621.990000,0.000000,0.000000,10621.990000,177
23,178,TL,S,70000.000000,70000.000000,0.000000,0.000000,0.000000,70000.000000,0.000000,70000.000000,0.000000,0.000000,70000.000000,179
23,178,US,S,11700.989569,11700.990000,0.000000,0.000000,0.000000,11700.990000,0.000000,11700.990000,0.000000,0.000000,11700.990000,180
24,180,EU,S,769.184079,769.180000,0.000000,0.000000,0.000000,769.180000,0.000000,769.180000,0.000000,0.000000,769.180000,187
24,180,TL,S,5069.000000,5069.000000,0.000000,0.000000,0.000000,5069.000000,0.000000,5069.000000,0.000000,0.000000,5069.000000,189
24,180,US,S,847.318802,847.320000,0.000000,0.000000,0.000000,847.320000,0.000000,847.320000,0.000000,0.000000,847.320000,190
25,176,EU,S,684.056388,684.060000,0.000000,0.000000,0.000000,684.060000,0.000000,684.060000,0.000000,0.000000,684.060000,167
25,176,TL,S,4508.000000,4508.000000,0.000000,0.000000,0.000000,4508.000000,0.000000,4508.000000,0.000000,0.000000,4508.000000,169
25,176,US,S,753.543728,753.540000,0.000000,0.000000,0.000000,753.540000,0.000000,753.540000,0.000000,0.000000,753.540000,170
26,182,EU,S,9863.279768,9863.280000,0.000000,0.000000,0.000000,9863.280000,0.000000,9863.280000,0.000000,0.000000,9863.280000,197
26,182,TL,S,65000.000000,65000.000000,0.000000,0.000000,0.000000,65000.000000,0.000000,65000.000000,0.000000,0.000000,65000.000000,199
26,182,US,S,10865.204600,10865.200000,0.000000,0.000000,0.000000,10865.200000,0.000000,10865.200000,0.000000,0.000000,10865.200000,200
27,164,EU,S,1760.434251,1760.430000,0.000000,0.000000,0.000000,1760.430000,0.000000,1760.430000,0.000000,0.000000,1760.430000,107
27,164,TL,S,12097.000000,12097.000000,0.000000,0.000000,0.000000,12097.000000,0.000000,12097.000000,0.000000,0.000000,12097.000000,109
27,164,US,S,1939.523176,1939.520000,0.000000,0.000000,0.000000,1939.520000,0.000000,1939.520000,0.000000,0.000000,1939.520000,110
28,165,EU,S,5093.428023,5093.430000,0.000000,0.000000,0.000000,5093.430000,0.000000,5093.430000,0.000000,0.000000,5093.430000,112
28,165,TL,S,35000.000000,35000.000000,0.000000,0.000000,0.000000,35000.000000,0.000000,35000.000000,0.000000,0.000000,35000.000000,114
28,165,US,S,5611.582306,5611.580000,0.000000,0.000000,0.000000,5611.580000,0.000000,5611.580000,0.000000,0.000000,5611.580000,115
29,168,EU,S,2452.994936,2452.990000,0.000000,0.000000,0.000000,2452.990000,0.000000,2452.990000,0.000000,0.000000,2452.990000,127
29,168,TL,S,16856.000000,16856.000000,0.000000,0.000000,0.000000,16856.000000,0.000000,16856.000000,0.000000,0.000000,16856.000000,129
29,168,US,S,2702.538039,2702.540000,0.000000,0.000000,0.000000,2702.540000,0.000000,2702.540000,0.000000,0.000000,2702.540000,130
30,170,EU,S,3347.109843,3347.110000,0.000000,0.000000,0.000000,3347.110000,0.000000,3347.110000,0.000000,0.000000,3347.110000,137
30,170,TL,S,23000.000000,23000.000000,0.000000,0.000000,0.000000,23000.000000,0.000000,23000.000000,0.000000,0.000000,23000.000000,139
30,170,US,S,3687.611230,3687.610000,0.000000,0.000000,0.000000,3687.610000,0.000000,3687.610000,0.000000,0.000000,3687.610000,140
31,175,EU,S,10186.856045,10186.860000,0.000000,0.000000,0.000000,10186.860000,0.000000,10186.860000,0.000000,0.000000,10186.860000,162
31,175,TL,S,70000.000000,70000.000000,0.000000,0.000000,0.000000,70000.000000,0.000000,70000.000000,0.000000,0.000000,70000.000000,164
31,175,US,S,11223.164612,11223.160000,0.000000,0.000000,0.000000,11223.160000,0.000000,11223.160000,0.000000,0.000000,11223.160000,165
32,179,EU,S,10186.856045,10186.860000,0.000000,0.000000,0.000000,10186.860000,0.000000,10186.860000,0.000000,0.000000,10186.860000,182
32,179,TL,S,70000.000000,70000.000000,0.000000,0.000000,0.000000,70000.000000,0.000000,70000.000000,0.000000,0.000000,70000.000000,184
32,179,US,S,11223.164612,11223.160000,0.000000,0.000000,0.000000,11223.160000,0.000000,11223.160000,0.000000,0.000000,11223.160000,185
33,177,EU,S,2039.699633,2039.700000,0.000000,0.000000,0.000000,2039.700000,0.000000,2039.700000,0.000000,0.000000,2039.700000,172
33,177,TL,S,14016.000000,14016.000000,0.000000,0.000000,0.000000,14016.000000,0.000000,14016.000000,0.000000,0.000000,14016.000000,174
33,177,US,S,2247.198217,2247.200000,0.000000,0.000000,0.000000,2247.200000,0.000000,2247.200000,0.000000,0.000000,2247.200000,175
34,183,EU,S,9459.223471,9459.220000,0.000000,0.000000,0.000000,9459.220000,0.000000,9459.220000,0.000000,0.000000,9459.220000,202
34,183,TL,S,65000.000000,65000.000000,0.000000,0.000000,0.000000,65000.000000,0.000000,65000.000000,0.000000,0.000000,65000.000000,204
34,183,US,S,10421.509997,10421.510000,0.000000,0.000000,0.000000,10421.510000,0.000000,10421.510000,0.000000,0.000000,10421.510000,205
35,22,EU,S,602.770825,602.770000,0.000000,0.000000,0.000000,602.770000,0.000000,602.770000,0.000000,0.000000,602.770000,82
35,22,TL,S,4142.000000,4142.000000,0.000000,0.000000,0.000000,4142.000000,0.000000,4142.000000,0.000000,0.000000,4142.000000,84
35,22,US,S,664.090683,664.090000,0.000000,0.000000,0.000000,664.090000,0.000000,664.090000,0.000000,0.000000,664.090000,85
36,223,EU,S,2102.607233,2102.610000,0.000000,0.000000,0.000000,2102.610000,0.000000,2102.610000,0.000000,0.000000,2102.610000,382
36,223,TL,S,14000.000000,14000.000000,0.000000,0.000000,0.000000,14000.000000,0.000000,14000.000000,0.000000,0.000000,14000.000000,384
36,223,US,S,2343.723842,2343.720000,0.000000,0.000000,0.000000,2343.720000,0.000000,2343.720000,0.000000,0.000000,2343.720000,385
37,217,EU,S,6758.380392,6758.380000,0.000000,0.000000,0.000000,6758.380000,0.000000,6758.380000,0.000000,0.000000,6758.380000,352
37,217,TL,S,45000.000000,45000.000000,0.000000,0.000000,0.000000,45000.000000,0.000000,45000.000000,0.000000,0.000000,45000.000000,354
37,217,US,S,7533.398065,7533.400000,0.000000,0.000000,0.000000,7533.400000,0.000000,7533.400000,0.000000,0.000000,7533.400000,355
38,249,EU,S,3754.655773,3754.660000,0.000000,0.000000,0.000000,3754.660000,0.000000,3754.660000,0.000000,0.000000,3754.660000,492
38,249,TL,S,25000.000000,25000.000000,0.000000,0.000000,0.000000,25000.000000,0.000000,25000.000000,0.000000,0.000000,25000.000000,494
38,249,US,S,4185.221147,4185.220000,0.000000,0.000000,0.000000,4185.220000,0.000000,4185.220000,0.000000,0.000000,4185.220000,495
39,271,EU,S,1254.805959,1254.810000,0.000000,0.000000,0.000000,1254.810000,0.000000,1254.810000,0.000000,0.000000,1254.810000,587
39,271,TL,S,8355.000000,8355.000000,0.000000,0.000000,0.000000,8355.000000,0.000000,8355.000000,0.000000,0.000000,8355.000000,589
39,271,US,S,1398.700907,1398.700000,0.000000,0.000000,0.000000,1398.700000,0.000000,1398.700000,0.000000,0.000000,1398.700000,590
40,184,EU,S,819.410935,819.410000,0.000000,0.000000,0.000000,819.410000,0.000000,819.410000,0.000000,0.000000,819.410000,207
40,184,TL,S,5400.000000,5400.000000,0.000000,0.000000,0.000000,5400.000000,0.000000,5400.000000,0.000000,0.000000,5400.000000,209
40,184,US,S,902.647767,902.650000,0.000000,0.000000,0.000000,902.650000,0.000000,902.650000,0.000000,0.000000,902.650000,210
41,190,EU,S,918.650703,918.650000,0.000000,0.000000,0.000000,918.650000,0.000000,918.650000,0.000000,0.000000,918.650000,232
41,190,TL,S,6054.000000,6054.000000,0.000000,0.000000,0.000000,6054.000000,0.000000,6054.000000,0.000000,0.000000,6054.000000,234
41,190,US,S,1011.968441,1011.970000,0.000000,0.000000,0.000000,1011.970000,0.000000,1011.970000,0.000000,0.000000,1011.970000,235
42,208,EU,S,5917.967861,5917.970000,0.000000,0.000000,0.000000,5917.970000,0.000000,5917.970000,0.000000,0.000000,5917.970000,317
42,208,TL,S,39000.000000,39000.000000,0.000000,0.000000,0.000000,39000.000000,0.000000,39000.000000,0.000000,0.000000,39000.000000,319
42,208,US,S,6519.122760,6519.120000,0.000000,0.000000,0.000000,6519.120000,0.000000,6519.120000,0.000000,0.000000,6519.120000,320
43,214,EU,S,4476.411587,4476.410000,0.000000,0.000000,0.000000,4476.410000,0.000000,4476.410000,0.000000,0.000000,4476.410000,337
43,214,TL,S,29500.000000,29500.000000,0.000000,0.000000,0.000000,29500.000000,0.000000,29500.000000,0.000000,0.000000,29500.000000,339
43,214,US,S,4931.131319,4931.130000,0.000000,0.000000,0.000000,4931.130000,0.000000,4931.130000,0.000000,0.000000,4931.130000,340
44,215,EU,S,6069.710627,6069.710000,0.000000,0.000000,0.000000,6069.710000,0.000000,6069.710000,0.000000,0.000000,6069.710000,342
44,215,TL,S,40000.000000,40000.000000,0.000000,0.000000,0.000000,40000.000000,0.000000,40000.000000,0.000000,0.000000,40000.000000,344
44,215,US,S,6686.279754,6686.280000,0.000000,0.000000,0.000000,6686.280000,0.000000,6686.280000,0.000000,0.000000,6686.280000,345
45,222,EU,S,2094.050166,2094.050000,0.000000,0.000000,0.000000,2094.050000,0.000000,2094.050000,0.000000,0.000000,2094.050000,377
45,222,TL,S,13800.000000,13800.000000,0.000000,0.000000,0.000000,13800.000000,0.000000,13800.000000,0.000000,0.000000,13800.000000,379
45,222,US,S,2306.766515,2306.770000,0.000000,0.000000,0.000000,2306.770000,0.000000,2306.770000,0.000000,0.000000,2306.770000,380
46,236,EU,S,846.117661,846.120000,0.000000,0.000000,0.000000,846.120000,0.000000,846.120000,0.000000,0.000000,846.120000,432
46,236,TL,S,5576.000000,5576.000000,0.000000,0.000000,0.000000,5576.000000,0.000000,5576.000000,0.000000,0.000000,5576.000000,434
46,236,US,S,932.067398,932.070000,0.000000,0.000000,0.000000,932.070000,0.000000,932.070000,0.000000,0.000000,932.070000,435
47,237,EU,S,723.357764,723.360000,0.000000,0.000000,0.000000,723.360000,0.000000,723.360000,0.000000,0.000000,723.360000,437
47,237,TL,S,4767.000000,4767.000000,0.000000,0.000000,0.000000,4767.000000,0.000000,4767.000000,0.000000,0.000000,4767.000000,439
47,237,US,S,796.837390,796.840000,0.000000,0.000000,0.000000,796.840000,0.000000,796.840000,0.000000,0.000000,796.840000,440
48,262,EU,S,1110.301816,1110.300000,0.000000,0.000000,0.000000,1110.300000,0.000000,1110.300000,0.000000,0.000000,1110.300000,547
48,262,TL,S,7317.000000,7317.000000,0.000000,0.000000,0.000000,7317.000000,0.000000,7317.000000,0.000000,0.000000,7317.000000,549
48,262,US,S,1223.087724,1223.090000,0.000000,0.000000,0.000000,1223.090000,0.000000,1223.090000,0.000000,0.000000,1223.090000,550
49,270,EU,S,1671.143078,1671.140000,0.000000,0.000000,0.000000,1671.140000,0.000000,1671.140000,0.000000,0.000000,1671.140000,582
49,270,TL,S,11013.000000,11013.000000,0.000000,0.000000,0.000000,11013.000000,0.000000,11013.000000,0.000000,0.000000,11013.000000,584
49,270,US,S,1840.899973,1840.900000,0.000000,0.000000,0.000000,1840.900000,0.000000,1840.900000,0.000000,0.000000,1840.900000,585
50,282,EU,S,1481.768107,1481.770000,0.000000,0.000000,0.000000,1481.770000,0.000000,1481.770000,0.000000,0.000000,1481.770000,637
50,282,TL,S,9765.000000,9765.000000,0.000000,0.000000,0.000000,9765.000000,0.000000,9765.000000,0.000000,0.000000,9765.000000,639
50,282,US,S,1632.288045,1632.290000,0.000000,0.000000,0.000000,1632.290000,0.000000,1632.290000,0.000000,0.000000,1632.290000,640
52,185,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,212
52,185,TL,S,7980.000000,7980.000000,0.000000,0.000000,0.000000,7980.000000,0.000000,7980.000000,0.000000,0.000000,7980.000000,214
52,185,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,215
53,186,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,217
53,186,TL,S,6900.000000,6900.000000,0.000000,0.000000,0.000000,6900.000000,0.000000,6900.000000,0.000000,0.000000,6900.000000,219
53,186,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,220
54,193,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,247
54,193,TL,S,4218.000000,4218.000000,0.000000,0.000000,0.000000,4218.000000,0.000000,4218.000000,0.000000,0.000000,4218.000000,249
54,193,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250
55,199,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,277
55,199,TL,S,17100.000000,17100.000000,0.000000,0.000000,0.000000,17100.000000,0.000000,17100.000000,0.000000,0.000000,17100.000000,279
55,199,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,280
56,209,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322
56,209,TL,S,39000.000000,39000.000000,0.000000,0.000000,0.000000,39000.000000,0.000000,39000.000000,0.000000,0.000000,39000.000000,324
56,209,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,325
57,218,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,357
57,218,TL,S,17000.000000,17000.000000,0.000000,0.000000,0.000000,17000.000000,0.000000,17000.000000,0.000000,0.000000,17000.000000,359
57,218,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360
58,226,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,392
58,226,TL,S,22000.000000,22000.000000,0.000000,0.000000,0.000000,22000.000000,0.000000,22000.000000,0.000000,0.000000,22000.000000,394
58,226,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,395
59,230,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,407
59,230,TL,S,9025.000000,9025.000000,0.000000,0.000000,0.000000,9025.000000,0.000000,9025.000000,0.000000,0.000000,9025.000000,409
59,230,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,410
60,238,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,442
60,238,TL,S,3032.000000,3032.000000,0.000000,0.000000,0.000000,3032.000000,0.000000,3032.000000,0.000000,0.000000,3032.000000,444
60,238,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,445
61,266,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,562
61,266,TL,S,32592.000000,32592.000000,0.000000,0.000000,0.000000,32592.000000,0.000000,32592.000000,0.000000,0.000000,32592.000000,564
61,266,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,565
62,274,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,597
62,274,TL,S,14486.000000,14486.000000,0.000000,0.000000,0.000000,14486.000000,0.000000,14486.000000,0.000000,0.000000,14486.000000,599
62,274,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600
63,275,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,602
63,275,TL,S,5887.000000,5887.000000,0.000000,0.000000,0.000000,5887.000000,0.000000,5887.000000,0.000000,0.000000,5887.000000,604
63,275,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,605
65,263,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,552
65,263,TL,S,3798.000000,3798.000000,0.000000,0.000000,0.000000,3798.000000,0.000000,3798.000000,0.000000,0.000000,3798.000000,554
65,263,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,555
66,285,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,652
66,285,TL,S,33500.000000,33500.000000,0.000000,0.000000,0.000000,33500.000000,0.000000,33500.000000,0.000000,0.000000,33500.000000,654
66,285,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,655
67,297,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712
67,297,TL,S,27653.000000,27653.000000,0.000000,0.000000,0.000000,27653.000000,0.000000,27653.000000,0.000000,0.000000,27653.000000,714
67,297,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,715
68,280,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,627
68,280,TL,S,44962.000000,44962.000000,0.000000,0.000000,0.000000,44962.000000,0.000000,44962.000000,0.000000,0.000000,44962.000000,629
68,280,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,630
69,21,EU,S,1222.606530,1222.610000,0.000000,0.000000,0.000000,1222.610000,0.000000,1222.610000,0.000000,0.000000,1222.610000,77
69,21,TL,S,8837.000000,8837.000000,0.000000,0.000000,0.000000,8837.000000,0.000000,8837.000000,0.000000,0.000000,8837.000000,79
69,21,US,S,1353.769322,1353.770000,0.000000,0.000000,0.000000,1353.770000,0.000000,1353.770000,0.000000,0.000000,1353.770000,80
70,189,EU,S,1082.872164,1082.870000,0.000000,0.000000,0.000000,1082.870000,0.000000,1082.870000,0.000000,0.000000,1082.870000,227
70,189,TL,S,7827.000000,7827.000000,0.000000,0.000000,0.000000,7827.000000,0.000000,7827.000000,0.000000,0.000000,7827.000000,229
70,189,US,S,1199.044074,1199.040000,0.000000,0.000000,0.000000,1199.040000,0.000000,1199.040000,0.000000,0.000000,1199.040000,230
71,191,EU,S,3389.596015,3389.600000,0.000000,0.000000,0.000000,3389.600000,0.000000,3389.600000,0.000000,0.000000,3389.600000,237
71,191,TL,S,24500.000000,24500.000000,0.000000,0.000000,0.000000,24500.000000,0.000000,24500.000000,0.000000,0.000000,24500.000000,239
71,191,US,S,3753.236209,3753.240000,0.000000,0.000000,0.000000,3753.240000,0.000000,3753.240000,0.000000,0.000000,3753.240000,240
72,206,EU,S,1009.961262,1009.960000,0.000000,0.000000,0.000000,1009.960000,0.000000,1009.960000,0.000000,0.000000,1009.960000,307
72,206,TL,S,7300.000000,7300.000000,0.000000,0.000000,0.000000,7300.000000,0.000000,7300.000000,0.000000,0.000000,7300.000000,309
72,206,US,S,1118.311197,1118.310000,0.000000,0.000000,0.000000,1118.310000,0.000000,1118.310000,0.000000,0.000000,1118.310000,310
73,200,EU,S,2365.799668,2365.800000,0.000000,0.000000,0.000000,2365.800000,0.000000,2365.800000,0.000000,0.000000,2365.800000,282
73,200,TL,S,17100.000000,17100.000000,0.000000,0.000000,0.000000,17100.000000,0.000000,17100.000000,0.000000,0.000000,17100.000000,284
73,200,US,S,2619.605680,2619.610000,0.000000,0.000000,0.000000,2619.610000,0.000000,2619.610000,0.000000,0.000000,2619.610000,285
74,195,EU,S,650.249032,650.250000,0.000000,0.000000,0.000000,650.250000,0.000000,650.250000,0.000000,0.000000,650.250000,257
74,195,TL,S,4700.000000,4700.000000,0.000000,0.000000,0.000000,4700.000000,0.000000,4700.000000,0.000000,0.000000,4700.000000,259
74,195,US,S,720.008579,720.010000,0.000000,0.000000,0.000000,720.010000,0.000000,720.010000,0.000000,0.000000,720.010000,260
75,219,EU,S,2351.964582,2351.960000,0.000000,0.000000,0.000000,2351.960000,0.000000,2351.960000,0.000000,0.000000,2351.960000,362
75,219,TL,S,17000.000000,17000.000000,0.000000,0.000000,0.000000,17000.000000,0.000000,17000.000000,0.000000,0.000000,17000.000000,364
75,219,US,S,2604.286349,2604.290000,0.000000,0.000000,0.000000,2604.290000,0.000000,2604.290000,0.000000,0.000000,2604.290000,365
76,228,EU,S,689.679026,689.680000,0.000000,0.000000,0.000000,689.680000,0.000000,689.680000,0.000000,0.000000,689.680000,397
76,228,TL,S,4985.000000,4985.000000,0.000000,0.000000,0.000000,4985.000000,0.000000,4985.000000,0.000000,0.000000,4985.000000,399
76,228,US,S,763.668673,763.670000,0.000000,0.000000,0.000000,763.670000,0.000000,763.670000,0.000000,0.000000,763.670000,400
77,229,EU,S,2850.027670,2850.030000,0.000000,0.000000,0.000000,2850.030000,0.000000,2850.030000,0.000000,0.000000,2850.030000,402
77,229,TL,S,20600.000000,20600.000000,0.000000,0.000000,0.000000,20600.000000,0.000000,20600.000000,0.000000,0.000000,20600.000000,404
77,229,US,S,3155.782282,3155.780000,0.000000,0.000000,0.000000,3155.780000,0.000000,3155.780000,0.000000,0.000000,3155.780000,405
78,232,EU,S,1425.013835,1425.010000,0.000000,0.000000,0.000000,1425.010000,0.000000,1425.010000,0.000000,0.000000,1425.010000,417
