ModelKod,RKod,Tanim,Resim,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
102263,1851,,,341,115,,,,,,
102263,2454,,,342,115,,,,,,
102263,2568,,,343,115,,,,,,
102263,3273,,,344,115,,,,,,
102263,3387,,,345,115,,,,,,
102263,4918,,,346,115,,,,,,
102266,1705,,,347,28,,,,,,
102266,1718,,,348,28,,,,,,
102266,1852,,,349,28,,,,,,
102266,2236,,,350,28,,,,,,
102266,3280,,,351,28,,,,,,
102279,2236,,,352,232,,,,,,
102282,2236,,,353,180,,,,,,
102282,3280,,,354,180,,,,,,
102286,1705,,,355,40,,,,,,
102286,1718,,,356,40,,,,,,
102286,1751,,,357,40,,,,,,
102286,1787,,,358,40,,,,,,
102286,1886,,,359,40,,,,,,
102286,2236,,,360,40,,,,,,
102286,3280,,,361,40,,,,,,
102287,636,,,362,55,,,,,,
102287,1705,,,363,55,,,,,,
102287,1718,,,364,55,,,,,,
102287,1761,,,365,55,,,,,,
102287,1780,,,366,55,,,,,,
102287,1805,,,367,55,,,,,,
102287,2085,,,368,55,,,,,,
102287,2236,,,369,55,,,,,,
102287,3284,,,370,55,,,,,,
102287,4864,,,371,55,,,,,,
102287,4865,,,372,55,,,,,,
102287,4866,,,373,55,,,,,,
102287-400 KUMAŞLI ,636,,,374,127,,,,,,
102287-400 KUMAŞLI ,1705,,,375,127,,,,,,
102287-400 KUMAŞLI ,1718,,,376,127,,,,,,
102287-400 KUMAŞLI ,1761,,,377,127,,,,,,
102287-400 KUMAŞLI ,1780,,,378,127,,,,,,
102287-400 KUMAŞLI ,1805,,,379,127,,,,,,
102287-400 KUMAŞLI ,2085,,,380,127,,,,,,
102287-400 KUMAŞLI ,2236,,,381,127,,,,,,
102287-400 KUMAŞLI ,3284,,,382,127,,,,,,
102287-400 KUMAŞLI ,4864,,,383,127,,,,,,
102287-400 KUMAŞLI ,4865,,,384,127,,,,,,
102287-400 KUMAŞLI ,4866,,,385,127,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,636,,,386,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,1705,,,387,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,1718,,,388,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,1761,,,389,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,1780,,,390,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,1805,,,391,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,2085,,,392,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,2236,,,393,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,3284,,,394,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,4864,,,395,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,4865,,,396,244,,,,,,
102287-434 ÇOK RENKLİ LAZERSİZ,4866,,,397,244,,,,,,
102290,2236,,,398,503,,,,,,
102300,1751,,,399,751,,,,,,
102300,2236,,,400,751,,,,,,
102301,1705,,,401,209,,,,,,
102301,1718,,,402,209,,,,,,
102301,2236,,,403,209,,,,,,
102301,3280,,,404,209,,,,,,
102304,2236,,,405,500,,,,,,
102307,698,,,406,428,,,,,,
102307,1705,,,407,428,,,,,,
102307,2236,,,408,428,,,,,,
102307,3280,,,409,428,,,,,,
102317,198,,,410,95,,,,,,
102317,1718,,,411,95,,,,,,
102317,1751,,,412,95,,,,,,
102320,198,,,413,210,,,,,,
102320,1718,,,414,210,,,,,,
102320,1772,,,415,210,,,,,,
102322,1705,,,416,278,,,,,,
102322,2236,,,417,278,,,,,,
102325,1705,,,418,293,,,,,,
102325,2236,,,419,293,,,,,,
102495,431,,,420,20,,,,,,
102495,702,,,421,20,,,,,,
102495,703,,,422,20,,,,,,
102495,1820,,,423,20,,,,,,
102495,2062,,,424,20,,,,,,
102495,2451,,,425,20,,,,,,
102495,2897,,,426,20,,,,,,
102495,4845,,,427,20,,,,,,
102495,4846,,,428,20,,,,,,
102495,5272,,,429,20,,,,,,
102498,1705,,,430,13,,,,,,
102498,1805,,,431,13,,,,,,
102498,1852,,,432,13,,,,,,
102498,2236,,,433,13,,,,,,
102498,3280,,,434,13,,,,,,
102503,1705,,,435,34,,,,,,
102503,1718,,,436,34,,,,,,
102503,1751,,,437,34,,,,,,
102503,2236,,,438,34,,,,,,
102503,3280,,,439,34,,,,,,
102507,1718,,,440,59,,,,,,
102507,1805,,,441,59,,,,,,
102507,1806,,,442,59,,,,,,
102507,1886,,,443,59,,,,,,
102507,2262,,,444,59,,,,,,
102509,1705,,,445,415,,,,,,
102509,1751,,,446,415,,,,,,
102509,2236,,,447,415,,,,,,
102509,3280,,,448,415,,,,,,
102513,198,,,449,109,,,,,,
102513,1718,,,450,109,,,,,,
102513,2374,,,451,109,,,,,,
102514,1852,,,452,326,,,,,,
102514,2236,,,453,326,,,,,,
102514,3280,,,454,326,,,,,,
102516,1705,,,455,47,,,,,,
102516,1718,,,456,47,,,,,,
102516,1852,,,457,47,,,,,,
102516,2236,,,458,47,,,,,,
102516,3280,,,459,47,,,,,,
102518,1806,,,460,29,,,,,,
102525,1705,,,461,407,,,,,,
102525,1805,,,462,407,,,,,,
102525,1806,,,463,407,,,,,,
102525-AYNA YÜZ KOPLE LAZER ,1705,,,464,408,,,,,,
102525-AYNA YÜZ KOPLE LAZER ,1805,,,465,408,,,,,,
102525-AYNA YÜZ KOPLE LAZER ,1806,,,466,408,,,,,,
102531,238,,,467,44,,,,,,
102531,436,,,468,44,,,,,,
102531,1704,,,469,44,,,,,,
102531,1720,,,470,44,,,,,,
102531,1742,,,471,44,,,,,,
102531,1766,,,472,44,,,,,,
102531,1772,,,473,44,,,,,,
102531,1774,,,474,44,,,,,,
102531,1815,,,475,44,,,,,,
102531,1854,,,476,44,,,,,,
102531,1859,,,477,44,,,,,,
102531,1869,,,478,44,,,,,,
102531,2262,,,479,44,,,,,,
102531,2316,,,480,44,,,,,,
102531,2337,,,481,44,,,,,,
102531,2418,,,482,44,,,,,,
102531,2504,,,483,44,,,,,,
102531,2546,,,484,44,,,,,,
102531,2780,,,485,44,,,,,,
102531,2900,,,486,44,,,,,,
102531,4900,,,487,44,,,,,,
102531,6250,,,488,44,,,,,,
102531,6258,,,489,44,,,,,,
102531,6267,,,490,44,,,,,,
102531,6982,,,491,44,,,,,,
102531,6983,,,492,44,,,,,,
102531-KYLE,238,,,493,375,,,,,,
102531-KYLE,436,,,494,375,,,,,,
102531-KYLE,1704,,,495,375,,,,,,
102531-KYLE,1720,,,496,375,,,,,,
102531-KYLE,1742,,,497,375,,,,,,
102531-KYLE,1766,,,498,375,,,,,,
102531-KYLE,1772,,,499,375,,,,,,
102531-KYLE,1774,,,500,375,,,,,,
102531-KYLE,1815,,,501,375,,,,,,
102531-KYLE,1854,,,502,375,,,,,,
102531-KYLE,1859,,,503,375,,,,,,
102531-KYLE,1869,,,504,375,,,,,,
102531-KYLE,2262,,,505,375,,,,,,
102531-KYLE,2316,,,506,375,,,,,,
102531-KYLE,2337,,,507,375,,,,,,
102531-KYLE,2418,,,508,375,,,,,,
102531-KYLE,2504,,,509,375,,,,,,
102531-KYLE,2546,,,510,375,,,,,,
102531-KYLE,2780,,,511,375,,,,,,
102531-KYLE,2900,,,512,375,,,,,,
102531-KYLE,4900,,,513,375,,,,,,
102531-KYLE,6250,,,514,375,,,,,,
102531-KYLE,6258,,,515,375,,,,,,
102531-KYLE,6267,,,516,375,,,,,,
102531-KYLE,6982,,,517,375,,,,,,
102531-KYLE,6983,,,518,375,,,,,,
102532,198,,,519,21,,,,,,
102532,1718,,,520,21,,,,,,
102532,1720,,,521,21,,,,,,
102532,1774,,,522,21,,,,,,
102532,1815,,,523,21,,,,,,
102532,1852,,,524,21,,,,,,
102532,1871,,,525,21,,,,,,
102532,2236,,,526,21,,,,,,
102532,2546,,,527,21,,,,,,
102532,3280,,,528,21,,,,,,
102537,126,,,529,30,,,,,,
102537,198,,,530,30,,,,,,
102537,238,,,531,30,,,,,,
102537,252,,,532,30,,,,,,
102537,1718,,,533,30,,,,,,
102537,1751,,,534,30,,,,,,
102537,1860,,,535,30,,,,,,
102537,1874,,,536,30,,,,,,
102537,2118,,,537,30,,,,,,
102537,2120,,,538,30,,,,,,
102537,2240,,,539,30,,,,,,
102537,2262,,,540,30,,,,,,
102537,2316,,,541,30,,,,,,
102537,2346,,,542,30,,,,,,
102537,2401,,,543,30,,,,,,
102537,2446,,,544,30,,,,,,
102537,3387,,,545,30,,,,,,
102537,5989,,,546,30,,,,,,
102541,1718,,,547,233,,,,,,
102541,1751,,,548,233,,,,,,
102541,1780,,,549,233,,,,,,
102541,1792,,,550,233,,,,,,
102541,1805,,,551,233,,,,,,
102541,1806,,,552,233,,,,,,
102541,1886,,,553,233,,,,,,
102541,2240,,,554,233,,,,,,
102541,2446,,,555,233,,,,,,
102541,3387,,,556,233,,,,,,
102544,97,,,557,116,,,,,,
102544,198,,,558,116,,,,,,
102544,252,,,559,116,,,,,,
102544,560,,,560,116,,,,,,
102544,1712,,,561,116,,,,,,
102544,1718,,,562,116,,,,,,
102544,1751,,,563,116,,,,,,
102544,1772,,,564,116,,,,,,
102544,1820,,,565,116,,,,,,
102544,1873,,,566,116,,,,,,
102544,2236,,,567,116,,,,,,
102544,2262,,,568,116,,,,,,
102544,2473,,,569,116,,,,,,
102544,2513,,,570,116,,,,,,
102544,2617,,,571,116,,,,,,
102544,3286,,,572,116,,,,,,
102549,97,,,573,14,,,,,,
102549,198,,,574,14,,,,,,
102549,1712,,,575,14,,,,,,
102549,1718,,,576,14,,,,,,
102549,1751,,,577,14,,,,,,
102549,1860,,,578,14,,,,,,
102549,2262,,,579,14,,,,,,
102549,2346,,,580,14,,,,,,
102551,198,,,581,10,,,,,,
102551,431,,,582,10,,,,,,
102551,612,,,583,10,,,,,,
102551,638,,,584,10,,,,,,
102551,1718,,,585,10,,,,,,
102551,1751,,,586,10,,,,,,
102551,1780,,,587,10,,,,,,
102551,1805,,,588,10,,,,,,
102551,1806,,,589,10,,,,,,
102551,1812,,,590,10,,,,,,
102551,1841,,,591,10,,,,,,
102551,2262,,,592,10,,,,,,
102551,2384,,,593,10,,,,,,
102551,2451,,,594,10,,,,,,
102551,2454,,,595,10,,,,,,
102551,2533,,,596,10,,,,,,
102551,2570,,,597,10,,,,,,
102551,2858,,,598,10,,,,,,
102551,2860,,,599,10,,,,,,
102551,3300,,,600,10,,,,,,
102551,3480,,,601,10,,,,,,
102551,3506,,,602,10,,,,,,
102551,4463,,,603,10,,,,,,
102551,4814,,,604,10,,,,,,
102551,5272,,,605,10,,,,,,
102559,1705,,,606,323,,,,,,
102559,1718,,,607,323,,,,,,
102559,2236,,,608,323,,,,,,
102559,3280,,,609,323,,,,,,
102559,8489,,,610,323,,,,,,
102560,97,,,611,15,,,,,,
102560,198,,,612,15,,,,,,
102560,1705,,,613,15,,,,,,
102560,1712,,,614,15,,,,,,
102560,1718,,,615,15,,,,,,
102560,1751,,,616,15,,,,,,
102560,1805,,,617,15,,,,,,
102560,2236,,,618,15,,,,,,
102560,2262,,,619,15,,,,,,
102560,3280,,,620,15,,,,,,
102563,198,,,621,96,,,,,,
102563,574,,,622,96,,,,,,
102563,575,,,623,96,,,,,,
102563,1718,,,624,96,,,,,,
102563,1751,,,625,96,,,,,,
102563,1780,,,626,96,,,,,,
102563,1784,,,627,96,,,,,,
102563,1792,,,628,96,,,,,,
102563,2236,,,629,96,,,,,,
102563,2240,,,630,96,,,,,,
102563,2380,,,631,96,,,,,,
102563,2446,,,632,96,,,,,,
102563,3299,,,633,96,,,,,,
102563,3387,,,634,96,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,198,,,635,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,574,,,636,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,575,,,637,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,1718,,,638,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,1751,,,639,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,1780,,,640,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,1784,,,641,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,1792,,,642,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,2236,,,643,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,2240,,,644,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,2380,,,645,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,2446,,,646,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,3299,,,647,102,,,,,,
102563-MAHMUT ABBASOV RIVETLİ,3387,,,648,102,,,,,,
102567,1705,,,649,22,,,,,,
102567,1715,,,650,22,,,,,,
102567,1718,,,651,22,,,,,,
102567,1751,,,652,22,,,,,,
102567,1792,,,653,22,,,,,,
102567,1805,,,654,22,,,,,,
102567,1852,,,655,22,,,,,,
102567,1874,,,656,22,,,,,,
102567,2236,,,657,22,,,,,,
102567,2240,,,658,22,,,,,,
102567,2262,,,659,22,,,,,,
102567,2316,,,660,22,,,,,,
102567,2401,,,661,22,,,,,,
102567,2474,,,662,22,,,,,,
102567,3280,,,663,22,,,,,,
102567,3387,,,664,22,,,,,,
102567,7223,,,665,22,,,,,,
102567 MAHMUT ABBASOV RIVET ,198,,,666,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,203,,,667,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,238,,,668,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1705,,,669,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1715,,,670,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1718,,,671,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1751,,,672,103,,,,,,
102567 MAHMUT ABBASOV RIVET ,1784,,,673,103,,,,,,
