SKOD,RKOD,BedKod,Modul,FisNo,FisHarinx,SendTar,Location,FisTip,Giren,Cikan,scikan,Fiyat,Birim,Mrptedariktipi,TerminTar,Mrpcheck,kgid,insUN,insDT,insApp,updUN,updDT,updApp
101184,1718,160,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,5,,,,,,
101184,1718,161,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,6,,,,,,
101184,1718,162,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,7,,,,,,
101184,1751,157,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,8,,,,,,
101184,1751,158,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,9,,,,,,
101184,1751,159,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,10,,,,,,
101184,1751,160,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,11,,,,,,
101184,1751,161,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,12,,,,,,
101184,1751,162,U,1261,1838,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,13,,,,,,
102254,1858,156,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,14,,,,,,
102254,1858,157,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,15,,,,,,
102254,1858,158,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,16,,,,,,
102254,1858,159,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,17,,,,,,
102254,1858,160,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,18,,,,,,
102254,1858,161,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,19,,,,,,
102254,1858,162,U,1258,1814,2020-10-30 10:58:02.230000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,20,,,,,,
102262,2236,157,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,21,,,,,,
102262,2236,158,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,22,,,,,,
102262,2236,159,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,23,,,,,,
102262,2236,160,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,24,,,,,,
102262,2236,161,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,25,,,,,,
102262,2236,162,U,19435,60301,2023-11-06 11:11:43.150000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,26,,,,,,
102301,1705,157,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,27,,,,,,
102301,1705,158,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,28,,,,,,
102301,1705,159,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,29,,,,,,
102301,1705,160,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,30,,,,,,
102301,1705,161,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,31,,,,,,
102301,1705,162,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,32,,,,,,
102301,2236,157,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,33,,,,,,
102301,2236,158,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,34,,,,,,
102301,2236,159,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,35,,,,,,
102301,2236,160,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,36,,,,,,
102301,2236,161,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,37,,,,,,
102301,2236,162,U,19280,59687,2023-10-12 17:34:37.167000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,38,,,,,,
102551,1751,156,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,1.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,39,,,,,,
102551,1751,157,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,2.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,40,,,,,,
102551,1751,157,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,41,,,,,,
102551,1751,158,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,2.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,42,,,,,,
102551,1751,158,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,43,,,,,,
102551,1751,159,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,2.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,44,,,,,,
102551,1751,159,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,45,,,,,,
102551,1751,160,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,2.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,46,,,,,,
102551,1751,160,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,47,,,,,,
102551,1751,161,U,19391,60128,2023-10-31 14:34:02.407000,CS001,S,1.0000000000,0E-10,0E-10,59.0000000000,CIFT,,,,48,,,,,,
102551,1751,161,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,49,,,,,,
102551,1751,162,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,50,,,,,,
102551,1805,157,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,51,,,,,,
102551,1805,158,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,52,,,,,,
102551,1805,159,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,53,,,,,,
102551,1805,160,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,54,,,,,,
102551,1805,161,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,55,,,,,,
102551,1805,162,U,19393,60144,2023-10-31 14:57:40.820000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,56,,,,,,
102585,700,157,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,57,,,,,,
102585,700,158,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,58,,,,,,
102585,700,159,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,59,,,,,,
102585,700,160,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,60,,,,,,
102585,700,161,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,61,,,,,,
102585,700,162,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,62,,,,,,
102585,2080,156,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,63,,,,,,
102585,2080,156,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,64,,,,,,
102585,2080,157,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,65,,,,,,
102585,2080,157,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,66,,,,,,
102585,2080,157,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,67,,,,,,
102585,2080,158,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,68,,,,,,
102585,2080,158,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,69,,,,,,
102585,2080,158,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,70,,,,,,
102585,2080,159,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,71,,,,,,
102585,2080,159,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,72,,,,,,
102585,2080,159,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,73,,,,,,
102585,2080,160,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,74,,,,,,
102585,2080,160,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,75,,,,,,
102585,2080,160,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,76,,,,,,
102585,2080,161,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,77,,,,,,
102585,2080,161,U,1394,2340,2020-11-06 12:14:03.867000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,78,,,,,,
102585,2080,162,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,79,,,,,,
102585,2082,156,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,80,,,,,,
102585,2082,157,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,81,,,,,,
102585,2082,157,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,82,,,,,,
102585,2082,158,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,83,,,,,,
102585,2082,158,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,84,,,,,,
102585,2082,159,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,85,,,,,,
102585,2082,159,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,86,,,,,,
102585,2082,160,U,1101,1240,2020-10-16 17:28:14.370000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,87,,,,,,
102585,2082,160,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,88,,,,,,
102585,2082,161,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,89,,,,,,
102585,2082,162,U,1138,1370,2020-10-19 16:26:46.900000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,90,,,,,,
102585,2086,157,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,91,,,,,,
102585,2086,158,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,92,,,,,,
102585,2086,159,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,93,,,,,,
102585,2086,160,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,94,,,,,,
102585,2086,161,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,95,,,,,,
102585,2086,162,U,1261,1839,2020-10-30 10:58:15.367000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,96,,,,,,
102589,4847,156,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,97,,,,,,
102589,4847,157,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,98,,,,,,
102589,4847,157,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,1.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,99,,,,,,
102589,4847,158,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,100,,,,,,
102589,4847,158,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,2.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,101,,,,,,
102589,4847,159,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,102,,,,,,
102589,4847,159,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,3.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,103,,,,,,
102589,4847,160,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,104,,,,,,
102589,4847,160,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,2.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,105,,,,,,
102589,4847,161,U,19391,60134,2023-10-31 14:34:02.860000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,106,,,,,,
102589,4847,161,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,1.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,107,,,,,,
102589,4847,162,U,19393,60143,2023-10-31 14:57:41.023000,CS001,S,1.0000000000,0E-10,0E-10,60.0000000000,CIFT,,,,108,,,,,,
102624,1718,157,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,109,,,,,,
102624,1718,158,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,110,,,,,,
102624,1718,159,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,111,,,,,,
102624,1718,160,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,112,,,,,,
102624,1718,161,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,113,,,,,,
102624,1718,162,U,19373,60027,2023-10-26 09:18:06.140000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,114,,,,,,
102627,198,156,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,115,,,,,,
102627,198,157,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,116,,,,,,
102627,198,158,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,5.0000000000,0E-10,0E-10,0E-10,CIFT,,,,117,,,,,,
102627,198,159,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,4.0000000000,0E-10,0E-10,0E-10,CIFT,,,,118,,,,,,
102627,198,161,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,119,,,,,,
102627,198,162,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,120,,,,,,
102627,198,168,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,121,,,,,,
102627,198,206,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,122,,,,,,
102627,1751,155,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,123,,,,,,
102627,1751,157,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,124,,,,,,
102627,1751,159,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,125,,,,,,
102627,1751,168,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,126,,,,,,
102627,1751,206,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,127,,,,,,
102627,2236,155,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,128,,,,,,
102627,2236,156,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,129,,,,,,
102627,2236,157,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,130,,,,,,
102627,2236,159,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,131,,,,,,
102627,2236,160,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,132,,,,,,
102627,2236,161,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,133,,,,,,
102627,2236,162,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,134,,,,,,
102627,2236,168,U,1452,2497,2020-11-13 14:22:16.567000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,135,,,,,,
102629,2236,156,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,136,,,,,,
102629,2236,157,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,5.0000000000,0E-10,0E-10,0E-10,CIFT,,,,137,,,,,,
102629,2236,158,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,138,,,,,,
102629,2236,159,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,7.0000000000,0E-10,0E-10,0E-10,CIFT,,,,139,,,,,,
102629,2236,160,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,140,,,,,,
102629,3280,157,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,141,,,,,,
102629,3280,158,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,142,,,,,,
102629,3280,159,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,143,,,,,,
102629,3280,160,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,144,,,,,,
102629,3280,161,U,1452,2498,2020-11-13 14:22:24.437000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,145,,,,,,
102636,1805,157,U,1452,2500,2020-11-13 14:22:24.483000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,146,,,,,,
102636,1805,159,U,1452,2500,2020-11-13 14:22:24.483000,CS001,S,3.0000000000,0E-10,0E-10,0E-10,CIFT,,,,147,,,,,,
102636,1805,160,U,1452,2500,2020-11-13 14:22:24.483000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,148,,,,,,
102636,1805,161,U,1452,2500,2020-11-13 14:22:24.483000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,149,,,,,,
103907,1561,157,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,10.0000000000,0E-10,0E-10,0E-10,CIFT,,,,956,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
103907,1561,158,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,20.0000000000,0E-10,0E-10,0E-10,CIFT,,,,957,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
103907,1561,159,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,30.0000000000,0E-10,0E-10,0E-10,CIFT,,,,958,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
103907,1561,160,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,20.0000000000,0E-10,0E-10,0E-10,CIFT,,,,959,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
103907,1561,161,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,10.0000000000,0E-10,0E-10,0E-10,CIFT,,,,960,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
103907,1561,162,U,22650,63648,2025-01-09 13:58:03.067000,CA001,S,10.0000000000,0E-10,0E-10,0E-10,CIFT,,,,961,OZKAN,2025-01-09 13:58:03.067000,KGShop,,,
104812,1801,156,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,150,,,,,,
104812,1801,157,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,151,,,,,,
104812,1801,158,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,152,,,,,,
104812,1801,159,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,153,,,,,,
104812,1801,160,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,154,,,,,,
104812,1801,161,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,155,,,,,,
104812,3499,156,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,156,,,,,,
104812,3499,157,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,157,,,,,,
104812,3499,158,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,158,,,,,,
104812,3499,159,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,159,,,,,,
104812,3499,160,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,160,,,,,,
104812,3499,161,U,19389,60106,2023-11-06 09:54:08.627000,CS001,S,1.0000000000,0E-10,0E-10,0E-10,CIFT,,,,161,,,,,,
105064,1718,157,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,162,,,,,,
105064,1718,158,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,2.0000000000,0E-10,0E-10,0E-10,CIFT,,,,163,,,,,,
105064,1718,159,U,1469,2560,2020-11-18 15:36:35.507000,CS001,S,6.0000000000,0E-10,0E-10,0E-10,CIFT,,,,164,,,,,,
