UserName,ModulName,AccessStatu,ShortCut,kgid,insUN,insDT,insApp,updUN,updDT,updApp,mkgid
Burcukır,Rapor_811,vi,,2079,,,,,,,13
Burcukır,Rapor_90,vi,,2080,,,,,,,13
Burcukır,SBSendAltoA,4,,2081,,,,,,,13
Burcukır,SBSendAltoS,4,,2082,,,,,,,13
CAHIT,miMusteri,2,,17707,dbo,2024-09-26 11:56:52.997000,,dbo,2024-09-26 11:56:53.007000,,1120
CAHIT,miSystem,4,,17708,dbo,2024-09-26 11:56:52.997000,,dbo,2024-09-26 11:56:53.007000,,1120
CAHIT,TS_MFinans,2,,17709,dbo,2024-09-26 11:56:52.997000,,dbo,2024-09-26 11:56:53.007000,,1120
cansu.demir,miAlHizmetKart,vi,,2083,,,,,,,15
cansu.demir,miAlHizmetSip,vi,,2084,,,,,,,15
cansu.demir,miAlHizmetSipYon,vi,,2085,,,,,,,15
cansu.demir,miFinansTanim,vi,,2086,,,,,,,15
cansu.demir,miGDovGir,vi,,2087,,,,,,,15
cansu.demir,miGelKart,vi,,2088,,,,,,,15
cansu.demir,miGidHizYonet,vi,,2089,,,,,,,15
cansu.demir,miGidKart,vi,,2090,,,,,,,15
cansu.demir,miisOnay,vi,,2091,,,,,,,15
cansu.demir,miMuhPeriyot,vi,,2092,,,,,,,15
cansu.demir,miMuhPeriyotDetay,vi,,2093,,,,,,,15
cansu.demir,miVerHizmetKart,vi,,2094,,,,,,,15
cansu.demir,miYonKonsol,vi,,2095,,,,,,,15
cem.uyguc,Basitretim1,vi,,2096,,,,,,,16
cem.uyguc,Bildirgeler1,vi,,2097,,,,,,,16
cem.uyguc,ikBildirimiEk21,vi,,2098,,,,,,,16
cem.uyguc,mi_KurFarkiFis,vi,,2099,,,,,,,16
cem.uyguc,miAlDahSip,vi,,2100,,,,,,,16
cem.uyguc,miAlHizmetKart,vi,,2101,,,,,,,16
cem.uyguc,miAlHizmetSip,vi,,2102,,,,,,,16
cem.uyguc,miAlHizmetSipYon,vi,,2103,,,,,,,16
cem.uyguc,miAlSiparis,vi,,2104,,,,,,,16
cem.uyguc,miAlTeklif,vi,,2105,,,,,,,16
cem.uyguc,miAlTemGir,vi,,2106,,,,,,,16
cem.uyguc,miAlTemHar,vi,,2107,,,,,,,16
cem.uyguc,miAnaImltParam,vi,,2108,,,,,,,16
cem.uyguc,miAnaPlan,vi,,2109,,,,,,,16
cem.uyguc,miBABS,vi,,2110,,,,,,,16
cem.uyguc,mibanka,vi,,2111,,,,,,,16
cem.uyguc,miBankais,vi,,2112,,,,,,,16
cem.uyguc,miBankaKart,vi,,2113,,,,,,,16
cem.uyguc,miBankaKrediTak,vi,,2114,,,,,,,16
cem.uyguc,miBankaKrediYon,vi,,2115,,,,,,,16
cem.uyguc,miBankaListesi,vi,,2116,,,,,,,16
cem.uyguc,miBankaTakip,vi,,2117,,,,,,,16
cem.uyguc,miBankaYon,vi,,2118,,,,,,,16
cem.uyguc,miBankTakip,vi,,2119,,,,,,,16
cem.uyguc,miBorcYonet,vi,,2120,,,,,,,16
cem.uyguc,miCari,vi,,2121,,,,,,,16
cem.uyguc,miCariFis,vi,,2122,,,,,,,16
cem.uyguc,miCariMenu,vi,,2123,,,,,,,16
cem.uyguc,miCariRiskYon,vi,,2124,,,,,,,16
cem.uyguc,miCariYasYonet,vi,,2125,,,,,,,16
cem.uyguc,miCariYon,vi,,2126,,,,,,,16
cem.uyguc,miCariYonet,vi,,2127,,,,,,,16
cem.uyguc,miCek,vi,,2128,,,,,,,16
cem.uyguc,miCekGir,vi,,2129,,,,,,,16
cem.uyguc,miCekis,vi,,2130,,,,,,,16
cem.uyguc,miCekTakip,vi,,2131,,,,,,,16
cem.uyguc,miCekTakipFi,vi,,2132,,,,,,,16
cem.uyguc,miCekTakipFiD,vi,,2133,,,,,,,16
cem.uyguc,miCekTakipMu,vi,,2134,,,,,,,16
cem.uyguc,miCekTakipMuD,vi,,2135,,,,,,,16
cem.uyguc,miCekYon,vi,,2136,,,,,,,16
cem.uyguc,miCreateEFatura,vi,,2137,,,,,,,16
cem.uyguc,miCRM,vi,,2138,,,,,,,16
cem.uyguc,miCRM_Firmalar,vi,,2139,,,,,,,16
cem.uyguc,miCRM_FromCari,vi,,2140,,,,,,,16
cem.uyguc,miCRM_FromCust,vi,,2141,,,,,,,16
cem.uyguc,miCRM_GFilter,vi,,2142,,,,,,,16
cem.uyguc,miCRM_GKayit,vi,,2143,,,,,,,16
cem.uyguc,miCRM_KisiFilter,vi,,2144,,,,,,,16
cem.uyguc,miCRM_KisiKart,vi,,2145,,,,,,,16
cem.uyguc,miCRM_Kisiler,vi,,2146,,,,,,,16
cem.uyguc,miCRM_Servis_Talep,vi,,2147,,,,,,,16
cem.uyguc,miCRM_ServisFilter,vi,,2148,,,,,,,16
cem.uyguc,miCRM_ServisMain,vi,,2149,,,,,,,16
cem.uyguc,miCRMFirmaList,vi,,2150,,,,,,,16
cem.uyguc,miCRMGorusmeler,vi,,2151,,,,,,,16
cem.uyguc,miCrpPlan,vi,,2152,,,,,,,16
cem.uyguc,miCSFTakip,vi,,2153,,,,,,,16
cem.uyguc,miCSKurFarkiDegerleme,vi,,2154,,,,,,,16
cem.uyguc,miDahFiyDeg,vi,,2155,,,,,,,16
cem.uyguc,miDahiliUyari,vi,,2156,,,,,,,16
cem.uyguc,miDeBasEm,vi,,2157,,,,,,,16
cem.uyguc,miDovMAFisList,vi,,2158,,,,,,,16
cem.uyguc,miDovMizan,vi,,2159,,,,,,,16
cem.uyguc,miDovMMuavin,vi,,2160,,,,,,,16
cem.uyguc,miDUretEmir,vi,,2161,,,,,,,16
cem.uyguc,miDurus,vi,,2162,,,,,,,16
cem.uyguc,mieBeyan,vi,,2163,,,,,,,16
cem.uyguc,mieDefter,vi,,2164,,,,,,,16
cem.uyguc,miEdefterCreate,vi,,2165,,,,,,,16
cem.uyguc,miEDefterMain,vi,,2166,,,,,,,16
cem.uyguc,miEF_CariKontrol,vi,,2167,,,,,,,16
cem.uyguc,miEFatura,vi,,2168,,,,,,,16
cem.uyguc,miEmFilter,vi,,2169,,,,,,,16
cem.uyguc,miEmirHamDeg,vi,,2170,,,,,,,16
cem.uyguc,miEnt,vi,,2171,,,,,,,16
cem.uyguc,miEUretEmir,vi,,2172,,,,,,,16
cem.uyguc,miFat_A,vi,,2173,,,,,,,16
cem.uyguc,miFat_A_Dah_i,vi,,2174,,,,,,,16
cem.uyguc,miFat_A_Fat,vi,,2175,,,,,,,16
cem.uyguc,miFat_A_Fat_i,vi,,2176,,,,,,,16
cem.uyguc,miFat_A_Hiz,vi,,2177,,,,,,,16
cem.uyguc,miFat_A_Hiz_i,vi,,2178,,,,,,,16
cem.uyguc,miFat_A_KFF,vi,,2179,,,,,,,16
cem.uyguc,miFat_A_Kon,vi,,2180,,,,,,,16
cem.uyguc,miFat_A_Kon_i,vi,,2181,,,,,,,16
cem.uyguc,miFat_A_Pro,vi,,2182,,,,,,,16
cem.uyguc,miFat_A_Pro_i,vi,,2183,,,,,,,16
cem.uyguc,miFat_S,vi,,2184,,,,,,,16
cem.uyguc,miFat_S_Dah_i,vi,,2185,,,,,,,16
cem.uyguc,miFat_S_Fat,vi,,2186,,,,,,,16
cem.uyguc,miFat_S_Fat_i,vi,,2187,,,,,,,16
cem.uyguc,miFat_S_Hiz,vi,,2188,,,,,,,16
cem.uyguc,miFat_S_Hiz_i,vi,,2189,,,,,,,16
cem.uyguc,miFat_S_KFF,vi,,2190,,,,,,,16
cem.uyguc,miFat_S_Kon,vi,,2191,,,,,,,16
cem.uyguc,miFat_S_Kon_i,vi,,2192,,,,,,,16
cem.uyguc,miFat_S_Pro,vi,,2193,,,,,,,16
cem.uyguc,miFat_S_Pro_i,vi,,2194,,,,,,,16
cem.uyguc,miFatOdePlanFilter,vi,,2195,,,,,,,16
cem.uyguc,miFatRaporu,vi,,2196,,,,,,,16
cem.uyguc,miFaturaMenu,vi,,2197,,,,,,,16
cem.uyguc,miFaturaYon,vi,,2198,,,,,,,16
cem.uyguc,miFFA,vi,,2199,,,,,,,16
cem.uyguc,miFFS,vi,,2200,,,,,,,16
cem.uyguc,miFinans,vi,,2201,,,,,,,16
cem.uyguc,miFinansTanim,vi,,2202,,,,,,,16
cem.uyguc,miFirCekCik,vi,,2203,,,,,,,16
cem.uyguc,miFirCekDevir,vi,,2204,,,,,,,16
cem.uyguc,miFirCekDeviris,vi,,2205,,,,,,,16
cem.uyguc,miFirCekis,vi,,2206,,,,,,,16
cem.uyguc,miFirmaFilter,vi,,2207,,,,,,,16
cem.uyguc,miFirSenetCik,vi,,2208,,,,,,,16
cem.uyguc,miFirSenetDevir,vi,,2209,,,,,,,16
cem.uyguc,miFirSenetDis,vi,,2210,,,,,,,16
cem.uyguc,miFirSenetis,vi,,2211,,,,,,,16
cem.uyguc,miFisBirlestir,vi,,2212,,,,,,,16
cem.uyguc,miFisMikChng,vi,,2213,,,,,,,16
cem.uyguc,miFiyatYonet,4,,2214,,,,,,,16
cem.uyguc,miFUrtPlan,vi,,2215,,,,,,,16
cem.uyguc,miGDovGir,vi,,2216,,,,,,,16
cem.uyguc,miGelGidYKMuhKod,vi,,2217,,,,,,,16
cem.uyguc,miGelKart,vi,,2218,,,,,,,16
cem.uyguc,miGenGid,vi,,2219,,,,,,,16
cem.uyguc,miGeriyeOdemePlanlama,vi,,2220,,,,,,,16
cem.uyguc,miGidHizYonet,vi,,2221,,,,,,,16
cem.uyguc,miGidKart,vi,,2222,,,,,,,16
cem.uyguc,miGunKazRap,vi,,2223,,,,,,,16
cem.uyguc,miGVirman,vi,,2224,,,,,,,16
cem.uyguc,miHamChange,vi,,2225,,,,,,,16
cem.uyguc,miHamYon,vi,,2226,,,,,,,16
cem.uyguc,miHCFilter,vi,,2227,,,,,,,16
cem.uyguc,miHCHar,vi,,2228,,,,,,,16
cem.uyguc,miHCKart,vi,,2229,,,,,,,16
cem.uyguc,miHedCek,vi,,2230,,,,,,,16
cem.uyguc,miHesapTakip,vi,,2231,,,,,,,16
cem.uyguc,miimalatProp,vi,,2232,,,,,,,16
cem.uyguc,miirs_A,vi,,2233,,,,,,,16
cem.uyguc,miirs_A_Dah,vi,,2234,,,,,,,16
cem.uyguc,miirs_A_Dah_i,vi,,2235,,,,,,,16
cem.uyguc,miirs_A_Fat,vi,,2236,,,,,,,16
cem.uyguc,miirs_A_Fat_i,vi,,2237,,,,,,,16
cem.uyguc,miirs_A_Kon,vi,,2238,,,,,,,16
cem.uyguc,miirs_A_Kon_i,vi,,2239,,,,,,,16
cem.uyguc,miirs_A_Pro,vi,,2240,,,,,,,16
cem.uyguc,miirs_A_Pro_i,vi,,2241,,,,,,,16
cem.uyguc,miirs_S,vi,,2242,,,,,,,16
cem.uyguc,miirs_S_Dah,vi,,2243,,,,,,,16
cem.uyguc,miirs_S_Dah_i,vi,,2244,,,,,,,16
cem.uyguc,miirs_S_Fat,vi,,2245,,,,,,,16
cem.uyguc,miirs_S_Fat_i,vi,,2246,,,,,,,16
cem.uyguc,miirs_S_Kon,vi,,2247,,,,,,,16
cem.uyguc,miirs_S_Kon_i,vi,,2248,,,,,,,16
cem.uyguc,miirs_S_Pro,vi,,2249,,,,,,,16
cem.uyguc,miirs_S_Pro_i,vi,,2250,,,,,,,16
cem.uyguc,miirsaliyemenu,vi,,2251,,,,,,,16
cem.uyguc,miirsaliyeYon,vi,,2252,,,,,,,16
cem.uyguc,miisOnay,vi,,2253,,,,,,,16
cem.uyguc,miKalipYonetimi,vi,,2254,,,,,,,16
cem.uyguc,miKapaYonet,vi,,2255,,,,,,,16
cem.uyguc,miKasa,vi,,2256,,,,,,,16
cem.uyguc,miKasaFis,vi,,2257,,,,,,,16
cem.uyguc,miKasaMenu,vi,,2258,,,,,,,16
cem.uyguc,miKasaUyari,vi,,2259,,,,,,,16
cem.uyguc,miKasaYon,vi,,2260,,,,,,,16
cem.uyguc,miKasaYonet,vi,,2261,,,,,,,16
cem.uyguc,miKDV2eBeyan,vi,,2262,,,,,,,16
cem.uyguc,miKDVeBeyan,vi,,2263,,,,,,,16
cem.uyguc,miKDVTahakkuk,vi,,2264,,,,,,,16
cem.uyguc,miKredi,vi,,2265,,,,,,,16
cem.uyguc,miKrediFis,vi,,2266,,,,,,,16
cem.uyguc,miKrediMenu,vi,,2267,,,,,,,16
cem.uyguc,miKrediOdeme,vi,,2268,,,,,,,16
cem.uyguc,miKrediTanim,vi,,2269,,,,,,,16
cem.uyguc,miKrediYon,vi,,2270,,,,,,,16
cem.uyguc,miKurFarkDegerleme,vi,,2271,,,,,,,16
cem.uyguc,miLojistic,vi,,2272,,,,,,,16
cem.uyguc,miMAFisList,vi,,2273,,,,,,,16
cem.uyguc,miMagaza,vi,,2274,,,,,,,16
cem.uyguc,miMAnaKayit,vi,,2275,,,,,,,16
cem.uyguc,miMasrafCenter,vi,,2276,,,,,,,16
cem.uyguc,miMasrafDetayListe,vi,,2277,,,,,,,16
cem.uyguc,miMasrafEkstre,vi,,2278,,,,,,,16
cem.uyguc,miMasrafEkstrex,vi,,2279,,,,,,,16
cem.uyguc,miMasrafHspOzetx,vi,,2280,,,,,,,16
cem.uyguc,miMasrafMDurum,vi,,2281,,,,,,,16
cem.uyguc,miMasrafMDurumx,vi,,2282,,,,,,,16
cem.uyguc,miMasrafMerKart,vi,,2283,,,,,,,16
cem.uyguc,miMasrafMRapor,vi,,2284,,,,,,,16
cem.uyguc,miMasrafMRapor1,vi,,2285,,,,,,,16
cem.uyguc,miMasrafMYon,vi,,2286,,,,,,,16
cem.uyguc,miMasrafSablonTanim,vi,,2287,,,,,,,16
cem.uyguc,miMBilanco,vi,,2288,,,,,,,16
cem.uyguc,miMCekMKod,vi,,2289,,,,,,,16
cem.uyguc,miMDefKebir,vi,,2290,,,,,,,16
