Ginx,SKod,MuhKod,EmirTar,Tutar,RKod,BedKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
40,101886,xxxxx,2022-12-27 11:31:05.203000,3848.5161000000,2178,158,50,,,,,,
40,101886,xxxxx,2022-12-27 11:31:05.203000,3298.7281000000,2178,159,51,,,,,,
40,101886,xxxxx,2022-12-27 11:31:05.203000,2474.0461000000,2178,160,52,,,,,,
40,101886,xxxxx,2022-12-27 11:31:05.203000,1099.5760000000,2178,161,53,,,,,,
40,101886,xxxxx,2022-12-27 11:31:05.203000,274.8940000000,2178,162,54,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,824.6820000000,1704,155,55,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,1374.4700000000,1704,156,56,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,1099.5760000000,1704,157,57,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,2474.0461000000,1704,158,58,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,1649.3641000000,1704,159,59,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,1924.2581000000,1704,160,60,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,1099.5760000000,1704,161,61,,,,,,
40,101886,xxxxx,2022-12-27 11:35:23.050000,549.7880000000,1704,162,62,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,824.6820000000,2236,155,63,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,1649.3641000000,2236,156,64,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,1649.3641000000,2236,157,65,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,4123.4101000000,2236,158,66,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,3298.7281000000,2236,159,67,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,1924.2581000000,2236,160,68,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,1099.5760000000,2236,161,69,,,,,,
40,101886,xxxxx,2022-12-27 11:38:32.593000,549.7880000000,2236,162,70,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,824.6820000000,3280,155,71,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,1649.3641000000,3280,156,72,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,1924.2581000000,3280,157,73,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,3573.6221000000,3280,158,74,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,2748.9401000000,3280,159,75,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,2748.9401000000,3280,160,76,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,1099.5760000000,3280,161,77,,,,,,
40,101886,xxxxx,2022-12-27 11:41:47.023000,549.7880000000,3280,162,78,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,2244.9677000000,2236,156,79,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,2244.9677000000,2236,157,80,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,2565.6774000000,2236,158,81,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,4489.9355000000,2236,159,82,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,2244.9677000000,2236,160,83,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,1924.2581000000,2236,161,84,,,,,,
40,101919,xxxxx,2023-01-05 16:10:22.023000,320.7097000000,2236,162,85,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,1282.8387000000,4815,156,86,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,1282.8387000000,4815,157,87,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,1924.2581000000,4815,158,88,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,2565.6774000000,4815,159,89,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,1282.8387000000,4815,160,90,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,962.1290000000,4815,161,91,,,,,,
40,101919,xxxxx,2023-01-05 16:12:15.230000,320.7097000000,4815,162,92,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,320.7097000000,3280,156,93,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,1603.5484000000,3280,157,94,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,2244.9677000000,3280,158,95,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,4169.2258000000,3280,159,96,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,3527.8065000000,3280,160,97,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,1282.8387000000,3280,161,98,,,,,,
40,101919,xxxxx,2023-01-05 16:21:16.850000,1282.8387000000,3280,162,99,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,549.7880000000,1851,156,100,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,1374.4700000000,1851,157,101,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,1649.3641000000,1851,158,102,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,1649.3641000000,1851,159,103,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,1649.3641000000,1851,160,104,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,824.6820000000,1851,161,105,,,,,,
40,102263,xxxxx,2022-12-22 12:14:57.653000,549.7880000000,1851,162,106,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,824.6820000000,2454,156,107,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,824.6820000000,2454,157,108,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,1924.2581000000,2454,158,109,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,1924.2581000000,2454,159,110,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,2474.0461000000,2454,160,111,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,1649.3641000000,2454,161,112,,,,,,
40,102263,xxxxx,2023-01-12 14:46:49.787000,1374.4700000000,2454,162,113,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,824.6820000000,2236,156,114,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,824.6820000000,2236,157,115,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,1374.4700000000,2236,158,116,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,3298.7281000000,2236,159,117,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,1099.5760000000,2236,160,118,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,824.6820000000,2236,161,119,,,,,,
40,102286,xxxxx,2022-12-22 11:38:55.107000,549.7880000000,2236,162,120,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,641.4194000000,8489,157,121,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,641.4194000000,8489,158,122,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,641.4194000000,8489,159,123,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,641.4194000000,8489,160,124,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,320.7097000000,8489,161,125,,,,,,
40,102559,xxxxx,2022-12-05 15:02:43.837000,320.7097000000,8489,162,126,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,641.4194000000,2236,157,127,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,641.4194000000,2236,158,128,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,641.4194000000,2236,159,129,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,641.4194000000,2236,160,130,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,320.7097000000,2236,161,131,,,,,,
40,102559,xxxxx,2022-12-05 15:09:48.363000,320.7097000000,2236,162,132,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,366.5253000000,2236,157,133,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,1099.5760000000,2236,158,134,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,733.0507000000,2236,159,135,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,733.0507000000,2236,160,136,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,366.5253000000,2236,161,137,,,,,,
40,102560,xxxxx,2022-12-14 16:48:30.770000,366.5253000000,2236,162,138,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,962.1290000000,1805,156,139,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,1603.5484000000,1805,157,140,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,1603.5484000000,1805,158,141,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,1924.2581000000,1805,159,142,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,2244.9677000000,1805,160,143,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,962.1290000000,1805,161,144,,,,,,
40,102574,xxxxx,2023-01-05 15:11:15.060000,320.7097000000,1805,162,145,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,1099.5760000000,1718,156,146,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,1649.3641000000,1718,157,147,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,1649.3641000000,1718,158,148,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,2748.9401000000,1718,159,149,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,1099.5760000000,1718,160,150,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,824.6820000000,1718,161,151,,,,,,
40,102623,xxxxx,2022-12-26 13:35:00.540000,549.7880000000,1718,162,152,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,549.7880000000,2236,156,153,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,824.6820000000,2236,157,154,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,824.6820000000,2236,158,155,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,1924.2581000000,2236,159,156,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,549.7880000000,2236,160,157,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,824.6820000000,2236,161,158,,,,,,
40,102623,xxxxx,2022-12-26 13:46:20.490000,549.7880000000,2236,162,159,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,3436.1751000000,1888,156,160,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,6185.1152000000,1888,157,161,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,12141.1521000000,1888,158,162,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,11453.9171000000,1888,159,163,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,9163.1336000000,1888,160,164,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,3436.1751000000,1888,161,165,,,,,,
40,102625,xxxxx,2023-01-03 13:30:13.297000,3436.1751000000,1888,162,166,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,2978.0184000000,716,156,167,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,3207.0968000000,716,157,168,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,5039.7235000000,716,158,169,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,8017.7419000000,716,159,170,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,4581.5668000000,716,160,171,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,2290.7834000000,716,161,172,,,,,,
40,102625,xxxxx,2023-01-03 14:24:43.460000,1374.4700000000,716,162,173,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,962.1290000000,1718,156,174,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,641.4194000000,1718,157,175,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,1282.8387000000,1718,158,176,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,2244.9677000000,1718,159,177,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,1924.2581000000,1718,160,178,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,1924.2581000000,1718,161,179,,,,,,
40,105240,xxxxx,2022-12-15 09:32:43.910000,641.4194000000,1718,162,180,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,641.4194000000,1705,156,181,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,1603.5484000000,1705,157,182,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,1603.5484000000,1705,158,183,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,2244.9677000000,1705,159,184,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,1924.2581000000,1705,160,185,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,1282.8387000000,1705,161,186,,,,,,
40,105394,xxxxx,2023-01-12 09:01:01.393000,962.1290000000,1705,162,187,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,320.7097000000,2236,156,188,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,641.4194000000,2236,157,189,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,1603.5484000000,2236,158,190,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,1924.2581000000,2236,159,191,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,2244.9677000000,2236,160,192,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,1924.2581000000,2236,161,193,,,,,,
40,105394,xxxxx,2023-01-12 09:13:15.203000,962.1290000000,2236,162,194,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,549.7880000000,1751,156,195,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,1099.5760000000,1751,157,196,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,1099.5760000000,1751,158,197,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,1649.3641000000,1751,159,198,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,549.7880000000,1751,160,199,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,549.7880000000,1751,161,200,,,,,,
40,105397,xxxxx,2022-12-05 08:55:49.230000,549.7880000000,1751,162,201,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,274.8940000000,1751,155,202,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,549.7880000000,1751,156,203,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,1099.5760000000,1751,157,204,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,1099.5760000000,1751,158,205,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,1924.2581000000,1751,159,206,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,549.7880000000,1751,160,207,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,549.7880000000,1751,161,208,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,824.6820000000,1751,162,209,,,,,,
40,105397,xxxxx,2022-12-26 13:49:42.563000,274.8940000000,1751,168,210,,,,,,
40,111110,xxxxx,2023-01-05 08:36:43.613000,824.6820000000,1705,159,211,,,,,,
40,111110,xxxxx,2023-01-05 08:36:43.613000,824.6820000000,1705,160,212,,,,,,
40,111110,xxxxx,2023-01-05 08:36:43.613000,824.6820000000,1705,161,213,,,,,,
40,111110,xxxxx,2023-01-05 08:39:55.790000,1374.4700000000,2236,156,214,,,,,,
40,111110,xxxxx,2023-01-05 08:39:55.790000,2474.0461000000,2236,157,215,,,,,,
40,111110,xxxxx,2023-01-05 08:39:55.790000,274.8940000000,2236,159,216,,,,,,
40,111110,xxxxx,2023-01-05 08:39:55.790000,2748.9401000000,2236,160,217,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,824.6820000000,1718,156,218,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,1649.3641000000,1718,157,219,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,2199.1521000000,1718,158,220,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,3573.6221000000,1718,159,221,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,3573.6221000000,1718,160,222,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,1374.4700000000,1718,161,223,,,,,,
40,111425,xxxxx,2022-12-29 09:56:06.213000,824.6820000000,1718,162,224,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,274.8940000000,1751,156,225,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,1649.3641000000,1751,157,226,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,1649.3641000000,1751,158,227,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,2474.0461000000,1751,159,228,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,1099.5760000000,1751,160,229,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,549.7880000000,1751,161,230,,,,,,
40,111425,xxxxx,2022-12-29 10:01:09.780000,274.8940000000,1751,162,231,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,962.1290000000,1718,157,232,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,1282.8387000000,1718,158,233,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,1603.5484000000,1718,159,234,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,962.1290000000,1718,160,235,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,962.1290000000,1718,161,236,,,,,,
40,112368,xxxxx,2022-12-22 11:52:31.880000,641.4194000000,1718,162,237,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,320.7097000000,1751,156,238,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,1603.5484000000,1751,157,239,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,1924.2581000000,1751,158,240,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,1603.5484000000,1751,159,241,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,1282.8387000000,1751,160,242,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,962.1290000000,1751,161,243,,,,,,
40,112368,xxxxx,2022-12-22 12:02:12.870000,320.7097000000,1751,162,244,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,962.1290000000,1751,156,245,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,2244.9677000000,1751,157,246,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,2565.6774000000,1751,158,247,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,2244.9677000000,1751,159,248,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,2565.6774000000,1751,160,249,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,1282.8387000000,1751,161,250,,,,,,
40,112379,xxxxx,2022-12-14 08:18:39.203000,962.1290000000,1751,162,251,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,320.7097000000,1718,155,252,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,962.1290000000,1718,156,253,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,2886.3871000000,1718,157,254,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,2565.6774000000,1718,158,255,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,3848.5161000000,1718,159,256,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,2565.6774000000,1718,160,257,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,1282.8387000000,1718,161,258,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,962.1290000000,1718,162,259,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,320.7097000000,1718,168,260,,,,,,
40,112379,xxxxx,2022-12-16 11:52:41.500000,320.7097000000,1718,206,261,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,687.2350000000,1886,157,262,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,1832.6267000000,1886,158,263,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,916.3134000000,1886,159,264,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,229.0783000000,1886,160,265,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,687.2350000000,1886,161,266,,,,,,
40,112487,xxxxx,2022-12-12 16:48:44.580000,687.2350000000,1886,162,267,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,687.2350000000,1806,156,268,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,1832.6267000000,1806,157,269,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,916.3134000000,1806,158,270,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,1832.6267000000,1806,159,271,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,1145.3917000000,1806,160,272,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,458.1567000000,1806,161,273,,,,,,
40,112487,xxxxx,2022-12-12 16:51:27.180000,458.1567000000,1806,162,274,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,1099.5760000000,2744,156,275,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,824.6820000000,2744,157,276,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,824.6820000000,2744,158,277,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,2199.1521000000,2744,159,278,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,824.6820000000,2744,160,279,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,1649.3641000000,2744,161,280,,,,,,
40,112513,xxxxx,2022-12-22 12:18:44.867000,824.6820000000,2744,162,281,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,458.1567000000,2236,156,282,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,916.3134000000,2236,157,283,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,1145.3917000000,2236,158,284,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,1832.6267000000,2236,159,285,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,1374.4700000000,2236,160,286,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,1145.3917000000,2236,161,287,,,,,,
40,112570,xxxxx,2023-01-05 14:20:54.007000,916.3134000000,2236,162,288,,,,,,
40,113286,xxxxx,2022-12-14 08:46:09.160000,549.7880000000,1751,156,289,,,,,,
40,113286,xxxxx,2022-12-14 08:46:09.160000,1099.5760000000,1751,157,290,,,,,,
40,113286,xxxxx,2022-12-14 08:46:09.160000,2748.9401000000,1751,158,291,,,,,,
40,113286,xxxxx,2022-12-14 08:46:09.160000,1924.2581000000,1751,159,292,,,,,,
