UserName,CatalogName,AccessTT,ReadLoc,WriteLoc,kgid,insUN,insDT,insApp,updUN,updDT,updApp,mkgid
dbo,KORGUNYAZILIM2310,009,,,51,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
dbo,KORGUNYAZILIM2310,010,,,52,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
dbo,KORGUNYAZILIM2310,011,,,53,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
dbo,KORGUNYAZILIM2310,012,,,54,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
dbo,KORGUNYAZILIM2310,013,,,55,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
dbo,KORGUNYAZILIM2310,014,,,56,dbo,2024-01-15 10:20:20.393000,,dbo,2024-01-15 10:20:20.403000,,18
enver,KORGUNYAZILIM2310,001,,,57,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,002,,,58,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,003,,,59,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,004,,,60,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,005,,,61,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,006,,,62,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,007,,,63,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,008,,,64,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,009,,,65,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,010,,,66,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,011,,,67,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,012,,,68,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,013,,,69,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
enver,KORGUNYAZILIM2310,014,,,70,dbo,2024-02-15 15:22:38.037000,,dbo,2024-02-15 15:22:38.047000,,90
Guray,KORGUNYAZILIM2310,001,,,113,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,002,,,114,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,003,,,115,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,004,,,116,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,005,,,117,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,006,,,118,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,007,,,119,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,008,,,120,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,009,,,121,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,010,,,122,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,011,,,123,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,012,,,124,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,013,,,125,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
Guray,KORGUNYAZILIM2310,014,,,126,dbo,2024-02-16 14:14:56.940000,,dbo,2024-02-16 14:14:56.940000,,97
harun,KORGUNYAZILIM2310,001,,,29,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,002,,,30,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,003,,,31,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,004,,,32,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,005,,,33,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,006,,,34,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,007,,,35,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,008,,,36,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,009,,,37,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,010,,,38,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,011,,,39,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,012,,,40,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,013,,,41,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
harun,KORGUNYAZILIM2310,014,,,42,dbo,2024-01-12 12:19:07.463000,Paramet,dbo,2024-01-12 12:19:07.470000,Paramet,102
kepkep,KORGUNYAZILIM2310,001,,,85,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,002,,,86,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,003,,,87,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,004,,,88,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,005,,,89,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,006,,,90,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,007,,,91,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,008,,,92,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,009,,,93,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,010,,,94,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,011,,,95,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,012,,,96,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,013,,,97,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
kepkep,KORGUNYAZILIM2310,014,,,98,dbo,2024-02-16 13:53:59.053000,,dbo,2024-02-16 13:53:59.053000,,1114
NISANTASI,KORGUNYAZILIM2310,001,,,239,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,002,,,240,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,003,,,241,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,004,,,242,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,005,,,243,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,006,,,244,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,007,,,245,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,008,,,246,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,009,,,247,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,010,,,248,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,011,,,249,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,012,,,250,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,013,,,251,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
NISANTASI,KORGUNYAZILIM2310,014,,,252,dbo,2025-04-09 18:07:16.340000,,dbo,2025-04-09 18:07:16.340000,,1124
OSMANBEY,KORGUNYAZILIM2310,001,,,225,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,002,,,226,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,003,,,227,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,004,,,228,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,005,,,229,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,006,,,230,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,007,,,231,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,008,,,232,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,009,,,233,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,010,,,234,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,011,,,235,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,012,,,236,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,013,,,237,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
OSMANBEY,KORGUNYAZILIM2310,014,,,238,dbo,2025-04-09 18:07:16.220000,,dbo,2025-04-09 18:07:16.223000,,1122
SEFAKOY,KORGUNYAZILIM2310,001,,,211,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,002,,,212,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,003,,,213,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,004,,,214,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,005,,,215,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,006,,,216,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,007,,,217,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,008,,,218,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,009,,,219,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,010,,,220,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,011,,,221,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,012,,,222,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,013,,,223,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SEFAKOY,KORGUNYAZILIM2310,014,,,224,dbo,2025-04-09 18:07:16.027000,,dbo,2025-04-09 18:07:16.043000,,1123
SERKAN,KORGUNYAZILIM2310,001,,,183,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,002,,,184,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,003,,,185,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,004,,,186,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,005,,,187,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,006,,,188,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,007,,,189,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,008,,,190,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,009,,,191,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,010,,,192,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,011,,,193,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,012,,,194,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,013,,,195,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
SERKAN,KORGUNYAZILIM2310,014,,,196,dbo,2024-02-27 17:40:31.850000,,dbo,2024-02-27 17:40:31.863000,,1116
TAKSIM,KORGUNYAZILIM2310,001,,,253,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,002,,,254,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,003,,,255,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,004,,,256,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,005,,,257,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,006,,,258,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,007,,,259,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,008,,,260,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,009,,,261,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,010,,,262,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,011,,,263,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,012,,,264,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,013,,,265,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
TAKSIM,KORGUNYAZILIM2310,014,,,266,dbo,2025-04-09 18:07:16.453000,,dbo,2025-04-09 18:07:16.453000,,1125
zekzek,KORGUNYAZILIM2310,001,,,169,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,002,,,170,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,003,,,171,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,004,,,172,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,005,,,173,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,006,,,174,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,007,,,175,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,008,,,176,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,009,,,177,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,010,,,178,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,011,,,179,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,012,,,180,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,013,,,181,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
zekzek,KORGUNYAZILIM2310,014,,,182,dbo,2024-02-16 20:29:41.810000,,dbo,2024-02-16 20:29:41.810000,,1115
