UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
2310AndroidSip,KORGUNYAZILIM2310,MGZ01,,,2854,1,dbo,2025-04-16 17:49:32.643000,Paramet,dbo,2025-04-16 17:49:32.657000,Paramet
2310AndroidSip,KORGUNYAZILIM2310,MGZ02,,,2855,1,dbo,2025-04-16 17:49:32.643000,Paramet,dbo,2025-04-16 17:49:32.657000,Paramet
2310AndroidSip,KORGUNYAZILIM2310,MGZ03,,,2856,1,dbo,2025-04-16 17:49:32.643000,Paramet,dbo,2025-04-16 17:49:32.657000,Paramet
2310Kgcep,KORGUNYAZILIM2310,,,,2671,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
2310Lima,KORGUNYAZILIM2310,,,,2672,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
2310MobilSatış,KORGUNYAZILIM2310,,,,2673,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
2310Tedarikci,KORGUNYAZILIM2310,,,,2674,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
2310Webservis,KORGUNYAZILIM2310,,,,2675,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
ahmet.yilmaz,KORGUNYAZILIM2310,,,,2676,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
alex,KORGUNYAZILIM2310,,,,2677,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
alex,KORGUNYAZILIM2310,*,,,2480,1,dbo,2024-02-15 15:06:19.123000,Paramet,dbo,2024-02-15 15:06:19.130000,Paramet
alex,KORGUNYAZILIM2310,CA001,,,2491,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CA002,,,2492,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CA003,,,2493,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CA004,,,2494,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CH001,,,2495,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CH002,,,2496,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CS001,,,2497,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
alex,KORGUNYAZILIM2310,CS002,,,2498,1,dbo,2024-02-15 15:17:26.843000,Paramet,dbo,2024-02-15 15:17:26.853000,Paramet
aynur.karakoc,KORGUNYAZILIM2310,,,,2678,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Bayramkırelli,KORGUNYAZILIM2310,,,,2679,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Bodrum,KORGUNYAZILIM2310,,,,2680,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Burcukır,KORGUNYAZILIM2310,,,,2681,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
CAHIT,KORGUNYAZILIM2310,,,,2775,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,*,,,2776,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CA001,,,2777,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CA002,,,2778,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CA003,,,2779,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CA004,,,2780,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CH001,,,2781,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CH002,,,2782,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CS001,,,2783,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
CAHIT,KORGUNYAZILIM2310,CS002,,,2784,1,dbo,2024-09-26 11:56:53.017000,,dbo,2024-09-26 11:56:53.027000,
cansu.demir,KORGUNYAZILIM2310,,,,2682,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
cem.uyguc,KORGUNYAZILIM2310,,,,2683,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
dbo,KORGUNYAZILIM2310,,,,2668,1,dbo,2024-05-23 11:22:34.003000,,dbo,2024-05-23 11:22:34.010000,
dbo,KORGUNYAZILIM2310,*,,,32,1,dbo,2024-01-09 11:18:34.137000,,dbo,2024-01-09 11:18:34.140000,
dbo,KORGUNYAZILIM2310,CA001,,,2641,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CA002,,,2642,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CA003,,,2643,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CA004,,,2644,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CH001,,,2645,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CH002,,,2646,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CS001,,,2647,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,CS002,,,2648,1,dbo,2024-03-20 14:25:53.077000,,dbo,2024-03-20 14:25:53.090000,
dbo,KORGUNYAZILIM2310,MG000,,,2866,1,dbo,2025-05-16 22:57:15.233000,,dbo,2025-05-16 22:57:15.247000,
dbo,KORGUNYAZILIM2310,MGZ00,,,2796,1,dbo,2025-04-09 17:43:49.020000,,dbo,2025-04-09 17:43:49.030000,
dbo,KORGUNYAZILIM2310,MGZ01,,,2797,1,dbo,2025-04-09 17:57:06.743000,,dbo,2025-04-09 17:57:06.760000,
dbo,KORGUNYAZILIM2310,MGZ02,,,2798,1,dbo,2025-04-09 17:57:49.380000,,dbo,2025-04-09 17:57:49.380000,
dbo,KORGUNYAZILIM2310,MGZ03,,,2799,1,dbo,2025-04-09 17:59:26.937000,,dbo,2025-04-09 17:59:26.937000,
dbo,KORGUNYAZILIM2310,MO001,,,2867,1,dbo,2025-05-16 22:57:52.263000,,dbo,2025-05-16 22:57:52.263000,
dila.rozi,KORGUNYAZILIM2310,,,,2684,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
dildar.rozkul,KORGUNYAZILIM2310,,,,2685,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
ekrem.koc,KORGUNYAZILIM2310,,,,2686,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
emin.baser,KORGUNYAZILIM2310,,,,2687,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Emre.dilek,KORGUNYAZILIM2310,,,,2688,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
enver,KORGUNYAZILIM2310,,,,2689,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
enver,KORGUNYAZILIM2310,*,,,2534,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CA001,,,2535,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CA002,,,2536,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CA003,,,2537,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CA004,,,2538,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CH001,,,2539,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CH002,,,2540,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CS001,,,2541,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
enver,KORGUNYAZILIM2310,CS002,,,2542,1,dbo,2024-02-15 15:22:37.993000,,dbo,2024-02-15 15:22:37.993000,
erdal.acinir,KORGUNYAZILIM2310,,,,2690,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
erkan.oklan,KORGUNYAZILIM2310,,,,2691,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
eyup.bozmaz,KORGUNYAZILIM2310,,,,2692,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
fakster,KORGUNYAZILIM2310,,,,2693,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
fakster,KORGUNYAZILIM2310,*,,,2658,1,dbo,2024-03-25 12:34:29.833000,Paramet,dbo,2024-03-25 12:34:29.833000,Paramet
fatih.gezer,KORGUNYAZILIM2310,,,,2694,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
gkkk,KORGUNYAZILIM2310,,,,2695,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
gkkk,KORGUNYAZILIM2310,*,,,2481,1,dbo,2024-02-15 15:15:24.697000,Paramet,dbo,2024-02-15 15:15:24.700000,Paramet
gkkk,KORGUNYAZILIM2310,CA001,,,2499,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CA002,,,2500,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CA003,,,2501,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CA004,,,2502,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CH001,,,2503,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CH002,,,2504,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CS001,,,2505,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gkkk,KORGUNYAZILIM2310,CS002,,,2506,1,dbo,2024-02-15 15:20:10.630000,Paramet,dbo,2024-02-15 15:20:10.630000,Paramet
gulsah,KORGUNYAZILIM2310,,,,2696,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
gulsah,KORGUNYAZILIM2310,*,,,127,1,dbo,2024-01-16 21:26:10.970000,Paramet,dbo,2024-01-16 21:26:10.977000,Paramet
gulsah,KORGUNYAZILIM2310,CA001,,,2430,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CA002,,,2431,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CA003,,,2432,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CA004,,,2433,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CH001,,,2434,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CH002,,,2435,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CS001,,,2436,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
gulsah,KORGUNYAZILIM2310,CS002,,,2437,1,dbo,2024-02-10 17:57:30.297000,Paramet,dbo,2024-02-10 17:57:30.310000,Paramet
Guray,KORGUNYAZILIM2310,,,,2697,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Guray,KORGUNYAZILIM2310,*,,,2578,1,dbo,2024-02-16 14:14:56.910000,,dbo,2024-02-16 14:14:56.913000,
Guray,KORGUNYAZILIM2310,CS001,,,2583,1,dbo,2024-02-16 14:14:56.910000,,dbo,2024-02-16 14:14:56.913000,
gülsen.gümüs,KORGUNYAZILIM2310,,,,2698,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
hakan.durmaz,KORGUNYAZILIM2310,,,,2699,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
halil.bakkal,KORGUNYAZILIM2310,,,,2794,1,dbo,2024-11-22 13:44:36.193000,Update,dbo,2024-11-22 13:44:36.203000,Update
Hamdepo,KORGUNYAZILIM2310,,,,2701,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
hamdi.sancar,KORGUNYAZILIM2310,,,,2702,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
harun,KORGUNYAZILIM2310,,,,2703,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
harun,KORGUNYAZILIM2310,*,,,1,1,dbo,2024-01-08 17:23:35.100000,Paramet,dbo,2024-01-08 17:23:35.117000,Paramet
harun,KORGUNYAZILIM2310,CA001,,,2472,1,dbo,2024-02-15 14:54:00.117000,Paramet,dbo,2024-02-15 14:54:00.123000,Paramet
harun,KORGUNYAZILIM2310,CA002,,,2473,1,dbo,2024-02-15 14:54:00.117000,Paramet,dbo,2024-02-15 14:54:00.123000,Paramet
harun,KORGUNYAZILIM2310,CA003,,,2772,1,dbo,2024-06-03 12:57:13.473000,Paramet,dbo,2024-06-03 12:57:13.480000,Paramet
harun,KORGUNYAZILIM2310,CA004,,,2475,1,dbo,2024-02-15 14:54:00.117000,Paramet,dbo,2024-02-15 14:54:00.123000,Paramet
harun,KORGUNYAZILIM2310,CH001,,,2773,1,dbo,2024-06-03 12:57:13.473000,Paramet,dbo,2024-06-03 12:57:13.480000,Paramet
harun,KORGUNYAZILIM2310,CH002,,,2477,1,dbo,2024-02-15 14:54:00.117000,Paramet,dbo,2024-02-15 14:54:00.123000,Paramet
harun,KORGUNYAZILIM2310,CS001,,,2861,1,dbo,2025-04-29 11:42:33.917000,Paramet,dbo,2025-04-29 11:42:33.927000,Paramet
harun,KORGUNYAZILIM2310,CS002,,,2479,1,dbo,2024-02-15 14:54:00.117000,Paramet,dbo,2024-02-15 14:54:00.123000,Paramet
harun,KORGUNYAZILIM2310,MG000,,,2878,1,dbo,2025-05-16 23:01:54.037000,Paramet0,dbo,2025-05-16 23:01:54.047000,Paramet0
harun,KORGUNYAZILIM2310,MGZ00,,,2857,1,dbo,2025-04-21 12:47:34.847000,Paramet,dbo,2025-04-21 12:47:34.860000,Paramet
harun,KORGUNYAZILIM2310,MGZ01,,,2858,1,dbo,2025-04-21 12:47:34.847000,Paramet,dbo,2025-04-21 12:47:34.860000,Paramet
harun,KORGUNYAZILIM2310,MGZ02,,,2859,1,dbo,2025-04-21 12:47:34.847000,Paramet,dbo,2025-04-21 12:47:34.860000,Paramet
harun,KORGUNYAZILIM2310,MGZ03,,,2860,1,dbo,2025-04-21 12:47:34.847000,Paramet,dbo,2025-04-21 12:47:34.860000,Paramet
harun,KORGUNYAZILIM2310,MO001,,,2879,1,dbo,2025-05-16 23:01:54.037000,Paramet0,dbo,2025-05-16 23:01:54.047000,Paramet0
haticeozdogan,KORGUNYAZILIM2310,,,,2704,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
haticeozdogan,KORGUNYAZILIM2310,*,,,2329,1,dbo,2024-02-01 21:27:04.887000,,dbo,2024-02-01 21:27:04.890000,
hh,KORGUNYAZILIM2310,,,,2705,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
hh,KORGUNYAZILIM2310,*,,,1296,1,dbo,2024-01-31 15:30:07.873000,Paramet,dbo,2024-01-31 15:30:07.880000,Paramet
huseyin.berber,KORGUNYAZILIM2310,,,,2706,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
ibrahim.simsiki,KORGUNYAZILIM2310,,,,2707,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
ilhan.tezer,KORGUNYAZILIM2310,,,,2708,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
ilhanaslan,KORGUNYAZILIM2310,,,,2709,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
k,KORGUNYAZILIM2310,,,,2710,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
k,KORGUNYAZILIM2310,*,,,50,1,dbo,2024-01-09 17:58:36.933000,,dbo,2024-01-09 17:58:36.940000,
k,KORGUNYAZILIM2310,CA001,,,2406,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CA002,,,2407,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CA003,,,2408,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CA004,,,2409,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CH001,,,2410,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CH002,,,2411,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CS001,,,2412,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
k,KORGUNYAZILIM2310,CS002,,,2413,1,dbo,2024-02-09 12:17:20.453000,Paramet,dbo,2024-02-09 12:17:20.453000,Paramet
kaan.unal,KORGUNYAZILIM2310,,,,2711,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
Kaanabat,KORGUNYAZILIM2310,,,,2712,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
kayhan,KORGUNYAZILIM2310,,,,2713,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
kayhan,KORGUNYAZILIM2310,*,,,2649,1,dbo,2024-03-25 12:33:02.663000,Paramet,dbo,2024-03-25 12:33:02.670000,Paramet
kayhan,KORGUNYAZILIM2310,CA001,,,2650,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CA002,,,2651,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CA003,,,2652,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CA004,,,2653,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CH001,,,2654,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CH002,,,2655,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CS001,,,2656,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kayhan,KORGUNYAZILIM2310,CS002,,,2657,1,dbo,2024-03-25 12:33:24.097000,Paramet,dbo,2024-03-25 12:33:24.107000,Paramet
kepkep,KORGUNYAZILIM2310,,,,2714,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
kepkep,KORGUNYAZILIM2310,*,,,2562,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CA001,,,2563,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CA002,,,2564,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CA003,,,2565,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CA004,,,2566,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CH001,,,2567,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CH002,,,2568,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CS001,,,2569,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kepkep,KORGUNYAZILIM2310,CS002,,,2570,1,dbo,2024-02-16 13:53:57.503000,,dbo,2024-02-16 13:53:57.503000,
kesimhane,KORGUNYAZILIM2310,,,,2715,1,dbo,2024-05-24 14:12:30.203000,,dbo,2024-05-24 14:12:30.220000,
KGUNES,KORGUNYAZILIM2310,,,,2795,1,dbo,2024-11-22 13:44:36.193000,Update,dbo,2024-11-22 13:44:36.203000,Update
KGUNES,KORGUNYAZILIM2310,*,,,2785,1,dbo,2024-11-20 17:46:07.523000,Paramet,dbo,2024-11-20 17:46:07.547000,Paramet
KGUNES,KORGUNYAZILIM2310,CA001,,,2786,1,dbo,2024-11-20 17:47:00.530000,Paramet,dbo,2024-11-20 17:47:00.550000,Paramet
KGUNES,KORGUNYAZILIM2310,CA002,,,2787,1,dbo,2024-11-20 17:47:00.530000,Paramet,dbo,2024-11-20 17:47:00.550000,Paramet
KGUNES,KORGUNYAZILIM2310,CA003,,,2788,1,dbo,2024-11-20 17:47:00.530000,Paramet,dbo,2024-11-20 17:47:00.550000,Paramet
KGUNES,KORGUNYAZILIM2310,CA004,,,2789,1,dbo,2024-11-20 17:47:00.530000,Paramet,dbo,2024-11-20 17:47:00.550000,Paramet
KGUNES,KORGUNYAZILIM2310,CH001,,,2790,1,dbo,2024-11-20 17:47:00.530000,Paramet,dbo,2024-11-20 17:47:00.550000,Paramet
