Tarih,DOV_KOD,DOV_BazKOD,carpan,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2012-05-16,US,TL,1.805700,323,,,,,,
2012-05-17,EU,TL,2.322800,324,,,,,,
2012-05-17,US,TL,1.825700,325,,,,,,
2012-05-23,EU,TL,2.331700,326,,,,,,
2012-05-23,US,TL,1.825800,327,,,,,,
2012-05-24,EU,TL,2.337600,328,,,,,,
2012-05-24,US,TL,1.847600,329,,,,,,
2012-05-30,EU,TL,2.302900,330,,,,,,
2012-05-30,US,TL,1.835700,331,,,,,,
2012-06-14,EU,TL,2.287700,332,,,,,,
2012-06-14,US,TL,1.825200,333,,,,,,
2012-06-18,EU,TL,2.291500,334,,,,,,
2012-06-18,US,TL,1.815300,335,,,,,,
2012-06-19,EU,TL,2.289200,336,,,,,,
2012-06-19,US,TL,1.810200,337,,,,,,
2012-06-20,EU,TL,2.278100,338,,,,,,
2012-06-20,US,TL,1.806400,339,,,,,,
2012-06-25,EU,TL,2.265900,340,,,,,,
2012-06-25,US,TL,1.806500,341,,,,,,
2012-06-28,EU,TL,2.260400,342,,,,,,
2012-06-28,US,TL,1.809800,343,,,,,,
2012-07-11,EU,TL,2.238300,344,,,,,,
2012-07-11,US,TL,1.819300,345,,,,,,
2012-07-17,EU,TL,2.213000,346,,,,,,
2012-07-17,US,TL,1.813500,347,,,,,,
2012-07-20,EU,TL,2.216300,348,,,,,,
2012-07-20,US,TL,1.802600,349,,,,,,
2012-07-26,EU,TL,2.213400,350,,,,,,
2012-07-26,US,TL,1.824900,351,,,,,,
2012-07-27,EU,TL,2.221700,352,,,,,,
2012-07-27,US,TL,1.823000,353,,,,,,
2012-07-29,EU,TL,2.220000,354,,,,,,
2012-07-29,US,TL,1.820000,355,,,,,,
2012-07-31,EU,TL,2.219400,356,,,,,,
2012-07-31,US,TL,1.809800,357,,,,,,
2012-08-01,EU,TL,2.203500,358,,,,,,
2012-08-01,US,TL,1.795000,359,,,,,,
2012-08-08,EU,TL,2.212800,360,,,,,,
2012-08-08,US,TL,1.781900,361,,,,,,
2012-08-09,EU,TL,2.212100,362,,,,,,
2012-08-09,US,TL,1.789400,363,,,,,,
2012-08-13,EU,TL,2.196100,364,,,,,,
2012-08-13,US,TL,1.789800,365,,,,,,
2012-08-14,EU,TL,2.206200,366,,,,,,
2012-08-14,US,TL,1.790600,367,,,,,,
2012-08-15,EU,TL,2.219200,368,,,,,,
2012-08-15,US,TL,1.794600,369,,,,,,
2012-08-29,EU,TL,2.150000,370,,,,,,
2012-08-29,US,TL,1.810000,371,,,,,,
2012-09-03,EU,TL,2.286000,372,,,,,,
2012-09-03,US,TL,1.819800,373,,,,,,
2012-09-05,EU,TL,2.290200,374,,,,,,
2012-09-05,US,TL,1.817900,375,,,,,,
2012-09-10,EU,TL,2.293600,376,,,,,,
2012-09-10,US,TL,1.806800,377,,,,,,
2012-09-11,EU,TL,1.810000,378,,,,,,
2012-09-11,US,TL,2.410000,379,,,,,,
2012-09-12,EU,TL,2.307900,380,,,,,,
2012-09-12,US,TL,1.803600,381,,,,,,
2012-09-18,EU,TL,2.355500,382,,,,,,
2012-09-18,US,TL,1.797400,383,,,,,,
2012-09-24,EU,TL,2.332500,384,,,,,,
2012-09-24,US,TL,1.795200,385,,,,,,
2012-09-28,EU,TL,2.304000,386,,,,,,
2012-09-28,US,TL,1.790600,387,,,,,,
2012-10-10,EU,TL,2.348100,388,,,,,,
2012-10-10,US,TL,1.814900,389,,,,,,
2012-10-12,EU,TL,2.337500,390,,,,,,
2012-10-12,US,TL,1.812600,391,,,,,,
2012-10-16,EU,TL,2.345500,392,,,,,,
2012-10-16,US,TL,1.809500,393,,,,,,
2012-10-17,EU,TL,2.353800,394,,,,,,
2012-10-17,US,TL,1.809100,395,,,,,,
2012-10-22,EU,TL,2.346400,396,,,,,,
2012-10-22,US,TL,1.797600,397,,,,,,
2012-11-05,EU,TL,2.306900,398,,,,,,
2012-11-05,US,TL,1.790500,399,,,,,,
2012-11-11,EU,TL,2.277200,400,,,,,,
2012-11-11,US,TL,1.789400,401,,,,,,
2012-11-12,EU,TL,2.277200,402,,,,,,
2012-11-12,US,TL,1.789400,403,,,,,,
2012-11-14,EU,TL,2.290300,404,,,,,,
2012-11-14,US,TL,1.805500,405,,,,,,
2012-11-17,EU,TL,2.210000,406,,,,,,
2012-11-17,US,TL,1.810000,407,,,,,,
2012-11-24,EU,TL,2.321000,408,,,,,,
2012-11-24,US,TL,1.798800,409,,,,,,
2012-11-26,EU,TL,2.321000,410,,,,,,
2012-11-26,US,TL,1.798800,411,,,,,,
2012-11-27,EU,TL,2.327200,412,,,,,,
2012-11-27,US,TL,1.795000,413,,,,,,
2012-12-01,EU,TL,2.321900,414,,,,,,
2012-12-01,US,TL,1.788300,415,,,,,,
2012-12-04,EU,TL,2.330800,416,,,,,,
2012-12-04,US,TL,1.787700,417,,,,,,
2012-12-10,EU,TL,2.315500,418,,,,,,
2012-12-10,US,TL,1.791500,419,,,,,,
2012-12-15,EU,TL,2.332800,420,,,,,,
2012-12-15,US,TL,1.782400,421,,,,,,
2012-12-16,EU,TL,2.332800,422,,,,,,
2012-12-16,US,TL,1.782400,423,,,,,,
2012-12-17,EU,TL,2.332800,424,,,,,,
2012-12-17,US,TL,1.782400,425,,,,,,
2012-12-20,EU,TL,2.363400,426,,,,,,
2012-12-20,US,TL,1.780600,427,,,,,,
2012-12-26,EU,TL,2.370000,428,,,,,,
2012-12-26,US,TL,1.796300,429,,,,,,
2012-12-27,EU,TL,2.368000,430,,,,,,
2012-12-27,US,TL,1.793400,431,,,,,,
2012-12-29,EU,TL,2.363000,432,,,,,,
2012-12-29,US,TL,1.791200,433,,,,,,
2012-12-31,EU,TL,2.363000,434,,,,,,
2012-12-31,US,TL,1.791200,435,,,,,,
2013-01-01,EU,TL,2.356500,436,,,,,,
2013-01-01,US,TL,1.786200,437,,,,,,
2013-01-04,EU,TL,2.337500,438,,,,,,
2013-01-04,US,TL,1.781500,439,,,,,,
2013-01-06,EU,TL,2.328000,440,,,,,,
2013-01-06,US,TL,1.788600,441,,,,,,
2013-01-07,EU,TL,2.328000,442,,,,,,
2013-01-07,US,TL,1.788600,443,,,,,,
2013-01-13,EU,TL,2.350700,444,,,,,,
2013-01-13,US,TL,1.770900,445,,,,,,
2013-01-14,EU,TL,2.350700,446,,,,,,
2013-01-14,US,TL,1.770900,447,,,,,,
2013-01-17,EU,TL,2.353200,448,,,,,,
2013-01-17,US,TL,1.770500,449,,,,,,
2013-01-23,EU,TL,2.354400,450,,,,,,
2013-01-23,US,TL,1.765700,451,,,,,,
2013-01-25,EU,TL,2.361100,452,,,,,,
2013-01-25,US,TL,1.771000,453,,,,,,
2013-01-26,EU,TL,2.360000,454,,,,,,
2013-01-26,US,TL,1.770000,455,,,,,,
2013-01-27,EU,TL,2.373000,456,,,,,,
2013-01-27,US,TL,1.765600,457,,,,,,
2013-01-28,EU,TL,2.373000,458,,,,,,
2013-01-28,US,TL,1.765600,459,,,,,,
2013-01-30,EU,TL,2.380900,460,,,,,,
2013-01-30,US,TL,1.771400,461,,,,,,
2013-01-31,EU,TL,2.392000,462,,,,,,
2013-01-31,US,TL,1.767300,463,,,,,,
2013-02-02,EU,TL,2.394300,464,,,,,,
2013-02-02,US,TL,1.754600,465,,,,,,
2013-02-04,EU,TL,2.394300,466,,,,,,
2013-02-04,US,TL,1.754600,467,,,,,,
2013-02-06,EU,TL,2.382100,468,,,,,,
2013-02-06,US,TL,1.759300,469,,,,,,
2013-02-09,EU,TL,2.340000,470,,,,,,
2013-02-09,US,TL,1.790000,471,,,,,,
2013-02-12,EU,TL,2.373800,472,,,,,,
2013-02-12,US,TL,1.773200,473,,,,,,
2013-02-17,EU,TL,2.230000,474,,,,,,
2013-02-17,US,TL,1.760000,475,,,,,,
2013-02-18,EU,TL,2.210000,476,,,,,,
2013-02-18,US,TL,1.760000,477,,,,,,
2013-02-19,EU,TL,2.210000,478,,,,,,
2013-02-19,US,TL,1.710000,479,,,,,,
2013-02-20,EU,TL,2.310000,480,,,,,,
2013-02-20,US,TL,1.750000,481,,,,,,
2013-02-22,EU,TL,2.367700,482,,,,,,
2013-02-22,US,TL,1.794300,483,,,,,,
2013-02-23,EU,TL,2.367900,484,,,,,,
2013-02-23,US,TL,1.793600,485,,,,,,
2013-02-25,EU,TL,2.367900,486,,,,,,
2013-02-25,US,TL,1.793600,487,,,,,,
2013-02-27,EU,TL,2.368300,488,,,,,,
2013-02-27,US,TL,1.810200,489,,,,,,
2013-03-01,EU,TL,2.360300,490,,,,,,
2013-03-01,US,TL,1.798800,491,,,,,,
2013-03-02,EU,TL,2.351500,492,,,,,,
2013-03-02,US,TL,1.804200,493,,,,,,
2013-03-05,EU,TL,2.347300,494,,,,,,
2013-03-05,US,TL,1.805400,495,,,,,,
2013-03-12,EU,TL,2.348000,496,,,,,,
2013-03-12,US,TL,1.806100,497,,,,,,
2013-03-13,EU,TL,2.351300,498,,,,,,
2013-03-13,US,TL,1.805400,499,,,,,,
2013-03-14,EU,TL,2.353800,500,,,,,,
2013-03-14,US,TL,1.809200,501,,,,,,
2013-03-18,EU,TL,2.365100,502,,,,,,
2013-03-18,US,TL,1.811700,503,,,,,,
2013-03-28,EU,TL,2.329800,504,,,,,,
2013-03-28,US,TL,1.820900,505,,,,,,
2013-04-11,EU,TL,2.341300,506,,,,,,
2013-04-11,US,TL,1.786600,507,,,,,,
2013-04-14,EU,TL,2.340300,508,,,,,,
2013-04-14,US,TL,1.791500,509,,,,,,
2013-04-15,EU,TL,2.340300,510,,,,,,
2013-04-15,US,TL,1.791500,511,,,,,,
2013-04-22,EU,TL,2.354100,512,,,,,,
2013-04-22,US,TL,1.799700,513,,,,,,
2013-04-25,EU,TL,2.348200,514,,,,,,
2013-04-25,US,TL,1.806600,515,,,,,,
2013-04-30,EU,TL,2.354300,516,,,,,,
2013-04-30,US,TL,1.798500,517,,,,,,
2013-05-01,EU,TL,2.352800,518,,,,,,
2013-05-01,US,TL,1.799500,519,,,,,,
2013-05-06,EU,TL,2.356300,520,,,,,,
2013-05-06,US,TL,1.797400,521,,,,,,
2013-05-21,EU,TL,2.374600,522,,,,,,
2013-05-21,US,TL,1.846100,523,,,,,,
2013-05-27,EU,TL,2.393400,524,,,,,,
2013-05-27,US,TL,1.846600,525,,,,,,
2013-05-30,EU,TL,2.410000,526,,,,,,
2013-05-30,US,TL,1.867600,527,,,,,,
2013-06-06,EU,TL,2.461700,528,,,,,,
2013-06-06,US,TL,1.883000,529,,,,,,
2013-06-13,EU,TL,2.497400,530,,,,,,
2013-06-13,US,TL,1.879200,531,,,,,,
2013-06-14,EU,TL,2.495500,532,,,,,,
2013-06-14,US,TL,1.871300,533,,,,,,
2013-06-17,EU,TL,2.474000,534,,,,,,
2013-06-17,US,TL,1.856700,535,,,,,,
2013-06-18,EU,TL,2.492500,536,,,,,,
2013-06-18,US,TL,1.868800,537,,,,,,
2013-06-19,EU,TL,2.512800,538,,,,,,
2013-06-19,US,TL,1.879200,539,,,,,,
2013-06-20,EU,TL,2.524300,540,,,,,,
2013-06-20,US,TL,1.884500,541,,,,,,
