FisNo,FisHarinx,ParaCinsi,LineType,Fiyat,Tutar,MasrafTutar,iskTutar,StopajTutar,OTVMatrah,OTVTutar,KDVMatrah,KDVTutar,TevkifatTutar,NetTutar,kgid
43,44,US,S,421.018320,421.020000,0.000000,0.000000,0.000000,421.020000,0.000000,421.020000,0.000000,0.000000,421.020000,155
44,45,EU,S,234.232210,234.230000,0.000000,0.000000,0.000000,234.230000,0.000000,234.230000,0.000000,0.000000,234.230000,157
44,45,TL,S,1563.500000,1563.500000,0.000000,0.000000,0.000000,1563.500000,0.000000,1563.500000,0.000000,0.000000,1563.500000,159
44,45,US,S,262.398255,262.400000,0.000000,0.000000,0.000000,262.400000,0.000000,262.400000,0.000000,0.000000,262.400000,160
45,46,EU,S,69.483215,69.480000,0.000000,0.000000,0.000000,69.480000,0.000000,69.480000,0.000000,0.000000,69.480000,162
45,46,TL,S,457.005000,457.010000,0.000000,0.000000,0.000000,457.010000,0.000000,457.010000,0.000000,0.000000,457.010000,164
45,46,US,S,75.000000,75.000000,0.000000,0.000000,0.000000,75.000000,0.000000,75.000000,0.000000,0.000000,75.000000,165
46,47,EU,S,30.520372,30.520000,0.000000,0.000000,0.000000,30.520000,0.000000,30.520000,0.000000,0.000000,30.520000,167
46,47,TL,S,200.000000,200.000000,0.000000,0.000000,0.000000,200.000000,0.000000,200.000000,0.000000,0.000000,200.000000,169
46,47,US,S,33.849539,33.850000,0.000000,0.000000,0.000000,33.850000,0.000000,33.850000,0.000000,0.000000,33.850000,170
47,48,EU,S,4621.593591,4621.590000,0.000000,0.000000,0.000000,4621.590000,0.000000,4621.590000,0.000000,0.000000,4621.590000,172
47,48,TL,S,30609.000000,30609.000000,0.000000,0.000000,0.000000,30609.000000,0.000000,30609.000000,0.000000,0.000000,30609.000000,174
47,48,US,S,5000.000000,5000.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,5000.000000,0.000000,0.000000,5000.000000,175
48,49,EU,S,9243.187182,9243.190000,0.000000,0.000000,0.000000,9243.190000,0.000000,9243.190000,0.000000,0.000000,9243.190000,177
48,49,TL,S,61218.000000,61218.000000,0.000000,0.000000,0.000000,61218.000000,0.000000,61218.000000,0.000000,0.000000,61218.000000,179
48,49,US,S,10000.000000,10000.000000,0.000000,0.000000,0.000000,10000.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,180
49,50,EU,S,744.334061,744.330000,0.000000,0.000000,0.000000,744.330000,0.000000,744.330000,0.000000,0.000000,744.330000,182
49,50,TL,S,4974.980000,4974.980000,0.000000,0.000000,0.000000,4974.980000,0.000000,4974.980000,0.000000,0.000000,4974.980000,184
49,50,US,S,832.409731,832.410000,0.000000,0.000000,0.000000,832.410000,0.000000,832.410000,0.000000,0.000000,832.410000,185
50,57,EU,S,146.244691,146.240000,0.000000,0.000000,0.000000,146.240000,0.000000,146.240000,0.000000,0.000000,146.240000,202
50,57,TL,S,957.230000,957.230000,0.000000,0.000000,0.000000,957.230000,0.000000,957.230000,0.000000,0.000000,957.230000,204
50,57,US,S,162.473691,162.470000,0.000000,0.000000,0.000000,162.470000,0.000000,162.470000,0.000000,0.000000,162.470000,205
51,52,EU,S,4.877082,4.880000,0.000000,0.000000,0.000000,4.880000,0.000000,4.880000,0.000000,0.000000,4.880000,187
51,52,TL,S,32.000000,32.000000,0.000000,0.000000,0.000000,32.000000,0.000000,32.000000,0.000000,0.000000,32.000000,189
51,52,US,S,5.431370,5.430000,0.000000,0.000000,0.000000,5.430000,0.000000,5.430000,0.000000,0.000000,5.430000,190
52,56,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,197
52,56,TL,S,664.100000,664.100000,0.000000,0.000000,0.000000,664.100000,0.000000,664.100000,0.000000,0.000000,664.100000,199
52,56,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200
53,55,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192
53,55,TL,S,401.690000,401.690000,0.000000,0.000000,0.000000,401.690000,0.000000,401.690000,0.000000,0.000000,401.690000,194
53,55,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,195
54,58,EU,S,33.168332,33.170000,0.000000,0.000000,0.000000,33.170000,0.000000,33.170000,0.000000,0.000000,33.170000,207
54,58,TL,S,217.100000,217.100000,0.000000,0.000000,0.000000,217.100000,0.000000,217.100000,0.000000,0.000000,217.100000,209
54,58,US,S,36.849073,36.850000,0.000000,0.000000,0.000000,36.850000,0.000000,36.850000,0.000000,0.000000,36.850000,210
55,59,EU,S,192.207772,192.210000,0.000000,0.000000,0.000000,192.210000,0.000000,192.210000,0.000000,0.000000,192.210000,212
55,59,TL,S,1260.710000,1260.710000,0.000000,0.000000,0.000000,1260.710000,0.000000,1260.710000,0.000000,0.000000,1260.710000,214
55,59,US,S,212.262181,212.260000,0.000000,0.000000,0.000000,212.260000,0.000000,212.260000,0.000000,0.000000,212.260000,215
56,60,EU,S,432.015063,432.020000,0.000000,0.000000,0.000000,432.020000,0.000000,432.020000,0.000000,0.000000,432.020000,217
56,60,TL,S,2833.630000,2833.630000,0.000000,0.000000,0.000000,2833.630000,0.000000,2833.630000,0.000000,0.000000,2833.630000,219
56,60,US,S,477.090278,477.090000,0.000000,0.000000,0.000000,477.090000,0.000000,477.090000,0.000000,0.000000,477.090000,220
57,61,EU,S,111.079264,111.080000,0.000000,0.000000,0.000000,111.080000,0.000000,111.080000,0.000000,0.000000,111.080000,222
57,61,TL,S,728.580000,728.580000,0.000000,0.000000,0.000000,728.580000,0.000000,728.580000,0.000000,0.000000,728.580000,224
57,61,US,S,122.668956,122.670000,0.000000,0.000000,0.000000,122.670000,0.000000,122.670000,0.000000,0.000000,122.670000,225
59,63,EU,S,530.472393,530.470000,0.000000,0.000000,0.000000,530.470000,0.000000,530.470000,0.000000,0.000000,530.470000,227
59,63,TL,S,3611.022000,3611.020000,0.000000,0.000000,0.000000,3611.020000,0.000000,3611.020000,0.000000,0.000000,3611.020000,229
59,63,US,S,580.000000,580.000000,0.000000,0.000000,0.000000,580.000000,0.000000,580.000000,0.000000,0.000000,580.000000,230
60,64,EU,S,365.843030,365.840000,0.000000,0.000000,0.000000,365.840000,0.000000,365.840000,0.000000,0.000000,365.840000,232
60,64,TL,S,2468.160000,2468.160000,0.000000,0.000000,0.000000,2468.160000,0.000000,2468.160000,0.000000,0.000000,2468.160000,234
60,64,US,S,400.000000,400.000000,0.000000,0.000000,0.000000,400.000000,0.000000,400.000000,0.000000,0.000000,400.000000,235
61,65,EU,S,1.371409,1.370000,0.000000,0.000000,0.000000,1.370000,0.000000,1.370000,0.000000,0.000000,1.370000,237
61,65,TL,S,8.990000,8.990000,0.000000,0.000000,0.000000,8.990000,0.000000,8.990000,0.000000,0.000000,8.990000,239
61,65,US,S,1.486934,1.490000,0.000000,0.000000,0.000000,1.490000,0.000000,1.490000,0.000000,0.000000,1.490000,240
62,66,EU,S,122.023401,122.020000,0.000000,0.000000,0.000000,122.020000,0.000000,122.020000,0.000000,0.000000,122.020000,242
62,66,TL,S,799.900000,799.900000,0.000000,0.000000,0.000000,799.900000,0.000000,799.900000,0.000000,0.000000,799.900000,244
62,66,US,S,132.302349,132.300000,0.000000,0.000000,0.000000,132.300000,0.000000,132.300000,0.000000,0.000000,132.300000,245
63,67,EU,S,9.017352,9.020000,0.000000,0.000000,0.000000,9.020000,0.000000,9.020000,0.000000,0.000000,9.020000,247
63,67,TL,S,59.400000,59.400000,0.000000,0.000000,0.000000,59.400000,0.000000,59.400000,0.000000,0.000000,59.400000,249
63,67,US,S,9.807159,9.810000,0.000000,0.000000,0.000000,9.810000,0.000000,9.810000,0.000000,0.000000,9.810000,250
64,68,EU,S,64.123801,64.120000,0.000000,0.000000,0.000000,64.120000,0.000000,64.120000,0.000000,0.000000,64.120000,252
64,68,TL,S,429.700000,429.700000,0.000000,0.000000,0.000000,429.700000,0.000000,429.700000,0.000000,0.000000,429.700000,254
64,68,US,S,69.785949,69.790000,0.000000,0.000000,0.000000,69.790000,0.000000,69.790000,0.000000,0.000000,69.790000,255
65,69,EU,S,980.469955,980.470000,0.000000,0.000000,0.000000,980.470000,0.000000,980.470000,0.000000,0.000000,980.470000,257
65,69,TL,S,6672.000000,6672.000000,0.000000,0.000000,0.000000,6672.000000,0.000000,6672.000000,0.000000,0.000000,6672.000000,259
65,69,US,S,1093.519520,1093.520000,0.000000,0.000000,0.000000,1093.520000,0.000000,1093.520000,0.000000,0.000000,1093.520000,260
66,70,EU,S,5558.657179,5558.660000,0.000000,0.000000,0.000000,5558.660000,0.000000,5558.660000,0.000000,0.000000,5558.660000,262
66,70,TL,S,36560.400000,36560.400000,0.000000,0.000000,0.000000,36560.400000,0.000000,36560.400000,0.000000,0.000000,36560.400000,264
66,70,US,S,6000.000000,6000.000000,0.000000,0.000000,0.000000,6000.000000,0.000000,6000.000000,0.000000,0.000000,6000.000000,265
67,71,EU,S,582.162528,582.160000,0.000000,0.000000,0.000000,582.160000,0.000000,582.160000,0.000000,0.000000,582.160000,267
67,71,TL,S,3953.000000,3953.000000,0.000000,0.000000,0.000000,3953.000000,0.000000,3953.000000,0.000000,0.000000,3953.000000,269
67,71,US,S,649.288788,649.290000,0.000000,0.000000,0.000000,649.290000,0.000000,649.290000,0.000000,0.000000,649.290000,270
68,72,EU,S,459.103808,459.100000,0.000000,0.000000,0.000000,459.100000,0.000000,459.100000,0.000000,0.000000,459.100000,272
68,72,TL,S,3207.299200,3207.300000,0.000000,0.000000,0.000000,3207.300000,0.000000,3207.300000,0.000000,0.000000,3207.300000,274
68,72,US,S,524.000000,524.000000,0.000000,0.000000,0.000000,524.000000,0.000000,524.000000,0.000000,0.000000,524.000000,275
69,73,EU,S,6.360167,6.360000,0.000000,0.000000,0.000000,6.360000,0.000000,6.360000,0.000000,0.000000,6.360000,277
69,73,TL,S,42.000000,42.000000,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000,0.000000,0.000000,42.000000,279
69,73,US,S,7.015551,7.020000,0.000000,0.000000,0.000000,7.020000,0.000000,7.020000,0.000000,0.000000,7.020000,280
70,74,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,282
70,74,TL,S,200.000000,200.000000,0.000000,0.000000,0.000000,200.000000,0.000000,200.000000,0.000000,0.000000,200.000000,284
70,74,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,285
71,75,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,287
71,75,TL,S,200.000000,200.000000,0.000000,0.000000,0.000000,200.000000,0.000000,200.000000,0.000000,0.000000,200.000000,289
71,75,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,290
72,76,EU,S,36.132362,36.130000,0.000000,0.000000,0.000000,36.130000,0.000000,36.130000,0.000000,0.000000,36.130000,292
72,76,TL,S,236.620000,236.620000,0.000000,0.000000,0.000000,236.620000,0.000000,236.620000,0.000000,0.000000,236.620000,294
72,76,US,S,39.807540,39.810000,0.000000,0.000000,0.000000,39.810000,0.000000,39.810000,0.000000,0.000000,39.810000,295
73,77,EU,S,125.207287,125.210000,0.000000,0.000000,0.000000,125.210000,0.000000,125.210000,0.000000,0.000000,125.210000,297
73,77,TL,S,819.970000,819.970000,0.000000,0.000000,0.000000,819.970000,0.000000,819.970000,0.000000,0.000000,819.970000,299
73,77,US,S,137.782296,137.780000,0.000000,0.000000,0.000000,137.780000,0.000000,137.780000,0.000000,0.000000,137.780000,300
74,78,EU,S,218.335904,218.340000,0.000000,0.000000,0.000000,218.340000,0.000000,218.340000,0.000000,0.000000,218.340000,302
74,78,TL,S,1429.860000,1429.860000,0.000000,0.000000,0.000000,1429.860000,0.000000,1429.860000,0.000000,0.000000,1429.860000,304
74,78,US,S,240.264148,240.260000,0.000000,0.000000,0.000000,240.260000,0.000000,240.260000,0.000000,0.000000,240.260000,305
75,79,EU,S,217.631969,217.630000,0.000000,0.000000,0.000000,217.630000,0.000000,217.630000,0.000000,0.000000,217.630000,307
75,79,TL,S,1425.250000,1425.250000,0.000000,0.000000,0.000000,1425.250000,0.000000,1425.250000,0.000000,0.000000,1425.250000,309
75,79,US,S,239.489515,239.490000,0.000000,0.000000,0.000000,239.490000,0.000000,239.490000,0.000000,0.000000,239.490000,310
76,80,EU,S,125.207287,125.210000,0.000000,0.000000,0.000000,125.210000,0.000000,125.210000,0.000000,0.000000,125.210000,312
76,80,TL,S,819.970000,819.970000,0.000000,0.000000,0.000000,819.970000,0.000000,819.970000,0.000000,0.000000,819.970000,314
76,80,US,S,137.782296,137.780000,0.000000,0.000000,0.000000,137.780000,0.000000,137.780000,0.000000,0.000000,137.780000,315
77,81,EU,S,181.567897,181.570000,0.000000,0.000000,0.000000,181.570000,0.000000,181.570000,0.000000,0.000000,181.570000,317
77,81,TL,S,1189.070000,1189.070000,0.000000,0.000000,0.000000,1189.070000,0.000000,1189.070000,0.000000,0.000000,1189.070000,319
77,81,US,S,199.803401,199.800000,0.000000,0.000000,0.000000,199.800000,0.000000,199.800000,0.000000,0.000000,199.800000,320
78,82,EU,S,247.843149,247.840000,0.000000,0.000000,0.000000,247.840000,0.000000,247.840000,0.000000,0.000000,247.840000,322
78,82,TL,S,1623.100000,1623.100000,0.000000,0.000000,0.000000,1623.100000,0.000000,1623.100000,0.000000,0.000000,1623.100000,324
78,82,US,S,272.734911,272.730000,0.000000,0.000000,0.000000,272.730000,0.000000,272.730000,0.000000,0.000000,272.730000,325
79,83,EU,S,377.351385,377.350000,0.000000,0.000000,0.000000,377.350000,0.000000,377.350000,0.000000,0.000000,377.350000,327
79,83,TL,S,2475.010000,2475.010000,0.000000,0.000000,0.000000,2475.010000,0.000000,2475.010000,0.000000,0.000000,2475.010000,329
79,83,US,S,416.121927,416.120000,0.000000,0.000000,0.000000,416.120000,0.000000,416.120000,0.000000,0.000000,416.120000,330
80,84,EU,S,843.143562,843.140000,0.000000,0.000000,0.000000,843.140000,0.000000,843.140000,0.000000,0.000000,843.140000,332
80,84,TL,S,5504.800000,5504.800000,0.000000,0.000000,0.000000,5504.800000,0.000000,5504.800000,0.000000,0.000000,5504.800000,334
80,84,US,S,938.264871,938.260000,0.000000,0.000000,0.000000,938.260000,0.000000,938.260000,0.000000,0.000000,938.260000,335
81,85,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,337
81,85,TL,S,7692.630000,7692.630000,0.000000,0.000000,0.000000,7692.630000,0.000000,7692.630000,0.000000,0.000000,7692.630000,339
81,85,US,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,340
82,86,EU,S,82.901618,82.900000,0.000000,0.000000,0.000000,82.900000,0.000000,82.900000,0.000000,0.000000,82.900000,342
