Z_ID,F_ID,kgid,insUN,insDT,insApp,updUN,updDT,updApp
d527ddcf-ed66-4fbf-9af0-137c7015ed07,ec03ea24-01cd-4371-acba-d000fa81af36,54,,,,,,
e4e1ef8f-88a9-41e4-b956-1524178eef2c,b3394276-3026-42c5-9e67-192d2e785442,55,,,,,,
8cc6f764-0cd1-49fd-a59d-1609a3958271,e81db758-d005-4b77-934d-3d4b311030ab,56,,,,,,
4a86aae0-ccc6-475b-8a1d-161a968f7aa7,1e014ccb-a2b6-4d2d-9ed8-40ef05ecba82,57,,,,,,
34bb3db9-7641-4166-b952-161eedf2c5d3,9ff8f952-9d36-4023-a622-3e8b8dcda008,58,,,,,,
fca8dae4-ee4d-40a2-95c3-16d3dce2e11a,433f0d9b-40e8-4ebf-86f6-22c6c4bbed05,59,,,,,,
2fa5148c-df01-47cd-9202-1812cc1212a0,811112ef-14fa-4337-865a-681d961593be,60,,,,,,
b7721aa6-1f66-4927-b047-1819de0c4276,aeb27f43-8441-450b-af85-41f8b9d7ea3a,61,,,,,,
35a78f20-4533-4f32-814d-1843e63af79a,0f4a8670-51d4-4bc9-87c2-661902de0f10,62,,,,,,
713b5184-c93d-4118-8779-189625e3f2bf,1c790313-69d6-4974-9891-1f24f2b2583e,63,,,,,,
dabd3f62-6832-4d22-ad3b-192481f64f35,099cc8b3-a0c0-437d-a2da-ea21914d7f22,64,,,,,,
7fa4f8ca-b137-41bb-92e4-193644263fec,59f64526-b3a3-4f4c-818b-1dd0446034fa,793,Samet,2024-06-06 16:05:47.207000,KGShop,,,
de628b0c-c20e-4923-9c20-1977fa043009,cffad62c-0baa-48f4-90c8-2fb12a32d3b0,65,,,,,,
81cd4cfd-cdc1-4434-a1a2-19aeae7cc433,3d049395-cf88-4073-bae7-5824ed8791b7,66,,,,,,
01ab449b-feb1-44ed-84e0-19c52f7204e0,0f9bb216-dc9d-4d43-aa10-9b3901ade888,67,,,,,,
eef43103-1fff-4968-a1bf-19d537d620ca,956354a9-797d-40ac-8f35-0d7b9708939b,68,,,,,,
7a606fce-4ce4-4252-bf72-1a28de6fd108,e14f6179-997b-4f16-bd51-47a2d505b36f,69,,,,,,
04e3c968-73e0-4308-8ad3-1a3128a5454d,1e1d8570-db6e-4a8b-a353-9d8f600920df,70,,,,,,
b1ed6377-e770-48eb-826f-1a49775b1751,62ae9dab-5bc3-42fa-8a36-81a77b552a6b,71,,,,,,
9cc29e3b-8a6e-47f7-8336-1a4f7af14804,8fbd7d21-e085-4f4d-9b35-cbc0e9bc15bb,72,,,,,,
bc6fe4da-d046-4401-8209-1a595c5f944d,7faca7ef-9b9c-4a15-8824-e410b457122b,73,,,,,,
8381f919-02a6-406b-9d93-1a5d1df0fa4e,b9c8f24f-6b7a-45c7-8449-9f4d7cc1876c,74,,,,,,
89c35d04-66db-4297-8925-1ac91d2f93ae,fe4ca0ad-23fa-4ee0-bcf0-ca2898061120,75,,,,,,
742bbd06-fd21-4429-9621-1b13f717233d,afac9441-05a2-4c71-89ab-65add2fbd7f1,76,,,,,,
b1a2f9fa-d42d-40ac-8bfa-1b7fa86e0f48,7e1c74b1-0522-4b52-ab0f-aca56808d8cb,77,,,,,,
44c95cb6-3940-484a-bd42-1be63ea52af1,0139e376-b649-4237-8184-3c34edc98bf8,78,,,,,,
ae25e940-cb69-4707-ae51-1bf3b40790a6,a05000e0-ae50-43ec-8c33-14c7d64d1cb9,79,,,,,,
b571306b-a5aa-41a9-a28a-1c3f62a3b984,fd01f5b7-40e8-4ac0-8667-306673cf48d5,80,,,,,,
66db8ee8-26fb-4d36-a032-1c4813847188,b8d5e028-8efd-47ab-a6eb-5405cd730f79,81,,,,,,
bc47d17d-780c-4796-8993-1c797727f784,21c49c8b-14a1-4e74-b670-1078885f46b5,82,,,,,,
1f427707-097b-4268-9750-1ce49f32b3fd,67f69c9d-b940-43fa-9d53-4efde90e9b09,83,,,,,,
28e473a4-801d-43b5-b154-1d033dc875d5,0fcc4cba-5d23-4b97-8d2c-22b571ad988c,84,,,,,,
0bbc7bb1-685a-4f41-a390-1d04e6a0171e,9805398b-40db-4de6-bbc9-f11da6296e62,85,,,,,,
df01f248-dc37-4a40-89e5-1d3177fa8996,5bf40029-2c2a-4426-866d-6ec355a83ad9,791,Samet,2024-06-06 14:33:54.747000,KGShop,,,
3b4e3ccb-bf5c-48f4-a657-1d3bd8cfc6a4,03024cc2-50da-4e1a-b31b-a11cd0eabe39,86,,,,,,
281597cc-4c9a-4c1e-88dd-1d6f30c30165,6ea94682-cf0e-493e-acdb-7a9c8c88bb2f,87,,,,,,
2160ccf3-a188-4568-9028-1de27fbbb344,8fcd9545-7be9-4640-a695-fdbf02673620,88,,,,,,
3dcf7112-0e92-479b-bf2b-1df9e2312e25,f5d2c53d-d321-49b8-9967-a3af1608db80,89,,,,,,
e368925d-c017-41b1-8919-1e58c8a246bc,55f987a0-da9f-4b41-9c11-15f0aef8477d,90,,,,,,
60cda243-2316-4798-8a4b-1e776baae8f2,61db3599-6bfb-4082-8373-2b7b9800ef76,91,,,,,,
d4ac2988-cb92-4052-a8c9-1e8f8479aa48,b39f1384-9010-4d89-b368-6f54bde139f6,92,,,,,,
3e9f79ff-96ab-4b46-b4bd-1ebb4a59da70,65654e2c-b0ff-4658-87d7-d6d311a3c215,93,,,,,,
2a3cf9a5-6a5b-42b2-957c-1ed5b5c704c9,3fa22b54-77ea-46c7-bdcf-8cb9d166c2e2,94,,,,,,
de440c43-d283-4d63-8f29-1f286be2b297,35217b21-63be-48a5-acd3-e680c7d35cb9,95,,,,,,
b8026efc-1f35-41c1-8088-1f74d7cff752,b6b534fb-94ee-4626-9b28-83979391386e,96,,,,,,
b64512f0-cdb3-48f1-a01a-1f87b07ab0a0,7e1c74b1-0522-4b52-ab0f-aca56808d8cb,97,,,,,,
06d82c59-8590-46bb-b9e6-200589efbc53,2ae71deb-278e-43a4-9152-48745e180fb8,98,,,,,,
3b35f52f-2b93-4cfc-8e40-20c9c088541a,188a017b-3b1c-458e-bf5e-1634af58591e,99,,,,,,
27e5f2e7-97a6-4822-ab30-21022e15f69e,3bb8b1c1-02b6-421c-8e4d-94ff78b12279,100,,,,,,
d21f3438-02bf-4c1f-ab8a-2117c11a8219,982cfc4d-50c4-4369-ab07-befafbd887a7,101,,,,,,
80bec168-38dd-41b1-8213-21189c2e3141,1149d2db-648a-4208-a549-df4f802b3556,102,,,,,,
8581e951-9c80-46e4-952f-21232c3eec2a,4744eb93-deea-43f9-956a-e1d64d5b90f4,103,,,,,,
1126484a-0b5d-4d27-ba8c-217ec289dc0b,91fc9aa5-1efb-4a26-82ab-cb22de8c1bab,104,,,,,,
df2f07c3-a701-4200-901c-218f6a322546,48e745e2-6f08-4674-b4ba-6cccba2782a1,105,,,,,,
e3fe42b7-aaf9-4b6b-8174-21c6a25794a9,40fb9d18-0295-4348-8a01-9dab00566f90,106,,,,,,
14dc12e0-6309-4736-9d15-2234bd6f61d9,b9d2dd77-bbda-47dd-a27e-4f61106f1f0b,107,,,,,,
1ed827d0-cb9f-48cd-b629-223b0a600b07,b907188f-7f31-46b3-b3d1-7275cbd0d69d,108,,,,,,
d6e836f4-eb65-47d9-94d1-22670cb0c319,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,109,,,,,,
0d79d3ec-83b8-4176-b2c9-229f29b2e23c,b6b534fb-94ee-4626-9b28-83979391386e,110,,,,,,
af053057-d49a-4654-85b7-22a52c8537fb,11f38c8f-d093-421d-87ce-be1cf72be560,111,,,,,,
afd1e5c5-6b10-47c9-84eb-2325bc57e2c0,2e5c0212-5bf0-4c3c-84e8-e1a609cf1647,112,,,,,,
41d14681-7b55-4070-b9a3-23385456f4d7,e8875572-a0e0-4e57-88ac-1971f77bc8b9,113,,,,,,
107aa765-d6a8-47cc-a234-23390cbf482e,f712d342-0690-449e-ade5-38cb2d850807,114,,,,,,
1773c8be-b5a6-493a-8fec-234bfc3fcb0f,c033b849-aff8-40bd-a06d-d006e39612c6,115,,,,,,
5c613e73-ee1a-41d8-9352-23940fcaea5f,b73236c1-bc53-409d-92bf-917145de19a3,116,,,,,,
895d1224-97b3-4dc8-a0a3-23c9737cc9b8,cf3b94bc-3d46-462d-854b-54355f44ff54,117,,,,,,
07be6bcf-061a-4e88-913a-2454b14b75f1,21c8fdd9-7577-43b8-9b15-3bf72afcd70d,118,,,,,,
d32bed6b-a28a-4616-a065-24676bcc9e94,57bdaa66-f3be-44ac-b1e5-5af7ba4f9edc,119,,,,,,
0dad546e-e716-40c9-b6f8-25603d758112,835eccf1-5d34-433a-9f74-b2621625192f,120,,,,,,
686cc901-faf5-43f8-b38a-25d11e921c02,72ff96d0-9bb3-4a82-ad95-8631ffe3d405,121,,,,,,
db7e39fc-97c7-4c33-86db-266441ab7f93,f2ef752a-7f0c-4909-a858-d1d7bffc9b1f,122,,,,,,
8a28ee11-7f29-4d98-8252-26e5b309a2d9,270377a2-a33f-4cc2-9a8b-6a812c55ad9a,123,,,,,,
2c61c197-ac74-43fb-950e-26e9933dea82,20cc2282-114a-4b10-858a-9b5ec6d236c5,124,,,,,,
a5d048da-5e20-4631-82b5-26eb8b1dd06b,a974141c-550d-496c-a5d2-4f6567940f1a,125,,,,,,
061534e5-c091-4361-a6f1-26fe22506759,9c58c4db-b60b-46a8-a304-bbfe3969e046,126,,,,,,
9dc434e8-a360-4a8f-ac68-2724debb80bb,6f1511fd-86bf-4008-adc3-706f3985cece,127,,,,,,
211493dd-46bf-48a0-a632-276637d22123,7ca0b9e6-f21d-40df-9cfe-ecf2732cbe09,128,,,,,,
3d5e5b51-e45e-4331-a77b-27be37778553,ceaad7fd-6521-445b-a86b-4297df465f1c,129,,,,,,
65a6e219-dcf9-4975-a1da-283a363168f3,64edd999-6dd9-4c06-8718-3351466eaecb,130,,,,,,
3d5d6c5a-f805-456a-8ad5-28407acdc3b4,fe24d08b-656f-46dc-b350-f220d8c3b3f6,131,,,,,,
69288fd3-eec3-4e7c-9b44-28e4157753e9,260845e3-6f6f-4af6-935e-3a8eda2fab9e,132,,,,,,
343b623f-30f2-454f-9d21-292b394a0e1c,585e03ab-114e-42ca-b6c8-d2587dc5ecec,133,,,,,,
68c1d818-727c-4dea-a86e-296795d5c85b,b73236c1-bc53-409d-92bf-917145de19a3,134,,,,,,
03f308e3-8d96-45b8-a0de-29c62836fab4,43febef8-2701-4fb0-affb-bb372e205db0,135,,,,,,
57038878-00da-4ab8-b8e6-2a5fd680fa9f,e6d9072a-9088-40c4-ba3b-f857ec9c45ef,136,,,,,,
c8921c4f-fb8b-4329-a608-2a82fdd4225a,d8e3ddbf-04a5-4bcb-8f85-f35fb0f20286,790,Samet,2024-06-06 14:20:11.603000,KGShop,,,
f6307c2e-b6a1-483b-b90b-2ac7d058046c,a5bc133b-5f4a-48a4-a9af-9c3829011d11,137,,,,,,
46ca73b1-087a-4a17-8ead-2b4a47743610,b6d9e854-a1fa-4bc4-87ba-12d741750f5e,138,,,,,,
4ac17703-e7bf-4fed-a4f5-2b793c3c6552,65654e2c-b0ff-4658-87d7-d6d311a3c215,139,,,,,,
6d9f198b-7aa1-4ee8-8cc2-2b88f7768db7,5988fb77-3ffe-4c88-bbc2-335687ef87e6,140,,,,,,
f8dcf0d0-e615-4cb6-92c5-2bbbcc153c70,78c88245-614e-4b14-b64d-0f2d25ab91ce,141,,,,,,
b77eb990-4825-4a29-9d99-2bc3c54bde80,8a974571-062b-4b60-b3b1-93b9fa5a25c3,142,,,,,,
901a390d-b56f-4c12-94b5-2cdf2a4686c3,fc0c725a-c698-417c-bfa1-ab2d139a1922,143,,,,,,
54bacfae-3c27-49cc-bfdd-2dbc77a1e9ff,9805398b-40db-4de6-bbc9-f11da6296e62,144,,,,,,
69ee32ca-7e1e-419e-8d87-2e5648373e54,7faca7ef-9b9c-4a15-8824-e410b457122b,145,,,,,,
86e8f191-3b26-4180-b31f-2e70a74d29ea,ae387e9a-d33e-44d2-89dc-cc39abf390ec,146,,,,,,
ad28e842-5693-4ea7-a1c9-2f210bb76952,ceaad7fd-6521-445b-a86b-4297df465f1c,147,,,,,,
241688af-3bb3-40ae-a748-2fe76d6daf9c,e2d9abc4-54e1-4483-bfba-b15356f9f3a1,148,,,,,,
f2dcc6ae-6eb4-4607-a99f-3037acff2b22,0a93b25a-34a4-4f96-b782-2061823e16cd,149,,,,,,
0caa55bf-5c6b-426c-ab47-304219ec4c38,398a871a-d09e-455e-83d2-bd2c17c65054,150,,,,,,
92d9b446-36a2-49d8-8c27-310f21840f2a,99a68884-dd3f-4647-9d46-f81900cd941d,151,,,,,,
bcff07d6-c6c2-4300-a56b-3137d9b2acfb,a9bb3439-0909-4560-9148-23eb2f116576,152,,,,,,
592c5217-a2ce-4fc5-b217-31b609db8046,0139e376-b649-4237-8184-3c34edc98bf8,153,,,,,,
60aa0b45-e0e2-4e29-ad64-31c86d1f6b23,821105f0-a689-4405-9f1f-685b47207db8,154,,,,,,
e452049e-83cd-4876-8659-31f5bff47b45,6056144e-021f-47c3-96c9-42a1f8ed0edb,155,,,,,,
212bf75c-353b-4cd9-8cd0-3221dd70bb92,ceaad7fd-6521-445b-a86b-4297df465f1c,156,,,,,,
40a5019d-a35f-478a-83ab-3226bd56cb85,57f86786-f8f6-4078-83a9-e8313bed1f5f,157,,,,,,
10f2a4a3-38cb-4ca5-bad9-32bd36fc93a5,48c5c539-ba7d-4eb3-ac61-6d8814233a7f,158,,,,,,
eec0e479-059d-424d-8b7c-32efb04d4ac3,fa2ae3b4-0706-4dca-8b62-729547e96d7c,159,,,,,,
ed8e2c5a-ed20-429b-bac1-331e50f73561,5648a889-3a50-47c7-bb55-f3e2563f3ce5,160,,,,,,
edb3b4cd-085e-404f-adcf-337dfc0e407b,4e3ed499-d2e5-4041-939a-b6aef8518e65,161,,,,,,
8ddc6530-616a-45cc-bb51-342a01c87887,a9bb3439-0909-4560-9148-23eb2f116576,162,,,,,,
e4d3876f-8692-4356-8e65-343c33d2171f,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,163,,,,,,
2f1dadfd-2473-4ee3-ba0a-3476165ea6ab,26412f70-a1f5-4387-84bc-5bc316b9a130,164,,,,,,
494390e0-d415-4f8e-abb4-34829b9019d8,8a974571-062b-4b60-b3b1-93b9fa5a25c3,165,,,,,,
ebfa803a-6d02-42da-950f-34b3c56ed4cb,4c4116da-7bab-4c9b-a2cb-7dc535866966,166,,,,,,
cf9d34e2-9b10-4e56-aa89-34b96005be9d,07c45649-0b3d-4041-9de1-c603a2a44aa0,167,,,,,,
7c1de804-5361-4c60-b1c9-35cdb0ad8e5b,6840b84e-57d2-4489-ac9d-dd45ccdd1b95,168,,,,,,
231ba034-0009-44e9-b115-35e3d2779369,4530c48c-4786-4dd4-bd85-85ac73d54db2,169,,,,,,
4c4789b1-81e7-4feb-a987-35f918adf623,9e40b958-1398-4493-99a5-c29349f3eca8,170,,,,,,
d5e21ee6-1ede-4794-8894-36bf2788706e,fc0c725a-c698-417c-bfa1-ab2d139a1922,171,,,,,,
3624f657-6b82-41a3-b4a2-36c1fe5628ed,2c1f6bb7-553f-4054-8dbb-21da17609727,172,,,,,,
19e8a4de-aba9-4c4e-b265-36f9c3e931ba,450d8532-6d33-427e-8c80-8bf14000c0b6,173,,,,,,
a5ee98c3-c062-4d7e-b4b7-36fc84c496e9,9b229b81-e280-4d5f-9f87-5ac3c72ac571,174,,,,,,
0f700743-e31e-4540-a41d-3725fd6ab68d,06747d60-5b36-4edd-9e8b-f650c7302f3d,175,,,,,,
481aaa90-9c13-4889-bd05-373fd0431695,537074ce-2baf-4b49-aa5f-0d43b430e0de,176,,,,,,
3c063681-388a-4c4a-b3a8-374a2f1ea2da,a8b309e1-17e3-4d27-bb3f-9a527debc94d,177,,,,,,
5b917c71-3e4e-4eb0-9426-37b2e535fecc,efcb5469-6c43-44ca-a8f3-10529f943a38,178,,,,,,
eef9c3c8-580b-459e-9a0a-37e87ad25774,75337438-ae88-426c-80fb-06fe71f69c11,179,,,,,,
d3247a5b-d8e3-4bc5-a6f2-38185f38a6c8,11f35bf9-aee7-49c7-9c72-ba1c9508c5da,180,,,,,,
41616c2e-38a2-4796-8f5f-3820cc8db6b6,62baab02-0cb4-4ede-bb8c-992a480618b0,181,,,,,,
bac5785c-a638-47aa-a5db-38e0bf4f37b6,0f4a8670-51d4-4bc9-87c2-661902de0f10,182,,,,,,
55322a0a-b587-4efa-9332-38e52efaf954,41f68a2c-b856-474d-b5c2-5d564d67ddfe,183,,,,,,
03610cc0-de45-41e1-afa4-38ee183ec165,6bf9f1a7-606f-4dd1-b65c-5e0f6347478a,184,,,,,,
6617f19b-083b-4d57-993e-3960391d2edf,a46fde55-2330-4c7e-8ad0-196f540d87f4,185,,,,,,
64bffce2-1db2-4578-884b-39640de98331,8225dc14-7ab4-477b-afbe-b254bf63d1c9,186,,,,,,
0dfa134a-be91-4b52-971a-396d6a365453,349006be-1f12-45a6-a9fa-d252043493ae,187,,,,,,
b6244ee7-5d86-4391-a276-3977ba3c9b52,a353d04e-64f9-4c82-8ffb-397e93a7c643,188,,,,,,
6a191d40-22f9-44a4-abfb-39e38373ec5a,be419eca-5637-4d47-ad0c-542819259fc5,189,,,,,,
67f6f2dd-92f9-4927-a987-39fd61f77ad7,e81db758-d005-4b77-934d-3d4b311030ab,190,,,,,,
7d141171-1b78-4673-81f5-3a29d3daa4d2,f5d2c53d-d321-49b8-9967-a3af1608db80,191,,,,,,
350012bf-8e84-4a66-946e-3a3e7342ea19,545a275e-6359-4421-957a-c7a8f1cfc7de,192,,,,,,
980a2fa2-cd7d-4d63-b6b1-3a46ac87262e,ab5cbff0-1ab3-4419-b2f9-9fab60158b0a,193,,,,,,
2ae94b91-b557-49bf-bd73-3a4d5223ccd2,fc0c725a-c698-417c-bfa1-ab2d139a1922,194,,,,,,
e45a4718-cc02-4d19-9416-3a67dc942ace,f9a8b02c-8dab-44df-bce2-ba78d8b07712,195,,,,,,
6f529471-c2af-4b71-bacd-3ae2e4fd68e9,676604ca-3608-4646-b264-ce47935c492b,196,,,,,,
87a18640-d064-43e6-b1a2-3ba26729f310,99a68884-dd3f-4647-9d46-f81900cd941d,197,,,,,,
d71f26cd-61eb-44e2-8df2-3bba849d95a7,211d93ab-b856-4c9e-ba91-d008624f5a83,198,,,,,,
050e0462-6d2c-450c-8805-3bbc6a56df57,d5c5dfbc-e727-47bc-aa22-02c56f19add8,199,,,,,,
f92081e9-9660-43c8-9dd4-3c0b2d9d5d21,63b68d1b-17d0-4eac-bb4e-01b7a61a1579,200,,,,,,
df389018-97ef-4b91-9c14-3cd10a6ff8f4,e2355bdb-e297-4045-b3ca-501a7a38f671,201,,,,,,
8e44f2a3-17bb-46ba-8f69-3d70a98c7ac1,b73236c1-bc53-409d-92bf-917145de19a3,202,,,,,,
95a7e082-c88a-434f-ae2c-3dda51271443,b0e80a2f-4d37-492b-aa01-235e057a41d8,203,,,,,,
964ef6d6-2d31-481f-b72d-3e1c1063e21d,08b9ddc0-66cc-41d8-bdf4-6ca4ddbca818,204,,,,,,
93f2f26a-220d-4c6e-ace8-3e6a6c8758f4,a38f6bfc-f41c-4474-877f-c57c2a3a41d2,205,,,,,,
226898df-94e1-4824-86a0-3f21ef57cb4f,65654e2c-b0ff-4658-87d7-d6d311a3c215,206,,,,,,
687e8516-37c8-40a1-87dd-3fddb522cb88,fdc8145e-0656-4846-b310-e2024a9e1923,207,,,,,,
1f48e683-842a-4486-a6de-40887ac985e8,217909a7-32d5-4120-90ac-475877baba47,208,,,,,,
037967cf-c637-4d9b-8d24-40da49dd54dc,3e19fd3a-305f-48e2-ada0-58ec4514fa64,209,,,,,,
44cb694e-fcde-4b9a-a36b-413d8ac50c82,b2423bf1-5111-4e7b-a612-1fd5e34b2cf8,210,,,,,,
232e652c-ad7d-4d8b-a3fc-4147dbd9c5a9,63cc3899-e492-463d-983c-37118ba8edd6,211,,,,,,
01b9fce6-9dc7-490a-bca2-41c5075897bd,20cc2282-114a-4b10-858a-9b5ec6d236c5,212,,,,,,
07eb524f-6458-443f-818c-41d1ac1fc7aa,93e8210b-8a11-4100-a7d5-76d8da3f9602,213,,,,,,
f1636db0-de0f-43a9-a77b-41d6be35d04e,04bbe217-f2f2-4883-8236-8625f315e500,214,,,,,,
cf2fe6d9-8ea7-4327-9285-42b7ab931ef6,d8e3ddbf-04a5-4bcb-8f85-f35fb0f20286,788,Samet,2024-06-06 14:11:23.160000,KGShop,,,
8fd5ed49-028e-4c6e-89be-42c33a7bdbf8,fe21c381-55df-4947-82cb-e3d55209512a,215,,,,,,
4174ecf3-6513-49f3-951f-4431d749ef41,61db3599-6bfb-4082-8373-2b7b9800ef76,216,,,,,,
2a591077-aedf-4219-bd50-44583a539d7f,9e50cb61-bec3-4acf-b29f-ce9e660de002,217,,,,,,
f27ab34e-e1ef-4eaa-93b8-44b6f0650f7e,de6a8276-f237-44ee-b6d0-6d8d6b7ede19,218,,,,,,
