UserName,ModulName,AccessStatu,ShortCut
Ahmetc,Rapor_113,vi,
Ahmetc,Rapor_116,vi,
Ahmetc,Rapor_117,vi,
Ahmetc,Rapor_80,vi,
Ahmetc,Rapor_81,vi,
Ahmetc,Rapor_90,vi,
Depo,miSParam,2,
hakank,miAlHizmetKart,vi,
hakank,miAlTeklif,vi,
hakank,miAlTemGir,vi,
hakank,miAlTemHar,vi,
hakank,miBABS,vi,
hakank,mibanka,vi,
hakank,miBankais,vi,
hakank,miBankaKart,vi,
hakank,miBankaTakip,vi,
hakank,miBankaYon,vi,
hakank,miBankTakip,vi,
hakank,miBorcYonet,vi,
hakank,miCariYasYonet,vi,
hakank,miCek,vi,
hakank,miCekGir,vi,
hakank,miCekis,vi,
hakank,miCekTakip,vi,
hakank,miCekTakipFi,vi,
hakank,miCekTakipFiD,vi,
hakank,miCekTakipMu,vi,
hakank,miCekTakipMuD,vi,
hakank,miCekYon,vi,
hakank,miCSFTakip,4,
hakank,miFat_A,vi,
hakank,miFat_A_Hiz,vi,
hakank,miFat_A_Kon,vi,
hakank,miFat_A_Pro,vi,
hakank,miFat_S_Hiz,vi,
hakank,miFat_S_Kon,vi,
hakank,miFat_S_Pro,vi,
hakank,miFatRaporu,vi,
hakank,miFaturaYon,vi,
hakank,miFFA,vi,
hakank,miFFS,vi,
hakank,miFinansTanim,vi,
hakank,miFirCekCik,vi,
hakank,miFirCekDevir,vi,
hakank,miFirCekDeviris,vi,
hakank,miFirCekis,vi,
hakank,miFirSenetCik,vi,
hakank,miFirSenetDevir,vi,
hakank,miFirSenetDis,vi,
hakank,miFirSenetis,vi,
hakank,miGelKart,vi,
hakank,miGidHizYonet,vi,
hakank,miGidKart,vi,
hakank,miGunKazRap,4,
hakank,miHesapTakip,vi,
hakank,miirs_A_Kon,vi,
hakank,miirs_A_Pro,vi,
hakank,miirs_S_Kon,vi,
hakank,miirs_S_Pro,vi,
hakank,miisOnay,vi,
hakank,miKapaYonet,vi,
hakank,miKrediFis,vi,
hakank,miKrediMenu,vi,
hakank,miKrediYon,vi,
hakank,miMusCekDevir,vi,
hakank,miMusCekDeviris,vi,
hakank,miMusCekGir,vi,
hakank,miMusCekis,vi,
hakank,miMusSenetDevir,vi,
hakank,miMusSenetDis,vi,
hakank,miMusSenetGir,vi,
hakank,miMusSenetis,vi,
hakank,miPerGenGid,vi,
hakank,miSatTeklif,vi,
hakank,miSenet,vi,
hakank,miSenetGir,vi,
hakank,miSenetis,vi,
hakank,miSenetTakip,vi,
hakank,miSenetTakipFi,vi,
hakank,miSenetTakipFiD,vi,
hakank,miSenetTakipMu,vi,
hakank,miSenetTakipMuD,vi,
hakank,miSenetYon,vi,
hakank,miSiparisYon3,vi,
hakank,miSiparisYon4,vi,
hakank,miSParam,2,
hakank,miSubeTakip,vi,
hakank,miTemGir,vi,
hakank,miTemHar,vi,
hakank,miTeminat,vi,
hakank,miTemYon,vi,
hakank,miTSatisRapor,vi,
hakank,miVerHizmetKart,vi,
hakank,miVerTemGir,vi,
hakank,miVerTemHar,vi,
hakank,miYonKonsol,vi,
hakank,Rapor_105,vi,
hakank,Rapor_106,vi,
hakank,Rapor_108,vi,
hakank,Rapor_110,vi,
hakank,Rapor_111,vi,
hakank,Rapor_113,vi,
hakank,Rapor_116,vi,
hakank,Rapor_117,vi,
hakank,Rapor_80,vi,
hakank,Rapor_81,vi,
hakank,Rapor_90,vi,
Mehmeta,miAlHizmetKart,vi,
Mehmeta,miAlTeklif,vi,
Mehmeta,miAlTemGir,vi,
Mehmeta,miAlTemHar,vi,
Mehmeta,miBABS,vi,
Mehmeta,mibanka,vi,
Mehmeta,miBankais,vi,
Mehmeta,miBankaKart,vi,
Mehmeta,miBankaTakip,vi,
Mehmeta,miBankaYon,vi,
Mehmeta,miBankTakip,vi,
Mehmeta,miBorcYonet,vi,
Mehmeta,miCariYasYonet,vi,
Mehmeta,miCek,vi,
Mehmeta,miCekGir,vi,
Mehmeta,miCekis,vi,
Mehmeta,miCekTakip,vi,
Mehmeta,miCekTakipFi,vi,
Mehmeta,miCekTakipFiD,vi,
Mehmeta,miCekTakipMu,vi,
Mehmeta,miCekTakipMuD,vi,
Mehmeta,miCekYon,vi,
Mehmeta,miCSFTakip,4,
Mehmeta,miFat_A,vi,
Mehmeta,miFat_A_Hiz,vi,
Mehmeta,miFat_A_Kon,vi,
Mehmeta,miFat_A_Pro,vi,
Mehmeta,miFat_S_Hiz,vi,
Mehmeta,miFat_S_Kon,vi,
Mehmeta,miFat_S_Pro,vi,
Mehmeta,miFatRaporu,vi,
Mehmeta,miFaturaYon,vi,
Mehmeta,miFFA,vi,
Mehmeta,miFFS,vi,
Mehmeta,miFinansTanim,vi,
Mehmeta,miFirCekCik,vi,
Mehmeta,miFirCekDevir,vi,
Mehmeta,miFirCekDeviris,vi,
Mehmeta,miFirCekis,vi,
Mehmeta,miFirSenetCik,vi,
Mehmeta,miFirSenetDevir,vi,
Mehmeta,miFirSenetDis,vi,
Mehmeta,miFirSenetis,vi,
Mehmeta,miGelKart,vi,
Mehmeta,miGidHizYonet,vi,
Mehmeta,miGidKart,vi,
Mehmeta,miGunKazRap,4,
Mehmeta,miHesapTakip,vi,
Mehmeta,miirs_A_Kon,vi,
Mehmeta,miirs_A_Pro,vi,
Mehmeta,miirs_S_Kon,vi,
Mehmeta,miirs_S_Pro,vi,
Mehmeta,miisOnay,vi,
Mehmeta,miKapaYonet,vi,
Mehmeta,miKrediFis,vi,
Mehmeta,miKrediMenu,vi,
Mehmeta,miKrediYon,vi,
Mehmeta,miMusCekDevir,vi,
Mehmeta,miMusCekDeviris,vi,
Mehmeta,miMusCekGir,vi,
Mehmeta,miMusCekis,vi,
Mehmeta,miMusSenetDevir,vi,
Mehmeta,miMusSenetDis,vi,
Mehmeta,miMusSenetGir,vi,
Mehmeta,miMusSenetis,vi,
Mehmeta,miPerGenGid,vi,
Mehmeta,miSatTeklif,vi,
Mehmeta,miSenet,vi,
Mehmeta,miSenetGir,vi,
Mehmeta,miSenetis,vi,
Mehmeta,miSenetTakip,vi,
Mehmeta,miSenetTakipFi,vi,
Mehmeta,miSenetTakipFiD,vi,
Mehmeta,miSenetTakipMu,vi,
Mehmeta,miSenetTakipMuD,vi,
Mehmeta,miSenetYon,vi,
Mehmeta,miSiparisYon3,vi,
Mehmeta,miSiparisYon4,vi,
Mehmeta,miSParam,2,
Mehmeta,miSubeTakip,vi,
Mehmeta,miTemGir,vi,
Mehmeta,miTemHar,vi,
Mehmeta,miTeminat,vi,
Mehmeta,miTemYon,vi,
Mehmeta,miTSatisRapor,vi,
Mehmeta,miVerHizmetKart,vi,
Mehmeta,miVerTemGir,vi,
Mehmeta,miVerTemHar,vi,
Mehmeta,miYonKonsol,vi,
Mehmeta,Rapor_105,vi,
Mehmeta,Rapor_106,vi,
Mehmeta,Rapor_108,vi,
Mehmeta,Rapor_110,vi,
Mehmeta,Rapor_111,vi,
Mehmeta,Rapor_113,vi,
Mehmeta,Rapor_116,vi,
Mehmeta,Rapor_117,vi,
Mehmeta,Rapor_80,vi,
Mehmeta,Rapor_81,vi,
Mehmeta,Rapor_90,vi,
paolettistore2,miKasa,vi,
paolettistore2,miKasaFis,2,
paolettistore2,miKasaYon,vi,
paolettistore2,miKasaYonet,vi,
paolettistore2,miStokHar,2,
paolettistore4,miKasa,vi,
paolettistore4,miKasaFis,2,
paolettistore4,miKasaYon,vi,
paolettistore4,miKasaYonet,vi,
paolettistore4,miStokHar,vi,
paolettistore5,miKasa,vi,
paolettistore5,miKasaFis,2,
paolettistore5,miKasaYon,vi,
paolettistore5,miKasaYonet,vi,
paolettistore5,miStokHar,vi,
Satisa,miAlHizmetKart,vi,
Satisa,mibanka,vi,
Satisa,miBankais,vi,
Satisa,miBankaKart,vi,
Satisa,miBankaKrediTak,4,
Satisa,miBankaTakip,vi,
Satisa,miBankaYon,vi,
Satisa,miBankTakip,vi,
Satisa,miCariYonet,vi,
Satisa,miCSFTakip,vi,
Satisa,mieBeyan,vi,
Satisa,miEnt,vi,
Satisa,miFaturaYon,vi,
Satisa,miFinansTanim,vi,
Satisa,miGelKart,vi,
Satisa,miGidHizYonet,vi,
Satisa,miGidKart,vi,
Satisa,miGunKazRap,vi,
Satisa,miHesapTakip,vi,
Satisa,miirs_A_Dah,vi,
Satisa,miirs_S_Dah,vi,
Satisa,miisOnay,vi,
Satisa,miKasa,vi,
Satisa,miKasaFis,vi,
Satisa,miKasaMenu,vi,
Satisa,miKasaYon,vi,
Satisa,miKasaYonet,vi,
Satisa,miKDVeBeyan,vi,
Satisa,miKrediFis,vi,
Satisa,miKrediMenu,vi,
Satisa,miKrediYon,vi,
Satisa,miMAFisList,vi,
Satisa,miMagaza,4,
Satisa,miMAnaKayit,vi,
Satisa,miMBilanco,vi,
Satisa,miMCekMKod,vi,
Satisa,miMDefKebir,vi,
Satisa,miMDetayEnt,vi,
Satisa,miMFisList,vi,
Satisa,miMFonAkim,vi,
Satisa,miMGeciciVer,vi,
Satisa,miMGelKapat,vi,
Satisa,miMGidKapat,vi,
Satisa,miMHareketler,vi,
Satisa,miMHesapAktar,vi,
Satisa,miMHesapPlan,vi,
Satisa,miMHizliEnt,vi,
Satisa,miMislemler,vi,
Satisa,miMizan,vi,
Satisa,miMKapaFis,vi,
Satisa,miMKarDagitim,vi,
Satisa,miMKarZarar,vi,
Satisa,miMKDVBeyan,vi,
Satisa,miMKDVMKod,vi,
Satisa,miMKDVMKodA,vi,
Satisa,miMKDVMKodAi,vi,
Satisa,miMKDVMKodS,vi,
Satisa,miMKDVMKodSi,vi,
Satisa,miMMaliTablo,vi,
Satisa,miMMuavin,vi,
Satisa,miMMuhasebe,vi,
Satisa,miMMuhFis,vi,
Satisa,miMMuhtasar,vi,
Satisa,miMNakitAkis,vi,
Satisa,miMOTVMKod,vi,
Satisa,miMOTVMKodS,vi,
Satisa,miMOTVMKodSi,vi,
Satisa,miMPOdeTipKMKod,vi,
Satisa,miMPOdeTipMKod,vi,
Satisa,miMRaporlar,vi,
Satisa,miMSatisMaliyet,vi,
Satisa,miMSetFisNo,vi,
Satisa,miMSetMaddeNo,vi,
Satisa,miMSMMKdv,vi,
Satisa,miMSMMMuhKod,vi,
Satisa,miMSMMSt,vi,
Satisa,miMTemMKod,vi,
Satisa,miMTevMKod,vi,
Satisa,miMTevMKodA,vi,
Satisa,miMTevMKodAi,vi,
Satisa,miMTKDVMKod,vi,
Satisa,miMTKDVMKodA,vi,
Satisa,miMTKDVMKodAi,vi,
Satisa,miMTKDVMKodS,vi,
Satisa,miMTKDVMKodSi,vi,
Satisa,miMuhBABS,vi,
Satisa,miMuheBeyan,vi,
Satisa,miMuhKodAta,vi,
Satisa,miMusteri,4,
Satisa,miMusteriYon,4,
Satisa,miMYevmiye,vi,
Satisa,miPerGenGid,vi,
Satisa,miPerKZYon,4,
Satisa,miPerYonetim,4,
Satisa,miPSatisRapor,4,
Satisa,miPuanSil,4,
Satisa,miPuanYukle,4,
Satisa,miSatTakip,4,
Satisa,miSpeedHavale,vi,
Satisa,miStokGCYon,vi,
Satisa,miStokMuhBag,vi,
Satisa,miSubeTakip,vi,
Satisa,miVerHizmetKart,vi,
Satisa,miYonKonsol,vi,
Satisa,Rapor_1,4,
Satisa,Rapor_119,4,
Satisa,Rapor_120,4,
Satisa,Rapor_16,4,
Satisa,Rapor_169,4,
Satisa,Rapor_18,4,
Satisa,Rapor_2,4,
Satisa,Rapor_26,4,
Satisa,Rapor_27,4,
Satisa,Rapor_29,4,
Satisa,Rapor_298,4,
Satisa,Rapor_299,4,
Satisa,Rapor_300,4,
Satisa,Rapor_308,4,
Satisa,Rapor_31,4,
Satisa,Rapor_32,4,
Satisa,Rapor_34,4,
Satisa,Rapor_38,4,
Satisa,Rapor_39,4,
Satisa,Rapor_7,4,
Satisa,Rapor_701,4,
Satisa,Rapor_702,4,
Satisa,Rapor_703,4,
Satisa,Rapor_704,4,
Satisa,Rapor_705,4,
Satisa,Rapor_706,4,
Satisa,Rapor_707,4,
Satisa,Rapor_708,4,
Satisa,Rapor_709,4,
Satisa,Rapor_710,4,
Satisa,Rapor_711,4,
Satisa,Rapor_712,4,
Satisa,Rapor_713,4,
Satisa,Rapor_714,4,
Satisa,Rapor_725,4,
Satisa,Rapor_726,4,
Satisa,Rapor_727,4,
Satisa,Rapor_9,4,
Satisa,SBSendAltoA,vi,
Satisa,SBSendAltoS,vi,
Satisa,TS_MFinans,4,
Satisb,miAlHizmetKart,vi,
Satisb,miAlSiparis,3,
Satisb,mibanka,vi,
Satisb,miBankais,vi,
Satisb,miBankaKart,vi,
Satisb,miBankaKrediTak,vi,
Satisb,miBankaTakip,vi,
Satisb,miBankaYon,vi,
Satisb,miBankTakip,vi,
Satisb,miCariYonet,vi,
Satisb,miCSFTakip,vi,
Satisb,mieBeyan,vi,
Satisb,miEnt,vi,
Satisb,miFaturaYon,vi,
Satisb,miFinansTanim,vi,
Satisb,miGelKart,vi,
Satisb,miGidHizYonet,vi,
Satisb,miGidKart,vi,
Satisb,miGunKazRap,vi,
Satisb,miHesapTakip,vi,
Satisb,miirs_A_Dah,vi,
Satisb,miirs_S_Dah,vi,
Satisb,miisOnay,vi,
Satisb,miKasa,vi,
Satisb,miKasaFis,vi,
Satisb,miKasaMenu,vi,
Satisb,miKasaYon,vi,
Satisb,miKasaYonet,vi,
Satisb,miKDVeBeyan,vi,
Satisb,miKrediFis,vi,
Satisb,miKrediMenu,vi,
Satisb,miKrediYon,vi,
Satisb,miMAFisList,vi,
Satisb,miMagaza,vi,
Satisb,miMAnaKayit,vi,
Satisb,miMBilanco,vi,
Satisb,miMCekMKod,vi,
Satisb,miMDefKebir,vi,
Satisb,miMDetayEnt,vi,
Satisb,miMFisList,vi,
Satisb,miMFonAkim,vi,
Satisb,miMGeciciVer,vi,
Satisb,miMGelKapat,vi,
Satisb,miMGidKapat,vi,
Satisb,miMHareketler,vi,
Satisb,miMHesapAktar,vi,
Satisb,miMHesapPlan,vi,
Satisb,miMHizliEnt,vi,
Satisb,miMislemler,vi,
Satisb,miMizan,vi,
Satisb,miMKapaFis,vi,
Satisb,miMKarDagitim,vi,
Satisb,miMKarZarar,vi,
Satisb,miMKDVBeyan,vi,
Satisb,miMKDVMKod,vi,
Satisb,miMKDVMKodA,vi,
Satisb,miMKDVMKodAi,vi,
Satisb,miMKDVMKodS,vi,
Satisb,miMKDVMKodSi,vi,
Satisb,miMMaliTablo,vi,
Satisb,miMMuavin,vi,
Satisb,miMMuhasebe,vi,
Satisb,miMMuhFis,vi,
Satisb,miMMuhtasar,vi,
Satisb,miMNakitAkis,vi,
Satisb,miMOTVMKod,vi,
Satisb,miMOTVMKodS,vi,
Satisb,miMOTVMKodSi,vi,
Satisb,miMPOdeTipKMKod,vi,
Satisb,miMPOdeTipMKod,vi,
Satisb,miMRaporlar,vi,
Satisb,miMSatisMaliyet,vi,
Satisb,miMSetFisNo,vi,
Satisb,miMSetMaddeNo,vi,
Satisb,miMSMMKdv,vi,
Satisb,miMSMMMuhKod,vi,
Satisb,miMSMMSt,vi,
Satisb,miMTemMKod,vi,
Satisb,miMTevMKod,vi,
Satisb,miMTevMKodA,vi,
Satisb,miMTevMKodAi,vi,
Satisb,miMTKDVMKod,vi,
Satisb,miMTKDVMKodA,vi,
Satisb,miMTKDVMKodAi,vi,
Satisb,miMTKDVMKodS,vi,
Satisb,miMTKDVMKodSi,vi,
Satisb,miMuhBABS,vi,
Satisb,miMuheBeyan,vi,
Satisb,miMuhKodAta,vi,
Satisb,miMusteri,vi,
Satisb,miMusteriYon,vi,
Satisb,miMYevmiye,vi,
Satisb,miPerGenGid,vi,
Satisb,miPerKZYon,vi,
Satisb,miPerYonetim,vi,
Satisb,miPos,vi,
Satisb,miPSatisRapor,vi,
Satisb,miPuanSil,vi,
Satisb,miPuanYukle,vi,
Satisb,miSatTakip,vi,
Satisb,miSpeedHavale,vi,
Satisb,miStokGCYon,vi,
Satisb,miStokMuhBag,vi,
Satisb,miSubeTakip,vi,
Satisb,miVerHizmetKart,vi,
Satisb,miYonKonsol,vi,
Satisb,Rapor_1,vi,
Satisb,Rapor_119,vi,
Satisb,Rapor_120,vi,
Satisb,Rapor_16,vi,
Satisb,Rapor_169,vi,
Satisb,Rapor_18,vi,
Satisb,Rapor_2,vi,
Satisb,Rapor_26,vi,
Satisb,Rapor_27,vi,
Satisb,Rapor_29,vi,
Satisb,Rapor_298,vi,
Satisb,Rapor_299,vi,
Satisb,Rapor_300,vi,
Satisb,Rapor_308,vi,
Satisb,Rapor_31,vi,
Satisb,Rapor_32,vi,
Satisb,Rapor_34,vi,
Satisb,Rapor_38,vi,
Satisb,Rapor_39,vi,
Satisb,Rapor_7,vi,
Satisb,Rapor_701,vi,
Satisb,Rapor_702,vi,
Satisb,Rapor_703,vi,
Satisb,Rapor_704,vi,
Satisb,Rapor_705,vi,
Satisb,Rapor_706,vi,
Satisb,Rapor_707,vi,
Satisb,Rapor_708,vi,
Satisb,Rapor_709,vi,
Satisb,Rapor_710,vi,
Satisb,Rapor_711,vi,
Satisb,Rapor_712,vi,
Satisb,Rapor_713,vi,
Satisb,Rapor_714,vi,
Satisb,Rapor_725,vi,
Satisb,Rapor_9,vi,
Satisb,SBSendAltoA,vi,
Satisb,SBSendAltoS,vi,
Satisd,miAlHizmetKart,vi,
Satisd,miAlSiparis,3,
Satisd,mibanka,vi,
Satisd,miBankais,vi,
Satisd,miBankaKart,vi,
Satisd,miBankaKrediTak,vi,
Satisd,miBankaTakip,vi,
Satisd,miBankaYon,vi,
Satisd,miBankTakip,vi,
Satisd,miCariYonet,vi,
Satisd,miCSFTakip,vi,
Satisd,mieBeyan,vi,
Satisd,miEnt,vi,
Satisd,miFaturaYon,vi,
Satisd,miFinansTanim,vi,
Satisd,miGelKart,vi,
Satisd,miGidHizYonet,vi,
Satisd,miGidKart,vi,
Satisd,miGunKazRap,vi,
Satisd,miHesapTakip,vi,
Satisd,miirs_A_Dah,vi,
Satisd,miirs_S_Dah,vi,
Satisd,miisOnay,vi,
Satisd,miKasa,vi,
Satisd,miKasaFis,vi,
Satisd,miKasaMenu,vi,
Satisd,miKasaYon,vi,
Satisd,miKasaYonet,vi,
Satisd,miKDVeBeyan,vi,
Satisd,miKrediFis,vi,
Satisd,miKrediMenu,vi,
Satisd,miKrediYon,vi,
Satisd,miMAFisList,vi,
Satisd,miMagaza,vi,
Satisd,miMAnaKayit,vi,
Satisd,miMBilanco,vi,
Satisd,miMCekMKod,vi,
Satisd,miMDefKebir,vi,
Satisd,miMDetayEnt,vi,
Satisd,miMFisList,vi,
Satisd,miMFonAkim,vi,
Satisd,miMGeciciVer,vi,
Satisd,miMGelKapat,vi,
Satisd,miMGidKapat,vi,
Satisd,miMHareketler,vi,
Satisd,miMHesapAktar,vi,
Satisd,miMHesapPlan,vi,
Satisd,miMHizliEnt,vi,
Satisd,miMislemler,vi,
Satisd,miMizan,vi,
Satisd,miMKapaFis,vi,
Satisd,miMKarDagitim,vi,
Satisd,miMKarZarar,vi,
Satisd,miMKDVBeyan,vi,
Satisd,miMKDVMKod,vi,
Satisd,miMKDVMKodA,vi,
Satisd,miMKDVMKodAi,vi,
Satisd,miMKDVMKodS,vi,
Satisd,miMKDVMKodSi,vi,
Satisd,miMMaliTablo,vi,
Satisd,miMMuavin,vi,
Satisd,miMMuhasebe,vi,
Satisd,miMMuhFis,vi,
Satisd,miMMuhtasar,vi,
Satisd,miMNakitAkis,vi,
Satisd,miMOTVMKod,vi,
Satisd,miMOTVMKodS,vi,
Satisd,miMOTVMKodSi,vi,
Satisd,miMPOdeTipKMKod,vi,
Satisd,miMPOdeTipMKod,vi,
Satisd,miMRaporlar,vi,
Satisd,miMSatisMaliyet,vi,
Satisd,miMSetFisNo,vi,
Satisd,miMSetMaddeNo,vi,
Satisd,miMSMMKdv,vi,
Satisd,miMSMMMuhKod,vi,
Satisd,miMSMMSt,vi,
Satisd,miMTemMKod,vi,
Satisd,miMTevMKod,vi,
Satisd,miMTevMKodA,vi,
Satisd,miMTevMKodAi,vi,
Satisd,miMTKDVMKod,vi,
Satisd,miMTKDVMKodA,vi,
Satisd,miMTKDVMKodAi,vi,
Satisd,miMTKDVMKodS,vi,
Satisd,miMTKDVMKodSi,vi,
Satisd,miMuhBABS,vi,
Satisd,miMuheBeyan,vi,
Satisd,miMuhKodAta,vi,
Satisd,miMusteri,vi,
Satisd,miMusteriYon,vi,
Satisd,miMYevmiye,vi,
Satisd,miPerGenGid,vi,
Satisd,miPerKZYon,vi,
Satisd,miPerYonetim,vi,
Satisd,miPos,vi,
Satisd,miPSatisRapor,vi,
Satisd,miPuanSil,vi,
Satisd,miPuanYukle,vi,
Satisd,miSatTakip,vi,
Satisd,miSpeedHavale,vi,
Satisd,miStokGCYon,vi,
Satisd,miStokMuhBag,vi,
Satisd,miSubeTakip,vi,
Satisd,miVerHizmetKart,vi,
Satisd,miYonKonsol,vi,
Satisd,Rapor_1,vi,
Satisd,Rapor_119,vi,
Satisd,Rapor_120,vi,
Satisd,Rapor_16,vi,
Satisd,Rapor_169,vi,
Satisd,Rapor_18,vi,
Satisd,Rapor_2,vi,
Satisd,Rapor_26,vi,
Satisd,Rapor_27,vi,
Satisd,Rapor_29,vi,
Satisd,Rapor_298,vi,
Satisd,Rapor_299,vi,
Satisd,Rapor_300,vi,
Satisd,Rapor_308,vi,
Satisd,Rapor_31,vi,
Satisd,Rapor_32,vi,
Satisd,Rapor_34,vi,
Satisd,Rapor_38,vi,
Satisd,Rapor_39,vi,
Satisd,Rapor_7,vi,
Satisd,Rapor_701,vi,
Satisd,Rapor_702,vi,
Satisd,Rapor_703,vi,
Satisd,Rapor_704,vi,
Satisd,Rapor_705,vi,
Satisd,Rapor_706,vi,
Satisd,Rapor_707,vi,
Satisd,Rapor_708,vi,
Satisd,Rapor_709,vi,
Satisd,Rapor_710,vi,
Satisd,Rapor_711,vi,
Satisd,Rapor_712,vi,
Satisd,Rapor_713,vi,
Satisd,Rapor_714,vi,
Satisd,Rapor_725,vi,
Satisd,Rapor_9,vi,
Satisd,SBSendAltoA,vi,
Satisd,SBSendAltoS,vi,
Satise,miAlHizmetKart,vi,
Satise,mibanka,vi,
Satise,miBankais,vi,
Satise,miBankaKart,vi,
Satise,miBankaKrediTak,vi,
Satise,miBankaTakip,vi,
Satise,miBankaYon,vi,
Satise,miBankTakip,vi,
Satise,miCariYonet,vi,
Satise,miCSFTakip,vi,
Satise,mieBeyan,vi,
Satise,miEnt,vi,
Satise,miFaturaYon,vi,
Satise,miFinansTanim,vi,
Satise,miGelKart,vi,
Satise,miGidHizYonet,vi,
Satise,miGidKart,vi,
Satise,miGunKazRap,vi,
Satise,miHesapTakip,vi,
Satise,miirs_A_Dah,vi,
Satise,miirs_S_Dah,vi,
Satise,miisOnay,vi,
Satise,miKasa,vi,
Satise,miKasaFis,vi,
Satise,miKasaMenu,vi,
Satise,miKasaYon,vi,
Satise,miKasaYonet,vi,
Satise,miKDVeBeyan,vi,
Satise,miKrediFis,vi,
Satise,miKrediMenu,vi,
Satise,miKrediYon,vi,
Satise,miMAFisList,vi,
Satise,miMagaza,vi,
Satise,miMAnaKayit,vi,
Satise,miMBilanco,vi,
Satise,miMCekMKod,vi,
Satise,miMDefKebir,vi,
Satise,miMDetayEnt,vi,
Satise,miMFisList,vi,
Satise,miMFonAkim,vi,
Satise,miMGeciciVer,vi,
Satise,miMGelKapat,vi,
Satise,miMGidKapat,vi,
Satise,miMHareketler,vi,
Satise,miMHesapAktar,vi,
Satise,miMHesapPlan,vi,
Satise,miMHizliEnt,vi,
Satise,miMislemler,vi,
Satise,miMizan,vi,
Satise,miMKapaFis,vi,
Satise,miMKarDagitim,vi,
Satise,miMKarZarar,vi,
Satise,miMKDVBeyan,vi,
Satise,miMKDVMKod,vi,
Satise,miMKDVMKodA,vi,
Satise,miMKDVMKodAi,vi,
Satise,miMKDVMKodS,vi,
Satise,miMKDVMKodSi,vi,
Satise,miMMaliTablo,vi,
Satise,miMMuavin,vi,
Satise,miMMuhasebe,vi,
Satise,miMMuhFis,vi,
