FisNo,FisHarinx,ParaCinsi,LineType,Fiyat,Tutar,MasrafTutar,iskTutar,StopajTutar,OTVMatrah,OTVTutar,KDVMatrah,KDVTutar,TevkifatTutar,NetTutar
2040,2040,US,S,300.000000,300.000000,0.000000,0.000000,0.000000,300.000000,0.000000,300.000000,0.000000,0.000000,300.000000
2041,2041,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2041,2041,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2041,2041,US,S,250.000000,250.000000,0.000000,0.000000,0.000000,250.000000,0.000000,250.000000,0.000000,0.000000,250.000000
2042,2042,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2042,2042,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2042,2042,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
2043,2043,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2043,2043,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2043,2043,US,S,300.000000,300.000000,0.000000,0.000000,0.000000,272.730000,0.000000,272.730000,27.270000,0.000000,300.000000
2044,2044,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2044,2044,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2044,2044,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
2057,2057,EU,S,1365.251956,1365.250000,0.000000,0.000000,0.000000,1365.250000,0.000000,1365.250000,0.000000,0.000000,1365.250000
2057,2057,TL,S,50506.950000,50506.950000,0.000000,0.000000,0.000000,50506.950000,0.000000,50506.950000,0.000000,0.000000,50506.950000
2057,2057,US,S,1500.000000,1500.000000,0.000000,0.000000,0.000000,1500.000000,0.000000,1500.000000,0.000000,0.000000,1500.000000
2064,2064,EU,S,2275.419926,2275.420000,0.000000,0.000000,0.000000,2275.420000,0.000000,2275.420000,0.000000,0.000000,2275.420000
2064,2064,TL,S,84178.250000,84178.250000,0.000000,0.000000,0.000000,84178.250000,0.000000,84178.250000,0.000000,0.000000,84178.250000
2064,2064,US,S,2500.000000,2500.000000,0.000000,0.000000,0.000000,2500.000000,0.000000,2500.000000,0.000000,0.000000,2500.000000
2068,2068,EU,S,318.558790,318.560000,0.000000,0.000000,0.000000,318.560000,0.000000,318.560000,0.000000,0.000000,318.560000
2068,2068,TL,S,11784.955000,11784.960000,0.000000,0.000000,0.000000,11784.960000,0.000000,11784.960000,0.000000,0.000000,11784.960000
2068,2068,US,S,350.000000,350.000000,0.000000,0.000000,0.000000,350.000000,0.000000,350.000000,0.000000,0.000000,350.000000
2080,2080,EU,S,3147.173345,3147.170000,0.000000,0.000000,0.000000,3147.170000,0.000000,3147.170000,0.000000,0.000000,3147.170000
2080,2080,TL,S,118815.550000,118815.550000,0.000000,0.000000,0.000000,118815.550000,0.000000,118815.550000,0.000000,0.000000,118815.550000
2080,2080,US,S,3500.000000,3500.000000,0.000000,0.000000,0.000000,3500.000000,0.000000,3500.000000,0.000000,0.000000,3500.000000
2083,2083,EU,S,1618.546292,1618.550000,0.000000,0.000000,0.000000,1618.550000,0.000000,1618.550000,0.000000,0.000000,1618.550000
2083,2083,TL,S,61105.140000,61105.140000,0.000000,0.000000,0.000000,61105.140000,0.000000,61105.140000,0.000000,0.000000,61105.140000
2083,2083,US,S,1800.000000,1800.000000,0.000000,0.000000,0.000000,1800.000000,0.000000,1800.000000,0.000000,0.000000,1800.000000
3074,3074,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3074,3074,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3074,3074,US,S,124438.000000,124438.000000,0.000000,0.000000,0.000000,124438.000000,0.000000,124438.000000,0.000000,0.000000,124438.000000
3076,3076,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3076,3076,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3076,3076,US,S,6500.000000,6500.000000,0.000000,0.000000,0.000000,6500.000000,0.000000,6500.000000,0.000000,0.000000,6500.000000
3077,3077,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3077,3077,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3077,3077,US,S,15592.000000,15592.000000,0.000000,0.000000,0.000000,15592.000000,0.000000,15592.000000,0.000000,0.000000,15592.000000
3078,3078,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3078,3078,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3078,3078,US,S,7700.000000,7700.000000,0.000000,0.000000,0.000000,7700.000000,0.000000,7700.000000,0.000000,0.000000,7700.000000
3081,3133,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3081,3133,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3081,3133,US,S,3000.000000,3000.000000,0.000000,0.000000,0.000000,3000.000000,0.000000,3000.000000,0.000000,0.000000,3000.000000
3082,3134,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3082,3134,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3082,3134,US,S,2200.000000,2200.000000,0.000000,0.000000,0.000000,2200.000000,0.000000,2200.000000,0.000000,0.000000,2200.000000
3083,3135,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3083,3135,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3083,3135,US,S,79360.000000,79360.000000,0.000000,0.000000,0.000000,79360.000000,0.000000,79360.000000,0.000000,0.000000,79360.000000
3084,3136,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3084,3136,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3084,3136,US,S,79360.000000,79360.000000,0.000000,0.000000,0.000000,79360.000000,0.000000,79360.000000,0.000000,0.000000,79360.000000
3085,3137,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3085,3137,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3085,3137,US,S,6000.000000,6000.000000,0.000000,0.000000,0.000000,6000.000000,0.000000,6000.000000,0.000000,0.000000,6000.000000
3086,3138,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3086,3138,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3086,3138,US,S,500.000000,500.000000,0.000000,0.000000,0.000000,500.000000,0.000000,500.000000,0.000000,0.000000,500.000000
3088,3140,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3088,3140,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3088,3140,US,S,10000.000000,10000.000000,0.000000,0.000000,0.000000,10000.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000
3089,3141,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3089,3141,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3089,3141,US,S,6000.000000,6000.000000,0.000000,0.000000,0.000000,6000.000000,0.000000,6000.000000,0.000000,0.000000,6000.000000
3090,3142,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3090,3142,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3090,3142,US,S,7000.000000,7000.000000,0.000000,0.000000,0.000000,7000.000000,0.000000,7000.000000,0.000000,0.000000,7000.000000
3091,3143,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3091,3143,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3091,3143,US,S,8000.000000,8000.000000,0.000000,0.000000,0.000000,8000.000000,0.000000,8000.000000,0.000000,0.000000,8000.000000
3092,3144,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3092,3144,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3092,3144,US,S,10274.000000,10274.000000,0.000000,0.000000,0.000000,10274.000000,0.000000,10274.000000,0.000000,0.000000,10274.000000
3093,3145,EU,S,14472.116803,14472.120000,0.000000,0.000000,0.000000,14472.120000,0.000000,14472.120000,0.000000,0.000000,14472.120000
3093,3145,TL,S,541278.876600,541278.880000,0.000000,0.000000,0.000000,541278.880000,0.000000,541278.880000,0.000000,0.000000,541278.880000
3093,3145,US,S,15939.000000,15939.000000,0.000000,0.000000,0.000000,15939.000000,0.000000,15939.000000,0.000000,0.000000,15939.000000
3094,3146,EU,S,223.930847,223.930000,0.000000,0.000000,0.000000,223.930000,0.000000,223.930000,0.000000,0.000000,223.930000
3094,3146,TL,S,8503.550000,8503.550000,0.000000,0.000000,0.000000,8503.550000,0.000000,8503.550000,0.000000,0.000000,8503.550000
3094,3146,US,S,250.000000,250.000000,0.000000,0.000000,0.000000,250.000000,0.000000,250.000000,0.000000,0.000000,250.000000
3095,3147,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3095,3147,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3095,3147,US,S,2000.000000,2000.000000,0.000000,0.000000,0.000000,2000.000000,0.000000,2000.000000,0.000000,0.000000,2000.000000
3096,3148,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3096,3148,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3096,3148,US,S,30000.000000,30000.000000,0.000000,0.000000,0.000000,30000.000000,0.000000,30000.000000,0.000000,0.000000,30000.000000
3098,3150,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3098,3150,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3098,3150,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
3099,3151,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3099,3151,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3099,3151,US,S,30000.000000,30000.000000,0.000000,0.000000,0.000000,30000.000000,0.000000,30000.000000,0.000000,0.000000,30000.000000
3100,3152,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3100,3152,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3100,3152,US,S,588.000000,588.000000,0.000000,0.000000,0.000000,588.000000,0.000000,588.000000,0.000000,0.000000,588.000000
3101,3153,EU,S,270.678675,270.680000,0.000000,0.000000,0.000000,270.680000,0.000000,270.680000,0.000000,0.000000,270.680000
3101,3153,TL,S,10066.648200,10066.650000,0.000000,0.000000,0.000000,10066.650000,0.000000,10066.650000,0.000000,0.000000,10066.650000
3101,3153,US,S,294.000000,294.000000,0.000000,0.000000,0.000000,294.000000,0.000000,294.000000,0.000000,0.000000,294.000000
3102,3154,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3102,3154,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3102,3154,US,S,3200.000000,3200.000000,0.000000,0.000000,0.000000,3200.000000,0.000000,3200.000000,0.000000,0.000000,3200.000000
3103,3155,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3103,3155,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3103,3155,US,S,255.000000,255.000000,0.000000,0.000000,0.000000,255.000000,0.000000,255.000000,0.000000,0.000000,255.000000
3104,3156,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3104,3156,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3104,3156,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
3105,3157,EU,S,927.686648,927.690000,0.000000,0.000000,0.000000,927.690000,0.000000,927.690000,0.000000,0.000000,927.690000
3105,3157,TL,S,34323.200000,34323.200000,0.000000,0.000000,0.000000,34323.200000,0.000000,34323.200000,0.000000,0.000000,34323.200000
3105,3157,US,S,1000.000000,1000.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,1000.000000,0.000000,0.000000,1000.000000
3106,3158,EU,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3106,3158,TL,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
