UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,kgid,insUN,insDT,insApp,updUN,updDT,updApp
ATAKAN,LINDON,LN004,,,142,,,,,,
ATAKAN,LINDON,LN005,,,159,,,,,,
ATAKAN,LINDON,LN010,,,174,,,,,,
ATAKAN,LINDON,LN011,,,194,,,,,,
ATAKAN,LINDON,LN012,,,212,,,,,,
ATAKAN,LINDON,LN013,,,228,,,,,,
ATAKAN,LINDON,LN014,,,243,,,,,,
ATAKAN,LINDON,LN015,,,258,,,,,,
ATAKAN,LINDON,LN999,,,274,,,,,,
ATAKAN,LINDON23,,,,389,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,*,,,390,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN001,,,391,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN002,,,392,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN003,,,393,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN004,,,394,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN005,,,395,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN010,,,396,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN011,,,397,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN012,,,398,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN013,,,399,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN014,,,400,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN015,,,401,dbo,2024-10-16 00:31:00.393000,,,,
ATAKAN,LINDON23,LN999,,,402,dbo,2024-10-16 00:31:00.393000,,,,
Atik,LINDON,,,,297,,,,,,
Atik,LINDON,*,,,7,,,,,,
Atik,LINDON,LN001,,,65,,,,,,
Atik,LINDON23,,,,403,dbo,2024-10-16 00:31:00.393000,,,,
Atik,LINDON23,*,,,404,dbo,2024-10-16 00:31:00.393000,,,,
Atik,LINDON23,LN001,,,405,dbo,2024-10-16 00:31:00.393000,,,,
Ayse,LINDON,,,,298,,,,,,
Ayse,LINDON,*,,,8,,,,,,
Ayse,LINDON,LN001,,,749,dbo,2024-10-16 08:11:57.847000,Paramet,,,
Ayse,LINDON23,,,,406,dbo,2024-10-16 00:31:00.393000,,,,
Ayse,LINDON23,*,,,407,dbo,2024-10-16 00:31:00.393000,,,,
baris,LINDON,,,,299,,,,,,
baris,LINDON,*,,,9,,,,,,
baris,LINDON,LN001,,,66,,,,,,
baris,LINDON23,,,,408,dbo,2024-10-16 00:31:00.393000,,,,
baris,LINDON23,*,,,409,dbo,2024-10-16 00:31:00.393000,,,,
baris,LINDON23,LN001,,,410,dbo,2024-10-16 00:31:00.393000,,,,
Batın,LINDON,,,,300,,,,,,
Batın,LINDON,*,,,10,,,,,,
Batın,LINDON,LN001,,,67,,,,,,
Batın,LINDON23,,,,411,dbo,2024-10-16 00:31:00.393000,,,,
Batın,LINDON23,*,,,412,dbo,2024-10-16 00:31:00.393000,,,,
Batın,LINDON23,LN001,,,413,dbo,2024-10-16 00:31:00.393000,,,,
cengizhan,LINDON,,,,301,,,,,,
cengizhan,LINDON,*,,,11,,,,,,
cengizhan,LINDON,LN001,,,68,,,,,,
cengizhan,LINDON23,,,,414,dbo,2024-10-16 00:31:00.393000,,,,
cengizhan,LINDON23,*,,,415,dbo,2024-10-16 00:31:00.393000,,,,
cengizhan,LINDON23,LN001,,,416,dbo,2024-10-16 00:31:00.393000,,,,
coklu2,LINDON,,,,302,,,,,,
coklu2,LINDON,*,,,12,,,,,,
coklu2,LINDON,LN001,,,750,dbo,2024-10-16 08:12:14.343000,Paramet,,,
coklu2,LINDON23,,,,417,dbo,2024-10-16 00:31:00.393000,,,,
coklu2,LINDON23,*,,,418,dbo,2024-10-16 00:31:00.393000,,,,
CokluPaketleme,LINDON,,,,303,,,,,,
CokluPaketleme,LINDON,*,,,13,,,,,,
CokluPaketleme,LINDON,LN001,,,69,,,,,,
CokluPaketleme,LINDON23,,,,419,dbo,2024-10-16 00:31:00.393000,,,,
CokluPaketleme,LINDON23,*,,,420,dbo,2024-10-16 00:31:00.393000,,,,
CokluPaketleme,LINDON23,LN001,,,421,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON,,,,304,,,,,,
dbo,LINDON,*,,,14,,,,,,
dbo,LINDON,LN001,,,70,,,,,,
dbo,LINDON,LN002,,,105,,,,,,
dbo,LINDON,LN003,,,125,,,,,,
dbo,LINDON,LN004,,,143,,,,,,
dbo,LINDON,LN005,,,160,,,,,,
dbo,LINDON,LN010,,,175,,,,,,
dbo,LINDON,LN011,,,195,,,,,,
dbo,LINDON,LN012,,,213,,,,,,
dbo,LINDON,LN013,,,229,,,,,,
dbo,LINDON,LN014,,,244,,,,,,
dbo,LINDON,LN015,,,259,,,,,,
dbo,LINDON,LN999,,,275,,,,,,
dbo,LINDON23,,,,422,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,*,,,423,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN001,,,424,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN002,,,425,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN003,,,426,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN004,,,427,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN005,,,428,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN010,,,429,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN011,,,430,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN012,,,431,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN013,,,432,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN014,,,433,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN015,,,434,dbo,2024-10-16 00:31:00.393000,,,,
dbo,LINDON23,LN999,,,435,dbo,2024-10-16 00:31:00.393000,,,,
Derya,LINDON,,,,305,,,,,,
Derya,LINDON,*,,,15,,,,,,
Derya,LINDON,LN001,,,746,dbo,2024-10-16 08:09:30.087000,Paramet,,,
Derya,LINDON23,,,,436,dbo,2024-10-16 00:31:00.393000,,,,
Derya,LINDON23,*,,,437,dbo,2024-10-16 00:31:00.393000,,,,
derya3,LINDON,,,,306,,,,,,
derya3,LINDON,*,,,16,,,,,,
derya3,LINDON,LN001,,,747,dbo,2024-10-16 08:09:36.710000,Paramet,,,
derya3,LINDON23,,,,438,dbo,2024-10-16 00:31:00.393000,,,,
derya3,LINDON23,*,,,439,dbo,2024-10-16 00:31:00.393000,,,,
DeryaYD,LINDON,,,,307,,,,,,
DeryaYD,LINDON,*,,,17,,,,,,
DeryaYD,LINDON,LN001,,,748,dbo,2024-10-16 08:09:42.380000,Paramet,,,
DeryaYD,LINDON23,,,,440,dbo,2024-10-16 00:31:00.393000,,,,
DeryaYD,LINDON23,*,,,441,dbo,2024-10-16 00:31:00.393000,,,,
Efe,LINDON,,,,308,,,,,,
Efe,LINDON,*,,,18,,,,,,
Efe,LINDON,LN001,,,751,dbo,2024-10-16 08:12:34.950000,Paramet,,,
Efe,LINDON23,,,,442,dbo,2024-10-16 00:31:00.393000,,,,
Efe,LINDON23,*,,,443,dbo,2024-10-16 00:31:00.393000,,,,
Emel,LINDON,,,,309,,,,,,
Emel,LINDON,*,,,19,,,,,,
Emel,LINDON,LN001,,,71,,,,,,
Emel,LINDON23,,,,444,dbo,2024-10-16 00:31:00.393000,,,,
Emel,LINDON23,*,,,445,dbo,2024-10-16 00:31:00.393000,,,,
Emel,LINDON23,LN001,,,446,dbo,2024-10-16 00:31:00.393000,,,,
EmelYD,LINDON,,,,310,,,,,,
EmelYD,LINDON,*,,,20,,,,,,
EmelYD,LINDON,LN001,,,752,dbo,2024-10-16 08:12:45.947000,Paramet,,,
EmelYD,LINDON23,,,,447,dbo,2024-10-16 00:31:00.393000,,,,
EmelYD,LINDON23,*,,,448,dbo,2024-10-16 00:31:00.393000,,,,
Ender,LINDON,,,,311,,,,,,
Ender,LINDON,*,,,21,,,,,,
Ender,LINDON,LN001,,,72,,,,,,
Ender,LINDON23,,,,449,dbo,2024-10-16 00:31:00.393000,,,,
Ender,LINDON23,*,,,450,dbo,2024-10-16 00:31:00.393000,,,,
Ender,LINDON23,LN001,,,451,dbo,2024-10-16 00:31:00.393000,,,,
enes,LINDON,,,,312,,,,,,
enes,LINDON,*,,,22,,,,,,
enes,LINDON,LN001,,,73,,,,,,
enes,LINDON23,,,,452,dbo,2024-10-16 00:31:00.393000,,,,
enes,LINDON23,*,,,453,dbo,2024-10-16 00:31:00.393000,,,,
enes,LINDON23,LN001,,,454,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON,,,,313,,,,,,
Eylem,LINDON,*,,,23,,,,,,
Eylem,LINDON,LN001,,,74,,,,,,
Eylem,LINDON,LN002,,,106,,,,,,
Eylem,LINDON,LN003,,,126,,,,,,
Eylem,LINDON,LN004,,,144,,,,,,
Eylem,LINDON,LN005,,,161,,,,,,
Eylem,LINDON,LN010,,,176,,,,,,
Eylem,LINDON,LN011,,,196,,,,,,
Eylem,LINDON,LN012,,,214,,,,,,
Eylem,LINDON,LN013,,,230,,,,,,
Eylem,LINDON,LN014,,,245,,,,,,
Eylem,LINDON,LN015,,,260,,,,,,
Eylem,LINDON,LN999,,,276,,,,,,
Eylem,LINDON23,,,,455,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,*,,,456,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN001,,,457,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN002,,,458,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN003,,,459,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN004,,,460,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN005,,,461,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN010,,,462,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN011,,,463,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN012,,,464,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN013,,,465,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN014,,,466,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN015,,,467,dbo,2024-10-16 00:31:00.393000,,,,
Eylem,LINDON23,LN999,,,468,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON,,,,314,,,,,,
FAB,LINDON,*,,,24,,,,,,
FAB,LINDON,LN001,,,75,,,,,,
FAB,LINDON,LN002,,,107,,,,,,
FAB,LINDON,LN003,,,127,,,,,,
FAB,LINDON,LN004,,,145,,,,,,
FAB,LINDON,LN010,,,177,,,,,,
FAB,LINDON,LN011,,,197,,,,,,
FAB,LINDON,LN012,,,215,,,,,,
FAB,LINDON,LN013,,,231,,,,,,
FAB,LINDON,LN014,,,246,,,,,,
FAB,LINDON,LN015,,,261,,,,,,
FAB,LINDON,LN999,,,277,,,,,,
FAB,LINDON23,,,,469,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,*,,,470,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN001,,,471,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN002,,,472,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN003,,,473,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN004,,,474,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN010,,,475,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN011,,,476,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN012,,,477,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN013,,,478,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN014,,,479,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN015,,,480,dbo,2024-10-16 00:31:00.393000,,,,
FAB,LINDON23,LN999,,,481,dbo,2024-10-16 00:31:00.393000,,,,
Ferhat,LINDON,,,,315,,,,,,
Ferhat,LINDON23,,,,482,dbo,2024-10-16 00:31:00.393000,,,,
fırat,LINDON,,,,316,,,,,,
fırat,LINDON,*,,,25,,,,,,
fırat,LINDON,LN001,,,76,,,,,,
fırat,LINDON23,,,,483,dbo,2024-10-16 00:31:00.393000,,,,
fırat,LINDON23,*,,,484,dbo,2024-10-16 00:31:00.393000,,,,
fırat,LINDON23,LN001,,,485,dbo,2024-10-16 00:31:00.393000,,,,
firat,LINDON,,,,317,,,,,,
firat,LINDON,*,,,26,,,,,,
firat,LINDON23,,,,486,dbo,2024-10-16 00:31:00.393000,,,,
firat,LINDON23,*,,,487,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON,,,,318,,,,,,
Furkan,LINDON,*,,,27,,,,,,
Furkan,LINDON,LN001,,,77,,,,,,
Furkan,LINDON,LN002,,,108,,,,,,
Furkan,LINDON,LN003,,,128,,,,,,
Furkan,LINDON,LN004,,,146,,,,,,
Furkan,LINDON,LN005,,,162,,,,,,
Furkan,LINDON,LN010,,,178,,,,,,
Furkan,LINDON,LN011,,,198,,,,,,
Furkan,LINDON,LN012,,,216,,,,,,
Furkan,LINDON,LN013,,,232,,,,,,
Furkan,LINDON,LN014,,,247,,,,,,
Furkan,LINDON,LN015,,,262,,,,,,
Furkan,LINDON,LN999,,,278,,,,,,
Furkan,LINDON23,,,,488,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,*,,,489,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN001,,,490,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN002,,,491,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN003,,,492,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN004,,,493,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN005,,,494,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN010,,,495,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN011,,,496,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN012,,,497,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN013,,,498,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN014,,,499,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN015,,,500,dbo,2024-10-16 00:31:00.393000,,,,
Furkan,LINDON23,LN999,,,501,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON,,,,319,,,,,,
Furkan1,LINDON,*,,,28,,,,,,
Furkan1,LINDON,LN001,,,78,,,,,,
Furkan1,LINDON,LN002,,,109,,,,,,
Furkan1,LINDON,LN003,,,129,,,,,,
Furkan1,LINDON,LN004,,,147,,,,,,
Furkan1,LINDON,LN005,,,163,,,,,,
Furkan1,LINDON,LN010,,,179,,,,,,
Furkan1,LINDON,LN011,,,199,,,,,,
Furkan1,LINDON,LN012,,,217,,,,,,
Furkan1,LINDON,LN013,,,233,,,,,,
Furkan1,LINDON,LN014,,,248,,,,,,
Furkan1,LINDON,LN015,,,263,,,,,,
Furkan1,LINDON,LN999,,,279,,,,,,
Furkan1,LINDON23,,,,502,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,*,,,503,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN001,,,504,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN002,,,505,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN003,,,506,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN004,,,507,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN005,,,508,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN010,,,509,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN011,,,510,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN012,,,511,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN013,,,512,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN014,,,513,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN015,,,514,dbo,2024-10-16 00:31:00.393000,,,,
Furkan1,LINDON23,LN999,,,515,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON,,,,320,,,,,,
gul,LINDON,*,,,29,,,,,,
gul,LINDON,LN001,,,79,,,,,,
gul,LINDON,LN002,,,110,,,,,,
gul,LINDON,LN010,,,180,,,,,,
gul,LINDON,LN011,,,200,,,,,,
gul,LINDON,LN999,,,280,,,,,,
gul,LINDON23,,,,516,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,*,,,517,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,LN001,,,518,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,LN002,,,519,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,LN010,,,520,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,LN011,,,521,dbo,2024-10-16 00:31:00.393000,,,,
gul,LINDON23,LN999,,,522,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON,,,,321,,,,,,
gul02,LINDON,*,,,30,,,,,,
gul02,LINDON,LN001,,,80,,,,,,
gul02,LINDON,LN002,,,111,,,,,,
gul02,LINDON,LN010,,,181,,,,,,
gul02,LINDON,LN011,,,201,,,,,,
gul02,LINDON,LN999,,,281,,,,,,
gul02,LINDON23,,,,523,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,*,,,524,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,LN001,,,525,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,LN002,,,526,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,LN010,,,527,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,LN011,,,528,dbo,2024-10-16 00:31:00.393000,,,,
gul02,LINDON23,LN999,,,529,dbo,2024-10-16 00:31:00.393000,,,,
kadir,LINDON,,,,322,,,,,,
kadir,LINDON,*,,,31,,,,,,
kadir,LINDON23,,,,530,dbo,2024-10-16 00:31:00.393000,,,,
kadir,LINDON23,*,,,531,dbo,2024-10-16 00:31:00.393000,,,,
Korgun_Admin,LINDON,,,,323,,,,,,
Korgun_Admin,LINDON23,,,,532,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON,,,,324,,,,,,
KorgunDestek,LINDON,*,,,32,,,,,,
KorgunDestek,LINDON,LN001,,,81,,,,,,
KorgunDestek,LINDON,LN002,,,112,,,,,,
KorgunDestek,LINDON,LN003,,,130,,,,,,
KorgunDestek,LINDON,LN004,,,148,,,,,,
KorgunDestek,LINDON,LN005,,,164,,,,,,
KorgunDestek,LINDON,LN010,,,182,,,,,,
KorgunDestek,LINDON,LN011,,,202,,,,,,
KorgunDestek,LINDON,LN012,,,218,,,,,,
KorgunDestek,LINDON,LN013,,,234,,,,,,
KorgunDestek,LINDON,LN014,,,249,,,,,,
KorgunDestek,LINDON,LN015,,,264,,,,,,
KorgunDestek,LINDON,LN999,,,282,,,,,,
KorgunDestek,LINDON23,,,,533,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,*,,,534,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN001,,,535,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN002,,,536,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN003,,,537,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN004,,,538,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN005,,,539,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN010,,,540,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN011,,,541,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN012,,,542,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN013,,,543,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN014,,,544,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN015,,,545,dbo,2024-10-16 00:31:00.393000,,,,
KorgunDestek,LINDON23,LN999,,,546,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON,,,,325,,,,,,
KRG,LINDON,*,,,33,,,,,,
KRG,LINDON,LN001,,,82,,,,,,
KRG,LINDON,LN002,,,113,,,,,,
KRG,LINDON,LN003,,,131,,,,,,
KRG,LINDON,LN004,,,149,,,,,,
KRG,LINDON,LN010,,,183,,,,,,
KRG,LINDON,LN011,,,203,,,,,,
KRG,LINDON,LN012,,,219,,,,,,
KRG,LINDON,LN999,,,283,,,,,,
KRG,LINDON23,,,,547,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,*,,,548,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN001,,,549,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN002,,,550,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN003,,,551,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN004,,,552,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN010,,,553,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN011,,,554,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN012,,,555,dbo,2024-10-16 00:31:00.393000,,,,
KRG,LINDON23,LN999,,,556,dbo,2024-10-16 00:31:00.393000,,,,
Lale,LINDON,,,,326,,,,,,
Lale,LINDON,*,,,34,,,,,,
Lale,LINDON,LN001,,,83,,,,,,
Lale,LINDON23,,,,557,dbo,2024-10-16 00:31:00.393000,,,,
Lale,LINDON23,*,,,558,dbo,2024-10-16 00:31:00.393000,,,,
Lale,LINDON23,LN001,,,559,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON,,,,327,,,,,,
Lima,LINDON,*,,,35,,,,,,
Lima,LINDON,LN001,,,84,,,,,,
Lima,LINDON,LN002,,,114,,,,,,
Lima,LINDON,LN003,,,132,,,,,,
Lima,LINDON,LN010,,,184,,,,,,
Lima,LINDON23,,,,560,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON23,*,,,561,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON23,LN001,,,562,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON23,LN002,,,563,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON23,LN003,,,564,dbo,2024-10-16 00:31:00.393000,,,,
Lima,LINDON23,LN010,,,565,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON,,,,328,,,,,,
Lindon,LINDON,*,,,36,,,,,,
Lindon,LINDON,LN001,,,85,,,,,,
Lindon,LINDON,LN002,,,115,,,,,,
Lindon,LINDON,LN003,,,133,,,,,,
Lindon,LINDON,LN004,,,150,,,,,,
Lindon,LINDON,LN014,,,250,,,,,,
Lindon,LINDON,LN015,,,265,,,,,,
Lindon,LINDON23,,,,566,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,*,,,567,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN001,,,568,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN002,,,569,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN003,,,570,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN004,,,571,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN014,,,572,dbo,2024-10-16 00:31:00.393000,,,,
Lindon,LINDON23,LN015,,,573,dbo,2024-10-16 00:31:00.393000,,,,
Masaustu1,LINDON,,,,329,,,,,,
Masaustu1,LINDON,*,,,37,,,,,,
Masaustu1,LINDON23,,,,574,dbo,2024-10-16 00:31:00.393000,,,,
Masaustu1,LINDON23,*,,,575,dbo,2024-10-16 00:31:00.393000,,,,
mehmetcan,LINDON,,,,330,,,,,,
mehmetcan,LINDON,*,,,38,,,,,,
mehmetcan,LINDON23,,,,576,dbo,2024-10-16 00:31:00.393000,,,,
