UserName,HKEY,FullPath,Value,kgid
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Lokasyonu Seçin ;Location;LName,0;1,77
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Masraf Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,0;1;2,1041
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Modül Listesi;Caption,0,2458
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Pos/Satış Listesi;satno;SatTar;PerKod;Kasa;SeriNo;BelgeNo;MusKod;SatKod;Tutar;ParaCinsi,0;1;2;3;4;5;6;7;8;9,1237
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Proje Listesi;Sec;Tanim;Id,0;1;2,2708
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Sipariş Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,72
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Stok Grubu Seçimi;S_GRP_KOD;Tanim,0;1,3338
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Teklif Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,2775
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,0;1,3343
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Banka Fiş Listesi;FisNo;Tarih;Banka;Sube;Hesap;EvrakNo,1;1;1;1;1;1,1018
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;HesapTanim;Iban;ParaCinsi,1;1;1;1;1;1;1;1,748
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;IBAN;HesapTanim;ParaCinsi,1;1;1;1;1;1;1;1,753
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Banka Kartları Listesi;BankaKod;Tanim;www,1;1;1,3388
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari İşlem Özel Kod 3;iOzkod3,1,2693
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Listesi;cname;ckod;Unvan,1;1;1,965
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5,1;1;1;1;1;1;1;1,764
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;iptal,1;1;1;1;1;1;1;1;1;1;1;1;1;1,3370
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Gider Tipleri;Gider_Tip;Tanim,1;1,1047
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Lokasyonu Seçin ;Location;LName,1;1,76
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Masraf Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,1;1;1,1040
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Modül Listesi;Caption,1,2457
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Pos/Satış Listesi;satno;SatTar;PerKod;Kasa;SeriNo;BelgeNo;MusKod;SatKod;Tutar;ParaCinsi,1;1;1;1;1;1;1;1;1;1,1236
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Proje Listesi;Sec;Tanim;Id,1;1;1,2710
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Sipariş Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,71
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Stok Grubu Seçimi;S_GRP_KOD;Tanim,1;1,3337
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Teklif Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2774
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnTags\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,1;1,3342
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Banka Fiş Listesi;FisNo;Tarih;Banka;Sube;Hesap;EvrakNo,36;52;56;49;56;72,1020
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;HesapTanim;Iban;ParaCinsi,56;92;62;57;56;77;49;39,750
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;IBAN;HesapTanim;ParaCinsi,56;92;62;57;56;49;77;73,755
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Banka Kartları Listesi;BankaKod;Tanim;www,56;92;56,3390
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari İşlem Özel Kod 3;iOzkod3,115,2692
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Listesi;cname;ckod;Unvan,128;42;59,967
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5,120;76;416;82;82;82;82;82,766
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;iptal,157;99;300;107;82;82;82;82;82;82;82;82;89;44,3369
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Gider Tipleri;Gider_Tip;Tanim,50;83,1046
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Lokasyonu Seçin ;Location;LName,74;115,78
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Masraf Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,52;65;61,1042
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Modül Listesi;Caption,125,2459
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Pos/Satış Listesi;satno;SatTar;PerKod;Kasa;SeriNo;BelgeNo;MusKod;SatKod;Tutar;ParaCinsi,48;127;61;48;42;75;109;52;80;47,1238
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Proje Listesi;Sec;Tanim;Id,42;100;80,2709
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Sipariş Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,80;127;52;59;94;92;59;82;82;82;82;82;61;106;106;77;63;136;80;73,73
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Stok Grubu Seçimi;S_GRP_KOD;Tanim,49;75,3339
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Teklif Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,80;76;52;56;71;81;59;82;82;82;82;82;61;106;106;77;63;136;80;73,2776
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\ColumnWidths\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,57;54,3344
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Banka Fiş Listesi;FisNo;Tarih;Banka;Sube;Hesap;EvrakNo,0,1021
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;HesapTanim;Iban;ParaCinsi,1,751
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;IBAN;HesapTanim;ParaCinsi,0,756
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Banka Kartları Listesi;BankaKod;Tanim;www,0,3391
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Cari İşlem Özel Kod 3;iOzkod3,0,2694
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Cari Listesi;cname;ckod;Unvan,0,968
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5,0,767
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;iptal,0,3371
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Gider Tipleri;Gider_Tip;Tanim,0,1048
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Lokasyonu Seçin ;Location;LName,0,79
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Masraf Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,0,1043
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Modül Listesi;Caption,0,2460
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Pos/Satış Listesi;satno;SatTar;PerKod;Kasa;SeriNo;BelgeNo;MusKod;SatKod;Tutar;ParaCinsi,0,1239
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Proje Listesi;Sec;Tanim;Id,0,2711
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Sipariş Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,0,74
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Stok Grubu Seçimi;S_GRP_KOD;Tanim,0,3340
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Teklif Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,0,2777
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SearchColumn\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,0,3345
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Banka Fiş Listesi;FisNo;Tarih;Banka;Sube;Hesap;EvrakNo,290;799;500;411,1022
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;HesapTanim;Iban;ParaCinsi,150;309;500;733,752
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;IBAN;HesapTanim;ParaCinsi,290;699;500;612,757
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Banka Kartları Listesi;BankaKod;Tanim;www,290;810;500;390,3392
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Cari İşlem Özel Kod 3;iOzkod3,290;810;500;390,2695
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Cari Listesi;cname;ckod;Unvan,134;533;500;390,969
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5,492;142;500;1439,768
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Cari Listesi;CName;CKod;Unvan;OzKod1;OzKod2;OzKod3;OzKod4;OzKod5;OzKod6;OzKod7;OzKod8;OzKod9;OzKod10;iptal,290;234;500;1542,3372
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Gider Tipleri;Gider_Tip;Tanim,290;573;500;863,1049
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Lokasyonu Seçin ;Location;LName,290;810;500;390,80
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Masraf Döviz Listesi;DOV_KOD;Tanim;SEMBOLU,290;722;500;565,1044
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Modül Listesi;Caption,290;810;500;390,2461
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Pos/Satış Listesi;satno;SatTar;PerKod;Kasa;SeriNo;BelgeNo;MusKod;SatKod;Tutar;ParaCinsi,134;338;500;779,1240
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Proje Listesi;Sec;Tanim;Id,290;810;500;390,2712
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Sipariş Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,114;65;500;1386,75
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Stok Grubu Seçimi;S_GRP_KOD;Tanim,470;1130;500;390,3341
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Teklif Listesi;SipNo;SipTar;BelgeNo;Durum;CariKod;CName;OdSekil;OZKod1;OzKod2;OzKod3;OzKod4;OzKod5;SipAlan;Yet1;Yet2;Printed;OnayDurum;TeslimTar;Tutar;TutarPc,290;212;500;1585,2778
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\SizeAndCoors\Üretici Firmaların Seçimi;Uretici_KOD;Tanim,290;810;500;390,3346
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\AppVerName,KGShop,56
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\chkcevirpc,*,763
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\Fisler,D,762
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\Locations\LINDON,"LN001,LN002,LN003,LN004,LN005,LN010,LN011,LN012,LN013,LN014,LN015,LN999",758
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\StokCariEkstre,,761
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\XDBGridAlacak,836,760
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariKart\XDBGridBorc,485,759
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\CariYon\StokFisCariYon,,1281
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\Fatura\Fatura_fal_FiyatTip,0,2697
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\Fatura\Fatura_fsa_FiyatTip,1,2706
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\Fatura\StokMevcutCheck,,2707
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\Sevkfis\TutarKdvLi,,934
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\StokPrew\cb_BoslariSil,,927
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\StokPrew\cb_KaporaGosterL,,926
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\StokPrew\cb_TumB,0,924
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\StokPrew\cb_TumR,0,923
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Defaults\StokPrew\cbl_xLocation,LN001;LN002;LN003;LN004;LN010;LN011,925
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Fatura\Hareketiskonto,False,2696
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\KGMessenger,,69
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\miMDITabbed,+,57
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\miMenuOtom3,-,58
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\miTema,miMcSkin,59
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\miUyari,,68
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\ScreenSaver,00:00:00,1012
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\Siparis\Hareketiskonto,False,70
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_ACode\ColumnWidths\ACode;Tanim,105;187,1037
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_BedenTan1\ColumnWidths\BedKod;Tanim,65;125,1024
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_BedenTan2\ColumnWidths\Beden;OzKod1;OzKod2;OzKod3;sinirla,85;47;52;45;49,1025
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_BGrup\ColumnWidths\BGrup_Kod;Tanim,72;187,1034
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_BirimTan1\ColumnWidths\Birim;Tanim;isocode,42;75;64,1032
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_BirimTan2\ColumnWidths\CBirim;Oran;Tanim,81;41;63,1033
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_CinsTan\ColumnWidths\CINS_KOD;Tanim,57;187,1031
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_FiyatTan\ColumnWidths\Tip;Tanim;ParaCinsi,35;180;34,1029
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_GTip\ColumnWidths\Kod;Tanim;OzKod1;OzKod2;OzKod3,93;187;76;78;78,1038
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_Renk\ColumnWidths\RENK_KOD;Tanim;OzKod1;OzKod2;OzKod3;Tip,-1;120;57;57;57;99,1023
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_Reyon\ColumnWidths\ReyonKod;Tanim,83;180,1026
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_StokGrb\ColumnWidths\S_GRP_KOD;Tanim,102;171,1027
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_StokSekil\ColumnWidths\Sekil;Tanim,80;162,1030
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_StokTip\ColumnWidths\STOK_TIP;Tanim,84;156,1028
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_UrtGir1\ColumnWidths\URETICI_KOD;Tanim;CariKod,62;83;120,1035
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_UrtGir1\ColumnWidths\Uretici_KOD;Tanim;CariKod,62;83;120,1039
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\SParam\XDBGrid_UrtGir2\ColumnWidths\Marka;Tanim,51;92,1036
Furkan,HKEY_CURRENT_USER,\Software\Korgun Software\TekrarSorma\Korgun_Haberler,30/07/2024 12:49:16,60
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\count,19,1216
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object1,SBYazdir;Yazdır,1217
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object10,CBPos;Pos Ekle,1226
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object11,chb_iskMuh;İskontolar muhasebe hesabına gitsin,1227
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object12,L_FiyatTip;Fiyat Tipi Etiket,1228
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object13,comb_FiyatTip;Fiyat Tipi,1229
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object14,sbStokDurum;Stok Durumu,1230
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object15,sbKayBilgi;Kayıt Bilgileri,1231
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object16,sbYazdir2;Hediye Çeki Yaz,1232
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object17,chb_Grf;Grf,1233
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object18,SatBul_cb_Location;Satıştan Bul / Lokasyon,1234
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object19,L_Kur;Aktif Kur,1235
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object2,SBTaksit;Taksitlendir,1218
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object3,sbKaporaBul;Kaporadan Bul,1219
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object4,SBVazgec;Vazgeç,1220
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object5,SBOdeme;Ödeme,1221
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object6,SBSil;Fiş iptal,1222
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object7,sbMuh;Muhasebeleştir,1223
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object8,chb_iptal;Satış iptal,1224
Furkan,HKEY_CURRENT_USER,Software\Korgun Software\visibilityobjects\object9,SBElle;Elle Satış,1225
KorgunDestek,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Banka Hesapları Listesi;Banka;BankaTanim;sube;SubeTanim;HesapKod;HesapTanim;Iban;ParaCinsi,0;1;2;3;4;5;6;7,3456
KorgunDestek,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Beden Listesi;bedinx;Beden;mevcut,0;1;2,2079
KorgunDestek,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Beden renkleri seçimi;Tanim;Renk_Kod,0;1,3328
KorgunDestek,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Beden Seçimi;Sec;Beden;Bedinx,0;1;2,47
KorgunDestek,HKEY_CURRENT_USER,\Software\Korgun Software\_NewListQ\Columnindexes\Cari Fiş Listesi;FisNo;FisTar;BelgeNo,0;1;2,3447
