SKod,RKod,BedKod,FisTar,Fiyat,ParaCinsi,Birim,FisNo,Modul,iskMuh,iskonto,iskontoTut,FisHarinx,Opti,Kullanici,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LN1RCNG355,91,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,72,,,,,,
LN1RCNG355,91,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,73,,,,,,
LN1RCNG355,91,35,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,74,,,,,,
LN1RCNG355,91,36,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,75,,,,,,
LN1RCNG355,91,37,2022-10-22 19:14:14,0E-10,TL,Çift,10,S,,0E-10,0E-10,382,SA,KgShop-WEB-32820-L,76,,,,,,
LN1RCNG355,91,38,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,77,,,,,,
LN1RCNG355,91,39,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,78,,,,,,
LN1RCNG355,239,31,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,79,,,,,,
LN1RCNG355,239,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,80,,,,,,
LN1RCNG355,239,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,81,,,,,,
LN1RCNG355,239,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,82,,,,,,
LN1RCNG355,321,31,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,83,,,,,,
LN1RCNG355,321,32,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,84,,,,,,
LN1RCNG355,321,33,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,85,,,,,,
LN1RCNG355,321,34,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,616,SA,KgShop-WEB-32820-L,86,,,,,,
LNRCN104,47,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,87,,,,,,
LNRCN104,47,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,88,,,,,,
LNRCN104,47,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,89,,,,,,
LNRCN104,47,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,90,,,,,,
LNRCN104,47,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,91,,,,,,
LNRCN104,219,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,92,,,,,,
LNRCN104,219,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,93,,,,,,
LNRCN104,219,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,94,,,,,,
LNRCN104,219,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,95,,,,,,
LNRCN104,302,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,96,,,,,,
LNRCN104,302,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,97,,,,,,
LNRCN104,302,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,98,,,,,,
LNRCN104,302,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,99,,,,,,
LNRCN104,302,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1007,SA,KgShop-WEB-32820-L,100,,,,,,
LNRCN117,175,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,101,,,,,,
LNRCN117,175,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,102,,,,,,
LNRCN117,175,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,103,,,,,,
LNRCN117,175,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,104,,,,,,
LNRCN117,175,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,105,,,,,,
LNRCN117,304,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,106,,,,,,
LNRCN117,304,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,107,,,,,,
LNRCN117,304,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,108,,,,,,
LNRCN117,304,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,109,,,,,,
LNRCN117,304,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,110,,,,,,
LNRCN117,305,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,111,,,,,,
LNRCN117,305,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,112,,,,,,
LNRCN117,305,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,113,,,,,,
LNRCN117,305,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,114,,,,,,
LNRCN117,305,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,937,SA,KgShop-WEB-32820-L,115,,,,,,
LNRCN133,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,116,,,,,,
LNRCN133,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,117,,,,,,
LNRCN133,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,118,,,,,,
LNRCN133,11,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,119,,,,,,
LNRCN133,17,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,120,,,,,,
LNRCN133,17,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,121,,,,,,
LNRCN133,17,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,122,,,,,,
LNRCN133,17,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,123,,,,,,
LNRCN133,91,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,124,,,,,,
LNRCN133,91,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,125,,,,,,
LNRCN133,91,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,126,,,,,,
LNRCN133,91,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,935,SA,KgShop-WEB-32820-L,127,,,,,,
LNRCN134,1,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,128,,,,,,
LNRCN134,1,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,129,,,,,,
LNRCN134,1,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,130,,,,,,
LNRCN134,1,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,131,,,,,,
LNRCN134,1,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,132,,,,,,
LNRCN134,8,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,133,,,,,,
LNRCN134,8,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,134,,,,,,
LNRCN134,8,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,135,,,,,,
LNRCN134,8,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,136,,,,,,
LNRCN134,8,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,137,,,,,,
LNRCN134,17,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,138,,,,,,
LNRCN134,17,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,139,,,,,,
LNRCN134,17,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,140,,,,,,
LNRCN134,17,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,141,,,,,,
LNRCN134,17,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,872,SA,KgShop-WEB-32820-L,142,,,,,,
LNRCN149,46,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,143,,,,,,
LNRCN149,46,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,144,,,,,,
LNRCN149,46,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,145,,,,,,
LNRCN149,46,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,146,,,,,,
LNRCN149,46,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,147,,,,,,
LNRCN149,228,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,148,,,,,,
LNRCN149,228,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,149,,,,,,
LNRCN149,228,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,150,,,,,,
LNRCN149,228,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,151,,,,,,
LNRCN149,228,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,1027,SA,KgShop-WEB-32820-L,152,,,,,,
LNRCN176,4,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,153,,,,,,
LNRCN176,4,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,154,,,,,,
LNRCN176,4,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,155,,,,,,
LNRCN176,4,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,156,,,,,,
LNRCN176,4,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,157,,,,,,
LNRCN176,5,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,158,,,,,,
LNRCN176,9,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,159,,,,,,
LNRCN176,9,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,160,,,,,,
LNRCN176,9,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,161,,,,,,
LNRCN176,9,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,162,,,,,,
LNRCN176,9,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,163,,,,,,
LNRCN176,11,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,164,,,,,,
LNRCN176,11,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,165,,,,,,
LNRCN176,11,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,166,,,,,,
LNRCN176,11,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,167,,,,,,
LNRCN176,11,6,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,168,,,,,,
LNRCN176,60,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,169,,,,,,
LNRCN176,60,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,170,,,,,,
LNRCN176,73,2,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,171,,,,,,
LNRCN176,73,3,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,172,,,,,,
LNRCN176,73,4,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,173,,,,,,
LNRCN176,73,5,2022-10-22 19:14:46,0E-10,TL,Çift,11,S,,0E-10,0E-10,899,SA,KgShop-WEB-32820-L,174,,,,,,
