Company,Location,CKod
01,KS001,1.000335.050
01,KS001,1.000337.030
01,KS001,1.000338.030
01,KS001,1.000341.030
01,KS001,1.000343.030
01,KS001,1.000345.050
01,KS001,1.000346.050
01,KS001,1.000348.030
01,KS001,1.000349.030
01,KS001,1.000350.030
01,KS001,1.000351.050
01,KS001,1.000352.030
01,KS001,1.000353.030
01,KS001,1.000354.030
01,KS001,1.000355.030
01,KS001,1.000356.030
01,KS001,1.000359.050
01,KS001,1.000360.030
01,KS001,1.000361.030
01,KS001,1.000362.030
01,KS001,1.000363.050
01,KS001,1.000365.030
01,KS001,1.000366.050
01,KS001,1.000367.050
01,KS001,1.000368.030
01,KS001,1.000369.030
01,KS001,1.000370.050
01,KS001,1.000371.030
01,KS001,1.000372.030
01,KS001,1.000373.030
01,KS001,1.000374.030
01,KS001,1.000375.030
01,KS001,1.000377.030
01,KS001,1.000378.030
01,KS001,1.000379.050
01,KS001,1.000380.030
01,KS001,1.000381.030
01,KS001,1.000382.030
01,KS001,1.000387.030
01,KS001,1.000388.050
01,KS001,1.000390.050
01,KS001,1.000392.030
01,KS001,1.000392.050
01,KS001,1.000393.030
01,KS001,1.000394.050
01,KS001,1.000401.050
01,KS001,1.000403.030
01,KS001,1.000404.030
01,KS001,1.000405.030
01,KS001,1.000406.030
01,KS001,1.000410.030
01,KS001,1.000411.030
01,KS001,1.000412.030
01,KS001,1.000413.030
01,KS001,1.000414.030
01,KS001,1.000415.050
01,KS001,1.000416.030
01,KS001,1.000417.030
01,KS001,1.000420.030
01,KS001,1.000422.050
01,KS001,1.000423.050
01,KS001,1.000424.030
01,KS001,1.000425.030
01,KS001,1.000427.030
01,KS001,1.000428.030
01,KS001,1.000429.050
01,KS001,1.000430.050
01,KS001,1.000433.030
01,KS001,1.000434.030
01,KS001,1.000438.030
01,KS001,1.000439.030
01,KS001,1.000442.030
01,KS001,1.000443.030
01,KS001,1.000443.050
01,KS001,1.000444.030
01,KS001,1.000446.030
01,KS001,1.000447.030
01,KS001,1.000448.030
01,KS001,1.000450.030
01,KS001,1.000452.030
01,KS001,1.000453.030
01,KS001,1.000454.030
01,KS001,1.000456.050
01,KS001,1.000457.030
01,KS001,1.000458.030
01,KS001,1.000459.030
01,KS001,1.000460.030
01,KS001,1.000461.030
01,KS001,1.000462.050
01,KS001,1.000463.050
01,KS001,1.000464.050
01,KS001,1.000465.050
01,KS001,1.000466.030
01,KS001,1.000467.030
01,KS001,1.000468.030
01,KS001,1.000469.030
01,KS001,1.000470.030
01,KS001,1.000471.030
01,KS001,1.000472.030
01,KS001,1.000473.030
01,KS001,1.000474.030
01,KS001,1.000475.030
01,KS001,1.000476.030
01,KS001,1.000477.030
01,KS001,1.000478.030
01,KS001,1.000479.050
01,KS001,1.000480.030
01,KS001,1.000481.030
01,KS001,1.000482.030
01,KS001,1.000483.030
01,KS001,1.000484.050
01,KS001,1.000485.030
01,KS001,1.000486.030
01,KS001,1.000487.030
01,KS001,1.000488.050
01,KS001,1.000489.030
01,KS001,1.000490.050
01,KS001,1.000491.030
01,KS001,1.000492.030
01,KS001,1.000493.030
01,KS001,1.000494.050
01,KS001,1.000495.050
01,KS001,1.000496.030
01,KS001,1.000498.030
01,KS001,1.000500.030
01,KS001,1.000501.030
01,KS001,1.000502.030
01,KS001,1.000503.050
01,KS001,1.000504.030
01,KS001,1.000505.030
01,KS001,1.000506.030
01,KS001,1.000508.050
01,KS001,1.000509.030
01,KS001,1.000511.050
01,KS001,1.000512.030
01,KS001,1.000513.030
01,KS001,1.000514.030
01,KS001,1.000515.030
01,KS001,1.000516.030
01,KS001,1.000519.050
01,KS001,1.000520.030
01,KS001,1.000521.030
01,KS001,1.000522.030
01,KS001,1.000525.030
01,KS001,1.000526.030
01,KS001,1.000527.050
01,KS001,1.000529.030
01,KS001,1.000530.030
01,KS001,1.000532.030
01,KS001,1.000533.030
01,KS001,1.000534.030
01,KS001,1.000535.030
01,KS001,1.000536.030
01,KS001,1.000537.030
01,KS001,1.000538.030
01,KS001,1.000539.030
01,KS001,1.000540.030
01,KS001,1.000541.030
01,KS001,1.000542.030
01,KS001,1.000543.030
01,KS001,1.000544.030
01,KS001,1.000545.030
01,KS001,1.000546.050
01,KS001,1.000547.030
01,KS001,1.000549.030
01,KS001,1.000550.030
01,KS001,1.000551.030
01,KS001,1.000552.030
01,KS001,1.000553.030
01,KS001,1.000554.030
01,KS001,1.000555.030
01,KS001,1.000556.030
01,KS001,1.000558.030
01,KS001,1.000559.030
01,KS001,1.000560.030
01,KS001,1.000561.030
01,KS001,1.000563.030
01,KS001,1.000567.030
01,KS001,1.000568.050
01,KS001,1.000570.030
01,KS001,1.000571.030
01,KS001,1.000572.030
01,KS001,1.000573.030
01,KS001,1.000574.030
01,KS001,1.000575.030
01,KS001,1.000576.050
01,KS001,1.000577.050
01,KS001,1.000578.030
01,KS001,1.000579.030
01,KS001,1.000580.030
01,KS001,1.000581.030
01,KS001,1.000582.030
01,KS001,1.000584.030
01,KS001,1.000585.050
01,KS001,1.000586.030
01,KS001,1.000587.030
01,KS001,1.000588.030
01,KS001,1.000589.030
01,KS001,1.000590.030
01,KS001,1.000591.030
01,KS001,1.000593.030
01,KS001,1.000595.030
01,KS001,1.000596.030
01,KS001,1.000597.030
01,KS001,1.000598.030 
01,KS001,1.000599.030
01,KS001,1.000600.030
01,KS001,1.000601.030
01,KS001,1.000602.030
01,KS001,1.000604.030
01,KS001,1.000605.030
01,KS001,1.000607.050
01,KS001,1.000608.030
01,KS001,1.000609.030
01,KS001,1.000610.050
01,KS001,1.000611.030
01,KS001,1.000613.030
01,KS001,1.000614.030
01,KS001,1.000615.030
01,KS001,1.000616.030
01,KS001,1.000617.050
01,KS001,1.000618.030
01,KS001,1.000619.030
01,KS001,1.000620.030
01,KS001,1.000621.030
01,KS001,1.000623.030
01,KS001,1.000624.030
01,KS001,1.000625.030
01,KS001,1.000626.030
01,KS001,1.000627.030
01,KS001,1.000628.030
01,KS001,1.000629.030
01,KS001,1.000630.030
01,KS001,1.000631.050
01,KS001,1.000632.030
01,KS001,1.000633.030
01,KS001,1.000634.030
01,KS001,1.000635.030
01,KS001,1.000636.030
01,KS001,1.000637.030
01,KS001,1.000639.030
01,KS001,1.000640.030
01,KS001,1.000641.050
01,KS001,1.000642.050
01,KS001,1.000644.030
01,KS001,1.000645.030
01,KS001,1.000647.030
01,KS001,1.000649.030
01,KS001,1.000650.030
01,KS001,1.000651.030
01,KS001,1.000652.050
01,KS001,1.000653.050
01,KS001,1.000654.050
01,KS001,1.000655.050
01,KS001,1.000656.030
01,KS001,1.000657.030
01,KS001,1.000658.030
01,KS001,1.000659.030
01,KS001,1.000660.030
01,KS001,1.000661.050
01,KS001,1.000662.050
01,KS001,1.000663.030
01,KS001,1.000664.030
01,KS001,1.000666.050
01,KS001,1.000667.030
01,KS001,1.000668.030
01,KS001,1.000669.030
01,KS001,1.000670.030
01,KS001,1.000671.030
01,KS001,1.000673.030
01,KS001,1.000674.030
01,KS001,1.000675.030
01,KS001,1.000676.050
01,KS001,1.000677.030
01,KS001,1.000678.030
01,KS001,1.000679.030
01,KS001,1.000680.030
01,KS001,1.000681.030
01,KS001,1.000682.050
01,KS001,1.000683.050
01,KS001,1.000685.030
01,KS001,1.000686.030
01,KS001,1.000687.050
01,KS001,1.000688.030
01,KS001,1.000690.030
01,KS001,1.000692.030
01,KS001,1.000693.030
01,KS001,1.000694.030
01,KS001,1.000695.030
01,KS001,1.000696.030
01,KS001,1.000697.030
01,KS001,1.000698.030
01,KS001,1.000699.030
01,KS001,1.000700.030
01,KS001,1.000701.050
01,KS001,1.000702.050
01,KS001,1.000703.030
01,KS001,1.000704.030
01,KS001,1.000705.050
01,KS001,1.000706.030
01,KS001,1.000707.050
01,KS001,1.000708.050
01,KS001,1.000709.030
01,KS001,1.000710.050
01,KS001,1.000711.030
01,KS001,1.000712.030
01,KS001,1.000713.050
01,KS001,1.000714.050
01,KS001,1.000715.030
01,KS001,1.000716.030
01,KS001,1.000717.030
01,KS001,1.000718.030
01,KS001,1.000719.030
01,KS001,1.000720.030
01,KS001,1.000721.030
01,KS001,1.000722.050
01,KS001,1.000723.030
01,KS001,1.000724.050
01,KS001,1.000725.050
01,KS001,1.000726.050
01,KS001,1.000727.030
01,KS001,1.000728.030
01,KS001,1.000729.030
01,KS001,1.000730.030
01,KS001,1.000731.050
01,KS001,1.000732.030
01,KS001,1.000733.030
01,KS001,1.000734.030
01,KS001,1.000735.030
01,KS001,1.000736.030
01,KS001,1.000738.030
01,KS001,1.000739.030
01,KS001,1.000740.030
01,KS001,1.000741.030
01,KS001,1.000742.030
01,KS001,1.000743.030
01,KS001,1.000744.030
01,KS001,1.000745.030
01,KS001,1.000746.030
01,KS001,1.000747.030
01,KS001,1.000748.030
01,KS001,1.000749.030
01,KS001,1.000750.030
01,KS001,1.000751.030
01,KS001,1.000752.030
01,KS001,1.000753.030
01,KS001,1.000754.030
01,KS001,1.000755.030
01,KS001,1.000756.030
01,KS001,1.000757.030
01,KS001,1.000758.030
01,KS001,1.000759.030
01,KS001,1.000760.030
01,KS001,1.000761.030
01,KS001,1.000762.030
01,KS001,1.000763.030
01,KS001,1.000764.030
01,KS001,1.000766.030
01,KS001,1.000767.030
01,KS001,1.000768.030
01,KS001,1.000769.030
01,KS001,1.000770.030
01,KS001,1.000771.030
01,KS001,1.000772.030
01,KS001,1.000773.030
01,KS001,1.000774.030
01,KS001,1.000775.030
01,KS001,1.000776.030
01,KS001,1.000777.030
01,KS001,1.000778.030
01,KS001,1.000779.030
01,KS001,1.000780.030
01,KS001,1.000781.030
01,KS001,1.000782.030
01,KS001,1.000783.030
01,KS001,1.000784.030
01,KS001,1.000785.030
01,KS001,1.000786.030
01,KS001,1.000787.030
01,KS001,1.000788.030
01,KS001,1.000789.030
01,KS001,1.000790.030
01,KS001,1.000791.030
01,KS001,1.000792.030
01,KS001,1.000793.030
01,KS001,1.000794.030
01,KS001,1.000795.030
01,KS001,1.000796.030
01,KS001,1.000797.030
01,KS001,1.000798.030
01,KS001,1.000799.030
01,KS001,1.000800.030
01,KS001,1.000801.030
01,KS001,1.000802.030
01,KS001,1.000803.030
01,KS001,1.000804.030
01,KS001,1.000805.030
01,KS001,1.000806.030
01,KS001,1.000807.030
01,KS001,1.000808.030
01,KS001,1.000809.030
01,KS001,1.000810.030
01,KS001,1.000811.030
01,KS001,1.000812.030
01,KS001,1.000813.030
01,KS001,1.000814.030
01,KS001,1.000815.030
01,KS001,1.000816.030
01,KS001,1.000817.030
01,KS001,1.000818.030
01,KS001,1.000819.030
01,KS001,1.000820.030
01,KS001,1.000821.030
01,KS001,1.000822.030
01,KS001,1.000823.030
01,KS001,1.000824.030
01,KS001,1.000825.030
01,KS001,1.000826.030
01,KS001,1.000827.030
01,KS001,1.000828.030
01,KS001,1.000829.030
01,KS001,1.000830.030
01,KS001,1.000831.030
01,KS001,1.000832.030
01,KS001,1.000833.030
01,KS001,1.000834.030
01,KS001,1.000835.030
01,KS001,1.000836.030
01,KS001,1.000837.030
01,KS001,1.000838.030
01,KS001,1.000839.030
01,KS001,1.000840.030
01,KS001,1.000841.030
01,KS001,1.000842.030
01,KS001,1.000843.030
01,KS001,1.000844.030
01,KS001,1.000845.030
01,KS001,1.000846.030
01,KS001,1.000847.030
01,KS001,1.000848.030
01,KS001,1.000849.030
01,KS001,1.000850.030
01,KS001,1.000851.030
01,KS001,1.000852.030
01,KS001,1.000853.030
01,KS001,1.000854.030
01,KS001,1.000855.030
01,KS001,1.000856.030
01,KS001,1.000857.030
01,KS001,1.000858.030
01,KS001,1.000859.030
01,KS001,1.000860.030
01,KS001,1.000861.030
01,KS001,1.000862.030
01,KS001,1.000863.030
01,KS001,1.000864.030
01,KS001,1.000865.030
01,KS001,1.000866.030
01,KS001,1.000867.030
01,KS001,1.000868.030
01,KS001,1.000869.030
01,KS001,1.000870.030
01,KS001,1.000871.030
01,KS001,1.000872.030
01,KS001,1.000873.030
01,KS001,1.000874.030
01,KS001,1.000875.030
01,KS001,1.000876.030
01,KS001,1.000877.030
01,KS001,1.000878.030
01,KS001,1.000879.030
01,KS001,1.000880.030
01,KS001,1.000881.030
01,KS001,1.000882.030
01,KS001,1.000883.030
01,KS001,1.000884.030
01,KS001,1.000885.030
01,KS001,1.000886.030
01,KS001,1.000887.030
01,KS001,1.000888.030
01,KS001,1.000889.030
01,KS001,1.000890.030
01,KS001,1.000891.030
01,KS001,1.000892.030
01,KS001,1.000893.030
01,KS001,1.000894.030
01,KS001,1.000895.030
01,KS001,1.000896.030
01,KS001,1.000897.030
01,KS001,1.000898.030
01,KS001,1.000899.030
01,KS001,1.000900.030
01,KS001,1.000901.030
01,KS001,1.000902.030
01,KS001,1.000903.030
01,KS001,1.000904.030
01,KS001,1.000905.030
01,KS001,1.000906.030
01,KS001,1.000907.030
01,KS001,1.000908.030
01,KS001,1.000909.030
01,KS001,1.000910.030
01,KS001,1.000911.030
01,KS001,1.000912.030
01,KS001,1.000913.030
01,KS001,1.000914.030
01,KS001,1.000915.030
01,KS001,1.000916.030
01,KS001,1.000917.030
01,KS001,1.000918.030
01,KS001,1.000919.030
01,KS001,1.000920.030
01,KS001,1.000921.030
01,KS001,1.000922.030
01,KS001,1.000923.030
01,KS001,1.000924.030
01,KS001,1.000925.030
01,KS001,1.000926.030
01,KS001,1.000927.030
01,KS001,1.000928.030
01,KS001,1.000929.030
01,KS001,1.000930.030
01,KS001,1.000931.030
01,KS001,1.000932.030
01,KS001,1.000933.030
01,KS001,1.000934.030
01,KS001,1.000935.030
01,KS001,1.000936.030
01,KS001,1.000937.030
01,KS001,1.000938.030
01,KS001,1.000939.030
01,KS001,1.000940.030
01,KS001,1.000941.030
01,KS001,1.000942.030
01,KS001,1.000943.030
01,KS001,1.000944.030
01,KS001,1.000945.030
01,KS001,1.000946.030
01,KS001,1.000947.030
01,KS001,1.000948.030
01,KS001,1.000949.030
01,KS001,1.000950.030
01,KS001,1.000951.030
01,KS001,1.000952.030
01,KS001,1.000953.030
01,KS001,1.000954.030
01,KS001,1.000955.030
01,KS001,1.000956.030
01,KS001,1.000957.030
01,KS001,1.000958.030
01,KS001,1.000959.030
01,KS001,1.000960.030
01,KS001,1.000961.030
01,KS001,1.000962.030
01,KS001,1.000963.030
01,KS001,1.000964.030
01,KS001,1.000965.030
01,KS001,1.000966.030
01,KS001,1.000967.030
01,KS001,1.000968.030
01,KS001,1.000969.030
01,KS001,1.000970.030
01,KS001,1.000971.030
01,KS001,1.000972.030
01,KS001,1.000973.030
01,KS001,1.000974.030
01,KS001,1.000975.030
01,KS001,1.000976.030
01,KS001,1.000977.030
01,KS001,1.000978.030
01,KS001,1.000979.030
01,KS001,1.000980.030
01,KS001,1.000981.030
01,KS001,1.000982.030
01,KS001,1.000983.030
01,KS001,1.000984.030
01,KS001,1.000985.030
01,KS001,1.000986.030
01,KS001,1.000987.030
01,KS001,1.000988.030
01,KS001,1.000989.030
01,KS001,1.000990.030
01,KS001,1.000991.030
01,KS001,1.000993.030
01,KS001,1.000997.030
01,KS001,1.00933.030
01,KS001,1.00992.030
01,KS001,1.00993.030
01,KS001,1.00994.030
01,KS001,1.00995.030
01,KS001,1.00996.030
01,KS001,1.00997.030
01,KS001,1.00998.030
01,KS001,1.00999.030
01,KS001,1.01000.030
01,KS001,1.01001.030
01,KS001,1.01002.030
01,KS001,1.01003.030
01,KS001,1.01004.030
01,KS001,1.01005.030
01,KS001,1.01006.030
01,KS001,1.01007.030
01,KS001,1.01008.030
01,KS001,1.01009.030
01,KS001,1.01010.030
01,KS001,1.010100.030
01,KS001,1.010101.030
01,KS001,1.010102.030
01,KS001,1.010103.030
01,KS001,1.010104.030
01,KS001,1.010105.030
01,KS001,1.010106.030
01,KS001,1.010109.030
01,KS001,1.01011.030
01,KS001,1.010111.030
01,KS001,1.010112.030
01,KS001,1.0101126.030
01,KS001,1.010113.030
01,KS001,1.010114.030
01,KS001,1.010115.030
01,KS001,1.010116.030
01,KS001,1.010117.030
01,KS001,1.010118.030
01,KS001,1.010119.030
01,KS001,1.01012.030
01,KS001,1.010120.030
01,KS001,1.010121.030
01,KS001,1.010122.030
01,KS001,1.010124
01,KS001,1.010125.030
01,KS001,1.010125030
01,KS001,1.010126.030
01,KS001,1.010127.030
01,KS001,1.010128.030
01,KS001,1.010129.030
01,KS001,1.01013.030
01,KS001,1.010130.030
01,KS001,1.010131.030
01,KS001,1.010132.030
01,KS001,1.010133.030
01,KS001,1.010136.030
01,KS001,1.010137.030
01,KS001,1.010138.030
01,KS001,1.010139
01,KS001,1.010139.030
01,KS001,1.01014.030
01,KS001,1.010140.030
01,KS001,1.010141.030
01,KS001,1.010142.030
01,KS001,1.010143.030
01,KS001,1.010144.030
01,KS001,1.010146.030
01,KS001,1.010148.030
01,KS001,1.010149.030
01,KS001,1.01015.030
01,KS001,1.010150.030
01,KS001,1.010151.030
01,KS001,1.010153.030
01,KS001,1.010154.030
01,KS001,1.010155.030
01,KS001,1.010156.030
01,KS001,1.010158.030
01,KS001,1.010159.030
01,KS001,1.01016.030
01,KS001,1.010161.030
01,KS001,1.010162.030
01,KS001,1.010163.030
01,KS001,1.010164.030
01,KS001,1.010165.030
01,KS001,1.010166.030
01,KS001,1.010167.030
01,KS001,1.010168.030
01,KS001,1.01017.030
01,KS001,1.01018.030
01,KS001,1.01019.30
01,KS001,1.0102..030
01,KS001,1.01020.030
01,KS001,1.01021.030
01,KS001,1.01022.030
01,KS001,1.01023.030
01,KS001,1.01024.030
01,KS001,1.01025.030
01,KS001,1.01026.030
01,KS001,1.01027.030
01,KS001,1.01028.030
01,KS001,1.01029.030
01,KS001,1.01032.030
01,KS001,1.01033.030
01,KS001,1.01034.030
01,KS001,1.01035.030
01,KS001,1.01036.030
01,KS001,1.01037.030
01,KS001,1.01038.030
01,KS001,1.01039.030
01,KS001,1.01040.030
01,KS001,1.01041.030
01,KS001,1.01042..030
01,KS001,1.01043.030
01,KS001,1.01044.030
01,KS001,1.01045.030
01,KS001,1.01046.030
01,KS001,1.01047.030
01,KS001,1.01048.030
01,KS001,1.01049.030
01,KS001,1.01050.030
01,KS001,1.01051.030
01,KS001,1.01052..030
01,KS001,1.01053.030
01,KS001,1.01054.030
01,KS001,1.01055.030
01,KS001,1.01056.030
01,KS001,1.01057.030
01,KS001,1.01058.030
01,KS001,1.01059.030
01,KS001,1.01060.030
01,KS001,1.01061.030
01,KS001,1.01062.030
01,KS001,1.01063.030
01,KS001,1.01064.030
01,KS001,1.01065.030
01,KS001,1.01066.030
01,KS001,1.01068.030
01,KS001,1.01069.030
01,KS001,1.01070.030
01,KS001,1.01071.030
01,KS001,1.01072.030
01,KS001,1.01073.030
01,KS001,1.01074.030
01,KS001,1.01075.030
01,KS001,1.01076.030
01,KS001,1.01077.030
01,KS001,1.01078.030
01,KS001,1.01080.030
01,KS001,1.01081.030
01,KS001,1.01082.030
01,KS001,1.01083.030
01,KS001,1.01084.030
01,KS001,1.01085.030
01,KS001,1.01086.030
01,KS001,1.01087.030
01,KS001,1.01088.030
01,KS001,1.01089.030
01,KS001,1.01090.030
01,KS001,1.01091.030
01,KS001,1.01093.030
01,KS001,1.01094.030
01,KS001,1.01095.030
01,KS001,1.01096.030
01,KS001,1.01097.030
01,KS001,1.01098.030
01,KS001,1.01099.030
01,KS001,1.01100.030
01,KS001,1.01101.030
01,KS001,1.01102..030
01,KS001,1.01103.030
01,KS001,1.01104.030
01,KS001,1.01105.030
01,KS001,1.01107.030
01,KS001,1.01108.030
01,KS001,1.01109.030
01,KS001,1.01110.030
01,KS001,1.01111.030
01,KS001,1.01112.030
01,KS001,1.0113.030
01,KS001,1000
01,KS001,1001
01,KS001,1003
01,KS001,101092030
01,KS001,105.505
01,KS001,105.511
01,KS001,120
01,KS001,120.001
01,KS001,120.0010
01,KS001,120.002
01,KS001,120.003
01,KS001,120.004
