Id,UserName,ClientName,HostName,DateTime,Timeout,Application
34,HALIL,KgShop-PARAKENDE,FSSERVER,2015-09-05 19:28:10.353000,5000,KG-Shope
35,HALIL,KgShop-PARAKENDE,FSSERVER,2015-09-05 19:28:10.373000,0,KG-Shope
36,HALIL,KgShop-PARAKENDE,FSSERVER,2015-09-05 20:47:48.873000,5000,KG-Shope
37,HALIL,KgShop-PARAKENDE,FSSERVER,2015-09-05 20:47:48.927000,0,KG-Shope
38,MURAT,KgShop-ADMIN-661D33316,FSSERVER,2015-09-08 12:29:19.187000,5000,KG-Shope
39,MURAT,KgShop-ADMIN-661D33316,FSSERVER,2015-09-08 12:29:19.197000,0,KG-Shope
40,MURAT,KgShop-ADMIN-661D33316,FSSERVER,2015-09-08 12:29:59.857000,5000,KG-Shope
41,MURAT,KgShop-ADMIN-661D33316,FSSERVER,2015-09-08 12:29:59.867000,0,KG-Shope
42,BERRIN,KgShop-BROSS,FSSERVER,2015-09-11 12:57:13.447000,5000,KG-Shope
43,BERRIN,KgShop-BROSS,FSSERVER,2015-09-11 12:57:13.540000,0,KG-Shope
44,BERRIN,KgShop-BROSS,FSSERVER,2015-09-11 16:48:09.480000,5000,KG-Shope
45,BERRIN,KgShop-BROSS,FSSERVER,2015-09-11 16:48:09.500000,0,KG-Shope
46,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:09.207000,5000,KG-Shope
47,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:09.220000,0,KG-Shope
48,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:35.570000,5000,KG-Shope
49,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:35.590000,0,KG-Shope
50,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:41.657000,5000,KG-Shope
51,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:07:41.670000,0,KG-Shope
52,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:14.100000,5000,KG-Shope
53,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:14.137000,0,KG-Shope
54,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:23.227000,5000,KG-Shope
55,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:23.273000,0,KG-Shope
56,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:31.340000,5000,KG-Shope
57,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:08:31.373000,0,KG-Shope
58,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:00.743000,5000,KG-Shope
59,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:00.767000,0,KG-Shope
60,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:03.787000,5000,KG-Shope
61,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:03.800000,0,KG-Shope
62,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:06.827000,5000,KG-Shope
63,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:06.857000,0,KG-Shope
64,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:12.913000,5000,KG-Shope
65,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:12.927000,0,KG-Shope
66,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:16.967000,5000,KG-Shope
67,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:17.147000,0,KG-Shope
68,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:36.230000,5000,KG-Shope
69,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:36.250000,0,KG-Shope
70,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:43.330000,5000,KG-Shope
71,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:09:43.490000,0,KG-Shope
72,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:04.623000,5000,KG-Shope
73,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:04.647000,0,KG-Shope
74,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:14.763000,5000,KG-Shope
75,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:15.023000,0,KG-Shope
76,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:20.847000,5000,KG-Shope
77,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:20.910000,0,KG-Shope
78,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:53.293000,5000,KG-Shope
79,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:53.467000,0,KG-Shope
80,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:10:58.363000,5000,KG-Shope
81,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:01.583000,0,KG-Shope
82,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:08.503000,5000,KG-Shope
83,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:11.543000,0,KG-Shope
84,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:16.613000,5000,KG-Shope
85,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:19.630000,0,KG-Shope
86,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:45.003000,5000,KG-Shope
87,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:45.017000,0,KG-Shope
88,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:48.047000,5000,KG-Shope
89,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:48.060000,0,KG-Shope
90,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:52.103000,5000,KG-Shope
91,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:11:52.140000,0,KG-Shope
92,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:32.487000,5000,KG-Shope
93,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:32.500000,0,KG-Shope
94,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:38.570000,5000,KG-Shope
95,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:38.580000,0,KG-Shope
96,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:44.653000,5000,KG-Shope
97,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:44.667000,0,KG-Shope
98,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:49.727000,5000,KG-Shope
99,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:13:49.767000,0,KG-Shope
100,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:14:14.057000,5000,KG-Shope
101,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:14:14.310000,0,KG-Shope
102,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:14.897000,5000,KG-Shope
103,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:14.960000,0,KG-Shope
104,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:37.203000,5000,KG-Shope
105,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:37.240000,0,KG-Shope
106,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:45.313000,5000,KG-Shope
107,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:15:45.350000,0,KG-Shope
108,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:27.727000,5000,KG-Shope
109,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:27.767000,0,KG-Shope
110,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:45.980000,5000,KG-Shope
111,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:46.170000,0,KG-Shope
112,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:55.103000,5000,KG-Shope
113,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:55.160000,0,KG-Shope
114,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:59.160000,5000,KG-Shope
115,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:17:59.173000,0,KG-Shope
116,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:02.213000,5000,KG-Shope
117,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:02.237000,0,KG-Shope
118,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:05.277000,5000,KG-Shope
119,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:05.297000,0,KG-Shope
120,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:13.353000,5000,KG-Shope
121,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:13.440000,0,KG-Shope
122,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:22.107000,5000,KG-Shope
123,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:22.117000,0,KG-Shope
124,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:25.520000,5000,KG-Shope
125,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:25.537000,0,KG-Shope
126,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:42.413000,5000,KG-Shope
127,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:18:42.433000,0,KG-Shope
128,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:04.053000,5000,KG-Shope
129,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:04.103000,0,KG-Shope
130,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:16.220000,5000,KG-Shope
131,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:16.237000,0,KG-Shope
132,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:22.303000,5000,KG-Shope
133,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:22.320000,0,KG-Shope
134,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:29.400000,5000,KG-Shope
135,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:29.413000,0,KG-Shope
136,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:35.487000,5000,KG-Shope
137,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:35.650000,0,KG-Shope
138,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:41.567000,5000,KG-Shope
139,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:41.580000,0,KG-Shope
140,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:49.680000,5000,KG-Shope
141,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:19:49.740000,0,KG-Shope
142,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:06.920000,5000,KG-Shope
143,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:06.970000,0,KG-Shope
144,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:14.027000,5000,KG-Shope
145,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:14.073000,0,KG-Shope
146,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:19.087000,5000,KG-Shope
147,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:19.290000,0,KG-Shope
148,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:38.350000,5000,KG-Shope
149,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:43.420000,5000,KG-Shope
150,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:46.440000,0,KG-Shope
151,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:50.517000,5000,KG-Shope
152,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:50.530000,0,KG-Shope
153,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:55.587000,5000,KG-Shope
154,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:20:58.603000,0,KG-Shope
155,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:30.063000,5000,KG-Shope
156,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:33.080000,0,KG-Shope
157,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:41.217000,5000,KG-Shope
158,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:44.230000,0,KG-Shope
159,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:48.313000,5000,KG-Shope
160,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:48.330000,0,KG-Shope
161,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:55.413000,5000,KG-Shope
162,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:21:55.430000,0,KG-Shope
163,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:04.537000,5000,KG-Shope
164,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:04.553000,0,KG-Shope
165,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:08.593000,5000,KG-Shope
166,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:08.607000,0,KG-Shope
167,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:13.663000,5000,KG-Shope
168,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:13.680000,0,KG-Shope
169,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:18.733000,5000,KG-Shope
170,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:18.750000,0,KG-Shope
171,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:48.137000,5000,KG-Shope
172,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:48.193000,0,KG-Shope
173,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:59.290000,5000,KG-Shope
174,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:22:59.530000,0,KG-Shope
175,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:05.377000,5000,KG-Shope
176,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:05.437000,0,KG-Shope
177,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:21.600000,5000,KG-Shope
178,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:21.647000,0,KG-Shope
179,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:41.880000,5000,KG-Shope
180,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:23:41.893000,0,KG-Shope
181,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:24:17.367000,5000,KG-Shope
182,BERRIN,KgShop-BROSS,FSSERVER,2015-09-12 11:24:17.643000,0,KG-Shope
183,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-15 21:53:26.993000,100,KG-Shope
184,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-15 21:53:27.690000,0,KG-Shope
185,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-15 22:10:29.263000,100,KG-Shope
186,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-15 22:10:30.173000,0,KG-Shope
187,ERSEN,KgShop-BROSS-BROSS,FSSERVER,2015-09-17 16:40:55.600000,5000,KG-Shope
188,ERSEN,KgShop-BROSS-BROSS,FSSERVER,2015-09-17 16:40:55.630000,0,KG-Shope
189,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:34.553000,5000,KG-Shope
190,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:34.570000,0,KG-Shope
191,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:48.747000,5000,KG-Shope
192,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:48.760000,0,KG-Shope
193,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:54.833000,5000,KG-Shope
194,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:12:57.873000,0,KG-Shope
195,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:13:05.983000,5000,KG-Shope
196,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:13:05.993000,0,KG-Shope
197,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:13:41.473000,5000,KG-Shope
198,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:13:41.483000,0,KG-Shope
199,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:14.230000,5000,KG-Shope
200,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:14.240000,0,KG-Shope
201,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:27.410000,5000,KG-Shope
202,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:27.427000,0,KG-Shope
203,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:34.510000,5000,KG-Shope
204,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:34.527000,0,KG-Shope
205,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:41.610000,5000,KG-Shope
206,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:18:41.623000,0,KG-Shope
207,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:19:42.443000,5000,KG-Shope
208,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 11:19:42.460000,0,KG-Shope
209,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-18 13:21:41.707000,5000,KG-Shope
210,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-18 13:21:41.727000,0,KG-Shope
211,BERRIN,KgShop-MUHASEBE,FSSERVER,2015-09-18 15:28:57.680000,100,KG-Shope
212,BERRIN,KgShop-MUHASEBE,FSSERVER,2015-09-18 15:28:58.470000,0,KG-Shope
213,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 15:46:20.330000,5000,KG-Shope
214,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 15:46:20.353000,0,KG-Shope
215,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 15:57:21.900000,5000,KG-Shope
216,BERRIN,KgShop-BROSS,FSSERVER,2015-09-18 15:57:21.910000,0,KG-Shope
217,UMIDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-24 18:58:51.593000,100,KG-Shope
218,UMIDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-24 18:58:52.743000,0,KG-Shope
219,UMIDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-24 18:58:56.377000,100,KG-Shope
220,UMIDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-24 18:58:56.913000,0,KG-Shope
221,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-27 13:45:05.877000,100,KG-Shope
222,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-09-27 13:45:06.733000,0,KG-Shope
223,BERRIN,KgShop-MUHASEBE,FSSERVER,2015-10-06 12:02:05.970000,100,KG-Shope
224,BERRIN,KgShop-MUHASEBE,FSSERVER,2015-10-06 12:02:06.540000,0,KG-Shope
225,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-07 21:35:30.970000,100,KG-Shope
226,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-07 21:35:31.783000,0,KG-Shope
227,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-07 23:05:30.947000,100,KG-Shope
228,HALIL,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-07 23:05:31.810000,0,KG-Shope
229,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-09 20:08:49.403000,100,KG-Shope
230,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-09 20:08:50.280000,0,KG-Shope
231,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-09 21:53:16.660000,100,KG-Shope
232,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-09 21:53:17.277000,0,KG-Shope
233,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 12:06:00.553000,100,KG-Shope
234,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 12:07:42.737000,0,KG-Shope
235,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 17:36:46.780000,100,KG-Shope
236,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 17:36:47.677000,0,KG-Shope
237,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 21:08:35.930000,5000,KG-Shope
238,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 21:08:35.993000,0,KG-Shope
239,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 21:29:02.477000,5000,KG-Shope
240,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 21:29:02.493000,0,KG-Shope
241,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 23:55:21.533000,5000,KG-Shope
242,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-12 23:55:21.553000,0,KG-Shope
243,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:06:48.073000,5000,KG-Shope
244,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:06:48.117000,0,KG-Shope
245,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:32:26.450000,100,KG-Shope
246,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:32:27.370000,0,KG-Shope
247,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:42:26.457000,5000,KG-Shope
248,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-13 20:42:26.487000,0,KG-Shope
249,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 07:51:01.180000,5000,KG-Shope
250,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 07:51:01.190000,0,KG-Shope
251,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 08:41:04.540000,5000,KG-Shope
252,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 08:41:04.557000,0,KG-Shope
253,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 09:22:58.153000,5000,KG-Shope
254,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 09:22:58.167000,0,KG-Shope
255,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 12:17:38.487000,5000,KG-Shope
256,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 12:17:38.497000,0,KG-Shope
257,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 13:10:34.220000,5000,KG-Shope
258,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 13:10:34.233000,0,KG-Shope
259,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 15:04:08.060000,5000,KG-Shope
260,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 15:04:11.077000,0,KG-Shope
261,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 18:03:14.060000,5000,KG-Shope
262,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 18:03:14.070000,0,KG-Shope
263,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 19:34:13.247000,5000,KG-Shope
264,BAHMET,KgShop-BROSS,FSSERVER,2015-10-14 19:34:13.263000,0,KG-Shope
265,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-14 21:42:00.020000,100,KG-Shope
266,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-14 21:42:00.890000,0,KG-Shope
267,FUNDA,KgShop-ADMIN-8A1368E2E,FSSERVER,2015-10-15 01:17:36.293000,0,KG-Shope
