SatNo,Odinx,OdTip,ParaCinsi,Tutar,OdTar,MuhKod,MM,Komisyon,KaporaMuhKod,KaporaMM,Kapora,HCKod
997994,1059223,N,US,56.000000,2020-08-22 18:47:34,,,,,,,
1013534,1075409,AKT,KZT,6000.000000,2020-10-30 17:16:33,,,,,,,
1014880,1076814,N,TL,100.000000,2020-11-05 13:20:01,,,,,,*,
1019461,1081610,N,TL,80.000000,2020-11-23 12:06:14,,,,,,*,
1035181,1097887,N,TL,20.000000,2021-02-09 19:46:46,,,,,,*,
1036567,1099292,N,KZT,6000.000000,2021-02-11 18:29:09,,,,,,,
1036597,1099324,AKT,KZT,50000.000000,2021-02-11 19:19:57,,,,,,,
1036597,1099325,AKT,KZT,5000.000000,2021-02-11 19:22:00,,,,,,,
1036597,1099326,AKT,KZT,5000.000000,2021-02-11 19:22:15,,,,,,,
1036598,1099327,AKT,KZT,50000.000000,2021-02-11 19:27:26,,,,,,,
1036598,1099328,AKT,KZT,5000.000000,2021-02-11 19:28:38,,,,,,,
1036598,1099329,AKT,KZT,5000.000000,2021-02-11 19:28:45,,,,,,,
1036599,1099330,AKT,KZT,50000.000000,2021-02-11 19:32:28,,,,,,,
1036687,1099421,N,TL,172.500000,2021-02-12 10:43:36,,,,,,,
1036688,1099422,N,TL,200.000000,2021-02-12 10:46:20,,,,,,,
1036802,1099538,AKT,KZT,21000.000000,2021-02-12 17:19:27,,,,,,,
1037028,1099773,AKT,KZT,14000.000000,2021-02-13 16:37:41,,,,,,,
1037161,1099906,N,KZT,2000.000000,2021-02-14 16:21:32,,,,,,,
1037161,1099907,AKT,KZT,9000.000000,2021-02-14 16:22:15,,,,,,,
1037312,1100063,N,US,40.000000,2021-02-15 14:24:14,,,,,,,
1037318,1100069,AKT,KZT,21500.000000,2021-02-15 14:41:31,,,,,,,
1037322,1100073,AKT,KZT,10000.000000,2021-02-15 14:47:30,,,,,,,
1037613,1100376,N,KZT,33000.000000,2021-02-16 17:18:53,,,,,,,
1037615,1100378,AKT,KZT,33000.000000,2021-02-16 17:25:42,,,,,,,
1037656,1100421,GP,US,200.000000,2021-02-16 19:01:10,,,,,,,
1037753,1100517,N,KZT,20000.000000,2021-02-17 12:55:30,,,,,,,
1037840,1100603,AKT,KZT,15000.000000,2021-02-17 17:03:11,,,,,,,
1037840,1100604,AKT,KZT,5000.000000,2021-02-17 17:03:30,,,,,,,
1038004,1100775,N,KZT,10000.000000,2021-02-18 13:48:36,,,,,,,
1038004,1100776,AKT,KZT,5000.000000,2021-02-18 13:48:48,,,,,,,
1038052,1100824,N,US,1.000000,2021-02-18 17:19:34,,,,,,*,
1038566,1101359,AKT,KZT,17500.000000,2021-02-21 07:40:34,,,,,,,
1039260,1102084,N,TL,20.000000,2021-02-24 15:53:44,,,,,,*,
1039996,1102846,AKT,KZT,21000.000000,2021-02-27 10:10:39,,,,,,,
1040062,1102917,N,KZT,13000.000000,2021-02-27 15:57:54,,,,,,,
1040434,1103300,GP,KZT,21500.000000,2021-03-01 17:24:01,,,,,,,
1040434,1103301,AKT,KZT,11000.000000,2021-03-01 17:24:09,,,,,,,
1040926,1103813,N,KZT,10000.000000,2021-03-03 15:19:30,,,,,,,
1040926,1103814,AKT,KZT,5000.000000,2021-03-03 15:19:56,,,,,,,
1040983,1103873,N,KZT,10000.000000,2021-03-03 18:14:50,,,,,,,
1040983,1103874,AKT,KZT,4000.000000,2021-03-03 18:15:19,,,,,,,
1040984,1103875,N,KZT,10000.000000,2021-03-03 18:17:26,,,,,,,
1040984,1103876,AKT,KZT,4000.000000,2021-03-03 18:17:37,,,,,,,
1040986,1103878,AKT,KZT,4000.000000,2021-03-03 18:19:05,,,,,,,
1040986,1103879,AKT,KZT,10000.000000,2021-03-03 18:19:17,,,,,,,
1040987,1103880,AKT,KZT,4000.000000,2021-03-03 18:21:03,,,,,,,
1040987,1103881,AKT,KZT,10000.000000,2021-03-03 18:21:20,,,,,,,
1042594,1105514,GP,US,35.000000,2021-03-05 17:46:10,,,,,,,
1042594,1105515,N,US,3.000000,2021-03-05 17:46:32,,,,,,,
1042848,1105776,AKT,KZT,16000.000000,2021-03-06 14:48:14,,,,,,,
1043076,1106022,AKT,KZT,26500.000000,2021-03-07 10:27:43,,,,,,,
1043094,1106078,AKT,KZT,7000.000000,2021-03-07 13:06:01,,,,,,,
1043341,1106303,N,KZT,8000.000000,2021-03-08 15:00:28,,,,,,,
1043384,1106348,N,TL,20.000000,2021-03-08 17:25:01,,,,,,,
1043531,1106500,N,KZT,30000.000000,2021-03-09 11:29:16,,,,,,,
1043624,1106601,AKT,KZT,24000.000000,2021-03-09 15:51:17,,,,,,,
1043883,1106868,N,KZT,22000.000000,2021-03-10 13:48:00,,,,,,,
1044033,1107025,N,KZT,23000.000000,2021-03-10 19:42:30,,,,,,,
1044184,1107179,N,US,51.000000,2021-03-11 13:52:06,,,,,,,
1044258,1107255,GP,KZT,13000.000000,2021-03-11 16:35:15,,,,,,,
1044381,1107514,N,US,27.000000,2021-03-11 21:47:59,,,,,,,
1044383,1107513,N,US,3.000000,2021-03-11 21:50:40,,,,,,,
1044530,1107539,N,US,60.000000,2021-03-12 15:51:59,,,,,,,
1045140,1108178,AKT,KZT,7000.000000,2021-03-14 12:57:41,,,,,,,
1045261,1108300,AKT,KZT,8000.000000,2021-03-15 08:54:37,,,,,,,
1045319,1108359,AKT,KZT,40000.000000,2021-03-15 13:34:58,,,,,,,
1045335,1108377,AKT,KZT,8000.000000,2021-03-15 14:26:29,,,,,,,
1045336,1108378,AKT,KZT,8000.000000,2021-03-15 14:28:55,,,,,,,
1045337,1108379,N,KZT,21500.000000,2021-03-15 14:41:06,,,,,,,
1045374,1108417,N,US,32.500000,2021-03-15 16:34:53,,,,,,,
1045420,1108465,GP,US,31.000000,2021-03-15 18:15:09,,,,,,,
1045608,1108659,N,TL,500.000000,2021-03-16 14:03:30,,,,,,,
1045608,1108660,N,US,10.000000,2021-03-16 14:03:39,,,,,,,
1045609,1108661,N,US,45.000000,2021-03-16 14:05:07,,,,,,,
1046256,1109337,N,TL,50.000000,2021-03-18 14:44:44,,,,,,,
1046750,1109860,N,KZT,24000.000000,2021-03-19 18:58:16,,,,,,,
1046963,1110090,GR,TL,280.000000,2021-03-20 13:18:15,,,2.00,,,,
1047041,1110170,N,KZT,28000.000000,2021-03-20 15:19:06,,,,,,,
1047597,1110745,AKT,KZT,24500.000000,2021-03-22 16:05:55,,,,,,,
1047599,1110747,AKT,KZT,24500.000000,2021-03-22 16:08:17,,,,,,,
1047680,1110833,AKT,KZT,30000.000000,2021-03-22 19:22:50,,,,,,,
1047861,1111028,N,TL,450.000000,2021-03-23 16:17:01,,,,,,,
1047903,1111073,AKT,KZT,25000.000000,2021-03-23 18:02:05,,,,,,,
1048136,1111315,AKT,KZT,10000.000000,2021-03-24 17:04:11,,,,,,,
1048427,1111623,N,TL,30.000000,2021-03-25 17:39:31,,,,,,*,
1048610,1111816,AKT,KZT,8000.000000,2021-03-26 12:37:00,,,,,,,
1048615,1111823,AKT,KZT,18000.000000,2021-03-26 12:46:12,,,,,,,
1048752,1111964,AKT,KZT,17000.000000,2021-03-26 17:52:32,,,,,,,
1049039,1112262,AKT,KZT,29000.000000,2021-03-27 14:51:22,,,,,,,
1049039,1112263,AKT,KZT,3000.000000,2021-03-27 14:51:34,,,,,,,
1049550,1112822,AKT,KZT,12000.000000,2021-03-29 18:59:49,,,,,,,
1049664,1112932,N,TL,50.000000,2021-03-30 11:23:36,,,,,,*,
1049699,1112970,AKT,KZT,12000.000000,2021-03-30 13:23:58,,,,,,,
1049936,1113223,AKT,KZT,12000.000000,2021-03-31 09:19:04,,,,,,,
1050816,1114142,N,KZT,10000.000000,2021-04-02 17:20:44,,,,,,,
1051315,1114680,AKT,KZT,17500.000000,2021-04-05 16:01:53,,,,,,,
1051502,1114890,N,KZT,12000.000000,2021-04-06 14:32:39,,,,,,,
1052059,1115488,AKT,KZT,27.450000,2021-04-07 17:12:44,,,,,,,
1052061,1115490,AKT,KZT,14000.000000,2021-04-07 17:16:29,,,,,,,
1052062,1115491,AKT,KZT,14000.000000,2021-04-07 17:17:43,,,,,,,
1052987,1116474,AKT,KZT,15000.000000,2021-04-10 15:37:52,,,,,,,
1052988,1116475,AKT,KZT,20000.000000,2021-04-10 15:39:05,,,,,,,
1053291,1116797,AKT,KZT,10000.000000,2021-04-12 11:37:59,,,,,,,
1053326,1116835,N,KZT,14000.000000,2021-04-12 13:28:14,,,,,,,
1053432,1116946,AKT,KZT,19000.000000,2021-04-12 17:53:35,,,,,,,
1053560,1117078,AKT,KZT,18000.000000,2021-04-13 11:32:46,,,,,,,
1054612,1118193,AKT,KZT,8000.000000,2021-04-17 15:12:46,,,,,,,
1054743,1118332,N,US,97.000000,2021-04-18 14:03:29,,,,,,,
1054938,1118536,GP,TL,130.000000,2021-04-19 15:48:30,,,,,,,
1055579,1119232,N,KZT,19000.000000,2021-04-22 11:45:24,,,,,,,
1056219,1119872,N,TL,20.000000,2021-04-26 11:12:25,,,,,,*,
1056563,1120231,N,TL,160.000000,2021-04-27 14:24:37,,,,,,,
1058131,1121847,N,US,144.000000,2021-05-03 13:49:20,,,,,,,
1060126,1123871,GP,KZT,7000.000000,2021-05-07 14:21:43,,,,,,,
1060783,1124551,AKT,KZT,9000.000000,2021-05-09 13:10:52,,,,,,,
1061268,1125049,AKT,KZT,8900.000000,2021-05-10 18:16:19,,,,,,,
1061268,1125050,N,KZT,1100.000000,2021-05-10 18:16:36,,,,,,,
1061556,1125343,N,KZT,13000.000000,2021-05-11 14:48:18,,,,,,,
1062688,1126505,AKT,KZT,8000.000000,2021-05-15 15:27:32,,,,,,,
1062987,1126823,AKT,KZT,30000.000000,2021-05-16 19:07:06,,,,,,,
1062987,1126824,N,KZT,2000.000000,2021-05-16 19:07:20,,,,,,,
1065594,1129499,N,KZT,5000.000000,2021-05-22 12:33:52,,,,,,,
1065656,1129563,AKT,KZT,7000.000000,2021-05-22 17:22:50,,,,,,,
1065842,1129760,AKT,KZT,9000.000000,2021-05-23 17:12:27,,,,,,,
1065847,1129765,AKT,KZT,14000.000000,2021-05-23 17:13:41,,,,,,,
1066269,1130209,GP,US,25.000000,2021-05-25 12:30:07,,,,,,,
1067267,1131245,AKT,KZT,14000.000000,2021-05-28 17:34:33,,,,,,,
1067631,1131626,N,KZT,22000.000000,2021-05-30 11:46:40,,,,,,,
1067688,1131685,AKT,KZT,23000.000000,2021-05-30 15:38:33,,,,,,,
1067798,1131800,N,KZT,36000.000000,2021-05-31 10:51:20,,,,,,,
1067799,1131801,N,KZT,25000.000000,2021-05-31 10:52:36,,,,,,,
1067800,1131802,AKT,KZT,13000.000000,2021-05-31 10:53:55,,,,,,,
1067804,1131806,AKT,KZT,23000.000000,2021-05-31 11:27:44,,,,,,,
1067805,1131807,N,KZT,7000.000000,2021-05-31 11:29:13,,,,,,,
1067832,1131834,N,KZT,36000.000000,2021-05-31 13:14:37,,,,,,,
1068217,1132234,AKT,KZT,13000.000000,2021-06-01 16:49:39,,,,,,,
1068427,1132597,N,KZT,6000.000000,2021-06-02 13:03:42,,,,,,,
1068427,1132598,AKT,KZT,2000.000000,2021-06-02 13:03:42,,,,,,,
1068493,1132526,AKT,KZT,13000.000000,2021-06-02 15:33:27,,,,,,,
1068550,1132586,AKT,KZT,37500.000000,2021-06-02 17:03:51,,,,,,,
1068550,1132587,AKT,KZT,3000.000000,2021-06-02 17:04:07,,,,,,,
1068562,1132603,N,KZT,6000.000000,2021-06-02 17:29:37,,,,,,,
1068562,1132604,AKT,KZT,2000.000000,2021-06-02 17:29:50,,,,,,,
1069807,1133899,AKT,KZT,18000.000000,2021-06-06 16:17:37,,,,,,,
1070027,1134137,N,US,73.000000,2021-06-07 13:55:29,,,,,,,
1073503,1137642,N,TL,400.000000,2021-06-09 11:48:50,,,,,,,
1074214,1138388,N,TL,100.000000,2021-06-11 14:37:25,,,,,,,
1074596,1138785,GP,TL,140.000000,2021-06-12 14:21:51,,,,,,,
1074596,1138786,N,TL,50.000000,2021-06-12 14:22:12,,,,,,,
1075032,1139242,AKT,KZT,30000.000000,2021-06-14 10:43:10,,,,,,,
1075080,1139290,N,KZT,20000.000000,2021-06-12 12:53:27,,,,,,,
1075091,1139301,AKT,KZT,9000.000000,2021-06-13 13:21:24,,,,,,,
1075371,1139604,AKT,KZT,9000.000000,2021-06-13 12:09:43,,,,,,,
1076167,1140438,N,TL,20.000000,2021-06-17 20:40:09,,,,,,*,
1076400,1140685,AKT,KZT,23000.000000,2021-06-18 16:26:48,,,,,,,
1076889,1141195,AKT,KZT,7000.000000,2021-06-19 17:39:14,,,,,,,
1078012,1142389,AKT,KZT,2500.000000,2021-06-23 15:20:39,,,,,,,
1078012,1142390,N,KZT,1500.000000,2021-06-23 15:20:48,,,,,,,
1078637,1143037,GP,TL,85.000000,2021-06-25 11:34:16,,,,,,,
1079512,1143968,AKT,KZT,4000.000000,2021-06-27 18:46:47,,,,,,,
1079531,1143992,AKT,KZT,17000.000000,2021-06-27 19:27:23,,,,,,,
1079532,1143993,AKT,KZT,17600.000000,2021-06-27 19:29:02,,,,,,,
1079964,1144441,N,TL,100.000000,2021-06-29 13:53:14,,,,,,*,
1080027,1144504,N,KZT,4000.000000,2021-06-29 17:04:42,,,,,,,
1080826,1145341,GP,US,33.000000,2021-07-01 21:27:39,,,,,,,
1080968,1145486,N,TL,50.000000,2021-07-02 13:27:57,,,,,,*,
1081042,1145560,N,KZT,9000.000000,2021-07-02 16:28:53,,,,,,,
1081043,1145561,N,KZT,10000.000000,2021-07-02 16:32:14,,,,,,,
1081076,1145596,N,KZT,2000.000000,2021-07-02 17:17:47,,,,,,,
1081076,1145597,AKT,KZT,10000.000000,2021-07-02 17:17:52,,,,,,,
1081172,1145700,AKT,KZT,15200.000000,2021-07-02 20:03:34,,,,,,,
1081178,1145706,AKT,KZT,13600.000000,2021-07-02 20:09:26,,,,,,,
1082367,1146947,IB,TL,490.000000,2021-07-06 14:49:25,,,,,,,
1082386,1146966,KG,KZT,19200.000000,2021-07-06 15:30:41,,,,,,,
1082991,1147595,KG,KZT,16800.000000,2021-07-08 11:16:21,,,,,,,
1083096,1147709,N,KZT,11000.000000,2021-07-08 15:58:01,,,,,,,
1085438,1150111,H,US,29.770000,2021-07-12 12:50:27,,,,,,,
1086587,1151304,N,TL,100.000000,2021-07-15 12:30:57,,,,,,,
1086677,1151402,KG,KZT,23220.000000,2021-07-15 14:39:14,,,,,,,
1087030,1151768,N,US,30.000000,2021-07-16 11:51:07,,,,,,,
1087035,1151773,N,US,135.000000,2021-07-16 12:01:01,,,,,,,
1087036,1151774,N,US,54.000000,2021-07-16 12:02:24,,,,,,,
1087149,1151890,KG,KZT,13600.000000,2021-07-16 16:22:10,,,,,,,
1087172,1151913,AKT,KZT,13600.000000,2021-07-16 16:41:14,,,,,,,
1088561,1153306,KG,KZT,19200.000000,2021-07-17 11:40:16,,,,,,,
1088753,1153510,KG,KZT,15000.000000,2021-07-17 16:15:29,,,,,,,
1090634,1155444,N,KZT,18600.000000,2021-07-20 14:23:23,,,,,,,
1090848,1155663,H,KZT,10000.000000,2021-07-21 14:43:34,,,,,,,
1091091,1155916,AKT,KZT,10000.000000,2021-07-22 14:39:28,,,,,,,
1092104,1156967,N,KZT,11500.000000,2021-07-26 12:41:56,,,,,,,
1092389,1157263,KG,KZT,10500.000000,2021-07-27 14:17:07,,,,,,,
1093971,1158906,N,KZT,13600.000000,2021-08-02 13:54:12,,,,,,,
1094494,1159454,N,KZT,11200.000000,2021-08-04 14:25:59,,,,,,,
1094932,1159920,N,TL,100.000000,2021-08-05 22:21:41,,,,,,*,
1095963,1160999,KG,KZT,25000.000000,2021-08-10 08:33:04,,,,,,,
1095964,1161000,N,KZT,13600.000000,2021-08-10 08:36:35,,,,,,,
1095965,1161001,KG,KZT,16000.000000,2021-08-10 08:39:51,,,,,,,
1095966,1161002,KG,KZT,13000.000000,2021-08-10 08:46:31,,,,,,,
1095967,1161003,N,KZT,10000.000000,2021-08-10 08:47:36,,,,,,,
1095967,1161004,KG,KZT,14000.000000,2021-08-10 08:47:46,,,,,,,
1095968,1161005,N,KZT,8000.000000,2021-08-10 09:37:42,,,,,,,
1096282,1161340,H,KZT,23000.000000,2021-08-11 09:50:30,,,,,,,
1096572,1161640,KG,KZT,12000.000000,2021-08-12 08:00:24,,,,,,,
1096582,1161650,N,KZT,34800.000000,2021-08-12 11:03:19,,,,,,,
1096629,1161699,KG,KZT,10000.000000,2021-08-05 13:04:15,,,,,,,
1096912,1162003,KG,KZT,8000.000000,2021-08-13 09:52:04,,,,,,,
1096919,1162010,KG,KZT,14000.000000,2021-08-13 10:00:06,,,,,,,
1096923,1162014,N,KZT,16800.000000,2021-08-12 10:05:15,,,,,,,
1096933,1162024,N,KZT,7000.000000,2021-08-12 10:39:09,,,,,,,
1098085,1163247,N,KZT,16000.000000,2021-08-17 14:35:27,,,,,,,
1098087,1163249,N,KZT,14000.000000,2021-08-17 14:39:25,,,,,,,
1098283,1163453,N,KZT,16000.000000,2021-08-17 07:41:01,,,,,,,
1098284,1163454,N,KZT,14000.000000,2021-08-17 07:43:44,,,,,,,
1098285,1163455,KG,KZT,9000.000000,2021-08-17 07:45:12,,,,,,,
1098286,1163456,KG,KZT,12000.000000,2021-08-17 07:55:12,,,,,,,
1098287,1163457,KG,KZT,10000.000000,2021-08-17 07:58:42,,,,,,,
1098291,1163461,N,KZT,14000.000000,2021-08-18 08:41:29,,,,,,,
1098294,1163464,KG,KZT,21600.000000,2021-08-18 08:46:35,,,,,,,
1098317,1163488,GP,KZT,6000.000000,2021-08-17 10:03:03,,,,,,,
1098317,1163489,N,KZT,8400.000000,2021-08-17 10:03:03,,,,,,,
1098519,1163697,N,US,27.000000,2021-08-18 19:22:45,,,,,,*,
1098620,1163804,N,TL,150.000000,2021-08-19 09:33:44,,,,,,,
1100340,1165566,N,TL,200.000000,2021-08-21 13:15:15,,,,,,,
1101116,1166369,KG,KZT,9000.000000,2021-08-24 11:13:07,,,,,,,
1101233,1166489,KG,KZT,16800.000000,2021-08-24 17:03:42,,,,,,,
1101236,1166492,KG,KZT,10000.000000,2021-08-24 17:06:32,,,,,,,
1101568,1166840,KG,KZT,13000.000000,2021-08-25 15:54:24,,,,,,,
1101995,1167284,H,KZT,20000.000000,2021-08-26 20:00:04,,,,,,,
1102178,1167478,KG,KZT,10000.000000,2021-08-27 16:23:56,,,,,,,
1102200,1167502,N,KZT,4000.000000,2021-08-27 16:55:50,,,,,,,
1102259,1167566,N,KZT,10000.000000,2021-08-27 18:20:37,,,,,,,
1102911,1168261,KG,KZT,11000.000000,2021-08-29 17:06:44,,,,,,,
1102911,1168262,N,KZT,2000.000000,2021-08-29 17:06:58,,,,,,,
1103007,1168364,H,KZT,16000.000000,2021-08-29 19:42:04,,,,,,,
1103209,1168580,N,KZT,23000.000000,2021-08-30 15:16:26,,,,,,,
1103210,1168581,N,KZT,26000.000000,2021-08-30 15:20:08,,,,,,,
1103492,1168876,GP,KZT,11500.000000,2021-08-31 09:11:44,,,,,,,
1103629,1169023,KG,KZT,24000.000000,2021-08-31 17:31:41,,,,,,,
1103657,1169052,KG,KZT,15000.000000,2021-08-31 18:09:00,,,,,,,
1103719,1169120,N,KZT,17000.000000,2021-08-31 19:27:13,,,,,,,
1103759,1169162,N,KZT,15000.000000,2021-08-31 20:11:25,,,,,,,
1104019,1169441,KG,KZT,16000.000000,2021-09-01 17:12:04,,,,,,,
1104020,1169445,KG,US,13.950000,2021-09-01 17:14:13,,,,,,,
1104043,1169466,KG,KZT,6000.000000,2021-09-01 18:06:19,,,,,,,
1104248,1169690,N,US,45.000000,2021-09-02 12:17:24,,,,,,*,
1104754,1170334,KG,US,32.560000,2021-09-03 17:46:37,,,,,,,
1104795,1170333,KG,US,40.700000,2021-09-03 18:20:20,,,,,,,
1104869,1170336,KG,KZT,14000.000000,2021-09-03 20:12:13,,,,,,,
1105080,1170555,GP,KZT,10750.000000,2021-09-04 13:43:52,,,,,,,
1105480,1170977,KG,KZT,24200.000000,2021-09-05 13:53:41,,,,,,,
1105490,1170987,KG,KZT,7000.000000,2021-09-05 14:01:27,,,,,,,
1105491,1170988,KG,KZT,12000.000000,2021-09-05 14:02:58,,,,,,,
1105528,1171034,N,KZT,20000.000000,2021-09-05 15:14:28,,,,,,,
1105616,1171132,KG,KZT,4900.000000,2021-09-05 18:10:25,,,,,,,
1105722,1171247,KG,KZT,10500.000000,2021-09-05 20:33:30,,,,,,,
1105901,1171435,KG,KZT,16500.000000,2021-09-06 16:10:20,,,,,,,
1105910,1171450,KG,US,4900.000000,2021-09-06 16:15:32,,,,,,,
1106614,1172195,GP,KZT,22100.000000,2021-09-08 14:07:03,,,,,,,
1107204,1172810,N,US,60.000000,2021-09-09 18:57:34,,,,,,*,
1107656,1173276,N,KZT,12000.000000,2021-09-10 19:30:05,,,,,,,
1107905,1173535,KG,KZT,28000.000000,2021-09-11 14:22:58,,,,,,,
1108437,1174102,IB,TL,160.000000,2021-09-12 18:44:08,,,,,,,
1109843,1175580,N,KZT,12000.000000,2021-09-16 16:35:33,,,,,,,
1109848,1175585,KG,KZT,21000.000000,2021-09-16 16:50:41,,,,,,,
1109873,1175610,KG,KZT,4900.000000,2021-09-16 17:30:56,,,,,,,
1109883,1175620,N,KZT,9800.000000,2021-09-16 17:44:01,,,,,,,
1111294,1177109,KG,KZT,15000.000000,2021-09-20 10:38:29,,,,,,,
1111310,1177125,KG,KZT,8000.000000,2021-09-20 11:30:30,,,,,,,
1111325,1177140,KG,KZT,14025.000000,2021-09-20 12:21:46,,,,,,,
1111384,1177202,N,KZT,30500.000000,2021-09-19 13:38:14,,,,,,,
1112217,1178089,KG,KZT,13300.000000,2021-09-22 16:31:12,,,,,,,
1112287,1178162,KG,KZT,17600.000000,2021-09-22 18:42:33,,,,,,,
1114633,1180573,KG,KZT,12600.000000,2021-09-25 19:07:39,,,,,,,
1114764,1180710,ZB,TL,215.000000,2021-09-25 22:17:57,,,,,,,
1115232,1181206,KG,KZT,5600.000000,2021-09-18 09:38:41,,,,,,,
1115240,1181214,N,KZT,12000.000000,2021-09-18 09:52:26,,,,,,,
1115299,1181275,N,KZT,3500.000000,2021-09-27 11:45:36,,,,,,,
1116083,1182100,N,TL,100.000000,2021-09-29 11:08:58,,,,,,,
1116210,1182234,N,KZT,10000.000000,2021-09-29 16:29:53,,,,,,,
1116212,1182236,N,KZT,12000.000000,2021-09-29 16:31:52,,,,,,,
1116275,1182300,H,KZT,14300.000000,2021-09-29 18:17:11,,,,,,,
1116671,1182719,KG,KZT,12000.000000,2021-09-30 20:27:59,,,,,,,
1116736,1182788,N,US,40.000000,2021-09-30 22:51:12,,,,,,,
1116878,1182940,KG,KZT,12000.000000,2021-10-01 16:03:47,,,,,,,
1117046,1183160,N,US,10000.000000,2021-10-02 10:37:26,,,,,,,
1117046,1183161,KG,US,6000.000000,2021-10-02 10:37:26,,,,,,,
1117140,1183229,N,TL,210.000000,2021-10-02 14:39:58,,,,,,,
1117186,1183287,KG,KZT,7000.000000,2021-10-02 16:01:26,,,,,,,
1118076,1184233,KG,US,26.050000,2021-10-03 20:03:07,,,,,,,
1118453,1184602,KG,KZT,1500.000000,2021-10-04 19:31:27,,,,,,,
1118453,1184603,KG,KZT,20000.000000,2021-10-04 19:31:40,,,,,,,
1118475,1184628,N,KZT,20000.000000,2021-10-04 20:16:25,,,,,,,
1118475,1184629,KG,KZT,1500.000000,2021-10-04 20:16:41,,,,,,,
1118505,1184661,N,US,200.000000,2021-10-04 21:17:02,,,,,,*,
