FisNo,FisHarinx,ParaCinsi,LineType,Fiyat,Tutar,MasrafTutar,iskTutar,StopajTutar,OTVMatrah,OTVTutar,KDVMatrah,KDVTutar,TevkifatTutar,NetTutar
16104,18120,US,S,476.874706,476.870000,10.320000,0.000000,0.000000,466.550000,0.000000,466.550000,0.000000,0.000000,466.550000
16105,18121,EU,S,444.705882,444.710000,8.000000,0.000000,0.000000,436.710000,0.000000,436.710000,0.000000,0.000000,436.710000
16105,18121,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16105,18121,KZT,S,267.750000,267.750000,4.820000,0.000000,0.000000,262.930000,0.000000,262.930000,0.000000,0.000000,262.930000
16105,18121,TL,S,7560.000000,7560.000000,136.050000,0.000000,0.000000,7423.950000,0.000000,7423.950000,0.000000,0.000000,7423.950000
16105,18121,US,S,444.705882,444.710000,8.000000,0.000000,0.000000,436.710000,0.000000,436.710000,0.000000,0.000000,436.710000
16106,18122,EU,S,4771.411765,4771.410000,9.410000,0.000000,0.000000,4762.000000,0.000000,4762.000000,0.000000,0.000000,4762.000000
16106,18122,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16106,18122,KZT,S,2872.787500,2872.790000,5.670000,0.000000,0.000000,2867.120000,0.000000,2867.120000,0.000000,0.000000,2867.120000
16106,18122,TL,S,81114.000000,81114.000000,160.000000,0.000000,0.000000,80954.000000,0.000000,80954.000000,0.000000,0.000000,80954.000000
16106,18122,US,S,4771.411765,4771.410000,9.410000,0.000000,0.000000,4762.000000,0.000000,4762.000000,0.000000,0.000000,4762.000000
16107,18123,EU,S,1386.647059,1386.650000,27.400000,0.000000,0.000000,1359.250000,0.000000,1359.250000,0.000000,0.000000,1359.250000
16107,18123,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16107,18123,KZT,S,834.877083,834.880000,16.500000,0.000000,0.000000,818.380000,0.000000,818.380000,0.000000,0.000000,818.380000
16107,18123,TL,S,23573.000000,23573.000000,465.850000,0.000000,0.000000,23107.150000,0.000000,23107.150000,0.000000,0.000000,23107.150000
16107,18123,US,S,1386.647059,1386.650000,27.400000,0.000000,0.000000,1359.250000,0.000000,1359.250000,0.000000,0.000000,1359.250000
16108,18124,EU,S,36.294118,36.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18124,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18124,KZT,S,21.852083,21.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18124,TL,S,617.000000,617.000000,0.000000,0.000000,0.000000,617.000000,0.000000,617.000000,0.000000,0.000000,617.000000
16108,18124,US,S,36.294118,36.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18125,EU,S,7038.795294,7038.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18125,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18125,KZT,S,4237.941333,4237.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16108,18125,TL,S,119659.520000,119659.520000,0.000000,0.000000,0.000000,119659.520000,0.000000,119659.520000,0.000000,0.000000,119659.520000
16108,18125,US,S,7038.795294,7038.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16109,18126,EU,S,1410.294706,1410.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16109,18126,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16109,18126,KZT,S,849.114937,849.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16109,18126,TL,S,23975.010000,23975.010000,0.000000,0.000000,0.000000,23975.010000,0.000000,23975.010000,0.000000,0.000000,23975.010000
16109,18126,US,S,1410.294706,1410.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16110,18127,EU,S,63.628235,63.630000,1.490000,0.000000,0.000000,62.140000,0.000000,62.140000,0.000000,0.000000,62.140000
16110,18127,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16110,18127,KZT,S,38.309500,38.310000,0.900000,0.000000,0.000000,37.410000,0.000000,37.410000,0.000000,0.000000,37.410000
16110,18127,TL,S,1081.680000,1081.680000,25.380000,0.000000,0.000000,1056.300000,0.000000,1056.300000,0.000000,0.000000,1056.300000
16110,18127,US,S,63.628235,63.630000,1.490000,0.000000,0.000000,62.140000,0.000000,62.140000,0.000000,0.000000,62.140000
16111,18128,EU,S,60.276471,60.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16111,18128,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16111,18128,KZT,S,36.291458,36.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16111,18128,TL,S,1024.700000,1024.700000,0.000000,0.000000,0.000000,1024.700000,0.000000,1024.700000,0.000000,0.000000,1024.700000
16111,18128,US,S,60.276471,60.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16112,18129,EU,S,543.941176,543.940000,10.850000,0.000000,0.000000,533.090000,0.000000,533.090000,0.000000,0.000000,533.090000
16112,18129,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16112,18129,KZT,S,327.497917,327.500000,6.530000,0.000000,0.000000,320.970000,0.000000,320.970000,0.000000,0.000000,320.970000
16112,18129,TL,S,9247.000000,9247.000000,184.470000,0.000000,0.000000,9062.530000,0.000000,9062.530000,0.000000,0.000000,9062.530000
16112,18129,US,S,543.941176,543.940000,10.850000,0.000000,0.000000,533.090000,0.000000,533.090000,0.000000,0.000000,533.090000
16113,18130,EU,S,606.941176,606.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16113,18130,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16113,18130,KZT,S,365.429167,365.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16113,18130,TL,S,10318.000000,10318.000000,0.000000,0.000000,0.000000,10318.000000,0.000000,10318.000000,0.000000,0.000000,10318.000000
16113,18130,US,S,606.941176,606.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16114,18131,EU,S,148.010000,148.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16114,18131,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16114,18131,KZT,S,89.114354,89.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16114,18131,TL,S,2516.170000,2516.170000,0.000000,0.000000,0.000000,2516.170000,0.000000,2516.170000,0.000000,0.000000,2516.170000
16114,18131,US,S,148.010000,148.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16115,18132,EU,S,230.291765,230.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16115,18132,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16115,18132,KZT,S,138.654833,138.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16115,18132,TL,S,3914.960000,3914.960000,0.000000,0.000000,0.000000,3914.960000,0.000000,3914.960000,0.000000,0.000000,3914.960000
16115,18132,US,S,230.291765,230.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16116,18133,EU,S,384.117647,384.120000,9.500000,0.000000,0.000000,374.620000,0.000000,374.620000,0.000000,0.000000,374.620000
16116,18133,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16116,18133,KZT,S,231.270833,231.270000,5.720000,0.000000,0.000000,225.550000,0.000000,225.550000,0.000000,0.000000,225.550000
16116,18133,TL,S,6530.000000,6530.000000,161.440000,0.000000,0.000000,6368.560000,0.000000,6368.560000,0.000000,0.000000,6368.560000
16116,18133,US,S,384.117647,384.120000,9.500000,0.000000,0.000000,374.620000,0.000000,374.620000,0.000000,0.000000,374.620000
16117,18134,EU,S,93.836471,93.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16117,18134,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16117,18134,KZT,S,56.497375,56.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16117,18134,TL,S,1595.220000,1595.220000,0.000000,0.000000,0.000000,1595.220000,0.000000,1595.220000,0.000000,0.000000,1595.220000
16117,18134,US,S,93.836471,93.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16118,18135,EU,S,970.896471,970.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16118,18135,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16118,18135,KZT,S,584.560583,584.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16118,18135,TL,S,16505.240000,16505.240000,0.000000,0.000000,0.000000,16505.240000,0.000000,16505.240000,0.000000,0.000000,16505.240000
16118,18135,US,S,970.896471,970.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16119,18136,EU,S,1818.450588,1818.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16119,18136,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16119,18136,KZT,S,1094.858792,1094.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16119,18136,TL,S,30913.660000,30913.660000,0.000000,0.000000,0.000000,30913.660000,0.000000,30913.660000,0.000000,0.000000,30913.660000
16119,18136,US,S,1818.450588,1818.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16120,18137,EU,S,213.647059,213.650000,0.700000,0.000000,0.000000,212.950000,0.000000,212.950000,0.000000,0.000000,212.950000
16120,18137,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16120,18137,KZT,S,128.633333,128.630000,0.420000,0.000000,0.000000,128.210000,0.000000,128.210000,0.000000,0.000000,128.210000
16120,18137,TL,S,3632.000000,3632.000000,11.970000,0.000000,0.000000,3620.030000,0.000000,3620.030000,0.000000,0.000000,3620.030000
16120,18137,US,S,213.647059,213.650000,0.700000,0.000000,0.000000,212.950000,0.000000,212.950000,0.000000,0.000000,212.950000
16121,18138,EU,S,379.411765,379.410000,0.170000,0.000000,0.000000,379.240000,0.000000,379.240000,0.000000,0.000000,379.240000
16121,18138,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16121,18138,KZT,S,228.437500,228.440000,0.100000,0.000000,0.000000,228.340000,0.000000,228.340000,0.000000,0.000000,228.340000
16121,18138,TL,S,6450.000000,6450.000000,2.940000,0.000000,0.000000,6447.060000,0.000000,6447.060000,0.000000,0.000000,6447.060000
16121,18138,US,S,379.411765,379.410000,0.170000,0.000000,0.000000,379.240000,0.000000,379.240000,0.000000,0.000000,379.240000
16122,18139,EU,S,95.980000,95.980000,2.560000,0.000000,0.000000,93.420000,0.000000,93.420000,0.000000,0.000000,93.420000
16122,18139,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16122,18139,KZT,S,57.787958,57.790000,1.540000,0.000000,0.000000,56.250000,0.000000,56.250000,0.000000,0.000000,56.250000
16122,18139,TL,S,1631.660000,1631.660000,43.580000,0.000000,0.000000,1588.080000,0.000000,1588.080000,0.000000,0.000000,1588.080000
16122,18139,US,S,95.980000,95.980000,2.560000,0.000000,0.000000,93.420000,0.000000,93.420000,0.000000,0.000000,93.420000
16123,18140,EU,S,462.058824,462.060000,18.410000,0.000000,0.000000,443.650000,0.000000,443.650000,0.000000,0.000000,443.650000
16123,18140,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16123,18140,KZT,S,278.197917,278.200000,11.080000,0.000000,0.000000,267.120000,0.000000,267.120000,0.000000,0.000000,267.120000
16123,18140,TL,S,7855.000000,7855.000000,312.930000,0.000000,0.000000,7542.070000,0.000000,7542.070000,0.000000,0.000000,7542.070000
16123,18140,US,S,462.058824,462.060000,18.410000,0.000000,0.000000,443.650000,0.000000,443.650000,0.000000,0.000000,443.650000
16124,18141,EU,S,2494.470588,2494.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16124,18141,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16124,18141,KZT,S,1501.879167,1501.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16124,18141,TL,S,42406.000000,42406.000000,0.000000,0.000000,0.000000,42406.000000,0.000000,42406.000000,0.000000,0.000000,42406.000000
16124,18141,US,S,2494.470588,2494.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16125,18142,EU,S,464.100000,464.100000,9.990000,0.000000,0.000000,454.110000,0.000000,454.110000,0.000000,0.000000,454.110000
16125,18142,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16125,18142,KZT,S,279.426875,279.430000,6.020000,0.000000,0.000000,273.410000,0.000000,273.410000,0.000000,0.000000,273.410000
16125,18142,TL,S,7889.700000,7889.700000,169.890000,0.000000,0.000000,7719.810000,0.000000,7719.810000,0.000000,0.000000,7719.810000
16125,18142,US,S,464.100000,464.100000,9.990000,0.000000,0.000000,454.110000,0.000000,454.110000,0.000000,0.000000,454.110000
16126,18143,EU,S,170.370000,170.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16126,18143,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16126,18143,KZT,S,81777.600000,81777.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16126,18143,TL,S,2896.290000,2896.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16126,18143,US,S,170.370000,170.370000,0.000000,0.000000,0.000000,170.370000,0.000000,170.370000,0.000000,0.000000,170.370000
16127,18144,EU,S,60.411765,60.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16127,18144,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16127,18144,KZT,S,36.372917,36.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16127,18144,TL,S,1027.000000,1027.000000,0.000000,0.000000,0.000000,1027.000000,0.000000,1027.000000,0.000000,0.000000,1027.000000
16127,18144,US,S,60.411765,60.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16128,18145,EU,S,5302.475294,5302.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16128,18145,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16128,18145,KZT,S,3192.532000,3192.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16128,18145,TL,S,90142.080000,90142.080000,0.000000,0.000000,0.000000,90142.080000,0.000000,90142.080000,0.000000,0.000000,90142.080000
16128,18145,US,S,5302.475294,5302.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16129,18146,EU,S,4800.000000,4800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16129,18146,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16129,18146,KZT,S,2304000.000000,2304000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16129,18146,TL,S,81600.000000,81600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16129,18146,US,S,4800.000000,4800.000000,0.000000,0.000000,0.000000,4800.000000,0.000000,4800.000000,0.000000,0.000000,4800.000000
16130,18147,EU,S,12000.000000,12000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16130,18147,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16130,18147,KZT,S,5760000.000000,5760000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16130,18147,TL,S,204000.000000,204000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16130,18147,US,S,12000.000000,12000.000000,0.000000,0.000000,0.000000,12000.000000,0.000000,12000.000000,0.000000,0.000000,12000.000000
16131,18148,EU,S,23.920000,23.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16131,18148,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16131,18148,KZT,S,11481.600000,11481.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16131,18148,TL,S,406.640000,406.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16131,18148,US,S,23.920000,23.920000,0.000000,0.000000,0.000000,23.920000,0.000000,23.920000,0.000000,0.000000,23.920000
16132,18149,EU,S,4504.941176,4504.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16132,18149,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16132,18149,KZT,S,2712.350000,2712.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16132,18149,TL,S,76584.000000,76584.000000,0.000000,0.000000,0.000000,76584.000000,0.000000,76584.000000,0.000000,0.000000,76584.000000
16132,18149,US,S,4504.941176,4504.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16133,18150,EU,S,627.882353,627.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16133,18150,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16133,18150,KZT,S,378.037500,378.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16133,18150,TL,S,10674.000000,10674.000000,0.000000,0.000000,0.000000,10674.000000,0.000000,10674.000000,0.000000,0.000000,10674.000000
16133,18150,US,S,627.882353,627.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16134,18151,EU,S,1371.117647,1371.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16134,18151,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16134,18151,KZT,S,825.527083,825.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16134,18151,TL,S,23309.000000,23309.000000,0.000000,0.000000,0.000000,23309.000000,0.000000,23309.000000,0.000000,0.000000,23309.000000
16134,18151,US,S,1371.117647,1371.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16135,18152,EU,S,8377.313529,8377.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16135,18152,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16135,18152,KZT,S,5043.840854,5043.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16135,18152,TL,S,142414.330000,142414.330000,0.000000,0.000000,0.000000,142414.330000,0.000000,142414.330000,0.000000,0.000000,142414.330000
16135,18152,US,S,8377.313529,8377.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16136,18153,EU,S,259.949412,259.950000,5.460000,0.000000,0.000000,254.490000,0.000000,254.490000,0.000000,0.000000,254.490000
16136,18153,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16136,18153,KZT,S,156.511208,156.510000,3.290000,0.000000,0.000000,153.220000,0.000000,153.220000,0.000000,0.000000,153.220000
16136,18153,TL,S,4419.140000,4419.140000,92.900000,0.000000,0.000000,4326.240000,0.000000,4326.240000,0.000000,0.000000,4326.240000
16136,18153,US,S,259.949412,259.950000,5.460000,0.000000,0.000000,254.490000,0.000000,254.490000,0.000000,0.000000,254.490000
16137,18154,EU,S,52.058824,52.060000,1.040000,0.000000,0.000000,51.020000,0.000000,51.020000,0.000000,0.000000,51.020000
16137,18154,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16137,18154,KZT,S,31.343750,31.340000,0.630000,0.000000,0.000000,30.710000,0.000000,30.710000,0.000000,0.000000,30.710000
16137,18154,TL,S,885.000000,885.000000,17.670000,0.000000,0.000000,867.330000,0.000000,867.330000,0.000000,0.000000,867.330000
16137,18154,US,S,52.058824,52.060000,1.040000,0.000000,0.000000,51.020000,0.000000,51.020000,0.000000,0.000000,51.020000
16138,18155,EU,S,829.235294,829.240000,1.560000,0.000000,0.000000,827.680000,0.000000,827.680000,0.000000,0.000000,827.680000
16138,18155,IQD,S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16138,18155,KZT,S,499.268750,499.270000,0.940000,0.000000,0.000000,498.330000,0.000000,498.330000,0.000000,0.000000,498.330000
