id,sipno,belgeno,tarih,company_id,user_id,miktar,tip,modul,baglisipno,islemtar,skod,rkod,renk_tanim,sipharinx,ozkod1
629023,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,240,149,17560.0,
629024,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,342,207,17560.0,
629025,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,1528,188,17560.0,
629026,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,1851,SIYAH DERI,17558.0,
629027,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,2903,019,17560.0,
629028,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,2907,153,17560.0,
629029,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1110,3771,002,17559.0,
629030,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1119,232,134,17561.0,
629031,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1119,1528,188,17561.0,
629032,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1119,2908,155,17561.0,
629033,3653.0,00606,6 Ocak 2022 Persembe,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3652.0,2022-01-06 12:07:31,009 1119,3554,208,17561.0,
629093,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1110,26,201,17595.0,
629094,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1110,232,134,17595.0,
629095,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1110,2903,019,17595.0,
629096,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1111,240,149,17593.0,
629097,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1111,593,132,17593.0,
629098,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1111,1661,169,17593.0,
629099,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1119,231,130,17594.0,
629100,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1119,232,134,17594.0,
629101,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1119,2908,155,17594.0,
629102,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1120,342,207,17596.0,
629103,3658.0,00605,6 Ocak 2022 Persembe,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:34:09,009 1120,3554,208,17596.0,
629104,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 3160,2171,CAMEL GARNI DERI,17552.0,
629105,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 3160,2174,BEJ GARNI DERI,17552.0,
629106,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 3895,263,BEYAZ,17550.0,
629107,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 469,2085,011,17551.0,
629108,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 469,4379,022,17551.0,
629109,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 557,216,BEYAZ DERI,17553.0,
629110,3651.0,00600,6 Ocak 2022 Persembe,71.0,1933.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 12:35:27,393 557,514,BEJ DERI,17553.0,
629111,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 3881,2174,BEJ GARNI DERI,17600.0,
629112,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 3881,3559,SYH GARNI,17600.0,
629113,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 3894,4081,SIYAH GARNI,17601.0,
629114,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 557,514,BEJ DERI,17598.0,
629115,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 557,1851,SIYAH DERI,17598.0,
629116,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 7895,1,SYH SUET,17599.0,
629117,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 7895,1356,BEJ SUET,17599.0,
629118,3660.0,00605,6 Ocak 2022 Persembe,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-06 12:37:39,393 7895,4364,ROSE SUET,17599.0,
629139,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,216,BEYAZ DERI,17617.0,
629140,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,264,BEJ,17617.0,
629141,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,1766,BEBE MAVI,17617.0,
629142,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,2598,SU YESILI DERI,17617.0,
629143,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,3300,LILA DERI,17617.0,
629144,3664.0,00599,6 Ocak 2022 Persembe,71.0,1933.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 12:54:00,393 3011,4073,AVAKADO,17617.0,
629365,2288.0,00499,6 Ocak 2022 Persembe,71.0,1986.0,12.0,all_in_one,SiparisDetayEkrani,2265.0,2022-01-06 15:31:46,018 2801,216,BEYAZ DERI,13916.0,
629366,2279.0,00344,6 Ocak 2022 Persembe,71.0,1986.0,8.0,all_in_one,SiparisDetayEkrani,2274.0,2022-01-06 15:31:46,018 2804,3319,1199,13878.0,
629859,3645.0,00600,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 17:51:53,002 H 3910,4521,3370 T 100 TOKA ALTIN OKC BYZ VARDOLA TABA TBN,17543.0,
629860,3645.0,00600,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 17:51:53,002 H 3910,4742,3296 T 100 TOKA ALTIN BYZ TABA VARDOLA,17543.0,
629861,3645.0,00600,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 17:51:53,002 H 3910,4797,2981-3429 T100 TOK ALTN TABATBN BYZVRDLA,17543.0,
629862,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1064,123,2431,17576.0,
629863,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1090,4924,2402 GARNI-265 ÖKÇE-2402-KPL DERI,17571.0,
629864,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1109,4925,SYH-SUET GARNI-2519 ÖKÇE-SYH-SUET-KPL DERI,17572.0,
629865,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1109,4926,2441 GARNI-2618 ÖKÇE-2441-KPL DERI,17572.0,
629866,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1178,4922,2622 TOKA-NIKEL ÖKÇE-2622-KPL DERI,17570.0,
629867,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 1178,4923,2721 GARNI-1828 TOKA-ALTIN ÖKÇE-2721-KPL DERI,17570.0,
629868,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 224,268,357,17575.0,
629869,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 559,4933,2226-SYHSÜET T-50 TOKA-SYH-NIKEL-ÖKÇE-2226 KPL,17577.0,
629870,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 8321,216,BEYAZ DERI,17573.0,
629871,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 8321,268,357,17573.0,
629872,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 8321,4927,1126,17573.0,
629873,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 992,4928,2431 ÖKÇE-2431-KPL,17574.0,
629874,3655.0,00607,6 Ocak 2022 Persembe,71.0,1914.0,6.0,yazdir_siparisformu,SiparisDetayEkrani,3654.0,2022-01-06 17:52:49,002 H 992,4929,2633 ÖKÇE-2633-KPL,17574.0,
629875,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3532,1,SYH SUET,17610.0,
629876,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3532,4711,2962 T 100 KRS.TAS ÖKÇ 2962 KPL,17610.0,
629877,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3693,4246,SIYAH SUET T 100 TOKA ALTIN ÖKÇ ALTIN,17611.0,
629878,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3693,4846,3350  T 30 TOKA ALTIN OKC ALTIN,17611.0,
629879,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3806,4501,3403 T 100 TOKA ALTIN OKC 3403 KPL,17614.0,
629880,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3806,4848,3427 T 30 TOKA ALTIN OKC 3427 KPL,17614.0,
629881,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3912,4522,3370 T 100 TOKA ALTIN OKC 3370 KPL,17613.0,
629882,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,32.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3912,4524,2962 T 100 TOKA ALTIN OKC 2962 KPL,17613.0,
629883,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,32.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3912,4780,2967 T 30 TOKA ALTIN OKC 2967 KPL,17613.0,
629884,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3965,4521,3370 T 100 TOKA ALTIN OKC BYZ VARDOLA TABA TBN,17612.0,
629885,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,16.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3965,4742,3296 T 100 TOKA ALTIN BYZ TABA VARDOLA,17612.0,
629886,3662.0,00599,6 Ocak 2022 Persembe,71.0,1914.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3661.0,2022-01-06 17:53:57,002 H 3965,4847,2930 T 30 TOKA ALTIN OKC KIRMZ VARDOLA SYH TBN,17612.0,
629887,3649.0,00600,6 Ocak 2022 Persembe,71.0,1934.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 18:16:47,097 8054,41,02,17548.0,
629888,3649.0,00600,6 Ocak 2022 Persembe,71.0,1934.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 18:16:47,097 8054,43,06,17548.0,
629889,3649.0,00600,6 Ocak 2022 Persembe,71.0,1934.0,40.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-06 18:16:47,097 8054,3780,UY55,17548.0,
630155,3650.0,00600,7 Ocak 2022 Cuma,71.0,1956.0,24.0,all_in_one,SiparisDetayEkrani,3644.0,2022-01-07 10:08:09,243 1002,44,11,17549.0,
630156,3650.0,00600,7 Ocak 2022 Cuma,71.0,1956.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-07 10:08:58,243 1002,44,11,17549.0,
630157,3650.0,00600,7 Ocak 2022 Cuma,71.0,1956.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3644.0,2022-01-07 10:09:01,243 1002,44,11,17549.0,
630202,2288.0,00499,7 Ocak 2022 Cuma,71.0,1986.0,12.0,all_in_one,SiparisDetayEkrani,2265.0,2022-01-07 10:46:44,018 2709,3542,1191-1173,13913.0,
630203,2163.0,00440,7 Ocak 2022 Cuma,71.0,1986.0,16.0,all_in_one,SiparisDetayEkrani,2160.0,2022-01-07 10:46:44,018 2709,3542,1191-1173,13103.0,
630207,3659.0,00605,7 Ocak 2022 Cuma,71.0,1940.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3656.0,2022-01-07 11:20:19,037 25511,2600,0128,17597.0,
630233,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 716,263,BEYAZ,17631.0,
630234,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 716,1047,SIYAH,17631.0,
630235,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 7895,1,SYH SUET,17630.0,
630236,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 7895,1356,BEJ SUET,17630.0,
630237,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 890,216,BEYAZ DERI,17632.0,
630238,3669.0,00608,7 Ocak 2022 Cuma,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-07 12:04:03,393 890,1851,SIYAH DERI,17632.0,
630239,2279.0,00344,7 Ocak 2022 Cuma,71.0,1986.0,8.0,all_in_one,SiparisDetayEkrani,2274.0,2022-01-07 12:06:26,018 2801,3799,1150,13876.0,
630240,2093.0,00433,7 Ocak 2022 Cuma,71.0,1986.0,8.0,all_in_one,SiparisDetayEkrani,2092.0,2022-01-07 12:06:26,018 2796,1941,827,12730.0,
630544,2288.0,00499,7 Ocak 2022 Cuma,71.0,1986.0,12.0,all_in_one,SiparisDetayEkrani,2265.0,2022-01-07 15:38:31,018 125,3320,1151,13917.0,
631163,3667.0,00608,10 Ocak 2022 Pazartesi,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-10 10:31:21,009 1066,25,200,17628.0,
631164,3667.0,00608,10 Ocak 2022 Pazartesi,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-10 10:31:21,009 1066,342,207,17628.0,
631165,3667.0,00608,10 Ocak 2022 Pazartesi,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3666.0,2022-01-10 10:31:21,009 1066,753,206,17628.0,
631654,2148.0,00442,10 Ocak 2022 Pazartesi,71.0,1986.0,8.0,all_in_one,SiparisDetayEkrani,2145.0,2022-01-10 14:49:38,018 2794,1945,1190,12952.0,
631655,2148.0,00442,10 Ocak 2022 Pazartesi,71.0,1986.0,48.0,all_in_one,SiparisDetayEkrani,2145.0,2022-01-10 14:49:38,018 2794,1945,1190,12953.0,
632030,3678.0,00609,11 Ocak 2022 Sali,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3677.0,2022-01-11 10:27:10,009 1111,240,149,17763.0,
632031,3678.0,00609,11 Ocak 2022 Sali,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3677.0,2022-01-11 10:27:10,009 1111,1661,169,17763.0,
632032,3681.0,00609,11 Ocak 2022 Sali,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3677.0,2022-01-11 11:14:47,393 3160,2171,CAMEL GARNI DERI,17767.0,
632033,3681.0,00609,11 Ocak 2022 Sali,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3677.0,2022-01-11 11:14:47,393 3160,2174,BEJ GARNI DERI,17767.0,
632034,3681.0,00609,11 Ocak 2022 Sali,71.0,1933.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3677.0,2022-01-11 11:14:47,393 7895,1356,BEJ SUET,17766.0,
633042,3687.0,00611,11 Ocak 2022 Sali,71.0,1935.0,9.0,yazdir_siparisformu,SiparisDetayEkrani,3686.0,2022-01-11 16:36:41,009 1110,26,201,17824.0,
633043,3687.0,00611,11 Ocak 2022 Sali,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3686.0,2022-01-11 16:36:41,009 1110,342,207,17824.0,
633044,3683.0,00610,11 Ocak 2022 Sali,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3682.0,2022-01-11 16:36:41,009 1110,232,134,17793.0,
633045,3683.0,00610,11 Ocak 2022 Sali,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3682.0,2022-01-11 16:36:41,009 1110,2903,019,17793.0,
633053,3683.0,00610,11 Ocak 2022 Sali,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3682.0,2022-01-11 16:37:10,009 1110,232,134,17793.0,
633054,3683.0,00610,11 Ocak 2022 Sali,71.0,1935.0,24.0,yazdir_siparisformu,SiparisDetayEkrani,3682.0,2022-01-11 16:37:10,009 1110,2903,019,17793.0,
633055,3687.0,00611,11 Ocak 2022 Sali,71.0,1935.0,9.0,yazdir_siparisformu,SiparisDetayEkrani,3686.0,2022-01-11 16:37:39,009 1110,26,201,17824.0,
633056,3687.0,00611,11 Ocak 2022 Sali,71.0,1935.0,8.0,yazdir_siparisformu,SiparisDetayEkrani,3686.0,2022-01-11 16:37:39,009 1110,342,207,17824.0,
633485,3632.0,00601,11 Ocak 2022 Sali,71.0,1943.0,10.0,all_in_one,SiparisDetayEkrani,3631.0,2022-01-11 17:19:50,007 21 902,3246,196,17490.0,
634589,3696.0,00617,12 Ocak 2022 Çarsamba,71.0,1938.0,3.0,yazdir_siparisformu,SiparisDetayEkrani,3693.0,2022-01-12 10:46:02,418 0010,1851,SIYAH DERI,18075.0,
634590,3696.0,00617,12 Ocak 2022 Çarsamba,71.0,1938.0,9.0,yazdir_siparisformu,SiparisDetayEkrani,3693.0,2022-01-12 10:46:02,418 0012,210,SYH DERI,18073.0,
634591,3696.0,00617,12 Ocak 2022 Çarsamba,71.0,1938.0,13.0,yazdir_siparisformu,SiparisDetayEkrani,3693.0,2022-01-12 10:46:02,418 10021,3144,42 SIYAH DERI,18074.0,
