Company,Location,CKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
01,LN002,RCN00002,100,,,,,,
01,LN002,RCN00003,101,,,,,,
01,LN002,RCN00004,102,,,,,,
01,LN002,RCN00005,103,,,,,,
01,LN002,RCN00006,104,,,,,,
01,LN002,RCN00007,105,,,,,,
01,LN002,RCN00008,106,,,,,,
01,LN002,RCN00009,107,,,,,,
01,LN002,RCN00010,108,,,,,,
01,LN002,RCN00011,109,,,,,,
01,LN002,RCN00012,110,,,,,,
01,LN002,RCN00013,111,,,,,,
01,LN002,RCN00014,112,,,,,,
01,LN002,RCN00015,113,,,,,,
01,LN002,RCN00016,114,,,,,,
01,LN002,RCN00017,115,,,,,,
01,LN002,RCN00018,116,,,,,,
01,LN002,RCN00019,117,,,,,,
01,LN002,RCN00020,118,,,,,,
01,LN002,RCN00021,119,,,,,,
01,LN002,RCN00022,120,,,,,,
01,LN002,RCN00023,121,,,,,,
01,LN002,RCN00024,122,,,,,,
01,LN002,RCN00025,123,,,,,,
01,LN002,RCN00026,124,,,,,,
01,LN002,RCN00027,125,,,,,,
01,LN003,RCN00001,126,,,,,,
01,LN003,RCN00002,127,,,,,,
01,LN003,RCN00003,128,,,,,,
01,LN003,RCN00004,129,,,,,,
01,LN003,RCN00005,130,,,,,,
01,LN003,RCN00006,131,,,,,,
01,LN003,RCN00007,132,,,,,,
01,LN003,RCN00008,133,,,,,,
01,LN003,RCN00009,134,,,,,,
01,LN003,RCN00010,135,,,,,,
01,LN003,RCN00011,136,,,,,,
01,LN003,RCN00012,137,,,,,,
01,LN003,RCN00013,138,,,,,,
01,LN003,RCN00014,139,,,,,,
01,LN003,RCN00015,140,,,,,,
01,LN003,RCN00016,141,,,,,,
01,LN003,RCN00017,142,,,,,,
01,LN003,RCN00018,143,,,,,,
01,LN003,RCN00019,144,,,,,,
01,LN003,RCN00020,145,,,,,,
01,LN003,RCN00021,146,,,,,,
01,LN003,RCN00022,147,,,,,,
01,LN003,RCN00023,148,,,,,,
01,LN003,RCN00024,149,,,,,,
01,LN003,RCN00025,150,,,,,,
01,LN003,RCN00026,151,,,,,,
01,LN003,RCN00027,152,,,,,,
01,LN004,RCN00001,153,,,,,,
01,LN004,RCN00002,154,,,,,,
01,LN004,RCN00003,155,,,,,,
01,LN004,RCN00004,156,,,,,,
01,LN004,RCN00005,157,,,,,,
01,LN004,RCN00006,158,,,,,,
01,LN004,RCN00007,159,,,,,,
01,LN004,RCN00008,160,,,,,,
01,LN004,RCN00009,161,,,,,,
01,LN004,RCN00010,162,,,,,,
01,LN004,RCN00011,163,,,,,,
01,LN004,RCN00012,164,,,,,,
01,LN004,RCN00013,165,,,,,,
01,LN004,RCN00014,166,,,,,,
01,LN004,RCN00015,167,,,,,,
01,LN004,RCN00016,168,,,,,,
01,LN004,RCN00017,169,,,,,,
01,LN004,RCN00018,170,,,,,,
01,LN004,RCN00019,171,,,,,,
01,LN004,RCN00020,172,,,,,,
01,LN004,RCN00021,173,,,,,,
01,LN004,RCN00022,174,,,,,,
01,LN004,RCN00023,175,,,,,,
01,LN004,RCN00024,176,,,,,,
01,LN004,RCN00025,177,,,,,,
01,LN004,RCN00026,178,,,,,,
01,LN004,RCN00027,179,,,,,,
01,LN005,RCN00001,180,,,,,,
01,LN005,RCN00002,181,,,,,,
01,LN005,RCN00003,182,,,,,,
01,LN005,RCN00004,183,,,,,,
01,LN005,RCN00005,184,,,,,,
01,LN005,RCN00006,185,,,,,,
01,LN005,RCN00007,186,,,,,,
01,LN005,RCN00008,187,,,,,,
01,LN005,RCN00009,188,,,,,,
01,LN005,RCN00010,189,,,,,,
01,LN005,RCN00011,190,,,,,,
01,LN005,RCN00012,191,,,,,,
01,LN005,RCN00013,192,,,,,,
01,LN005,RCN00014,193,,,,,,
01,LN005,RCN00015,194,,,,,,
01,LN005,RCN00016,195,,,,,,
01,LN005,RCN00017,196,,,,,,
01,LN005,RCN00018,197,,,,,,
01,LN005,RCN00019,198,,,,,,
01,LN005,RCN00020,199,,,,,,
01,LN005,RCN00021,200,,,,,,
01,LN005,RCN00022,201,,,,,,
01,LN005,RCN00023,202,,,,,,
01,LN005,RCN00024,203,,,,,,
01,LN005,RCN00025,204,,,,,,
01,LN005,RCN00026,205,,,,,,
01,LN005,RCN00027,206,,,,,,
01,LN010,RCN00001,207,,,,,,
01,LN010,RCN00002,208,,,,,,
01,LN010,RCN00003,209,,,,,,
01,LN010,RCN00004,210,,,,,,
01,LN010,RCN00005,211,,,,,,
01,LN010,RCN00006,212,,,,,,
01,LN010,RCN00007,213,,,,,,
01,LN010,RCN00008,214,,,,,,
01,LN010,RCN00009,215,,,,,,
01,LN010,RCN00010,216,,,,,,
01,LN010,RCN00011,217,,,,,,
01,LN010,RCN00012,218,,,,,,
01,LN010,RCN00013,219,,,,,,
01,LN010,RCN00014,220,,,,,,
01,LN010,RCN00015,221,,,,,,
01,LN010,RCN00016,222,,,,,,
01,LN010,RCN00017,223,,,,,,
01,LN010,RCN00018,224,,,,,,
01,LN010,RCN00019,225,,,,,,
01,LN010,RCN00020,226,,,,,,
01,LN010,RCN00021,227,,,,,,
01,LN010,RCN00022,228,,,,,,
01,LN010,RCN00023,229,,,,,,
01,LN010,RCN00024,230,,,,,,
01,LN010,RCN00025,231,,,,,,
01,LN010,RCN00026,232,,,,,,
01,LN010,RCN00027,233,,,,,,
01,LN011,RCN00001,234,,,,,,
01,LN011,RCN00002,235,,,,,,
01,LN011,RCN00003,236,,,,,,
01,LN011,RCN00004,237,,,,,,
01,LN011,RCN00005,238,,,,,,
01,LN011,RCN00006,239,,,,,,
01,LN011,RCN00007,240,,,,,,
01,LN011,RCN00008,241,,,,,,
01,LN011,RCN00009,242,,,,,,
01,LN011,RCN00010,243,,,,,,
01,LN011,RCN00011,244,,,,,,
01,LN011,RCN00012,245,,,,,,
01,LN011,RCN00013,246,,,,,,
01,LN011,RCN00014,247,,,,,,
01,LN011,RCN00015,248,,,,,,
01,LN011,RCN00016,249,,,,,,
01,LN011,RCN00017,250,,,,,,
01,LN011,RCN00018,251,,,,,,
01,LN011,RCN00019,252,,,,,,
01,LN011,RCN00020,253,,,,,,
01,LN011,RCN00021,254,,,,,,
01,LN011,RCN00022,255,,,,,,
01,LN011,RCN00023,256,,,,,,
01,LN011,RCN00024,257,,,,,,
01,LN011,RCN00025,258,,,,,,
01,LN011,RCN00026,259,,,,,,
01,LN011,RCN00027,260,,,,,,
01,LN012,RCN00001,261,,,,,,
01,LN012,RCN00002,262,,,,,,
01,LN012,RCN00003,263,,,,,,
01,LN012,RCN00004,264,,,,,,
01,LN012,RCN00005,265,,,,,,
01,LN012,RCN00006,266,,,,,,
01,LN012,RCN00007,267,,,,,,
01,LN012,RCN00008,268,,,,,,
01,LN012,RCN00009,269,,,,,,
01,LN012,RCN00010,270,,,,,,
01,LN012,RCN00011,271,,,,,,
01,LN012,RCN00012,272,,,,,,
01,LN012,RCN00013,273,,,,,,
01,LN012,RCN00014,274,,,,,,
01,LN012,RCN00015,275,,,,,,
01,LN012,RCN00016,276,,,,,,
01,LN012,RCN00017,277,,,,,,
01,LN012,RCN00018,278,,,,,,
01,LN012,RCN00019,279,,,,,,
01,LN012,RCN00020,280,,,,,,
01,LN012,RCN00021,281,,,,,,
01,LN012,RCN00022,282,,,,,,
01,LN012,RCN00023,283,,,,,,
01,LN012,RCN00024,284,,,,,,
01,LN012,RCN00025,285,,,,,,
01,LN012,RCN00026,286,,,,,,
01,LN012,RCN00027,287,,,,,,
01,LN013,RCN00001,288,,,,,,
01,LN013,RCN00002,289,,,,,,
01,LN013,RCN00003,290,,,,,,
01,LN013,RCN00004,291,,,,,,
01,LN013,RCN00005,292,,,,,,
01,LN013,RCN00006,293,,,,,,
01,LN013,RCN00007,294,,,,,,
01,LN013,RCN00008,295,,,,,,
01,LN013,RCN00009,296,,,,,,
01,LN013,RCN00010,297,,,,,,
01,LN013,RCN00011,298,,,,,,
01,LN013,RCN00012,299,,,,,,
01,LN013,RCN00013,300,,,,,,
01,LN013,RCN00014,301,,,,,,
01,LN013,RCN00015,302,,,,,,
01,LN013,RCN00016,303,,,,,,
01,LN013,RCN00017,304,,,,,,
01,LN013,RCN00018,305,,,,,,
01,LN013,RCN00019,306,,,,,,
01,LN013,RCN00020,307,,,,,,
01,LN013,RCN00021,308,,,,,,
01,LN013,RCN00022,309,,,,,,
01,LN013,RCN00023,310,,,,,,
01,LN013,RCN00024,311,,,,,,
01,LN013,RCN00025,312,,,,,,
01,LN013,RCN00026,313,,,,,,
01,LN013,RCN00027,314,,,,,,
01,LN014,BEKA1,448,,,,,,
01,LN014,DSM ST MODEL,439,,,,,,
01,LN014,K 0010,315,,,,,,
01,LN014,K 0018,316,,,,,,
01,LN014,K 0019,317,,,,,,
01,LN014,LN00001,318,,,,,,
01,LN014,ORIGIN,319,,,,,,
01,LN014,P 0015,320,,,,,,
01,LN014,P 0016,321,,,,,,
01,LN014,P 0017,322,,,,,,
01,LN014,P 0018,323,,,,,,
01,LN014,P 0019,324,,,,,,
01,LN014,P 0020,325,,,,,,
01,LN014,P 0021,326,,,,,,
01,LN014,P 0022,327,,,,,,
01,LN014,P 0023,328,,,,,,
01,LN014,P 0024,329,,,,,,
01,LN014,P 0025 ,442,,,,,,
01,LN014,P 0026,445,,,,,,
01,LN014,P 0027,451,Furkan,2024-10-11 11:17:54.843000,KGShop,,,
01,LN014,RCN00001,330,,,,,,
01,LN014,RCN00002,331,,,,,,
01,LN014,RCN00003,332,,,,,,
01,LN014,RCN00004,333,,,,,,
01,LN014,RCN00005,334,,,,,,
01,LN014,RCN00006,335,,,,,,
01,LN014,RCN00007,336,,,,,,
01,LN014,RCN00008,337,,,,,,
01,LN014,RCN00009,338,,,,,,
01,LN014,RCN00010,339,,,,,,
01,LN014,RCN00011,340,,,,,,
01,LN014,RCN00012,341,,,,,,
01,LN014,RCN00013,342,,,,,,
01,LN014,RCN00014,343,,,,,,
01,LN014,RCN00015,344,,,,,,
01,LN014,RCN00016,345,,,,,,
01,LN014,RCN00017,346,,,,,,
01,LN014,RCN00018,347,,,,,,
01,LN014,RCN00019,348,,,,,,
01,LN014,RCN00020,349,,,,,,
01,LN014,RCN00021,350,,,,,,
01,LN014,RCN00022,351,,,,,,
01,LN014,RCN00023,352,,,,,,
01,LN014,RCN00024,353,,,,,,
01,LN014,RCN00025,354,,,,,,
01,LN014,RCN00026,355,,,,,,
01,LN014,RCN00027,356,,,,,,
01,LN014,RCN00028,357,,,,,,
01,LN014,RCN00029,358,,,,,,
01,LN014,RCN00030,359,,,,,,
01,LN014,RCN00031,360,,,,,,
01,LN014,RCN00032,361,,,,,,
01,LN014,RCN00033,362,,,,,,
01,LN014,RCN00034,363,,,,,,
01,LN014,RCN00035,364,,,,,,
01,LN014,RCN00036,365,,,,,,
01,LN014,RCN00037,366,,,,,,
01,LN014,RCN00038,367,,,,,,
01,LN014,RCN00039,368,,,,,,
01,LN014,RCN00040,369,,,,,,
01,LN014,RCN00041,427,,,,,,
01,LN014,RCN00042,430,,,,,,
01,LN014,RCN00043,433,,,,,,
01,LN014,RCN00044,436,,,,,,
01,LN014,Zeytinburnu Bel,370,,,,,,
01,LN015,BEKA1,449,,,,,,
01,LN015,DSM ST MODEL,440,,,,,,
01,LN015,K 0018,371,,,,,,
01,LN015,K 0019,372,,,,,,
01,LN015,LN00001,373,,,,,,
01,LN015,ORIGIN,374,,,,,,
01,LN015,P 0015,375,,,,,,
01,LN015,P 0016,376,,,,,,
01,LN015,P 0017,377,,,,,,
01,LN015,P 0018,378,,,,,,
01,LN015,P 0019,379,,,,,,
01,LN015,P 0020,380,,,,,,
01,LN015,P 0021,381,,,,,,
01,LN015,P 0022,382,,,,,,
01,LN015,P 0023,383,,,,,,
01,LN015,P 0024,384,,,,,,
01,LN015,P 0025 ,443,,,,,,
01,LN015,P 0026,446,,,,,,
01,LN015,P 0027,452,Furkan,2024-10-11 11:17:54.843000,KGShop,,,
01,LN015,RCN00001,385,,,,,,
01,LN015,RCN00002,386,,,,,,
01,LN015,RCN00003,387,,,,,,
01,LN015,RCN00004,388,,,,,,
01,LN015,RCN00005,389,,,,,,
01,LN015,RCN00006,390,,,,,,
01,LN015,RCN00007,391,,,,,,
01,LN015,RCN00008,392,,,,,,
01,LN015,RCN00009,393,,,,,,
01,LN015,RCN00010,394,,,,,,
01,LN015,RCN00011,395,,,,,,
01,LN015,RCN00012,396,,,,,,
01,LN015,RCN00013,397,,,,,,
01,LN015,RCN00014,398,,,,,,
01,LN015,RCN00015,399,,,,,,
01,LN015,RCN00016,400,,,,,,
01,LN015,RCN00017,401,,,,,,
01,LN015,RCN00018,402,,,,,,
01,LN015,RCN00019,403,,,,,,
01,LN015,RCN00020,404,,,,,,
01,LN015,RCN00021,405,,,,,,
01,LN015,RCN00022,406,,,,,,
01,LN015,RCN00023,407,,,,,,
01,LN015,RCN00024,408,,,,,,
01,LN015,RCN00025,409,,,,,,
01,LN015,RCN00026,410,,,,,,
01,LN015,RCN00027,411,,,,,,
01,LN015,RCN00028,412,,,,,,
01,LN015,RCN00029,413,,,,,,
01,LN015,RCN00030,414,,,,,,
01,LN015,RCN00031,415,,,,,,
01,LN015,RCN00032,416,,,,,,
01,LN015,RCN00033,417,,,,,,
01,LN015,RCN00034,418,,,,,,
01,LN015,RCN00035,419,,,,,,
01,LN015,RCN00036,420,,,,,,
01,LN015,RCN00037,421,,,,,,
01,LN015,RCN00038,422,,,,,,
01,LN015,RCN00039,423,,,,,,
01,LN015,RCN00040,424,,,,,,
01,LN015,RCN00041,428,,,,,,
01,LN015,RCN00042,431,,,,,,
01,LN015,RCN00043,434,,,,,,
01,LN015,RCN00044,437,,,,,,
01,LN015,Zeytinburnu Bel,425,,,,,,
