Modul,RaporName,CmpName,CmpType,CmpParent,CmpVisible,CmpCaption,CmpTop,CmpLeft,CmpWidth,CmpHeight,CmpFont,kgid,insUN,insDT,insApp,updUN,updDT,updApp
BankaCS,<Default>,TitleBand1,TQRBand,QuickRep1,T,,38,19,756,67,Arial	10	-2147483640	-13	1,22,,,,,,
BankaCS,<Default>,xQRL_Location,TQRLabel,TitleBand1,T,QRL_Location,44,5,83,17,Arial	10	-2147483640	-13	1,23,,,,,,
BankaFis,<Default>,QRBand1,TQRBand,QuickRep1,T,,235,19,756,26,Arial	10	-2147483640	-13	1,24,,,,,,
BankaFis,<Default>,QRBand2,TQRBand,QuickRep1,T,,209,19,756,26,Arial	10	-2147483640	-13	1,25,,,,,,
BankaFis,<Default>,QRDBT_Aciklama,TQRDBText,QRBand1,T,Aciklama,8,2,57,17,MS Sans Serif	10	-2147483640	-13	1,26,,,,,,
BankaFis,<Default>,QRDBT_Masraf,TQRDBText,QRBand1,T,Masraf,8,370,42,17,MS Sans Serif	10	-2147483640	-13	1,27,,,,,,
BankaFis,<Default>,QRDBT_MasrafTipi,TQRDBText,QRBand1,T,GiderTip,8,506,54,17,MS Sans Serif	10	-2147483640	-13	1,28,,,,,,
BankaFis,<Default>,QRDBT_Tarih1,TQRDBText,QRBand1,T,Tarih1,8,370,39,17,MS Sans Serif	10	-2147483640	-13	1,29,,,,,,
BankaFis,<Default>,QRDBT_Tarih2,TQRDBText,QRBand1,T,Tarih2,8,506,39,17,MS Sans Serif	10	-2147483640	-13	1,30,,,,,,
BankaFis,<Default>,QRDBT_Tutar,TQRDBText,QRBand1,T,Tutar,8,234,32,17,MS Sans Serif	10	-2147483640	-13	1,31,,,,,,
BankaFis,<Default>,QRDBT_Vade,TQRDBText,QRBand1,T,VadeOran,8,635,63,17,MS Sans Serif	10	-2147483640	-13	1,32,,,,,,
BankaFis,<Default>,QRL_EvrakNo,TQRLabel,TitleBand1,T,QRL_islem,48,457,67,17,MS Sans Serif	10	-2147483640	-13	1,33,,,,,,
BankaFis,<Default>,QRL_Hesap1,TQRLabel,TitleBand1,T,QRL_islem,120,10,67,17,MS Sans Serif	10	-2147483640	-13	1,34,,,,,,
BankaFis,<Default>,QRL_Hesap2,TQRLabel,TitleBand1,T,QRL_islem,136,10,67,17,MS Sans Serif	10	-2147483640	-13	1,35,,,,,,
BankaFis,<Default>,QRL_Hesap3,TQRLabel,TitleBand1,T,QRL_islem,152,10,67,17,MS Sans Serif	10	-2147483640	-13	1,36,,,,,,
BankaFis,<Default>,QRL_islem,TQRLabel,TitleBand1,T,QRL_islem,48,90,65,17,Arial	10	-2147483640	-13	1,37,,,,,,
BankaFis,<Default>,QRL_Karsi1,TQRLabel,TitleBand1,T,QRL_islem,120,377,67,17,MS Sans Serif	10	-2147483640	-13	1,38,,,,,,
BankaFis,<Default>,QRL_Karsi2,TQRLabel,TitleBand1,T,QRL_islem,136,377,67,17,MS Sans Serif	10	-2147483640	-13	1,39,,,,,,
BankaFis,<Default>,QRL_Karsi3,TQRLabel,TitleBand1,T,QRL_islem,152,377,67,17,MS Sans Serif	10	-2147483640	-13	1,40,,,,,,
BankaFis,<Default>,QRL_Lokasyon,TQRLabel,TitleBand1,T,QRL_islem,72,90,65,17,Arial	10	-2147483640	-13	1,41,,,,,,
BankaFis,<Default>,QRL_Tarih,TQRLabel,TitleBand1,T,QRL_islem,72,457,67,17,MS Sans Serif	10	-2147483640	-13	1,42,,,,,,
BankaFis,<Default>,TitleBand1,TQRBand,QuickRep1,T,,38,19,756,171,Arial	10	-2147483640	-13	1,43,,,,,,
BankaFis,<Default>,xQRL_Aciklama,TQRLabel,QRBand2,T,Açıklama,8,2,60,17,Arial	10	-2147483640	-13	1	fsBold,44,,,,,,
BankaFis,<Default>,xQRL_EvrakNo,TQRLabel,TitleBand1,T,Evrak No,48,378,57,17,Arial	10	-2147483640	-13	1	fsBold,45,,,,,,
BankaFis,<Default>,xQRL_Hesap,TQRLabel,TitleBand1,T,Hesap,96,10,40,17,Arial	10	-2147483640	-13	1	fsBold,46,,,,,,
BankaFis,<Default>,xQRL_islem,TQRLabel,TitleBand1,T,İşlem Türü,48,10,68,17,Arial	10	-2147483640	-13	1	fsBold,47,,,,,,
BankaFis,<Default>,xQRL_KarsiHesap,TQRLabel,TitleBand1,T,Karşı Hesap Bilgileri,96,378,130,17,Arial	10	-2147483640	-13	1	fsBold,48,,,,,,
BankaFis,<Default>,xQRL_Lokasyon,TQRLabel,TitleBand1,T,Lokasyon,72,10,61,17,Arial	10	-2147483640	-13	1	fsBold,49,,,,,,
BankaFis,<Default>,xQRL_Masraf,TQRLabel,QRBand2,T,Masraf,8,370,43,17,Arial	10	-2147483640	-13	1	fsBold,50,,,,,,
BankaFis,<Default>,xQRL_MasrafTipi,TQRLabel,QRBand2,T,Masraf Tipi,8,506,71,17,Arial	10	-2147483640	-13	1	fsBold,51,,,,,,
BankaFis,<Default>,xQRL_Tarih,TQRLabel,TitleBand1,T,Tarih,72,378,34,17,Arial	10	-2147483640	-13	1	fsBold,52,,,,,,
BankaFis,<Default>,xQRL_Tarih1,TQRLabel,QRBand2,T,Başlangıç,8,370,63,17,Arial	10	-2147483640	-13	1	fsBold,53,,,,,,
BankaFis,<Default>,xQRL_Tarih2,TQRLabel,QRBand2,T,Bitiş,8,506,28,17,Arial	10	-2147483640	-13	1	fsBold,54,,,,,,
BankaFis,<Default>,xQRL_Tutar,TQRLabel,QRBand2,T,Tutar,8,234,34,17,Arial	10	-2147483640	-13	1	fsBold,55,,,,,,
BankaFis,<Default>,xQRL_Vade,TQRLabel,QRBand2,T,Vade Oranı,8,626,73,17,Arial	10	-2147483640	-13	1	fsBold,56,,,,,,
BankaHar,<Default>,ColumnHeaderBand1,TQRBand,QuickRep1,T,,97,48,698,19,Arial	10	-2147483640	-13	1,57,,,,,,
BankaHar,<Default>,DetailBand1,TQRBand,QuickRep1,T,,135,48,698,18,Arial	10	-2147483640	-13	1,58,,,,,,
BankaHar,<Default>,PageFooterBand1,TQRBand,QuickRep1,T,,225,48,698,24,Arial	10	-2147483640	-13	1,59,,,,,,
BankaHar,<Default>,QRDBKonum,TQRDBText,DetailBand1,T,Karsi,1,37,84,15,Arial	8	-2147483640	-11	1,60,,,,,,
BankaHar,<Default>,QRGroupFooter1,TQRBand,QuickRep1,T,,153,48,698,72,Arial	10	-2147483640	-13	1,61,,,,,,
BankaHar,<Default>,TitleBand1,TQRBand,QuickRep1,T,,48,48,698,49,Arial	10	-2147483640	-13	1,62,,,,,,
BankaHar,<Default>,xQRAlacak,TQRLabel,ColumnHeaderBand1,T,Alacak,0,654,37,17,Arial	8	128	-11	1	fsBold,63,,,,,,
BankaHar,<Default>,xQRBorc,TQRLabel,ColumnHeaderBand1,T,Borç,0,523,26,17,Arial	8	128	-11	1	fsBold,64,,,,,,
BankaHar,<Default>,xQRDBAlacak,TQRDBText,DetailBand1,T,Alacak,1,593,100,15,Arial	8	-2147483640	-11	1,65,,,,,,
BankaHar,<Default>,xQRDBBorc,TQRDBText,DetailBand1,T,Borc,1,450,100,15,Arial	8	-2147483640	-11	1,66,,,,,,
BankaHar,<Default>,xQRDBCari,TQRDBText,DetailBand1,T,islem,1,131,110,15,Arial	8	-2147483640	-11	1,67,,,,,,
BankaHar,<Default>,xQRDBTanim,TQRDBText,DetailBand1,T,Aciklama,1,256,161,15,Arial	8	-2147483640	-11	1,68,,,,,,
BankaHar,<Default>,xQRDBText5,TQRDBText,QRGroup1,T,Tarih,0,73,160,17,Arial	8	-2147483640	-11	1,69,,,,,,
BankaHar,<Default>,xQRL_AlacakBakiye,TQRLabel,QRGroupFooter1,T,TOPLAM BAKİYE,48,586,107,17,Arial	10	-2147483640	-13	1	fsBold,70,,,,,,
BankaHar,<Default>,xQRL_BorcBakiye,TQRLabel,QRGroupFooter1,T,TOPLAM BAKİYE,48,444,107,17,Arial	10	-2147483640	-13	1	fsBold,71,,,,,,
BankaHar,<Default>,xQRL_Location,TQRLabel,TitleBand1,T,QRL_Location,29,4,83,17,Arial	10	-2147483640	-13	1,72,,,,,,
BankaHar,<Default>,xQRL_Toplam,TQRLabel,QRGroupFooter1,T,TOPLAM,8,636,56,17,Arial	10	-2147483640	-13	1	fsBold,73,,,,,,
BankaHar,<Default>,xQRL_ToplamBakiye,TQRLabel,QRGroupFooter1,T,TOPLAM BAKİYE,48,265,107,17,Arial	10	-2147483640	-13	1	fsBold,74,,,,,,
BankaHar,<Default>,xQRLabel3,TQRLabel,QRGroup1,T,Tarih,0,4,29,17,Arial	8	128	-11	1	fsBold,75,,,,,,
Cariislem,<Default>,ColumnHeaderBand1,TQRBand,YzcCariislem,T,,133,38,718,18,Arial	10	-2147483640	-13	1,76,,,,,,
Cariislem,<Default>,DetailBand1,TQRBand,YzcCariislem,T,,151,38,718,19,Arial	10	-2147483640	-13	1,77,,,,,,
Cariislem,<Default>,PageFooterBand1,TQRBand,YzcCariislem,T,,200,38,718,24,Arial	10	-2147483640	-13	1,78,,,,,,
Cariislem,<Default>,QRBand1,TQRBand,YzcCariislem,T,,170,38,718,30,Arial	10	-2147483640	-13	1,79,,,,,,
Cariislem,<Default>,QRBelgeNo,TQRLabel,TitleBand1,T,Belge No :,72,21,55,17,Arial	8	-2147483640	-11	1	fsBold,80,,,,,,
Cariislem,<Default>,QRcbpg,TQRLabel,ColumnHeaderBand1,T,Kod,-1,0,22,17,Arial	8	-2147483640	-11	1	fsBold,81,,,,,,
Cariislem,<Default>,QRCKod,TQRLabel,TitleBand1,T,Cari :,72,199,29,17,Arial	8	-2147483640	-11	1	fsBold,82,,,,,,
Cariislem,<Default>,QREvrakNo,TQRLabel,ColumnHeaderBand1,T,Evrak No,-1,615,48,17,Arial	8	-2147483640	-11	1	fsBold,83,,,,,,
Cariislem,<Default>,QRFisNo,TQRLabel,TitleBand1,T,Fiş No :,49,22,40,17,Arial	8	-2147483640	-11	1	fsBold,84,,,,,,
Cariislem,<Default>,QRFisTar,TQRLabel,TitleBand1,T,Fiş Tarihi :,48,151,57,17,Arial	8	-2147483640	-11	1	fsBold,85,,,,,,
Cariislem,<Default>,QRKTanim,TQRLabel,ColumnHeaderBand1,T,Tanim,-1,110,35,17,Arial	8	-2147483640	-11	1	fsBold,86,,,,,,
Cariislem,<Default>,QRKur1,TQRLabel,QRBand1,F,EU/TL,15,225,110,17,Arial	10	-2147483640	-13	1,87,,,,,,
Cariislem,<Default>,QRKur10,TQRLabel,QRBand1,F,EU/TL,15,240,110,17,Arial	10	-2147483640	-13	1,88,,,,,,
Cariislem,<Default>,QRKur11,TQRLabel,QRBand1,F,US/TL,35,240,110,17,Arial	10	-2147483640	-13	1,89,,,,,,
Cariislem,<Default>,QRKur2,TQRLabel,QRBand1,F,EU/US,35,225,110,17,Arial	10	-2147483640	-13	1,90,,,,,,
Cariislem,<Default>,QRKur3,TQRLabel,QRBand1,F,EU/US,55,225,110,17,Arial	10	-2147483640	-13	1,91,,,,,,
Cariislem,<Default>,QRKur4,TQRLabel,QRBand1,F,EU/TL,15,230,110,17,Arial	10	-2147483640	-13	1,92,,,,,,
Cariislem,<Default>,QRKur5,TQRLabel,QRBand1,F,US/TL,35,230,110,17,Arial	10	-2147483640	-13	1,93,,,,,,
Cariislem,<Default>,QRKur6,TQRLabel,QRBand1,F,EU/US,55,230,110,17,Arial	10	-2147483640	-13	1,94,,,,,,
Cariislem,<Default>,QRKur7,TQRLabel,QRBand1,F,EU/TL,15,235,110,17,Arial	10	-2147483640	-13	1,95,,,,,,
Cariislem,<Default>,QRKur8,TQRLabel,QRBand1,F,US/TL,35,235,110,17,Arial	10	-2147483640	-13	1,96,,,,,,
Cariislem,<Default>,QRKur9,TQRLabel,QRBand1,F,EU/US,55,235,110,17,Arial	10	-2147483640	-13	1,97,,,,,,
Cariislem,<Default>,QROzKod1,TQRLabel,TitleBand1,T,Özel Kod 1 :,48,327,64,17,Arial	8	-2147483640	-11	1	fsBold,98,,,,,,
Cariislem,<Default>,QROzKod2,TQRLabel,TitleBand1,T,Özel Kod 2 :,48,503,64,17,Arial	8	-2147483640	-11	1	fsBold,99,,,,,,
Cariislem,<Default>,QRParaCinsi,TQRLabel,ColumnHeaderBand1,T,Kur,-1,589,20,17,Arial	8	-2147483640	-11	1	fsBold,100,,,,,,
Cariislem,<Default>,QRTanim,TQRLabel,ColumnHeaderBand1,T,Tanim,-1,270,35,17,Arial	8	-2147483640	-11	1	fsBold,101,,,,,,
Cariislem,<Default>,QRToplam,TQRLabel,QRBand1,T,Toplam,6,339,42,17,Arial	8	-2147483640	-11	1	fsBold,102,,,,,,
Cariislem,<Default>,QRTutar,TQRLabel,ColumnHeaderBand1,T,Tutar,-1,548,30,17,Arial	8	-2147483640	-11	1	fsBold,103,,,,,,
Cariislem,<Default>,TitleBand1,TQRBand,YzcCariislem,T,,38,38,718,95,Arial	10	-2147483640	-13	1,104,,,,,,
Cariislem,<Default>,XQRBelgeNo,TQRLabel,TitleBand1,T,XQRBelgeNo,72,78,97,17,Arial	8	-2147483640	-11	1,105,,,,,,
Cariislem,<Default>,XQRcbpg,TQRDBText,DetailBand1,T,cbpg,0,0,105,17,Arial	8	-2147483640	-11	1,106,,,,,,
Cariislem,<Default>,XQRCKod,TQRLabel,TitleBand1,T,XQRCKod,72,232,97,17,Arial	8	-2147483640	-11	1,107,,,,,,
Cariislem,<Default>,XQRCName,TQRLabel,TitleBand1,T,XQRCName,72,336,377,17,Arial	8	-2147483640	-11	1,108,,,,,,
Cariislem,<Default>,XQREvrakNo,TQRDBText,DetailBand1,T,EvrakNo,0,615,100,17,Arial	8	-2147483640	-11	1,109,,,,,,
Cariislem,<Default>,XQRFisNo,TQRLabel,TitleBand1,T,XQRFisNo,49,64,57,17,Arial	8	-2147483640	-11	1,110,,,,,,
Cariislem,<Default>,XQRFisTar,TQRLabel,TitleBand1,T,XQRFisTar,48,208,97,17,Arial	8	-2147483640	-11	1,111,,,,,,
Cariislem,<Default>,XQRKTanim,TQRLabel,DetailBand1,T,Tanim,0,110,155,17,Arial	8	-2147483640	-11	1,112,,,,,,
Cariislem,<Default>,XQRLocation,TQRLabel,TitleBand1,T,XQRLocation,31,6,225,15,Arial	8	-2147483640	-11	1,113,,,,,,
Cariislem,<Default>,XQROzKod1,TQRLabel,TitleBand1,T,XQROzKod1,48,392,97,17,Arial	8	-2147483640	-11	1,114,,,,,,
Cariislem,<Default>,XQROzKod2,TQRLabel,TitleBand1,T,XQROzKod2,48,568,97,17,Arial	8	-2147483640	-11	1,115,,,,,,
Cariislem,<Default>,XQRParaCinsi,TQRDBText,DetailBand1,T,ParaCinsi,0,589,20,17,Arial	8	-2147483640	-11	1,116,,,,,,
Cariislem,<Default>,XQRTanim,TQRDBText,DetailBand1,T,tanim,0,270,190,17,Arial	8	-2147483640	-11	1,117,,,,,,
Cariislem,<Default>,XQRToplam,TQRLabel,QRBand1,T,XQRCekAdet,6,417,161,17,Arial	8	-2147483640	-11	1,118,,,,,,
Cariislem,<Default>,XQRTopParaCinsi,TQRLabel,QRBand1,T,Toplam,6,587,42,17,Arial	8	-2147483640	-11	1	fsBold,119,,,,,,
Cariislem,<Default>,XQRTutar,TQRDBText,DetailBand1,T,Tutar,0,464,114,17,Arial	8	-2147483640	-11	1,120,,,,,,
CariMektup,<Default>,QRBand1,TQRBand,QuickRep1,T,,38,38,718,40,Arial	10	-2147483640	-13	1,121,,,,,,
CariMektup,<Default>,QRBand2,TQRBand,QuickRep1,T,,78,38,718,955,Arial	10	-2147483640	-13	1,122,,,,,,
CariMektup,<Default>,QRDBAdres1,TQRDBText,QRBand2,F,Adr1,600,210,28,17,Arial	10	-2147483640	-13	1,123,,,,,,
CariMektup,<Default>,QRDBAdres2,TQRDBText,QRBand2,F,Adr2,624,210,28,17,Arial	10	-2147483640	-13	1,124,,,,,,
CariMektup,<Default>,QRDBCariAd,TQRDBText,QRBand2,F,CName,624,162,44,17,Arial	10	-2147483640	-13	1,125,,,,,,
CariMektup,<Default>,QRDBCKod,TQRDBText,QRBand2,F,CKod,600,162,33,17,Arial	10	-2147483640	-13	1,126,,,,,,
CariMektup,<Default>,QRDBeMail,TQRDBText,QRBand2,F,eMail,672,162,32,17,Arial	10	-2147483640	-13	1,127,,,,,,
CariMektup,<Default>,QRDBFaks,TQRDBText,QRBand2,F,Fax,696,162,23,17,Arial	10	-2147483640	-13	1,128,,,,,,
CariMektup,<Default>,QRDBOzkod1,TQRDBText,QRBand2,F,OzKod1,720,210,48,17,Arial	10	-2147483640	-13	1,129,,,,,,
CariMektup,<Default>,QRDBOzkod2,TQRDBText,QRBand2,F,OzKod2,744,210,48,17,Arial	10	-2147483640	-13	1,130,,,,,,
CariMektup,<Default>,QRDBOzkod3,TQRDBText,QRBand2,F,OzKod3,768,210,48,17,Arial	10	-2147483640	-13	1,131,,,,,,
CariMektup,<Default>,QRDBOzkod4,TQRDBText,QRBand2,F,OzKod4,792,210,48,17,Arial	10	-2147483640	-13	1,132,,,,,,
CariMektup,<Default>,QRDBOzkod5,TQRDBText,QRBand2,F,OzKod5,816,210,48,17,Arial	10	-2147483640	-13	1,133,,,,,,
CariMektup,<Default>,QRDBPKodu,TQRDBText,QRBand2,F,PKod,648,210,33,17,Arial	10	-2147483640	-13	1,134,,,,,,
CariMektup,<Default>,QRDBSehir,TQRDBText,QRBand2,F,Sehir,672,210,31,17,Arial	10	-2147483640	-13	1,135,,,,,,
CariMektup,<Default>,QRDBTaraf1,TQRDBText,QRBand2,T,QRDBText1,464,2,70,17,Arial	10	-2147483640	-13	1,136,,,,,,
CariMektup,<Default>,QRDBTaraf2,TQRDBText,QRBand2,T,Unvan,464,506,36,17,Arial	10	-2147483640	-13	1,137,,,,,,
CariMektup,<Default>,QRDBTel1,TQRDBText,QRBand2,F,Tel1,720,162,25,17,Arial	10	-2147483640	-13	1,138,,,,,,
CariMektup,<Default>,QRDBTel2,TQRDBText,QRBand2,F,Tel2,744,162,25,17,Arial	10	-2147483640	-13	1,139,,,,,,
CariMektup,<Default>,QRDBUlke,TQRDBText,QRBand2,F,Ulke,696,210,27,17,Arial	10	-2147483640	-13	1,140,,,,,,
CariMektup,<Default>,QRDBUnvan,TQRDBText,QRBand2,F,Unvan,648,162,36,17,Arial	10	-2147483640	-13	1,141,,,,,,
CariMektup,<Default>,QRDBWww,TQRDBText,QRBand2,F,WWW,764,162,40,17,Arial	10	-2147483640	-13	1,142,,,,,,
CariMektup,<Default>,QRL_Mektup,TQRLabel,QRBand1,T,Mektup,8,328,62,23,Arial	14	-2147483640	-19	1,143,,,,,,
CariMektup,<Default>,QRL_Taraf1,TQRLabel,QRBand2,T,İmza,440,2,29,17,Arial	10	-2147483640	-13	1,144,,,,,,
CariMektup,<Default>,QRL_Taraf2,TQRLabel,QRBand2,T,İmza,440,506,29,17,Arial	10	-2147483640	-13	1,145,,,,,,
CariMektup,<Default>,QRLabel1,TQRLabel,QRBand2,F,QRLabel1,720,576,58,17,Arial	10	-2147483640	-13	1,146,,,,,,
CariMektup,<Default>,QRLabel10,TQRLabel,QRBand2,F,QRLabel10,816,640,65,17,Arial	10	-2147483640	-13	1,147,,,,,,
CariMektup,<Default>,QRLabel2,TQRLabel,QRBand2,F,QRLabel2,744,576,58,17,Arial	10	-2147483640	-13	1,148,,,,,,
CariMektup,<Default>,QRLabel3,TQRLabel,QRBand2,F,QRLabel3,768,576,58,17,Arial	10	-2147483640	-13	1,149,,,,,,
CariMektup,<Default>,QRLabel4,TQRLabel,QRBand2,F,QRLabel4,792,576,58,17,Arial	10	-2147483640	-13	1,150,,,,,,
CariMektup,<Default>,QRLabel5,TQRLabel,QRBand2,F,QRLabel5,816,576,58,17,Arial	10	-2147483640	-13	1,151,,,,,,
CariMektup,<Default>,QRLabel6,TQRLabel,QRBand2,F,QRLabel6,720,640,58,17,Arial	10	-2147483640	-13	1,152,,,,,,
CariMektup,<Default>,QRLabel7,TQRLabel,QRBand2,F,QRLabel7,744,640,58,17,Arial	10	-2147483640	-13	1,153,,,,,,
CariMektup,<Default>,QRLabel8,TQRLabel,QRBand2,F,QRLabel8,768,640,58,17,Arial	10	-2147483640	-13	1,154,,,,,,
CariMektup,<Default>,QRLabel9,TQRLabel,QRBand2,F,QRLabel9,792,640,58,17,Arial	10	-2147483640	-13	1,155,,,,,,
CariMektup,<Default>,QRM_Mektup,TQRMemo,QRBand2,T,QRM_Mektup,0,2,713,433,Arial	10	-2147483640	-13	1,156,,,,,,
CariMektup,<Default>,QRSysTarih,TQRSysData,QRBand1,T,(Date),2,680,36,17,Arial	10	-2147483640	-13	1,157,,,,,,
CariMektup,<Default>,xQRBakiye,TQRLabel,QRBand2,T,xQRBakiye,650,576,58,17,Arial	10	-2147483640	-13	1,158,,,,,,
CariMektup,<Default>,xQRM_Antlasma,TQRMemo,QRBand2,F,xQRM_Antlasma,0,88,713,433,Arial	10	-2147483640	-13	1,159,,,,,,
CariMektup,<Default>,xQRM_Not,TQRMemo,QRBand2,F,xQRM_Not,0,194,71,43,Arial	10	-2147483640	-13	1,160,,,,,,
Cek,<Default>,ColumnHeaderBand1,TQRBand,QuickRep1,T,,136,48,698,18,Arial	10	-2147483640	-13	1,161,,,,,,
Cek,<Default>,DetailBand1,TQRBand,QuickRep1,T,,154,48,698,98,Arial	10	-2147483640	-13	1,162,,,,,,
Cek,<Default>,PageFooterBand1,TQRBand,QuickRep1,T,,377,48,698,24,Arial	10	-2147483640	-13	1,163,,,,,,
Cek,<Default>,QRAdres,TQRLabel,DetailBand1,T,Adres,39,383,35,17,Arial	8	-2147483640	-11	1	fsBold,164,,,,,,
Cek,<Default>,QRBAdres,TQRLabel,DetailBand1,T,Adres,39,31,35,17,Arial	8	-2147483640	-11	1	fsBold,165,,,,,,
Cek,<Default>,QRBand1,TQRBand,QuickRep1,T,,252,48,698,125,Arial	10	-2147483640	-13	1,166,,,,,,
Cek,<Default>,QRBanka,TQRLabel,ColumnHeaderBand1,T,Banka,-1,38,34,17,Arial	8	-2147483640	-11	1	fsBold,167,,,,,,
Cek,<Default>,QRBorclu,TQRLabel,DetailBand1,T,Borçlu,20,31,36,17,Arial	8	-2147483640	-11	1	fsBold,168,,,,,,
Cek,<Default>,QRBordroAck,TQRLabel,TitleBand1,F,Bordro Açk,45,351,63,17,Arial	8	-2147483640	-11	1	fsBold,169,,,,,,
Cek,<Default>,QRBordroNo,TQRLabel,TitleBand1,T,Bordro No,63,497,56,17,Arial	8	-2147483640	-11	1	fsBold,170,,,,,,
Cek,<Default>,QRBSehir,TQRLabel,DetailBand1,T,Şehir,76,34,30,17,Arial	8	-2147483640	-11	1	fsBold,171,,,,,,
Cek,<Default>,QRCekAdet,TQRLabel,QRBand1,T,Çek Adedi,6,32,58,17,Arial	8	-2147483640	-11	1	fsBold,172,,,,,,
Cek,<Default>,QRCekNo,TQRLabel,ColumnHeaderBand1,T,Çek No,-1,301,40,17,Arial	8	-2147483640	-11	1	fsBold,173,,,,,,
Cek,<Default>,QRDBHesap,TQRDBText,DetailBand1,T,HesapNo,0,226,71,17,Arial	8	-2147483640	-11	1,174,,,,,,
Cek,<Default>,QRDBSube,TQRDBText,DetailBand1,T,Sube,0,134,90,17,Arial	8	-2147483640	-11	1,175,,,,,,
Cek,<Default>,QRDuzenleyen,TQRLabel,QRBand1,T,Düzenleyen,96,373,83,17,Arial	8	-2147483640	-11	1	fsBold,176,,,,,,
Cek,<Default>,QRHesap,TQRLabel,ColumnHeaderBand1,T,Hesap No,-1,228,52,17,Arial	8	-2147483640	-11	1	fsBold,177,,,,,,
Cek,<Default>,QRislemTarihi,TQRLabel,TitleBand1,T,İşlem Tarihi,40,488,66,17,Arial	8	-2147483640	-11	1	fsBold,178,,,,,,
Cek,<Default>,QRKefil,TQRLabel,DetailBand1,T,Kefil,20,391,25,17,Arial	8	-2147483640	-11	1	fsBold,179,,,,,,
Cek,<Default>,QRKur,TQRLabel,ColumnHeaderBand1,T,Kur,-1,672,20,17,Arial	8	-2147483640	-11	1	fsBold,180,,,,,,
Cek,<Default>,QRKur1,TQRLabel,QRBand1,F,EU/TL,15,225,110,17,Arial	10	-2147483640	-13	1,181,,,,,,
Cek,<Default>,QRKur10,TQRLabel,QRBand1,F,EU/TL,15,240,110,17,Arial	10	-2147483640	-13	1,182,,,,,,
Cek,<Default>,QRKur11,TQRLabel,QRBand1,F,US/TL,35,240,110,17,Arial	10	-2147483640	-13	1,183,,,,,,
