Company,Location,CKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
01,L001,120.100,91,,,,,,
01,L001,120.101,92,,,,,,
01,L001,120.102,93,,,,,,
01,L001,120.103,94,,,,,,
01,L001,120.104,95,,,,,,
01,L001,120.105,96,,,,,,
01,L001,120.106,97,,,,,,
01,L001,120.107,98,,,,,,
01,L001,120.108,99,,,,,,
01,L001,120.109,100,,,,,,
01,L001,120.110,101,,,,,,
01,L001,120.111,102,,,,,,
01,L001,120.112,103,,,,,,
01,L001,120.113,104,,,,,,
01,L001,120.114,105,,,,,,
01,L001,120.115,106,,,,,,
01,L001,120.116,107,,,,,,
01,L001,120.117,108,,,,,,
01,L001,120.118,109,,,,,,
01,L001,120.119,110,,,,,,
01,L001,120.120,111,,,,,,
01,L001,120.121,112,,,,,,
01,L001,120.122,113,,,,,,
01,L001,120.123,114,,,,,,
01,L001,120.124,115,,,,,,
01,L001,120.125,116,,,,,,
01,L001,120.126,117,,,,,,
01,L001,120.127,118,,,,,,
01,L001,120.128,119,,,,,,
01,L001,120.129,120,,,,,,
01,L001,120.130,121,,,,,,
01,L001,120.131,122,,,,,,
01,L001,120.132,123,,,,,,
01,L001,120.133,124,,,,,,
01,L001,120.134,125,,,,,,
01,L001,120.135,126,,,,,,
01,L001,120.136,127,,,,,,
01,L001,120.137,128,,,,,,
01,L001,120.138,129,,,,,,
01,L001,120.139,130,,,,,,
01,L001,120.140,131,,,,,,
01,L001,120.141,132,,,,,,
01,L001,120.142,133,,,,,,
01,L001,120.143,134,,,,,,
01,L001,120.144,135,,,,,,
01,L001,120.145,136,,,,,,
01,L001,120.146,137,,,,,,
01,L001,120.147,138,,,,,,
01,L001,120.148,139,,,,,,
01,L001,120.149,140,,,,,,
01,L001,120.150,141,,,,,,
01,L001,120.151,142,,,,,,
01,L001,120.152,143,,,,,,
01,L001,120.153,144,,,,,,
01,L001,120.154,145,,,,,,
01,L001,120.155,146,,,,,,
01,L001,120.156,147,,,,,,
01,L001,120.157,148,,,,,,
01,L001,120.158,149,,,,,,
01,L001,120.159,150,,,,,,
01,L001,120.160,151,,,,,,
01,L001,120.161,152,,,,,,
01,L001,120.162,153,,,,,,
01,L001,120.163,154,,,,,,
01,L001,120.164,155,,,,,,
01,L001,120.165,156,,,,,,
01,L001,120.166,157,,,,,,
01,L001,120.167,158,,,,,,
01,L001,120.168,159,,,,,,
01,L001,120.169,1368,yulya,2024-11-12 10:24:05.450000,KGShop,,,
01,L001,120.171,1374,yulya,2024-12-23 10:42:34.010000,KGShop,,,
01,L001,120.172,1375,yulya,2024-12-24 13:29:03.220000,KGShop,,,
01,L001,120.173,1381,yulya,2025-01-09 11:52:12.047000,KGShop,,,
01,L001,120.174,1382,yulya,2025-01-10 12:15:06.443000,KGShop,,,
01,L001,120.175,1385,yulya,2025-01-13 11:32:54.870000,KGShop,,,
01,L001,120.176,1388,yulya,2025-01-15 18:03:32.727000,KGShop,,,
01,L001,120.177,1390,yulya,2025-01-22 13:03:57.450000,KGShop,,,
01,L001,120.178,1391,yulya,2025-01-22 13:04:42.240000,KGShop,,,
01,L001,120.179,1392,yulya,2025-01-22 13:05:41.447000,KGShop,,,
01,L001,120.180,1393,yulya,2025-01-22 16:52:31.430000,KGShop,,,
01,L001,120.181,1395,yulya,2025-01-27 16:14:21.130000,KGShop,,,
01,L001,120.182,1396,yulya,2025-01-28 15:00:22.770000,KGShop,,,
01,L001,120.183,1397,yulya,2025-01-29 14:47:16.750000,KGShop,,,
01,L001,120.185,1399,yulya,2025-02-06 15:16:14.327000,KGShop,,,
01,L001,120.186,1401,yulya,2025-02-12 11:41:48.570000,KGShop,,,
01,L001,120.187,1402,yulya,2025-02-12 11:54:55.120000,KGShop,,,
01,L001,120.188,1403,yulya,2025-02-13 11:06:21.760000,KGShop,,,
01,L001,120.189,1407,yulya,2025-02-26 15:50:52.220000,KGShop,,,
01,L001,120.190,1409,yulya,2025-03-07 11:35:06.060000,KGShop,,,
01,L001,120.191,1410,yulya,2025-03-07 13:21:28.623000,KGShop,,,
01,L001,120.192,1411,yulya,2025-03-07 13:21:58.317000,KGShop,,,
01,L001,120.193,1412,yulya,2025-03-07 13:22:17.790000,KGShop,,,
01,L001,120.194,1413,yulya,2025-03-07 13:22:43.337000,KGShop,,,
01,L001,120.195,1414,yulya,2025-03-11 14:55:28.430000,KGShop,,,
01,L001,120.196,1415,yulya,2025-03-17 09:05:53.143000,KGShop,,,
01,L001,120.197,1416,yulya,2025-03-17 15:14:37.213000,KGShop,,,
01,L001,120.198,1417,yulya,2025-03-19 18:17:01.950000,KGShop,,,
01,L001,120.200,1418,yulya,2025-04-01 12:05:35.570000,KGShop,,,
01,L001,120.201,1419,yulya,2025-04-09 11:28:09.483000,KGShop,,,
01,L001,120.202,1421,yulya,2025-04-18 11:41:20.553000,KGShop,,,
01,L001,120.204,1423,yulya,2025-05-09 16:36:52.137000,KGShop,,,
01,L001,120.205,1424,yulya,2025-05-12 10:28:07.770000,KGShop,,,
01,L001,120.206,1425,yulya,2025-05-12 11:10:44.527000,KGShop,,,
01,L001,120.207,1426,yulya,2025-05-22 10:08:45.207000,KGShop,,,
01,L001,120.208,1427,yulya,2025-05-26 17:03:19.483000,KGShop,,,
01,L001,120184,1398,yulya,2025-01-29 14:49:30.160000,KGShop,,,
01,L001,320.001,160,,,,,,
01,L001,320.002,161,,,,,,
01,L001,320.003,162,,,,,,
01,L001,320.004,163,,,,,,
01,L001,320.005,164,,,,,,
01,L001,320.006,165,,,,,,
01,L001,320.009,166,,,,,,
01,L001,320.010,167,,,,,,
01,L001,320.011,168,,,,,,
01,L001,320.012,169,,,,,,
01,L001,320.013,170,,,,,,
01,L001,320.015,171,,,,,,
01,L001,320.016,172,,,,,,
01,L001,320.017,173,,,,,,
01,L001,320.018,174,,,,,,
01,L001,320.019,175,,,,,,
01,L001,320.020,176,,,,,,
01,L001,320.021,177,,,,,,
01,L001,320.022,178,,,,,,
01,L001,320.023,179,,,,,,
01,L001,320.025,180,,,,,,
01,L001,320.027,181,,,,,,
01,L001,320.029,182,,,,,,
01,L001,320.030,183,,,,,,
01,L001,320.031,184,,,,,,
01,L001,320.032,185,,,,,,
01,L001,320.033,186,,,,,,
01,L001,320.034,187,,,,,,
01,L001,320.035,188,,,,,,
01,L001,320.036,189,,,,,,
01,L001,320.040,190,,,,,,
01,L001,320.041,191,,,,,,
01,L001,320.042,192,,,,,,
01,L001,320.043,193,,,,,,
01,L001,320.044,194,,,,,,
01,L001,320.045,195,,,,,,
01,L001,320.046,196,,,,,,
01,L001,320.047,197,,,,,,
01,L001,320.048,198,,,,,,
01,L001,320.049,199,,,,,,
01,L001,320.050,200,,,,,,
01,L001,320.051,201,,,,,,
01,L001,320.052,202,,,,,,
01,L001,320.053,203,,,,,,
01,L001,320.054,204,,,,,,
01,L001,320.055,205,,,,,,
01,L001,320.056,206,,,,,,
01,L001,320.057,207,,,,,,
01,L001,320.058,208,,,,,,
01,L001,320.059,209,,,,,,
01,L001,320.063,210,,,,,,
01,L001,320.064,211,,,,,,
01,L001,320.065,212,,,,,,
01,L001,320.066,213,,,,,,
01,L001,320.067,214,,,,,,
01,L001,320.068,215,,,,,,
01,L001,320.069,216,,,,,,
01,L001,320.071,217,,,,,,
01,L001,320.072,218,,,,,,
01,L001,320.073,219,,,,,,
01,L001,320.074,220,,,,,,
01,L001,320.075,221,,,,,,
01,L001,320.076,222,,,,,,
01,L001,320.077,223,,,,,,
01,L001,320.078,224,,,,,,
01,L001,320.079,225,,,,,,
01,L001,320.080,226,,,,,,
01,L001,320.081,227,,,,,,
01,L001,320.085,228,,,,,,
01,L001,320.086,229,,,,,,
01,L001,320.087,230,,,,,,
01,L001,320.088,231,,,,,,
01,L001,320.089,232,,,,,,
01,L001,320.090,233,,,,,,
01,L001,320.092,234,,,,,,
01,L001,320.093,235,,,,,,
01,L001,320.094,236,,,,,,
01,L001,320.095,237,,,,,,
01,L001,320.096,238,,,,,,
01,L001,320.097,239,,,,,,
01,L001,320.098,240,,,,,,
01,L001,320.099,241,,,,,,
01,L001,320.100,242,,,,,,
01,L001,320.101,243,,,,,,
01,L001,320.103,244,,,,,,
01,L001,320.104,245,,,,,,
01,L001,320.105,246,,,,,,
01,L001,320.106,247,,,,,,
01,L001,320.108,248,,,,,,
01,L001,320.109,249,,,,,,
01,L001,320.110,250,,,,,,
01,L001,320.111,251,,,,,,
01,L001,320.112,252,,,,,,
01,L001,320.114,253,,,,,,
01,L001,320.116,254,,,,,,
01,L001,320.117,255,,,,,,
01,L001,320.118,256,,,,,,
01,L001,320.119,257,,,,,,
01,L001,320.120,258,,,,,,
01,L001,320.122,259,,,,,,
01,L001,320.123,260,,,,,,
01,L001,320.124,261,,,,,,
01,L001,320.126,262,,,,,,
01,L001,320.127,263,,,,,,
01,L001,320.128,264,,,,,,
01,L001,320.129,265,,,,,,
01,L001,320.130,266,,,,,,
01,L001,320.131,267,,,,,,
01,L001,320.132,268,,,,,,
01,L001,320.133,269,,,,,,
01,L001,320.134,270,,,,,,
01,L001,320.135,271,,,,,,
01,L001,320.136,272,,,,,,
01,L001,320.137,273,,,,,,
01,L001,320.140,275,,,,,,
01,L001,320.141,276,,,,,,
01,L001,320.143 ,277,,,,,,
01,L001,320.144,278,,,,,,
01,L001,320.145,279,,,,,,
01,L001,320.146,280,,,,,,
01,L001,320.147,281,,,,,,
01,L001,320.149,282,,,,,,
01,L001,320.150,283,,,,,,
01,L001,320.151,284,,,,,,
01,L001,320.152,285,,,,,,
01,L001,320.154,286,,,,,,
01,L001,320.155,287,,,,,,
01,L001,320.157,288,,,,,,
01,L001,320.158,289,,,,,,
01,L001,320.159,290,,,,,,
01,L001,320.160,291,,,,,,
01,L001,320.161,292,,,,,,
01,L001,320.162,293,,,,,,
01,L001,320.163,294,,,,,,
01,L001,320.165,295,,,,,,
01,L001,320.166,296,,,,,,
01,L001,320.167,297,,,,,,
01,L001,320.168,298,,,,,,
01,L001,320.169,299,,,,,,
01,L001,320.170,300,,,,,,
01,L001,320.171,301,,,,,,
01,L001,320.172,302,,,,,,
01,L001,320.173,303,,,,,,
01,L001,320.175,304,,,,,,
01,L001,320.176,305,,,,,,
01,L001,320.178,306,,,,,,
01,L001,320.179,307,,,,,,
01,L001,320.180,308,,,,,,
01,L001,320.184,309,,,,,,
01,L001,320.185,310,,,,,,
01,L001,320.186,311,,,,,,
01,L001,320.188,312,,,,,,
01,L001,320.190,313,,,,,,
01,L001,320.192,314,,,,,,
01,L001,320.193,315,,,,,,
01,L001,320.194,316,,,,,,
01,L001,320.195,317,,,,,,
01,L001,320.196,318,,,,,,
01,L001,320.197,319,,,,,,
01,L001,320.199,320,,,,,,
01,L001,320.205,322,,,,,,
01,L001,320.206,323,,,,,,
01,L001,320.207,324,,,,,,
01,L001,320.208,325,,,,,,
01,L001,320.209,326,,,,,,
01,L001,320.210,327,,,,,,
01,L001,320.211,328,,,,,,
01,L001,320.212,329,,,,,,
01,L001,320.213,330,,,,,,
01,L001,320.214,331,,,,,,
01,L001,320.215,332,,,,,,
01,L001,320.216,333,,,,,,
01,L001,320.217,334,,,,,,
01,L001,320.218,335,,,,,,
01,L001,320.219,336,,,,,,
01,L001,320.220,337,,,,,,
01,L001,320.221,338,,,,,,
01,L001,320.222,339,,,,,,
01,L001,320.223,340,,,,,,
01,L001,320.224,341,,,,,,
01,L001,320.225,342,,,,,,
01,L001,320.226,343,,,,,,
01,L001,320.227,344,,,,,,
01,L001,320.228,345,,,,,,
01,L001,320.229,346,,,,,,
01,L001,320.230,347,,,,,,
01,L001,320.232,348,,,,,,
01,L001,320.238,349,,,,,,
01,L001,320.239,350,,,,,,
01,L001,320.240,351,,,,,,
01,L001,320.250,352,,,,,,
01,L001,320.252,353,,,,,,
01,L001,320.253,354,,,,,,
01,L001,320.254,355,,,,,,
01,L001,320.255,356,,,,,,
01,L001,320.256,357,,,,,,
01,L001,320.257,358,,,,,,
01,L001,320.258,359,,,,,,
01,L001,320.259,360,,,,,,
01,L001,320.260,362,yulya,2024-10-21 17:08:33.967000,KGShop,,,
01,L001,320.261,1362,yulya,2024-10-23 17:14:59.843000,KGShop,,,
01,L001,320.262,1363,yulya,2024-10-24 10:04:41.320000,KGShop,,,
01,L001,320.263,1364,yulya,2024-10-30 10:56:59.533000,KGShop,,,
01,L001,320.264,1365,yulya,2024-11-04 12:09:07.847000,KGShop,,,
01,L001,320.265,1366,yulya,2024-11-04 14:53:11.157000,KGShop,,,
01,L001,320.266,1367,yulya,2024-11-05 10:23:47.143000,KGShop,,,
01,L001,320.267,1369,yulya,2024-11-15 11:00:25.610000,KGShop,,,
01,L001,320.268,1370,yulya,2024-11-22 15:03:17.530000,KGShop,,,
01,L001,320.269,1371,yulya,2024-12-12 15:42:07.623000,KGShop,,,
01,L001,320.270,1373,yulya,2024-12-20 14:04:38.617000,KGShop,,,
01,L001,320.271,1376,yulya,2024-12-25 12:55:25.910000,KGShop,,,
01,L001,320.272,1377,yulya,2024-12-26 12:13:47.993000,KGShop,,,
01,L001,320.273,1379,yulya,2025-01-03 12:53:59.913000,KGShop,,,
01,L001,320.274,1380,yulya,2025-01-03 13:03:17.557000,KGShop,,,
01,L001,320.275,1384,yulya,2025-01-10 15:47:12.823000,KGShop,,,
01,L001,320.276,1386,yulya,2025-01-13 13:36:09,KGShop,,,
01,L001,320.277,1387,yulya,2025-01-15 10:13:47.583000,KGShop,,,
01,L001,320.278,1389,yulya,2025-01-20 10:30:32.380000,KGShop,,,
01,L001,320.279,1394,yulya,2025-01-23 11:17:30.337000,KGShop,,,
01,L001,320.280,1400,yulya,2025-02-11 12:41:31.133000,KGShop,,,
01,L001,320.281,1404,yulya,2025-02-17 15:18:49.237000,KGShop,,,
01,L001,320.282,1405,yulya,2025-02-20 11:42:46.887000,KGShop,,,
01,L001,320.283,1406,yulya,2025-02-24 14:21:30.440000,KGShop,,,
01,L001,320.284,1408,yulya,2025-03-05 13:25:56.803000,KGShop,,,
01,L001,320.285,1420,yulya,2025-04-16 17:23:41.987000,KGShop,,,
01,L001,320.286,1422,yulya,2025-05-06 16:49:51.793000,KGShop,,,
01,L001,320.287,1428,yulya,2025-05-29 13:56:17.237000,KGShop,,,
01,L001,320.288,1429,yulya,2025-05-29 17:27:47.687000,KGShop,,,
01,L001,320.289,1430,yulya,2025-05-30 16:19:03.820000,KGShop,,,
01,L001,GERASENKO VLADL,361,,,,,,
