SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,insApp,updApp
006- 8774,0,0,A02,28.0000000000,US,2024-05-31 00:00:00,*,,,,,2536,,
006- 8774,0,0,A03,31.0000000000,US,2024-05-31 00:00:00,,,,,,2537,,
006- 8775,0,0,A02,27.0000000000,US,2024-05-31 00:00:00,*,,,,,2538,,
006- 8775,0,0,A03,30.0000000000,US,2024-05-31 00:00:00,,,,,,2539,,
006- 8777,0,0,A02,28.0000000000,US,2024-05-31 00:00:00,*,,,,,2540,,
006- 8777,0,0,A03,31.0000000000,US,2024-05-31 00:00:00,,,,,,2541,,
006- 8779,0,0,A03,32.0000000000,US,2024-05-31 00:00:00,,,,,,2542,,
006- 8779,0,0,A04,29.0000000000,US,2024-05-31 00:00:00,*,,,,,2543,,
006- 8788,0,0,A02,33.0000000000,US,2024-05-31 00:00:00,*,,,,,2544,,
006- 8788,0,0,A03,39.0000000000,US,2024-05-31 00:00:00,,,,,,2545,,
006- 8788,0,0,A04,35.0000000000,US,2024-05-31 00:00:00,,,,,,2546,,
006- 8789,0,0,A02,32.0000000000,US,2024-05-31 00:00:00,*,,,,,2547,,
006- 8789,0,0,A03,38.0000000000,US,2024-05-31 00:00:00,,,,,,2548,,
006- 8789,0,0,A04,34.0000000000,US,2024-05-31 00:00:00,,,,,,2549,,
006- 8797,0,0,A02,30.0000000000,US,2024-05-31 00:00:00,*,,,,,2550,,
006- 8797,0,0,A03,36.0000000000,US,2024-05-31 00:00:00,,,,,,2551,,
006- 8797,0,0,A04,32.0000000000,US,2024-05-31 00:00:00,,,,,,2552,,
006- 8842,0,0,A02,29.0000000000,US,2024-05-31 00:00:00,*,,,,,2553,,
006- 8842,0,0,A03,36.0000000000,US,2024-05-31 00:00:00,,,,,,2554,,
006- 8842,0,0,A04,31.0000000000,US,2024-05-31 00:00:00,,,,,,2555,,
006- 8897,0,0,A03,32.0000000000,US,2024-05-31 00:00:00,*,,,,,2556,,
006- 8897,0,0,A04,29.0000000000,US,2024-05-31 00:00:00,,,,,,2557,,
006- 8898,0,0,A02,31.0000000000,US,2024-05-31 00:00:00,*,,,,,2558,,
006- 8898,0,0,A03,36.0000000000,US,2024-05-31 00:00:00,,,,,,2559,,
006- 8899,0,0,A02,32.0000000000,US,2024-07-04 00:00:00,*,,,,,3482,,
006- 8899,0,0,A03,36.0000000000,US,2024-07-04 00:00:00,,,,,,3483,,
006- 8900,0,0,A02,28.0000000000,US,2024-05-31 00:00:00,*,,,yulya,2024-05-31 14:43:43.393000,2560,,
006- 8900,0,0,A03,31.0000000000,US,2024-05-31 00:00:00,,,,,,2561,,
006- 8901,0,0,A02,29.0000000000,US,2024-05-31 00:00:00,*,,,,,2562,,
006- 8901,0,0,A03,32.0000000000,US,2024-05-31 00:00:00,,,,,,2563,,
006- 8902,0,0,A02,30.0000000000,US,2024-05-31 00:00:00,*,,,,,2564,,
006- 8902,0,0,A03,36.0000000000,US,2024-05-31 00:00:00,,,,,,2565,,
006- 8902,0,0,A04,32.0000000000,US,2024-05-31 00:00:00,,,,,,2566,,
006- 8903,0,0,A02,29.0000000000,US,2024-05-31 00:00:00,*,,,,,2567,,
006- 8903,0,0,A03,32.0000000000,US,2024-05-31 00:00:00,,,,,,2568,,
006- 8904,0,0,A02,32.0000000000,US,2024-05-31 00:00:00,*,,,,,2569,,
006- 8904,0,0,A03,38.0000000000,US,2024-05-31 00:00:00,,,,,,2570,,
006- 8904,0,0,A04,34.0000000000,US,2024-05-31 00:00:00,,,,,,2571,,
006- 8905,0,0,A02,32.0000000000,US,2024-05-31 00:00:00,*,,,,,2572,,
006- 8905,0,0,A03,38.0000000000,US,2024-05-31 00:00:00,,,,,,2573,,
006- 8905,0,0,A04,34.0000000000,US,2024-05-31 00:00:00,,,,,,2574,,
006- 8906,0,0,A02,28.0000000000,US,2024-05-31 00:00:00,*,,,,,2575,,
006- 8906,0,0,A03,31.0000000000,US,2024-05-31 00:00:00,,,,,,2576,,
006- 8907,0,0,A02,32.0000000000,US,2024-05-31 00:00:00,*,,,,,2577,,
006- 8907,0,0,A03,38.0000000000,US,2024-05-31 00:00:00,,,,,,2578,,
006- 8907,0,0,A04,34.0000000000,US,2024-05-31 00:00:00,,,,,,2579,,
006- 8909,0,0,A03,38.0000000000,US,2024-06-25 00:00:00,,,,,,3219,,
006- 8909,0,0,A04,34.0000000000,US,2024-06-25 00:00:00,,,,,,3220,,
006- 8909,0,0,A05,32.0000000000,US,2024-06-25 00:00:00,*,,,,,3221,,
006- 8912,0,0,A03,38.0000000000,US,2024-06-25 00:00:00,,,,,,3222,,
006- 8912,0,0,A04,34.0000000000,US,2024-06-25 00:00:00,,,,,,3223,,
006- 8912,0,0,A05,32.0000000000,US,2024-06-25 00:00:00,*,,,,,3224,,
006- 8913,0,0,A03,39.0000000000,US,2024-06-25 00:00:00,,,,,,3225,,
006- 8913,0,0,A04,35.0000000000,US,2024-06-25 00:00:00,,,,,,3226,,
006- 8913,0,0,A05,33.0000000000,US,2024-06-25 00:00:00,*,,,,,3227,,
006- 8918,0,0,A02,27.0000000000,US,2024-11-29 11:00:20.810000,*,yulya,2024-11-29 11:00:20.810000,,,6219,KGShop,
006- 8919,0,0,A02,27.0000000000,US,2024-11-29 10:54:02.467000,*,yulya,2024-11-29 10:54:02.467000,,,6216,KGShop,
006- 8920,0,0,A02,25.0000000000,US,2024-11-29 10:34:00.220000,*,yulya,2024-11-29 10:34:00.220000,,,6208,KGShop,
006- 8921,0,0,A02,25.0000000000,US,2024-11-29 10:37:45.550000,*,yulya,2024-11-29 10:37:45.550000,,,6209,KGShop,
006- 8922,0,0,A02,25.0000000000,US,2024-11-29 00:00:00,*,yulya,2024-11-29 10:27:26.280000,yulya,2024-11-29 10:28:25.857000,6207,KGShop,KGShop
006- 8923,0,0,A02,27.0000000000,US,2024-11-29 10:52:16.200000,*,yulya,2024-11-29 10:52:16.200000,,,6215,KGShop,
006- 8924,0,0,A02,27.0000000000,US,2024-11-29 10:56:30.890000,*,yulya,2024-11-29 10:56:30.890000,,,6217,KGShop,
006- 8925,0,0,A02,27.0000000000,US,2024-11-29 10:47:45.223000,*,yulya,2024-11-29 10:47:45.223000,,,6213,KGShop,
006- 8926,0,0,A02,27.0000000000,US,2024-11-29 10:50:08.623000,*,yulya,2024-11-29 10:50:08.623000,,,6214,KGShop,
006- 8927,0,0,A02,27.0000000000,US,2024-11-29 11:14:23.460000,*,yulya,2024-11-29 11:14:23.460000,,,6222,KGShop,
006- 8928,0,0,A02,27.0000000000,US,2024-11-29 11:02:12.050000,*,yulya,2024-11-29 11:02:12.050000,,,6220,KGShop,
006- 8929,0,0,A02,26.0000000000,US,2024-11-29 00:00:00,*,yulya,2024-11-29 10:25:10.643000,yulya,2024-11-29 10:25:49.637000,6206,KGShop,KGShop
006- 8930,0,0,A02,27.0000000000,US,2024-11-29 11:10:54.187000,*,yulya,2024-11-29 11:10:54.187000,,,6221,KGShop,
006- 8931,0,0,A02,27.0000000000,US,2024-11-29 10:58:36.657000,*,yulya,2024-11-29 10:58:36.657000,,,6218,KGShop,
006- 8932,0,0,A02,27.0000000000,US,2024-11-29 10:45:24.187000,*,yulya,2024-11-29 10:45:24.187000,,,6212,KGShop,
006- 8933,0,0,A02,27.0000000000,US,2024-11-29 16:47:35.313000,*,yulya,2024-11-29 16:47:35.313000,,,6253,KGShop,
006- 8934,0,0,A02,27.0000000000,US,2024-11-29 10:42:44.583000,*,yulya,2024-11-29 10:42:44.583000,,,6211,KGShop,
006- 8935,0,0,A02,27.0000000000,US,2024-11-29 00:00:00,*,yulya,2024-11-29 10:40:50.087000,yulya,2024-11-29 10:41:34.270000,6210,KGShop,KGShop
006- 8936,0,0,A02,27.0000000000,US,2024-11-29 16:51:51.330000,*,yulya,2024-11-29 16:51:51.330000,,,6255,KGShop,
006- 8937,0,0,A02,27.0000000000,US,2024-11-29 00:00:00,*,yulya,2024-11-29 16:41:08.740000,yulya,2024-11-29 16:43:58.790000,6252,KGShop,KGShop
006- 8938,0,0,A02,27.0000000000,US,2024-11-29 16:50:18.130000,*,yulya,2024-11-29 16:50:18.130000,,,6254,KGShop,
006- 8939,0,0,A02,27.0000000000,US,2024-12-12 14:38:53.727000,*,yulya,2024-12-12 14:38:53.727000,,,6437,KGShop,
006- 8940,0,0,A02,27.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:35:33.133000,yulya,2024-12-12 14:37:32.547000,6436,KGShop,KGShop
006- 8941,0,0,A02,27.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:43:35.680000,yulya,2024-12-12 14:44:11.113000,6439,KGShop,KGShop
006- 8942,0,0,A02,23.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:41:06.987000,yulya,2024-12-12 14:42:04.830000,6438,KGShop,KGShop
006- 8943,0,0,A02,27.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:56:23.090000,yulya,2024-12-12 14:57:18.740000,6444,KGShop,KGShop
006- 8944,0,0,A02,26.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:54:51.807000,yulya,2024-12-12 14:55:13.430000,6443,KGShop,KGShop
006- 8945,0,0,A02,27.0000000000,US,2024-12-12 14:59:20.377000,*,yulya,2024-12-12 14:59:20.377000,,,6445,KGShop,
006- 8946,0,0,A02,28.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-12 14:46:28.313000,yulya,2024-12-12 14:49:18.923000,6440,KGShop,KGShop
006- 8947,0,0,A02,28.0000000000,US,2024-12-12 14:52:40.470000,*,yulya,2024-12-12 14:52:40.470000,,,6442,KGShop,
006- 8948,0,0,A02,28.0000000000,US,2024-12-12 14:51:13.603000,*,yulya,2024-12-12 14:51:13.603000,,,6441,KGShop,
006- 8949,0,0,A02,26.0000000000,US,2024-12-26 00:00:00,*,yulya,2024-12-26 13:35:07.920000,yulya,2024-12-26 13:35:32.787000,6681,KGShop,KGShop
006- 8950,0,0,A02,27.0000000000,US,2024-12-26 00:00:00,*,yulya,2024-12-26 13:57:48.727000,yulya,2024-12-26 13:58:43.543000,6685,KGShop,KGShop
006- 8951,0,0,A02,27.0000000000,US,2024-12-26 00:00:00,*,yulya,2024-12-26 13:41:39.613000,yulya,2024-12-26 13:42:02.687000,6684,KGShop,KGShop
006- 8952,0,0,A02,27.0000000000,US,2024-12-26 00:00:00,*,yulya,2024-12-26 13:37:20.150000,yulya,2024-12-26 13:37:42.870000,6682,KGShop,KGShop
006- 8953,0,0,A02,25.0000000000,US,2024-12-26 00:00:00,*,yulya,2024-12-26 13:39:58.753000,yulya,2024-12-26 13:40:21.353000,6683,KGShop,KGShop
006- 8954,0,0,A02,27.0000000000,US,2024-12-26 13:26:52.913000,*,yulya,2024-12-26 13:26:52.913000,,,6680,KGShop,
006- 8955,0,0,A02,27.0000000000,US,2024-12-26 14:36:43.840000,*,yulya,2024-12-26 14:36:43.840000,,,6686,KGShop,
006- 8960,0,0,A02,20.0000000000,US,2025-02-14 13:54:27.087000,*,yulya,2025-02-14 13:54:27.087000,,,7240,KGShop,
006- 8961,0,0,A02,20.0000000000,US,2025-02-04 00:00:00,*,yulya,2025-02-04 11:51:17.160000,yulya,2025-02-04 11:51:55.700000,7226,KGShop,KGShop
006- 8962,0,0,A02,20.0000000000,US,2025-02-04 11:55:34.727000,*,yulya,2025-02-04 11:55:34.727000,,,7227,KGShop,
006- 8964,0,0,A02,20.0000000000,US,2025-02-14 13:58:17.310000,*,yulya,2025-02-14 13:58:17.310000,,,7241,KGShop,
009- 14-1,0,0,A02,25.0000000000,US,2024-11-28 17:20:57.443000,*,yulya,2024-11-28 17:20:57.443000,,,6181,KGShop,
009- 15-1,0,0,A02,25.0000000000,US,2024-11-28 17:22:26,*,yulya,2024-11-28 17:22:26,,,6182,KGShop,
009- 38,0,0,A02,24.0000000000,US,2024-06-04 00:00:00,*,,,,,2621,,
009- 39,0,0,A02,24.0000000000,US,2024-06-04 00:00:00,*,,,,,2622,,
009- 39-1,0,0,A02,24.0000000000,US,2025-02-27 00:00:00,*,yulya,2024-11-28 17:46:32.130000,yulya,2025-02-27 13:45:44.170000,6190,KGShop,KGShop
009- 400,0,0,A02,25.0000000000,US,2024-06-04 00:00:00,*,,,,,2623,,
009- 400-1,0,0,A02,25.0000000000,US,2024-11-28 16:57:28.490000,*,yulya,2024-11-28 16:57:28.490000,,,6177,KGShop,
009- 401,0,0,A02,25.0000000000,US,2024-06-04 00:00:00,*,,,,,2624,,
009- 401-1,0,0,A02,25.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:42:52.950000,yulya,2024-11-28 17:44:32.020000,6189,KGShop,KGShop
009- 402,0,0,A02,25.0000000000,US,2024-11-28 00:00:00,*,,,yulya,2024-11-28 17:15:47.380000,2625,,KGShop
009- 402-1,0,0,A02,25.0000000000,US,2024-11-28 17:17:10.723000,*,yulya,2024-11-28 17:17:10.723000,,,6180,KGShop,
009- 403,0,0,A02,26.0000000000,US,2024-06-04 00:00:00,*,,,,,2626,,
009- 404,0,0,A02,25.0000000000,US,2024-06-04 00:00:00,*,,,,,2627,,
009- 404-1,0,0,A02,25.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:31:20.437000,yulya,2024-11-28 17:32:23.107000,6185,KGShop,KGShop
009- 406,0,0,A02,26.0000000000,US,2024-06-04 00:00:00,*,,,,,2628,,
009- 407,0,0,A02,26.0000000000,US,2024-06-04 00:00:00,*,,,,,2629,,
009- 407-1,0,0,A02,26.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:26:39.867000,yulya,2024-11-28 17:29:48.717000,6184,KGShop,KGShop
009- 409 ,0,0,A02,25.0000000000,US,2024-06-04 00:00:00,*,,,,,2630,,
009- 410,0,0,A02,25.0000000000,US,2024-06-04 00:00:00,*,,,,,2631,,
009- 411,0,0,A02,26.0000000000,US,2024-06-04 00:00:00,*,,,,,2632,,
009- 412,0,0,A03,38.0000000000,US,2024-06-06 00:00:00,,,,,,2751,,
009- 412,0,0,A04,34.0000000000,US,2024-06-06 00:00:00,,,,,,2752,,
009- 412,0,0,A05,32.0000000000,US,2024-06-06 00:00:00,*,,,,,2753,,
009- 413,0,0,A03,33.0000000000,US,2024-06-06 00:00:00,,,,,,2754,,
009- 413,0,0,A04,29.0000000000,US,2024-06-06 00:00:00,,,,,,2755,,
009- 413,0,0,A05,27.0000000000,US,2024-06-06 00:00:00,*,,,,,2756,,
009- 414,0,0,A03,34.0000000000,US,2024-06-06 00:00:00,,,,,,2757,,
009- 414,0,0,A04,30.0000000000,US,2024-06-06 00:00:00,,,,,,2758,,
009- 414,0,0,A05,28.0000000000,US,2024-06-06 00:00:00,*,,,,,2759,,
009- 415,0,0,A03,34.0000000000,US,2024-06-06 00:00:00,,,,,,2760,,
009- 415,0,0,A04,30.0000000000,US,2024-06-06 00:00:00,,,,,,2761,,
009- 415,0,0,A05,28.0000000000,US,2024-06-06 00:00:00,*,,,,,2762,,
009- 416,0,0,A03,36.0000000000,US,2024-06-06 00:00:00,,,,,,2763,,
009- 416,0,0,A04,32.0000000000,US,2024-06-06 00:00:00,,,,,,2764,,
009- 416,0,0,A05,30.0000000000,US,2024-06-06 00:00:00,*,,,,,2765,,
009- 42,0,0,A02,24.0000000000,US,2024-06-04 00:00:00,*,,,,,2633,,
009- 42-1,0,0,A02,25.0000000000,US,2025-02-12 00:00:00,*,yulya,2024-11-28 18:07:36.817000,yulya,2025-02-12 11:31:22.333000,6197,KGShop,KGShop
009- 43-1,0,0,A02,24.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:49:43.480000,yulya,2024-11-28 17:50:12.530000,6191,KGShop,KGShop
009- 44-1,0,0,A02,25.0000000000,US,2024-11-28 17:24:15.540000,*,yulya,2024-11-28 17:24:15.540000,,,6183,KGShop,
009- 45-1,0,0,A02,24.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:41:15.320000,yulya,2024-11-28 17:41:43.807000,6188,KGShop,KGShop
009- 46-1,0,0,A02,24.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 18:16:48.910000,yulya,2024-11-28 18:17:28.240000,6200,KGShop,KGShop
009- 47-1,0,0,A02,26.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 18:13:08.190000,yulya,2024-11-28 18:13:48.997000,6199,KGShop,KGShop
009- 71,0,0,A02,23.0000000000,US,2024-06-04 00:00:00,*,,,,,2634,,
009- 781-1,0,0,A02,23.0000000000,US,2024-11-28 17:57:39.970000,*,yulya,2024-11-28 17:57:39.970000,,,6194,KGShop,
009- 782,0,0,A02,23.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:54:03.527000,yulya,2024-11-28 17:54:50,6192,KGShop,KGShop
009- 782-1,0,0,A02,23.0000000000,US,2024-11-28 17:56:08.330000,*,yulya,2024-11-28 17:56:08.330000,,,6193,KGShop,
009- 790-1,0,0,A02,25.0000000000,US,2024-11-28 17:06:12.147000,*,yulya,2024-11-28 17:06:12.147000,,,6178,KGShop,
009- 791-1,0,0,A02,25.0000000000,US,2024-11-28 17:10:59.247000,*,yulya,2024-11-28 17:10:59.247000,,,6179,KGShop,
009- 801-1,0,0,A02,23.0000000000,US,2024-11-28 17:38:45.250000,*,yulya,2024-11-28 17:38:45.250000,,,6187,KGShop,
009- 802-1,0,0,A02,23.0000000000,US,2024-11-28 18:01:41.803000,*,yulya,2024-11-28 18:01:41.803000,,,6196,KGShop,
009- 81,0,0,A02,23.0000000000,US,2024-06-04 00:00:00,*,,,,,2635,,
009- 851-1,0,0,A02,24.0000000000,US,2024-11-28 18:11:01.957000,*,yulya,2024-11-28 18:11:01.957000,,,6198,KGShop,
009- 852-1,0,0,A02,24.0000000000,US,2024-11-28 18:19:14.443000,*,yulya,2024-11-28 18:19:14.443000,,,6201,KGShop,
009- 870-1,0,0,A02,23.0000000000,US,2024-11-28 00:00:00,*,yulya,2024-11-28 17:36:26.533000,yulya,2024-11-28 17:36:54.897000,6186,KGShop,KGShop
009- 871-1,0,0,A02,23.0000000000,US,2024-11-28 17:59:54.863000,*,yulya,2024-11-28 17:59:54.863000,,,6195,KGShop,
009- 93,0,0,A02,23.0000000000,US,2024-06-04 00:00:00,*,,,,,2636,,
