Sinx,SKod,RKod,BedKod,Mevcut,Sayim,Asorti,Seri,Fiyat,ParaCinsi,Lot,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
3,031- 104-04,18691,0,1.0000000000,0E-10,A01,,,,,128,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,036- 2939,18959,0,1.0000000000,0E-10,A174,,,,,145,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 1352,18247,0,1.0000000000,0E-10,A01,,,,,103,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 1369,18237,0,1.0000000000,0E-10,A01,,,,,101,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 1369,18237,0,1.0000000000,0E-10,A02,,,,,102,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 1369,18247,0,3.0000000000,0E-10,A01,,,,,104,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 1369,18247,0,1.0000000000,0E-10,A093,,,,,105,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043- 526,19136,0,1.0000000000,0E-10,A01,,,,,155,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043-1378,19444,0,0E-10,0E-10,A01,,,,,158,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,043-1379,17125,0,0E-10,0E-10,A01,,,,,44,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,049- 701,16784,0,1.0000000000,0E-10,A704,,,,,35,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,049- 701,17813,0,0E-10,0E-10,A268,,,,,83,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE96,16599,0,0E-10,0E-10,A644,,,,,16,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE96,18714,0,1.0000000000,0E-10,A058,,,,,132,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE96,18715,0,1.0000000000,0E-10,A143,,,,,133,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE96,18806,0,1.0000000000,0E-10,A01,,,,,139,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE96,18806,0,0E-10,0E-10,A644,,,,,140,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE97,16603,0,1.0000000000,0E-10,A557,,,,,20,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE97,18632,0,1.0000000000,0E-10,A557,,,,,117,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE98,16545,0,1.0000000000,0E-10,A143,,,,,14,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,063- RE98,16603,0,1.0000000000,0E-10,A058,,,,,21,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0702,16725,0,1.0000000000,0E-10,A01,,,,,30,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0702,16725,0,1.0000000000,0E-10,A02,,,,,31,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0702,17470,0,1.0000000000,0E-10,A02,,,,,54,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0702,17999,0,1.0000000000,0E-10,A02,,,,,88,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0704,16603,0,1.0000000000,0E-10,A01,,,,,22,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,072- 0704,16784,0,2.0000000000,0E-10,A01,,,,,36,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 004,17470,0,1.0000000000,0E-10,A01,,,,,55,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 1010,17253,0,1.0000000000,0E-10,A01,,,,,50,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 1010,17470,0,1.0000000000,0E-10,A01,,,,,56,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 1010,17470,0,1.0000000000,0E-10,A524,,,,,57,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 1010,17470,0,1.0000000000,0E-10,A708,,,,,58,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3032,17505,0,2.0000000000,0E-10,A01,,,,,62,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3032,17505,0,1.0000000000,0E-10,A02,,,,,63,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,16519,0,2.0000000000,0E-10,A01,,,,,1,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17190,0,7.0000000000,0E-10,A01,,,,,45,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17190,0,2.0000000000,0E-10,A02,,,,,46,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17190,0,1.0000000000,0E-10,A201,,,,,47,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17190,0,1.0000000000,0E-10,A387,,,,,48,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17470,0,1.0000000000,0E-10,A01,,,,,59,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 3040,17470,0,1.0000000000,0E-10,A02,,,,,60,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 354,16519,0,2.0000000000,0E-10,A01,,,,,2,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 641,16519,0,2.0000000000,0E-10,A01,,,,,3,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 641,16519,0,1.0000000000,0E-10,A133,,,,,4,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 641,17470,0,1.0000000000,0E-10,A684,,,,,61,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 644,16519,0,2.0000000000,0E-10,A01,,,,,5,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 644,16897,0,1.0000000000,0E-10,A01,,,,,41,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 650,16519,0,1.0000000000,0E-10,A192,,,,,6,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 673,18445,0,1.0000000000,0E-10,A01,,,,,109,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 673,18445,0,1.0000000000,0E-10,A708,,,,,110,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 678,16519,0,1.0000000000,0E-10,A01,,,,,7,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 678,16900,0,1.0000000000,0E-10,A01,,,,,42,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 678,16900,0,1.0000000000,0E-10,A02,,,,,43,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 720,18670,0,1.0000000000,0E-10,A01,,,,,125,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 722,18673,0,1.0000000000,0E-10,A01,,,,,126,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18662,0,1.0000000000,0E-10,A01,,,,,119,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18663,0,4.0000000000,0E-10,A01,,,,,120,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18664,0,7.0000000000,0E-10,A01,,,,,121,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18664,0,1.0000000000,0E-10,A02,,,,,122,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18664,0,1.0000000000,0E-10,A201,,,,,123,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 724,18665,0,2.0000000000,0E-10,A429,,,,,124,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 726,18661,0,1.0000000000,0E-10,A01,,,,,118,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,077- 900,18497,0,1.0000000000,0E-10,A01,,,,,111,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,085- 012,16525,0,1.0000000000,0E-10,A01,,,,,9,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,085- 25,16599,0,1.0000000000,0E-10,A174,,,,,17,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,085- 29,16525,0,1.0000000000,0E-10,A720,,,,,10,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,092- 1300,17832,0,1.0000000000,0E-10,A174,,,,,85,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,092- 227,18513,0,1.0000000000,0E-10,A01,,,,,112,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,092- 230,17833,0,1.0000000000,0E-10,A01,,,,,86,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,092-1270,17821,0,1.0000000000,0E-10,A174,,,,,84,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,110- 1018,19039,0,1.0000000000,0E-10,A441,,,,,149,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,127- 0502,16523,0,1.0000000000,0E-10,A054,,,,,8,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,127- 0502,16525,0,1.0000000000,0E-10,A02,,,,,11,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 058,17289,0,1.0000000000,0E-10,A347,,,,,51,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 058,17289,0,1.0000000000,0E-10,A716,,,,,52,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 074,18752,0,1.0000000000,0E-10,A299,,,,,134,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 074,18752,0,1.0000000000,0E-10,A361,,,,,135,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 074,18752,0,1.0000000000,0E-10,A706,,,,,136,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 074,18752,0,1.0000000000,0E-10,A710,,,,,137,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 081,16603,0,1.0000000000,0E-10,A063,,,,,23,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 081,16603,0,1.0000000000,0E-10,A242,,,,,24,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,129- 081,16603,0,1.0000000000,0E-10,A347,,,,,25,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,130- 10025,16525,0,1.0000000000,0E-10,A143,,,,,12,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,130- 10025,18110,0,1.0000000000,0E-10,A058,,,,,93,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,130- 10035,18118,0,1.0000000000,0E-10,A143,,,,,96,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,130- 9011,18621,0,1.0000000000,0E-10,A01,,,,,116,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,131- 253,16603,0,1.0000000000,0E-10,A01,,,,,26,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,131- 253,16879,0,2.0000000000,0E-10,A01,,,,,40,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,131- 320,18992,0,1.0000000000,0E-10,A01,,,,,146,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 04,17674,0,1.0000000000,0E-10,A01,,,,,68,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 133,18210,0,1.0000000000,0E-10,A01,,,,,98,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 135,18057,0,1.0000000000,0E-10,A058,,,,,89,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144 KS 16,17529,0,1.0000000000,0E-10,A058,,,,,65,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 17,17674,0,1.0000000000,0E-10,A058,,,,,69,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 19,17674,0,1.0000000000,0E-10,A01,,,,,70,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 19,19245,0,1.0000000000,0E-10,A01,,,,,156,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 20,18057,0,1.0000000000,0E-10,A01,,,,,90,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 256,18116,0,1.0000000000,0E-10,A01,,,,,94,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144 KS 301,16540,0,2.0000000000,0E-10,A02,,,,,13,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144 KS 301,16748,0,2.0000000000,0E-10,A01,,,,,32,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS 43,18116,0,1.0000000000,0E-10,A143,,,,,95,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS251,18215,0,1.0000000000,0E-10,A01,,,,,99,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS251,18217,0,1.0000000000,0E-10,A01,,,,,100,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS251,18817,0,1.0000000000,0E-10,A045,,,,,144,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144- KS251,19134,0,2.0000000000,0E-10,A01,,,,,154,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,144-KS 162,18057,0,1.0000000000,0E-10,A039,,,,,91,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,161- 898-T03,18610,0,1.0000000000,0E-10,A574,,,,,114,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,161- 898-T03,18610,0,1.0000000000,0E-10,A682,,,,,115,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,176- 9117,18580,0,1.0000000000,0E-10,A01,,,,,113,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,190- 24589,17196,0,1.0000000000,0E-10,A702,,,,,49,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,190- 24590,19063,0,1.0000000000,0E-10,A336,,,,,150,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,190- 24590,19063,0,1.0000000000,0E-10,A427,,,,,151,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,229- 1773,16603,0,1.0000000000,0E-10,A201,,,,,27,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,229- 1773,18786,0,3.0000000000,0E-10,A01,,,,,138,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,229- 1782,17916,0,1.0000000000,0E-10,A650,,,,,87,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,229- 1799,16603,0,1.0000000000,0E-10,A201,,,,,28,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320- 023 1360,16778,0,1.0000000000,0E-10,A261,,,,,33,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320- 023 1360,16778,0,1.0000000000,0E-10,A387,,,,,34,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320- 023 1360,18690,0,1.0000000000,0E-10,A316,,,,,127,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-144 733,17528,0,1.0000000000,0E-10,A01,,,,,64,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-144 733,18136,0,1.0000000000,0E-10,A01,,,,,97,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-144 KS 43,19133,0,1.0000000000,0E-10,A547,,,,,152,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-144-KS135,19133,0,1.0000000000,0E-10,A663,,,,,153,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-219 162,16704,0,1.0000000000,0E-10,A01,,,,,29,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
3,320-219 162,17290,0,1.0000000000,0E-10,A01,,,,,53,3,yulya,2024-12-19 13:01:48.520000,KGShop,,,
4,006- 8797,16547,4,0E-10,0E-10,,,,,,160,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,16547,5,0E-10,0E-10,,,,,,161,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,16547,6,0E-10,0E-10,,,,,,162,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,16547,7,0E-10,0E-10,,,,,,163,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,16547,8,0E-10,0E-10,,,,,,164,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,16547,9,0E-10,0E-10,,,,,,165,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,4,0E-10,0E-10,,,,,,166,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,5,0E-10,0E-10,,,,,,167,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,6,0E-10,0E-10,,,,,,168,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,7,0E-10,0E-10,,,,,,169,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,8,0E-10,0E-10,,,,,,170,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,006- 8797,19398,9,0E-10,0E-10,,,,,,171,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 400,16813,5,0E-10,0E-10,,,,,,172,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 400,16813,6,0E-10,0E-10,,,,,,173,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 400,16813,7,0E-10,0E-10,,,,,,174,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 400,16813,8,0E-10,0E-10,,,,,,175,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 400,16813,9,0E-10,0E-10,,,,,,176,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18331,4,0E-10,0E-10,,,,,,177,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18331,5,0E-10,0E-10,,,,,,178,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18331,6,0E-10,0E-10,,,,,,179,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18331,7,0E-10,0E-10,,,,,,180,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18331,8,0E-10,0E-10,,,,,,181,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18332,4,0E-10,0E-10,,,,,,182,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18332,5,0E-10,0E-10,,,,,,183,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18332,6,0E-10,0E-10,,,,,,184,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18332,7,0E-10,0E-10,,,,,,185,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 401,18332,8,0E-10,0E-10,,,,,,186,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,4,0E-10,0E-10,,,,,,187,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,5,0E-10,0E-10,,,,,,188,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,6,0E-10,0E-10,,,,,,189,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,7,0E-10,0E-10,,,,,,190,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,8,0E-10,0E-10,,,,,,191,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 413,17543,9,0E-10,0E-10,,,,,,192,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,16813,4,0E-10,0E-10,,,,,,193,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,16813,5,0E-10,0E-10,,,,,,194,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,16813,6,0E-10,0E-10,,,,,,195,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,16813,7,0E-10,0E-10,,,,,,196,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,16813,8,0E-10,0E-10,,,,,,197,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,18414,4,0E-10,0E-10,,,,,,198,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,18414,5,0E-10,0E-10,,,,,,199,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,18414,6,0E-10,0E-10,,,,,,200,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,18414,7,0E-10,0E-10,,,,,,201,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,18414,8,0E-10,0E-10,,,,,,202,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,4,0E-10,0E-10,,,,,,203,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,5,0E-10,0E-10,,,,,,204,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,6,0E-10,0E-10,,,,,,205,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,7,0E-10,0E-10,,,,,,206,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,8,0E-10,0E-10,,,,,,207,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,009- 416,19505,9,0E-10,0E-10,,,,,,208,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,011- 387,17756,4,0E-10,0E-10,,,,,,209,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,011- 387,17756,5,0E-10,0E-10,,,,,,210,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,011- 387,17756,6,0E-10,0E-10,,,,,,211,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,011- 387,17756,7,0E-10,0E-10,,,,,,212,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,011- 387,17756,8,0E-10,0E-10,,,,,,213,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- A1003,17683,4,0E-10,0E-10,,,,,,214,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- A1003,17683,5,0E-10,0E-10,,,,,,215,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- A1003,17683,6,0E-10,0E-10,,,,,,216,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- A1003,17683,7,0E-10,0E-10,,,,,,217,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- A1003,17683,8,0E-10,0E-10,,,,,,218,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1002,17683,4,0E-10,0E-10,,,,,,219,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1002,17683,5,0E-10,0E-10,,,,,,220,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
4,020- B1002,17683,6,0E-10,0E-10,,,,,,221,4,yulya,2024-12-19 13:15:54.133000,KGShop,,,
