id,SKod,RKod,BedKod,Location,LotNo,Miktar,Birim,LastUpdate,kgid
13403,002-759,16523,8,L001,030308,0.000000,CIFT,2025-04-28 12:16:21.910000,13403
7318,002-759,16524,4,L001,027823,0.000000,CIFT,2025-03-26 13:23:49.127000,7318
7319,002-759,16524,5,L001,027823,0.000000,CIFT,2025-03-26 13:23:49.127000,7319
7320,002-759,16524,6,L001,027823,0.000000,CIFT,2025-03-26 13:23:49.127000,7320
7321,002-759,16524,7,L001,027823,0.000000,CIFT,2025-03-26 13:23:49.127000,7321
7322,002-759,16524,8,L001,027823,0.000000,CIFT,2025-03-26 13:23:49.127000,7322
7118,002-760,16523,4,L001,028926,0.000000,CIFT,2025-03-11 15:01:03.410000,7118
7119,002-760,16523,5,L001,028926,0.000000,CIFT,2025-03-11 15:01:03.410000,7119
7120,002-760,16523,6,L001,028926,0.000000,CIFT,2025-03-11 15:01:03.410000,7120
7121,002-760,16523,7,L001,028926,0.000000,CIFT,2025-03-11 15:01:03.410000,7121
7122,002-760,16523,8,L001,028926,0.000000,CIFT,2025-03-11 15:01:03.410000,7122
9016,003- 15120,17916,4,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9016
9017,003- 15120,17916,5,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9017
9018,003- 15120,17916,6,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9018
9019,003- 15120,17916,7,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9019
9020,003- 15120,17916,8,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9020
9021,003- 15120,17916,9,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9021
9022,003- 15120,17916,10,L001,029921,0.000000,CIFT,2025-03-19 17:18:22.910000,9022
5742,004-2212,19247,4,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5742
12002,004-2212,19247,4,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12002
5743,004-2212,19247,5,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5743
12003,004-2212,19247,5,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12003
5744,004-2212,19247,6,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5744
12004,004-2212,19247,6,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12004
5745,004-2212,19247,7,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5745
12005,004-2212,19247,7,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12005
5746,004-2212,19247,8,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5746
12006,004-2212,19247,8,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12006
6281,004-2212,19248,4,L001,,1.000000,CIFT,2025-03-05 13:12:15.783000,6281
5726,004-2212,19248,4,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5726
6947,004-2212,19248,4,L001,030292,-1.000000,CIFT,2025-03-06 16:38:58.797000,6947
11997,004-2212,19248,4,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,11997
9040,004-2212,19248,4,L001,030731,0.000000,CIFT,2025-04-10 17:21:28.720000,9040
6282,004-2212,19248,5,L001,,2.000000,CIFT,2025-03-05 13:12:15.783000,6282
5767,004-2212,19248,5,L001,027584,0.000000,CIFT,2025-02-28 12:39:50.523000,5767
5727,004-2212,19248,5,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5727
6948,004-2212,19248,5,L001,030292,-2.000000,CIFT,2025-03-06 16:38:58.797000,6948
11998,004-2212,19248,5,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,11998
9041,004-2212,19248,5,L001,030731,0.000000,CIFT,2025-04-10 17:21:28.720000,9041
6283,004-2212,19248,6,L001,,2.000000,CIFT,2025-03-05 13:12:15.783000,6283
5768,004-2212,19248,6,L001,027584,0.000000,CIFT,2025-02-28 12:39:50.523000,5768
5728,004-2212,19248,6,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5728
6949,004-2212,19248,6,L001,030292,-2.000000,CIFT,2025-03-06 16:38:58.797000,6949
11999,004-2212,19248,6,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,11999
9042,004-2212,19248,6,L001,030731,0.000000,CIFT,2025-04-10 17:21:28.720000,9042
6284,004-2212,19248,7,L001,,2.000000,CIFT,2025-03-05 13:12:15.783000,6284
5769,004-2212,19248,7,L001,027584,0.000000,CIFT,2025-02-28 12:39:50.523000,5769
5729,004-2212,19248,7,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5729
6950,004-2212,19248,7,L001,030292,-2.000000,CIFT,2025-03-06 16:38:58.797000,6950
12000,004-2212,19248,7,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12000
9043,004-2212,19248,7,L001,030731,0.000000,CIFT,2025-04-10 17:21:28.720000,9043
6285,004-2212,19248,8,L001,,1.000000,CIFT,2025-03-05 13:12:15.783000,6285
5770,004-2212,19248,8,L001,027584,0.000000,CIFT,2025-02-28 12:39:50.523000,5770
5730,004-2212,19248,8,L001,027815,0.000000,CIFT,2025-03-26 13:23:49.127000,5730
6951,004-2212,19248,8,L001,030292,-1.000000,CIFT,2025-03-06 16:38:58.797000,6951
12001,004-2212,19248,8,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12001
9044,004-2212,19248,8,L001,030731,0.000000,CIFT,2025-04-10 17:21:28.720000,9044
12019,004-2212,20615,4,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12019
12020,004-2212,20615,5,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12020
12021,004-2212,20615,6,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12021
12022,004-2212,20615,7,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12022
12023,004-2212,20615,8,L001,030443,0.000000,CIFT,2025-04-11 12:07:27.270000,12023
10227,004-2322,19251,4,L001,027347,0.000000,CIFT,2025-04-29 10:09:02.390000,10227
5933,004-2322,19251,4,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5933
10228,004-2322,19251,5,L001,027347,0.000000,CIFT,2025-04-29 10:09:02.390000,10228
5934,004-2322,19251,5,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5934
10229,004-2322,19251,6,L001,027347,0.000000,CIFT,2025-04-29 10:09:02.390000,10229
5935,004-2322,19251,6,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5935
10230,004-2322,19251,7,L001,027347,0.000000,CIFT,2025-04-29 10:09:02.390000,10230
5936,004-2322,19251,7,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5936
10231,004-2322,19251,8,L001,027347,0.000000,CIFT,2025-04-29 10:09:02.390000,10231
5937,004-2322,19251,8,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5937
5938,004-2322,19251,9,L001,029407,0.000000,CIFT,2025-03-19 11:35:54.180000,5938
13156,004-2434,19261,4,L001,029276,0.000000,CIFT,2025-04-24 13:33:15.090000,13156
13157,004-2434,19261,5,L001,029276,0.000000,CIFT,2025-04-24 13:33:15.090000,13157
13158,004-2434,19261,6,L001,029276,0.000000,CIFT,2025-04-24 13:33:15.090000,13158
13159,004-2434,19261,7,L001,029276,0.000000,CIFT,2025-04-24 13:33:15.090000,13159
13160,004-2434,19261,8,L001,029276,0.000000,CIFT,2025-04-24 13:33:15.090000,13160
13161,004-2450,16601,4,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13161
13162,004-2450,16601,5,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13162
13163,004-2450,16601,6,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13163
13164,004-2450,16601,7,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13164
13165,004-2450,16601,8,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13165
13245,004-2450,18020,4,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13245
13246,004-2450,18020,5,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13246
13247,004-2450,18020,6,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13247
13248,004-2450,18020,7,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13248
13249,004-2450,18020,8,L001,028960,0.000000,CIFT,2025-04-22 11:07:40.820000,13249
5054,004-2453,16784,4,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5054
5055,004-2453,16784,5,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5055
5056,004-2453,16784,6,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5056
5057,004-2453,16784,7,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5057
5058,004-2453,16784,8,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5058
5049,004-2453,16909,4,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5049
5050,004-2453,16909,5,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5050
5051,004-2453,16909,6,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5051
5052,004-2453,16909,7,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5052
5053,004-2453,16909,8,L001,027814,0.000000,CIFT,2025-03-26 13:23:49.127000,5053
10222,004-2456,19254,4,L001,027790,0.000000,CIFT,2025-03-26 13:27:04.407000,10222
10223,004-2456,19254,5,L001,027790,0.000000,CIFT,2025-03-26 13:27:04.407000,10223
10224,004-2456,19254,6,L001,027790,0.000000,CIFT,2025-03-26 13:27:04.407000,10224
10225,004-2456,19254,7,L001,027790,0.000000,CIFT,2025-03-26 13:27:04.407000,10225
10226,004-2456,19254,8,L001,027790,0.000000,CIFT,2025-03-26 13:27:04.407000,10226
6980,004-2457,18628,4,L001,027365,0.000000,CIFT,2025-03-11 13:42:29.643000,6980
6981,004-2457,18628,5,L001,027365,0.000000,CIFT,2025-03-11 13:42:29.643000,6981
6982,004-2457,18628,6,L001,027365,0.000000,CIFT,2025-03-11 13:42:29.643000,6982
6983,004-2457,18628,7,L001,027365,0.000000,CIFT,2025-03-11 13:42:29.643000,6983
6984,004-2457,18628,8,L001,027365,0.000000,CIFT,2025-03-11 13:42:29.643000,6984
6639,004-2458,16603,4,L001,027720,0.000000,CIFT,2025-03-07 10:59:54.140000,6639
6640,004-2458,16603,5,L001,027720,0.000000,CIFT,2025-03-07 10:59:54.140000,6640
6641,004-2458,16603,6,L001,027720,0.000000,CIFT,2025-03-07 10:59:54.140000,6641
6642,004-2458,16603,7,L001,027720,0.000000,CIFT,2025-03-07 10:59:54.140000,6642
6643,004-2458,16603,8,L001,027720,0.000000,CIFT,2025-03-07 10:59:54.140000,6643
13985,004-2458,16637,4,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13985
13986,004-2458,16637,5,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13986
13987,004-2458,16637,6,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13987
13988,004-2458,16637,7,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13988
13989,004-2458,16637,8,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13989
13990,004-2458,17671,4,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13990
13991,004-2458,17671,5,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13991
13992,004-2458,17671,6,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13992
13993,004-2458,17671,7,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13993
13994,004-2458,17671,8,L001,030927,0.000000,CIFT,2025-05-01 10:32:35.273000,13994
14530,004-2466,19249,4,L001,031381,0.000000,CIFT,2025-05-13 14:08:38.420000,14530
14531,004-2466,19249,5,L001,031381,0.000000,CIFT,2025-05-13 14:08:38.420000,14531
14532,004-2466,19249,6,L001,031381,0.000000,CIFT,2025-05-13 14:08:38.420000,14532
14533,004-2466,19249,7,L001,031381,0.000000,CIFT,2025-05-13 14:08:38.420000,14533
14534,004-2466,19249,8,L001,031381,0.000000,CIFT,2025-05-13 14:08:38.420000,14534
14525,004-2475,19249,4,L001,031435,0.000000,CIFT,2025-05-13 14:08:38.420000,14525
14526,004-2475,19249,5,L001,031435,0.000000,CIFT,2025-05-13 14:08:38.420000,14526
14527,004-2475,19249,6,L001,031435,0.000000,CIFT,2025-05-13 14:08:38.420000,14527
14528,004-2475,19249,7,L001,031435,0.000000,CIFT,2025-05-13 14:08:38.420000,14528
14529,004-2475,19249,8,L001,031435,0.000000,CIFT,2025-05-13 14:08:38.420000,14529
14520,004-2475,20642,4,L001,031382,0.000000,CIFT,2025-05-13 14:08:38.420000,14520
14521,004-2475,20642,5,L001,031382,0.000000,CIFT,2025-05-13 14:08:38.420000,14521
14522,004-2475,20642,6,L001,031382,0.000000,CIFT,2025-05-13 14:08:38.420000,14522
14523,004-2475,20642,7,L001,031382,0.000000,CIFT,2025-05-13 14:08:38.420000,14523
14524,004-2475,20642,8,L001,031382,0.000000,CIFT,2025-05-13 14:08:38.420000,14524
1,006- 8797,16547,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,1
2,006- 8797,16547,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,2
3,006- 8797,16547,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,3
4,006- 8797,16547,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,4
5,006- 8797,16547,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,5
6,006- 8797,16547,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,6
7,006- 8797,19398,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,7
8,006- 8797,19398,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,8
9,006- 8797,19398,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,9
10,006- 8797,19398,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,10
11,006- 8797,19398,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,11
12,006- 8797,19398,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,12
3557,006- 8920,19741,4,L001,027723,0.000000,CIFT,2025-02-18 11:22:42.327000,3557
3519,006- 8920,19741,4,L001,028003,0.000000,CIFT,2025-02-17 17:20:42.720000,3519
3355,006- 8920,19741,4,L001,028004,0.000000,CIFT,2025-02-17 17:20:23.997000,3355
6965,006- 8920,19741,4,L001,028605,0.000000,CIFT,2025-03-13 14:35:46.760000,6965
3558,006- 8920,19741,5,L001,027723,0.000000,CIFT,2025-02-18 11:22:42.327000,3558
3520,006- 8920,19741,5,L001,028003,0.000000,CIFT,2025-02-17 17:20:42.720000,3520
3356,006- 8920,19741,5,L001,028004,0.000000,CIFT,2025-02-17 17:20:23.997000,3356
6966,006- 8920,19741,5,L001,028605,0.000000,CIFT,2025-03-13 14:35:46.760000,6966
3559,006- 8920,19741,6,L001,027723,0.000000,CIFT,2025-02-18 11:22:42.327000,3559
3521,006- 8920,19741,6,L001,028003,0.000000,CIFT,2025-02-17 17:20:42.720000,3521
3357,006- 8920,19741,6,L001,028004,0.000000,CIFT,2025-02-17 17:20:23.997000,3357
6967,006- 8920,19741,6,L001,028605,0.000000,CIFT,2025-03-13 14:35:46.760000,6967
3560,006- 8920,19741,7,L001,027723,0.000000,CIFT,2025-02-18 11:22:42.327000,3560
3522,006- 8920,19741,7,L001,028003,0.000000,CIFT,2025-02-17 17:20:42.720000,3522
3358,006- 8920,19741,7,L001,028004,0.000000,CIFT,2025-02-17 17:20:23.997000,3358
6968,006- 8920,19741,7,L001,028605,0.000000,CIFT,2025-03-13 14:35:46.760000,6968
3561,006- 8920,19741,8,L001,027723,0.000000,CIFT,2025-02-18 11:22:42.327000,3561
3523,006- 8920,19741,8,L001,028003,0.000000,CIFT,2025-02-17 17:20:42.720000,3523
3359,006- 8920,19741,8,L001,028004,0.000000,CIFT,2025-02-17 17:20:23.997000,3359
6969,006- 8920,19741,8,L001,028605,0.000000,CIFT,2025-03-13 14:35:46.760000,6969
4561,006- 8922,19740,4,L001,027654,0.000000,CIFT,2025-02-21 13:10:14.723000,4561
4562,006- 8922,19740,5,L001,027654,0.000000,CIFT,2025-02-21 13:10:14.723000,4562
4563,006- 8922,19740,6,L001,027654,0.000000,CIFT,2025-02-21 13:10:14.723000,4563
4564,006- 8922,19740,7,L001,027654,0.000000,CIFT,2025-02-21 13:10:14.723000,4564
4565,006- 8922,19740,8,L001,027654,0.000000,CIFT,2025-02-21 13:10:14.723000,4565
6975,006- 8932,19046,5,L001,028264,0.000000,CIFT,2025-03-12 12:43:11.507000,6975
6976,006- 8932,19046,6,L001,028264,0.000000,CIFT,2025-03-12 12:43:11.507000,6976
6977,006- 8932,19046,7,L001,028264,0.000000,CIFT,2025-03-12 12:43:11.507000,6977
6978,006- 8932,19046,8,L001,028264,0.000000,CIFT,2025-03-12 12:43:11.507000,6978
6979,006- 8932,19046,9,L001,028264,0.000000,CIFT,2025-03-12 12:43:11.507000,6979
12921,006- 8964,16599,5,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12921
12922,006- 8964,16599,6,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12922
12923,006- 8964,16599,7,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12923
12924,006- 8964,16599,8,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12924
12925,006- 8964,16599,9,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12925
12926,006- 8964,16599,10,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12926
12951,006- 8964,18628,5,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12951
12952,006- 8964,18628,6,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12952
12953,006- 8964,18628,7,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12953
12954,006- 8964,18628,8,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12954
12955,006- 8964,18628,9,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12955
12956,006- 8964,18628,10,L001,030970,0.000000,CIFT,2025-04-18 12:04:31.067000,12956
9783,009- 14-1,16698,4,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9783
9784,009- 14-1,16698,5,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9784
9785,009- 14-1,16698,6,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9785
9786,009- 14-1,16698,7,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9786
9787,009- 14-1,16698,8,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9787
9788,009- 14-1,16698,9,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9788
9789,009- 14-1,16698,10,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9789
9819,009- 14-1,16795,4,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9819
9820,009- 14-1,16795,5,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9820
9821,009- 14-1,16795,6,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9821
9822,009- 14-1,16795,7,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9822
9823,009- 14-1,16795,8,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9823
9824,009- 14-1,16795,9,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9824
9825,009- 14-1,16795,10,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9825
9797,009- 14-1,17470,4,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9797
9798,009- 14-1,17470,5,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9798
9799,009- 14-1,17470,6,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9799
9800,009- 14-1,17470,7,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9800
9801,009- 14-1,17470,8,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9801
9802,009- 14-1,17470,9,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9802
9803,009- 14-1,17470,10,L001,030400,0.000000,CIFT,2025-03-25 13:20:05.567000,9803
5505,009- 39-1,16698,4,L001,028741,0.000000,CIFT,2025-03-12 11:11:56.537000,5505
5506,009- 39-1,16698,5,L001,028741,0.000000,CIFT,2025-03-12 11:11:56.537000,5506
5507,009- 39-1,16698,6,L001,028741,0.000000,CIFT,2025-03-12 11:11:56.537000,5507
5508,009- 39-1,16698,7,L001,028741,0.000000,CIFT,2025-03-12 11:11:56.537000,5508
5509,009- 39-1,16698,8,L001,028741,0.000000,CIFT,2025-03-12 11:11:56.537000,5509
13,009- 400,16813,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,13
14,009- 400,16813,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,14
15,009- 400,16813,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,15
16,009- 400,16813,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,16
17,009- 400,16813,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,17
795,009- 401,18331,4,L001,,-1.000000,CIFT,2024-12-19 13:02:47.813000,795
484,009- 401,18331,4,L001,025997,1.000000,CIFT,2024-11-14 11:01:29.137000,484
796,009- 401,18331,5,L001,,-2.000000,CIFT,2024-12-19 13:02:47.813000,796
485,009- 401,18331,5,L001,025997,2.000000,CIFT,2024-11-14 11:01:29.137000,485
797,009- 401,18331,6,L001,,-2.000000,CIFT,2024-12-19 13:02:47.813000,797
486,009- 401,18331,6,L001,025997,2.000000,CIFT,2024-11-14 11:01:29.137000,486
798,009- 401,18331,7,L001,,-2.000000,CIFT,2024-12-19 13:02:47.813000,798
487,009- 401,18331,7,L001,025997,2.000000,CIFT,2024-11-14 11:01:29.137000,487
799,009- 401,18331,8,L001,,-1.000000,CIFT,2024-12-19 13:02:47.813000,799
488,009- 401,18331,8,L001,025997,1.000000,CIFT,2024-11-14 11:01:29.137000,488
18,009- 401,18332,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,18
19,009- 401,18332,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,19
20,009- 401,18332,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,20
21,009- 401,18332,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,21
22,009- 401,18332,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,22
498,009- 413,17543,4,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,498
499,009- 413,17543,5,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,499
494,009- 413,17543,6,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,494
495,009- 413,17543,7,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,495
496,009- 413,17543,8,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,496
497,009- 413,17543,9,L001,,0.000000,CIFT,2024-12-19 13:02:47.777000,497
1251,009- 416,16603,4,L001,027566,0.000000,CIFT,2025-01-22 09:29:47.170000,1251
3220,009- 416,16603,4,L001,028585,0.000000,CIFT,2025-02-12 16:40:50.317000,3220
1252,009- 416,16603,5,L001,027566,0.000000,CIFT,2025-01-22 09:29:47.170000,1252
3221,009- 416,16603,5,L001,028585,0.000000,CIFT,2025-02-12 16:40:50.317000,3221
1253,009- 416,16603,6,L001,027566,0.000000,CIFT,2025-01-22 09:29:47.170000,1253
3222,009- 416,16603,6,L001,028585,0.000000,CIFT,2025-02-12 16:40:50.317000,3222
1254,009- 416,16603,7,L001,027566,0.000000,CIFT,2025-01-22 09:29:47.170000,1254
3223,009- 416,16603,7,L001,028585,0.000000,CIFT,2025-02-12 16:40:50.317000,3223
1255,009- 416,16603,8,L001,027566,0.000000,CIFT,2025-01-22 09:29:47.170000,1255
