UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc
ALLA,Kosem18,KS002,,
ALLA,Kosem18,KS007,,
ALLA,Kosem18,KS012,,
ALLA,Kosem18,KS013,,
ALLA,Kosem18,Z002,,
ALLA,KOSEM23,KM01,,
ALLA,KOSEM23,KM03,,
ALLA,KOSEM23,KS001,,
ALLA,KOSEM23,KS002,,
ALLA,KOSEM23,KS007,,
ALLA,KOSEM23,Z002,,
ANARRA,Kosem18,KM01,,
ANARRA,Kosem18,KM03,,
ANARRA,Kosem18,KS001,,
ANARRA,Kosem18,KS002,,
ANARRA,Kosem18,KS007,,
ANARRA,Kosem18,KS008,,
ANARRA,Kosem18,KS010,,
ANARRA,Kosem18,KS012,,
ANARRA,Kosem18,KS013,,
ANARRA,Kosem18,Z001,,
ANARRA,Kosem18,Z003,,
ASLINUR,Kosem14,KM01,,
ASLINUR,Kosem14,KM03,,
ASLINUR,Kosem14,KS001,,
ASLINUR,Kosem14,KS002,,
ASLINUR,Kosem14,KS003,,
ASLINUR,Kosem14,KS004,,
ASLINUR,Kosem14,KS005,,
ASLINUR,Kosem14,KS006,,
ASLINUR,Kosem14,KS007,,
ASLINUR,Kosem14,Z001,,
ASLINUR,Kosem14,Z002,,
ASLINUR,Kosem14,Z003,,
ASLINUR,Kosem15,KM01,,
ASLINUR,Kosem15,KM03,,
ASLINUR,Kosem15,KS001,,
ASLINUR,Kosem15,KS002,,
ASLINUR,Kosem15,KS003,,
ASLINUR,Kosem15,KS004,,
ASLINUR,Kosem15,KS005,,
ASLINUR,Kosem15,KS006,,
ASLINUR,Kosem15,KS007,,
ASLINUR,Kosem15,Z001,,
ASLINUR,Kosem15,Z002,,
ASLINUR,Kosem15,Z003,,
ASLINUR,Kosem17,KM01,,
ASLINUR,Kosem17,KM03,,
ASLINUR,Kosem17,KS001,,
ASLINUR,Kosem17,KS002,,
ASLINUR,Kosem17,KS003,,
ASLINUR,Kosem17,KS004,,
ASLINUR,Kosem17,KS005,,
ASLINUR,Kosem17,KS007,,
ASLINUR,Kosem17,KS008,,
ASLINUR,Kosem18,KM01,,
ASLINUR,Kosem18,KM03,,
ASLINUR,Kosem18,KS001,,
ASLINUR,Kosem18,KS002,,
ASLINUR,Kosem18,KS003,,
ASLINUR,Kosem18,KS004,,
ASLINUR,Kosem18,KS005,,
ASLINUR,Kosem18,KS007,,
ASLINUR,Kosem18,KS008,,
ASLINUR,Kosem18,KS010,,
ASLINUR,Kosem18,Z001,,
ASLINUR,Kosem18,Z002,,
ASLINUR,Kosem18,Z003,,
AYGERİMKZ,Kosem18,KS001,,
AYGERİMKZ,Kosem18,KS012,,
AYGERİMKZ,Kosem18,KS013,,
AYGERİMKZ,KOSEM2023,KS012,,
AYGERİMKZ,KOSEM2023,KS013,,
AYGERİMKZ,KOSEM23,KS012,,
AYGERİMKZ,KOSEM23,KS013,,
AYNUR,Kosem15,KM01,,
AYNUR,Kosem15,KM03,,
AYNUR,Kosem15,KS001,,
AYNUR,Kosem15,KS002,,
AYNUR,Kosem15,KS003,,
AYNUR,Kosem15,KS004,,
AYNUR,Kosem15,KS005,,
AYNUR,Kosem15,KS006,,
AYNUR,Kosem15,KS007,,
AYNUR,Kosem15,Z001,,
AYNUR,Kosem15,Z002,,
AYNUR,Kosem15,Z003,,
AYNUR,Kosem16,KM01,,
AYNUR,Kosem16,KM03,,
AYNUR,Kosem16,KS001,,
AYNUR,Kosem16,KS002,,
AYNUR,Kosem16,KS003,,
AYNUR,Kosem16,KS004,,
AYNUR,Kosem16,KS005,,
AYNUR,Kosem16,KS006,,
AYNUR,Kosem16,KS007,,
AYNUR,Kosem17,KM01,,
AYNUR,Kosem17,KM03,,
AYNUR,Kosem17,KS001,,
AYNUR,Kosem17,KS002,,
AYNUR,Kosem17,KS007,,
AYNUR,Kosem17,KS008,,
AYNUR,Kosem18,KM01,,
AYNUR,Kosem18,KM03,,
AYNUR,Kosem18,KS001,,
AYNUR,Kosem18,KS002,,
AYNUR,Kosem18,KS007,,
AYNUR,Kosem18,KS012,,
AYNUR,Kosem18,KS013,,
AYNUR,Kosem18,Z002,,
AYNUR,KOSEM23,KS001,,
AYNUR,KOSEM23,KS007,,
AYNUR,KOSEM23,Z002,,
AYTOLGUN,Kosem18,KS001,,
AYTOLGUN,Kosem18,KS012,,
AYTOLGUN,Kosem18,KS013,,
AYTOLGUN,KOSEM2023,KS012,,
AYTOLGUN,KOSEM2023,KS013,,
AYTOLGUN,KOSEM23,KS011,,
AYTOLGUN,KOSEM23,KS012,,
AYTOLGUN,KOSEM23,KS013,,
BAHMET,Kosem17,KM01,,
BAHMET,Kosem17,KM03,,
BAHMET,Kosem17,KS001,,
BAHMET,Kosem17,KS002,,
BAHMET,Kosem17,KS003,,
BAHMET,Kosem17,KS004,,
BAHMET,Kosem17,KS005,,
BAHMET,Kosem17,KS007,,
BAHMET,Kosem17,KS008,,
BAHMET,Kosem17,Z001,,
BAHMET,Kosem17,Z002,,
BAHMET,Kosem17,Z003,,
BAHMET,Kosem18,KM01,,
BAHMET,Kosem18,KM03,,
BAHMET,Kosem18,KS001,,
BAHMET,Kosem18,KS002,,
BAHMET,Kosem18,KS003,,
BAHMET,Kosem18,KS004,,
BAHMET,Kosem18,KS005,,
BAHMET,Kosem18,KS007,,
BAHMET,Kosem18,KS008,,
BAHMET,Kosem18,KS009,,
BAHMET,Kosem18,KS010,,
BAHMET,Kosem18,KS012,,
BAHMET,Kosem18,KS013,,
BAHMET,Kosem18,Z001,,
BAHMET,Kosem18,Z002,,
BAHMET,Kosem18,Z003,,
BAHMET,KOSEM2012,KM01,,
BAHMET,KOSEM2012,KM03,,
BAHMET,KOSEM2012,KS001,,
BAHMET,KOSEM2012,KS002,,
BAHMET,KOSEM2012,KS003,,
BAHMET,KOSEM2012,KS005,,
BAHMET,KOSEM2012,Z001,,
BAHMET,KOSEM2012,Z002,,
BAHMET,KOSEM2013,KM01,,
BAHMET,KOSEM2013,KM03,,
BAHMET,KOSEM2013,KS001,,
BAHMET,KOSEM2013,KS002,,
BAHMET,KOSEM2013,KS003,,
BAHMET,KOSEM2013,KS004,,
BAHMET,KOSEM2013,KS005,,
BAHMET,KOSEM2013,KS006,,
BAHMET,KOSEM2013,Z001,,
BAHMET,KOSEM2013,Z002,,
BAHMET,KOSEM2013,Z003,,
BARIŞ,Kosem17,KM01,,
BARIŞ,Kosem17,KM03,,
BARIŞ,Kosem17,KS001,,
BARIŞ,Kosem17,KS002,,
BARIŞ,Kosem17,KS003,,
BARIŞ,Kosem17,KS004,,
BARIŞ,Kosem17,KS005,,
BARIŞ,Kosem17,KS007,,
BARIŞ,Kosem17,KS008,,
BARIŞ,Kosem17,Z001,,
BARIŞ,Kosem17,Z002,,
BARIŞ,Kosem17,Z003,,
BARIŞ,Kosem18,KM01,,
BARIŞ,Kosem18,KM03,,
BARIŞ,Kosem18,KS001,,
BARIŞ,Kosem18,KS002,,
BARIŞ,Kosem18,KS003,,
BARIŞ,Kosem18,KS004,,
BARIŞ,Kosem18,KS005,,
BARIŞ,Kosem18,KS007,,
BARIŞ,Kosem18,KS008,,
BARIŞ,Kosem18,KS009,,
BARIŞ,Kosem18,KS010,,
BARIŞ,Kosem18,KS012,,
BARIŞ,Kosem18,KS013,,
BARIŞ,Kosem18,Z001,,
BARIŞ,Kosem18,Z002,,
BARIŞ,Kosem18,Z003,,
BARIŞ,Kosem18,Z004,,
BARIŞ,KOSEM2013,KM01,,
BARIŞ,KOSEM2013,KM03,,
BARIŞ,KOSEM2013,KS001,,
BARIŞ,KOSEM2013,KS002,,
BARIŞ,KOSEM2013,KS003,,
BARIŞ,KOSEM2013,KS004,,
BARIŞ,KOSEM2013,KS005,,
BARIŞ,KOSEM2013,KS006,,
BARIŞ,KOSEM2013,Z001,,
BARIŞ,KOSEM2013,Z002,,
BARIŞ,KOSEM2013,Z003,,
BARIŞ,KOSEM23,KM01,,
BARIŞ,KOSEM23,KM03,,
BARIŞ,KOSEM23,KS001,,
BARIŞ,KOSEM23,KS002,,
BARIŞ,KOSEM23,KS003,,
BARIŞ,KOSEM23,KS004,,
BARIŞ,KOSEM23,KS005,,
BARIŞ,KOSEM23,KS007,,
BARIŞ,KOSEM23,KS008,,
BARIŞ,KOSEM23,KS009,,
BARIŞ,KOSEM23,KS010,,
BARIŞ,KOSEM23,KS011,,
BARIŞ,KOSEM23,KS012,,
BARIŞ,KOSEM23,KS013,,
BARIŞ,KOSEM23,Z001,,
BARIŞ,KOSEM23,Z002,,
BARIŞ,KOSEM23,Z003,,
BARIŞ,KOSEM23,Z004,,
BARIŞ,KOSEM23,Z007,,
BEKIR,Kosem17,KM01,,
BEKIR,Kosem17,KM03,,
BEKIR,Kosem17,KS001,,
BEKIR,Kosem17,KS002,,
BEKIR,Kosem17,KS003,,
BEKIR,Kosem17,KS004,,
BEKIR,Kosem17,KS005,,
BEKIR,Kosem17,KS007,,
BEKIR,Kosem17,KS008,,
BEKIR,Kosem18,KM01,,
BEKIR,Kosem18,KM03,,
BEKIR,Kosem18,KS001,,
BEKIR,Kosem18,KS002,,
BEKIR,Kosem18,KS003,,
BEKIR,Kosem18,KS004,,
BEKIR,Kosem18,KS005,,
BEKIR,Kosem18,KS007,,
BEKIR,Kosem18,KS008,,
BEKIR,Kosem18,KS009,,
BEKIR,Kosem18,KS010,,
BEKIR,Kosem18,KS012,,
BEKIR,Kosem18,KS013,,
BEKIR,Kosem18,Z001,,
BEKIR,Kosem18,Z002,,
BEKIR,Kosem18,Z003,,
BEKIR,Kosem18,Z004,,
BEKIR,KOSEM2012,KM01,,
BEKIR,KOSEM2012,KM03,,
BEKIR,KOSEM2012,KS001,,
BEKIR,KOSEM2012,KS002,,
BEKIR,KOSEM2012,KS003,,
BEKIR,KOSEM2012,KS005,,
BEKIR,KOSEM2012,Z001,,
BEKIR,KOSEM2013,KM01,,
BEKIR,KOSEM2013,KM03,,
BEKIR,KOSEM2013,KS001,,
BEKIR,KOSEM2013,KS002,,
BEKIR,KOSEM2013,KS003,,
BEKIR,KOSEM2013,KS004,,
BEKIR,KOSEM2013,KS005,,
BEKIR,KOSEM2013,KS006,,
BEKIR,KOSEM2013,Z001,,
BEKIR,KOSEM2013,Z002,,
BERRIN,Kosem17,KM01,,
BERRIN,Kosem17,KM03,,
BERRIN,Kosem17,KS001,,
BERRIN,Kosem17,KS002,,
BERRIN,Kosem17,KS003,,
BERRIN,Kosem17,KS004,,
BERRIN,Kosem17,KS005,,
BERRIN,Kosem17,KS007,,
BERRIN,Kosem17,KS008,,
BERRIN,Kosem17,Z001,,
BERRIN,Kosem17,Z002,,
BERRIN,Kosem17,Z003,,
BERRIN,Kosem18,KM01,,
BERRIN,Kosem18,KM03,,
BERRIN,Kosem18,KS001,,
BERRIN,Kosem18,KS002,,
BERRIN,Kosem18,KS003,,
BERRIN,Kosem18,KS004,,
BERRIN,Kosem18,KS005,,
BERRIN,Kosem18,KS007,,
BERRIN,Kosem18,KS008,,
BERRIN,Kosem18,KS009,,
BERRIN,Kosem18,KS010,,
BERRIN,Kosem18,KS012,,
BERRIN,Kosem18,KS013,,
BERRIN,Kosem18,Z001,,
BERRIN,Kosem18,Z002,,
BERRIN,Kosem18,Z003,,
BERRIN,KOSEM2012,KM01,,
BERRIN,KOSEM2012,KM03,,
BERRIN,KOSEM2012,KS001,,
BERRIN,KOSEM2012,KS002,,
BERRIN,KOSEM2012,KS003,,
BERRIN,KOSEM2012,KS005,,
BERRIN,KOSEM2012,Z001,,
BERRIN,KOSEM2012,Z002,,
BERRIN,KOSEM2013,KM01,,
BERRIN,KOSEM2013,KM03,,
BERRIN,KOSEM2013,KS001,,
BERRIN,KOSEM2013,KS002,,
BERRIN,KOSEM2013,KS003,,
BERRIN,KOSEM2013,KS004,,
BERRIN,KOSEM2013,KS005,,
BERRIN,KOSEM2013,KS006,,
BERRIN,KOSEM2013,Z001,,
BERRIN,KOSEM2013,Z002,,
BERRIN,KOSEM2013,Z003,,
CAN,Kosem14,KM01,,
CAN,Kosem14,KM03,,
CAN,Kosem14,KS001,,
CAN,Kosem14,KS002,,
CAN,Kosem14,KS003,,
CAN,Kosem14,KS004,,
CAN,Kosem14,KS005,,
CAN,Kosem14,KS006,,
CAN,Kosem14,KS007,,
CAN,Kosem14,Z001,,
CAN,Kosem14,Z002,,
CAN,Kosem14,Z003,,
CAN,Kosem15,KM01,,
CAN,Kosem15,KM03,,
CAN,Kosem15,KS001,,
CAN,Kosem15,KS002,,
CAN,Kosem15,KS003,,
CAN,Kosem15,KS004,,
CAN,Kosem15,KS005,,
CAN,Kosem15,KS006,,
CAN,Kosem15,KS007,,
CAN,Kosem15,Z001,,
CAN,Kosem15,Z002,,
CAN,Kosem15,Z003,,
CAN,Kosem17,KM01,,
CAN,Kosem17,KM03,,
CAN,Kosem17,KS001,,
CAN,Kosem17,KS002,,
CAN,Kosem17,KS003,,
CAN,Kosem17,KS004,,
CAN,Kosem17,KS005,,
CAN,Kosem17,KS007,,
CAN,Kosem17,KS008,,
CAN,Kosem18,KM01,,
CAN,Kosem18,KM03,,
CAN,Kosem18,KS001,,
CAN,Kosem18,KS002,,
CAN,Kosem18,KS003,,
CAN,Kosem18,KS004,,
CAN,Kosem18,KS005,,
CAN,Kosem18,KS007,,
CAN,Kosem18,KS008,,
CAN,Kosem18,KS010,,
CAN,Kosem18,Z001,,
CAN,Kosem18,Z002,,
CAN,Kosem18,Z003,,
CANAN,Kosem18,KS001,,
CANAN,Kosem18,KS012,,
CANAN,Kosem18,KS013,,
CANAN,KOSEM2023,KS012,,
CANAN,KOSEM2023,KS013,,
CANAN,KOSEM23,KS009,,
CANAN,KOSEM23,KS011,,
CANAN,KOSEM23,KS012,,
CANAN,KOSEM23,KS013,,
CEMILE,Kosem15,KM01,,
CEMILE,Kosem15,KM03,,
CEMILE,Kosem15,KS001,,
CEMILE,Kosem15,KS002,,
CEMILE,Kosem15,KS003,,
CEMILE,Kosem15,KS004,,
CEMILE,Kosem15,KS005,,
CEMILE,Kosem15,KS006,,
CEMILE,Kosem15,KS007,,
CEMILE,Kosem15,Z001,,
CEMILE,Kosem15,Z002,,
CEMILE,Kosem15,Z003,,
CEMILE,Kosem16,KM01,,
CEMILE,Kosem16,KM03,,
CEMILE,Kosem16,KS001,,
CEMILE,Kosem16,KS002,,
CEMILE,Kosem16,KS003,,
CEMILE,Kosem16,KS004,,
CEMILE,Kosem16,KS005,,
CEMILE,Kosem16,KS006,,
CEMILE,Kosem16,KS007,,
CEMILE,Kosem17,KM01,,
CEMILE,Kosem17,KM03,,
CEMILE,Kosem17,KS001,,
CEMILE,Kosem17,KS002,,
CEMILE,Kosem17,KS007,,
CEMILE,Kosem17,KS008,,
CEMILE,Kosem18,KM01,,
CEMILE,Kosem18,KM03,,
CEMILE,Kosem18,KS001,,
CEMILE,Kosem18,KS002,,
CEMILE,Kosem18,KS007,,
CEMILE,Kosem18,KS012,,
CEMILE,Kosem18,KS013,,
CEMILE,Kosem18,Z002,,
CEMILE,KOSEM23,KM01,,
CEMILE,KOSEM23,KM03,,
CEMILE,KOSEM23,KS001,,
CEMILE,KOSEM23,KS007,,
CEMILE,KOSEM23,Z002,,
DEPO,Kosem14,KM01,,
DEPO,Kosem14,KM03,,
DEPO,Kosem14,KS001,,
DEPO,Kosem14,KS002,,
DEPO,Kosem14,KS003,,
DEPO,Kosem14,KS004,,
DEPO,Kosem14,KS005,,
DEPO,Kosem14,KS006,,
DEPO,Kosem14,KS007,,
DEPO,Kosem14,Z001,,
DEPO,Kosem14,Z002,,
DEPO,Kosem14,Z003,,
DEPO2,Kosem14,KM01,,
DEPO2,Kosem14,KM03,,
DEPO2,Kosem14,KS001,,
DEPO2,Kosem14,KS002,,
DEPO2,Kosem14,KS003,,
DEPO2,Kosem14,KS004,,
DEPO2,Kosem14,KS005,,
DEPO2,Kosem14,KS006,,
DEPO2,Kosem14,KS007,,
DEPO2,Kosem14,Z001,,
DEPO2,Kosem14,Z002,,
DEPO2,Kosem14,Z003,,
depo3,Kosem14,KM01,,
depo3,Kosem14,KM03,,
depo3,Kosem14,KS001,,
depo3,Kosem14,KS002,,
depo3,Kosem14,KS003,,
depo3,Kosem14,KS004,,
depo3,Kosem14,KS005,,
depo3,Kosem14,KS006,,
depo3,Kosem14,KS007,,
depo3,Kosem14,Z001,,
depo3,Kosem14,Z002,,
depo3,Kosem14,Z003,,
DEPO4,Kosem14,KM01,,
DEPO4,Kosem14,KM03,,
DEPO4,Kosem14,KS001,,
DEPO4,Kosem14,KS002,,
DEPO4,Kosem14,KS003,,
DEPO4,Kosem14,KS004,,
DEPO4,Kosem14,KS005,,
DEPO4,Kosem14,KS006,,
DEPO4,Kosem14,KS007,,
DEPO4,Kosem14,Z001,,
DEPO4,Kosem14,Z002,,
DEPO4,Kosem14,Z003,,
depovzn,Kosem14,KM01,,
depovzn,Kosem14,KM03,,
depovzn,Kosem14,KS001,,
depovzn,Kosem14,KS002,,
depovzn,Kosem14,KS003,,
depovzn,Kosem14,KS004,,
depovzn,Kosem14,KS005,,
depovzn,Kosem14,KS006,,
depovzn,Kosem14,KS007,,
depovzn,Kosem14,Z001,,
depovzn,Kosem14,Z002,,
depovzn,Kosem14,Z003,,
DILARA,Kosem14,KM01,,
DILARA,Kosem14,KM03,,
DILARA,Kosem14,KS001,,
DILARA,Kosem14,KS002,,
DILARA,Kosem14,KS003,,
DILARA,Kosem14,KS004,,
DILARA,Kosem14,KS005,,
DILARA,Kosem14,KS006,,
DILARA,Kosem14,KS007,,
DILARA,Kosem14,Z001,,
DILARA,Kosem14,Z002,,
DILARA,Kosem14,Z003,,
DILARA,Kosem15,KM01,,
DILARA,Kosem15,KM03,,
DILARA,Kosem15,KS001,,
DILARA,Kosem15,KS002,,
DILARA,Kosem15,KS003,,
DILARA,Kosem15,KS004,,
DILARA,Kosem15,KS005,,
DILARA,Kosem15,KS006,,
DILARA,Kosem15,KS007,,
DILARA,Kosem15,Z001,,
DILARA,Kosem15,Z002,,
DILARA,Kosem15,Z003,,
DILARA,Kosem17,KM01,,
DILARA,Kosem17,KM03,,
DILARA,Kosem17,KS001,,
DILARA,Kosem17,KS002,,
DILARA,Kosem17,KS003,,
DILARA,Kosem17,KS004,,
DILARA,Kosem17,KS005,,
DILARA,Kosem17,KS007,,
DILARA,Kosem17,KS008,,
DILARA,Kosem18,KM01,,
DILARA,Kosem18,KM03,,
DILARA,Kosem18,KS001,,
DILARA,Kosem18,KS002,,
DILARA,Kosem18,KS003,,
DILARA,Kosem18,KS004,,
DILARA,Kosem18,KS005,,
DILARA,Kosem18,KS007,,
DILARA,Kosem18,KS008,,
DILARA,Kosem18,KS010,,
DILARA,Kosem18,Z001,,
DILARA,Kosem18,Z002,,
DILARA,Kosem18,Z003,,
DOGANCAN,Kosem15,KM01,,
DOGANCAN,Kosem15,KM03,,
DOGANCAN,Kosem15,KS001,,
DOGANCAN,Kosem15,KS002,,
DOGANCAN,Kosem15,KS003,,
DOGANCAN,Kosem15,KS004,,
DOGANCAN,Kosem15,KS005,,
DOGANCAN,Kosem15,KS006,,
DOGANCAN,Kosem15,KS007,,
DOGANCAN,Kosem15,Z001,,
DOGANCAN,Kosem15,Z002,,
DOGANCAN,Kosem15,Z003,,
DOGANCAN,Kosem17,KM01,,
DOGANCAN,Kosem17,KM03,,
DOGANCAN,Kosem17,KS001,,
DOGANCAN,Kosem17,KS002,,
DOGANCAN,Kosem17,KS003,,
DOGANCAN,Kosem17,KS004,,
DOGANCAN,Kosem17,KS005,,
DOGANCAN,Kosem17,KS007,,
DOGANCAN,Kosem17,KS008,,
DOGANCAN,Kosem17,Z001,,
DOGANCAN,Kosem17,Z002,,
DOGANCAN,Kosem17,Z003,,
DOGANCAN,Kosem18,KM01,,
DOGANCAN,Kosem18,KM03,,
DOGANCAN,Kosem18,KS001,,
DOGANCAN,Kosem18,KS002,,
DOGANCAN,Kosem18,KS003,,
DOGANCAN,Kosem18,KS004,,
DOGANCAN,Kosem18,KS005,,
DOGANCAN,Kosem18,KS007,,
DOGANCAN,Kosem18,KS008,,
DOGANCAN,Kosem18,KS009,,
DOGANCAN,Kosem18,KS010,,
DOGANCAN,Kosem18,KS012,,
DOGANCAN,Kosem18,KS013,,
DOGANCAN,Kosem18,Z001,,
DOGANCAN,Kosem18,Z002,,
DOGANCAN,Kosem18,Z003,,
DOGANCAN,KOSEM2013,KM01,,
DOGANCAN,KOSEM2013,KM03,,
DOGANCAN,KOSEM2013,KS001,,
DOGANCAN,KOSEM2013,KS002,,
DOGANCAN,KOSEM2013,KS003,,
DOGANCAN,KOSEM2013,KS004,,
DOGANCAN,KOSEM2013,KS005,,
DOGANCAN,KOSEM2013,KS006,,
DOGANCAN,KOSEM2013,Z001,,
DOGANCAN,KOSEM2013,Z002,,
DOGANCAN,KOSEM2013,Z003,,
DOGANCAN,KOSEM23,KM01,,
DOGANCAN,KOSEM23,KM03,,
DOGANCAN,KOSEM23,KS001,,
DOGANCAN,KOSEM23,KS002,,
DOGANCAN,KOSEM23,KS003,,
DOGANCAN,KOSEM23,KS004,,
DOGANCAN,KOSEM23,KS005,,
DOGANCAN,KOSEM23,KS007,,
DOGANCAN,KOSEM23,KS008,,
DOGANCAN,KOSEM23,KS009,,
DOGANCAN,KOSEM23,KS010,,
DOGANCAN,KOSEM23,KS011,,
DOGANCAN,KOSEM23,KS012,,
DOGANCAN,KOSEM23,KS013,,
DOGANCAN,KOSEM23,Z001,,
DOGANCAN,KOSEM23,Z002,,
DOGANCAN,KOSEM23,Z003,,
DOGANCAN,KOSEM23,Z004,,
DOGANCAN,KOSEM23,Z005,,
DOGANCAN,KOSEM23,Z006,,
EDA,Kosem14,KM01,,
EDA,Kosem14,KM03,,
EDA,Kosem14,KS001,,
EDA,Kosem14,KS002,,
EDA,Kosem14,KS003,,
EDA,Kosem14,KS004,,
EDA,Kosem14,KS005,,
EDA,Kosem14,KS006,,
EDA,Kosem14,KS007,,
EDA,Kosem14,Z001,,
EDA,Kosem14,Z002,,
EDA,Kosem14,Z003,,
EDA,Kosem15,KM01,,
EDA,Kosem15,KM03,,
EDA,Kosem15,KS001,,
EDA,Kosem15,KS002,,
EDA,Kosem15,KS003,,
EDA,Kosem15,KS004,,
EDA,Kosem15,KS005,,
EDA,Kosem15,KS006,,
EDA,Kosem15,KS007,,
EDA,Kosem15,Z001,,
EDA,Kosem15,Z002,,
EDA,Kosem15,Z003,,
EDA,Kosem17,KM01,,
EDA,Kosem17,KM03,,
EDA,Kosem17,KS001,,
EDA,Kosem17,KS002,,
EDA,Kosem17,KS003,,
EDA,Kosem17,KS004,,
EDA,Kosem17,KS005,,
EDA,Kosem17,KS007,,
EDA,Kosem17,KS008,,
EDA,Kosem18,KM01,,
EDA,Kosem18,KM03,,
EDA,Kosem18,KS001,,
EDA,Kosem18,KS002,,
EDA,Kosem18,KS003,,
EDA,Kosem18,KS004,,
EDA,Kosem18,KS005,,
EDA,Kosem18,KS007,,
EDA,Kosem18,KS008,,
EDA,Kosem18,KS010,,
EDA,Kosem18,Z001,,
EDA,Kosem18,Z002,,
EDA,Kosem18,Z003,,
