UserName,CatalogName,AccessKasa,ReadLoc,WriteLoc
BEKIR,KOSEM2007,D01,,
BEKIR,KOSEM2007,KS01,,
BEKIR,KOSEM2007,V01,,
BEKIR,KOSEM2007,Z01,,
BEKIR,KOSEM2008,D01,,
BEKIR,KOSEM2008,KS01,,
BEKIR,KOSEM2008,V01,,
BEKIR,KOSEM2008,Z01,,
BEKIR,KOSEM2009,D01,,
BEKIR,KOSEM2009,KS01,,
BEKIR,KOSEM2009,T01,,
BEKIR,KOSEM2009,V01,,
BEKIR,KOSEM2009,Z01,,
BEKIR,KOSEM2010,D01,,
BEKIR,KOSEM2010,KS01,,
BEKIR,KOSEM2010,T01,,
BEKIR,KOSEM2010,V01,,
BEKIR,KOSEM2010,Z01,,
BEKIR,KOSEM2011,D01,,
BEKIR,KOSEM2011,KS01,,
BEKIR,KOSEM2011,T01,,
BEKIR,KOSEM2011,V01,,
BEKIR,KOSEM2011,Z01,,
BEKIR,KOSEM2012,D01,,
BEKIR,KOSEM2012,KS01,,
BEKIR,KOSEM2012,T01,,
BEKIR,KOSEM2012,V01,,
BEKIR,KOSEM2012,Z01,,
BEKIR,KOSEM2013,D01,,
BEKIR,KOSEM2013,KS01,,
BEKIR,KOSEM2013,L01,,
BEKIR,KOSEM2013,T01,,
BEKIR,KOSEM2013,V01,,
BEKIR,KOSEM2013,Z01,,
BEKIR,KOSEM2014,D01,,
BEKIR,KOSEM2014,KS01,,
BEKIR,KOSEM2014,L01,,
BEKIR,KOSEM2014,T01,,
BEKIR,KOSEM2014,V01,,
BEKIR,KOSEM2014,Z01,,
BEKIR,KOSEM2016,D01,,
BEKIR,KOSEM2016,H01,,
BEKIR,KOSEM2016,KS01,,
BEKIR,KOSEM2016,L01,,
BEKIR,KOSEM2016,T01,,
BEKIR,KOSEM2016,V01,,
BEKIR,KOSEM2016,Z01,,
BEKIR,Kosem2017,D01,,
BEKIR,Kosem2017,H01,,
BEKIR,Kosem2017,KS01,,
BEKIR,Kosem2017,T01,,
BEKIR,Kosem2017,V01,,
BEKIR,Kosem2017,Z01,,
BEKIR,Kosem2018,D01,,
BEKIR,Kosem2018,H01,,
BEKIR,Kosem2018,KS01,,
BEKIR,Kosem2018,T01,,
BEKIR,Kosem2018,V01,,
BEKIR,Kosem2018,Z01,,
BEKIR,KOSEM2023,A01,,
BEKIR,KOSEM2023,B01,,
BEKIR,KOSEM2023,D01,,
BEKIR,KOSEM2023,E01,,
BEKIR,KOSEM2023,F01,,
BEKIR,KOSEM2023,G01,,
BEKIR,KOSEM2023,H01,,
BEKIR,KOSEM2023,H02,,
BEKIR,KOSEM2023,K01,,
BEKIR,KOSEM2023,KS01,,
BEKIR,KOSEM2023,L01,,
BEKIR,KOSEM2023,O01,,
BEKIR,KOSEM2023,R01,,
BEKIR,KOSEM2023,T01,,
BEKIR,KOSEM2023,T02,,
BEKIR,KOSEM2023,U01,,
BEKIR,KOSEM2023,V01,,
BEKIR,KOSEM2023,Z01,,
BEKIR,Kosem22,A01,,
BEKIR,Kosem22,B01,,
BEKIR,Kosem22,D01,,
BEKIR,Kosem22,E01,,
BEKIR,Kosem22,F01,,
BEKIR,Kosem22,G01,,
BEKIR,Kosem22,H01,,
BEKIR,Kosem22,H02,,
BEKIR,Kosem22,K01,,
BEKIR,Kosem22,KS01,,
BEKIR,Kosem22,L01,,
BEKIR,Kosem22,O01,,
BEKIR,Kosem22,R01,,
BEKIR,Kosem22,T01,,
BEKIR,Kosem22,T02,,
BEKIR,Kosem22,U01,,
BEKIR,Kosem22,V01,,
BEKIR,Kosem22,Z01,,
BEKIR,KOSEM23,A01,,
BEKIR,KOSEM23,B01,,
BEKIR,KOSEM23,D01,,
BEKIR,KOSEM23,E01,,
BEKIR,KOSEM23,F01,,
BEKIR,KOSEM23,G01,,
BEKIR,KOSEM23,H01,,
BEKIR,KOSEM23,H02,,
BEKIR,KOSEM23,IR01,,
BEKIR,KOSEM23,K01,,
BEKIR,KOSEM23,KS01,,
BEKIR,KOSEM23,L01,,
BEKIR,KOSEM23,O01,,
BEKIR,KOSEM23,R01,,
BEKIR,KOSEM23,T01,,
BEKIR,KOSEM23,T02,,
BEKIR,KOSEM23,U01,,
BEKIR,KOSEM23,V01,,
BEKIR,KOSEM23,YA,,
BEKIR,KOSEM23,Z01,,
BERRIN,KOSEM,D01,,
BERRIN,KOSEM,G01,,
BERRIN,KOSEM,KS01,,
BERRIN,KOSEM,V01,,
BERRIN,KOSEM,Z01,,
BERRIN,Kosem13,D01,,
BERRIN,Kosem13,KS01,,
BERRIN,Kosem13,L01,,
BERRIN,Kosem13,T01,,
BERRIN,Kosem13,V01,,
BERRIN,Kosem13,Z01,,
BERRIN,Kosem14,D01,,
BERRIN,Kosem14,H01,,
BERRIN,Kosem14,KS01,,
BERRIN,Kosem14,L01,,
BERRIN,Kosem14,T01,,
BERRIN,Kosem14,V01,,
BERRIN,Kosem14,Z01,,
BERRIN,Kosem15,D01,,
BERRIN,Kosem15,E01,,
BERRIN,Kosem15,F01,,
BERRIN,Kosem15,H01,,
BERRIN,Kosem15,KS01,,
BERRIN,Kosem15,L01,,
BERRIN,Kosem15,R01,,
BERRIN,Kosem15,T01,,
BERRIN,Kosem15,V01,,
BERRIN,Kosem15,Z01,,
BERRIN,Kosem16,D01,,
BERRIN,Kosem16,E01,,
BERRIN,Kosem16,F01,,
BERRIN,Kosem16,H01,,
BERRIN,Kosem16,KS01,,
BERRIN,Kosem16,L01,,
BERRIN,Kosem16,R01,,
BERRIN,Kosem16,T01,,
BERRIN,Kosem16,V01,,
BERRIN,Kosem16,Z01,,
BERRIN,Kosem17,D01,,
BERRIN,Kosem17,E01,,
BERRIN,Kosem17,F01,,
BERRIN,Kosem17,H01,,
BERRIN,Kosem17,KS01,,
BERRIN,Kosem17,L01,,
BERRIN,KOSEM17,O01,,
BERRIN,Kosem17,R01,,
