UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,DBName
ceyhun.yavas,Antrepo20,AA003,,,Antrepo20
ceyhun.yavas,Antrepo20,AA004,,,Antrepo20
ceyhun.yavas,Antrepo20,AA005,,,Antrepo20
ceyhun.yavas,Antrepo20,AB001,,,Antrepo20
ceyhun.yavas,Antrepo20,AB002,,,Antrepo20
ceyhun.yavas,Antrepo20,AB003,,,Antrepo20
ceyhun.yavas,Antrepo20,AH001,,,Antrepo20
ceyhun.yavas,Antrepo20,AN001,,,Antrepo20
ceyhun.yavas,Antrepo20,AW001,,,Antrepo20
ceyhun.yavas,Antrepo20,FA001,,,Antrepo20
ceyhun.yavas,Antrepo20,FA002,,,Antrepo20
ceyhun.yavas,Antrepo20,MK001,,,Antrepo20
ceyhun.yavas,Antrepo20,Z0001,,,Antrepo20
ceyhun.yavas,Antrepo20,Z0002,,,Antrepo20
ceyhun.yavas,Antrepo20,Z0003,,,Antrepo20
ceyhun.yavas,Antrepo20,Z0004,,,Antrepo20
ceyhun.yavas,AntYedek,AA001,,,Antrepo20
ceyhun.yavas,AntYedek,AA002,,,Antrepo20
ceyhun.yavas,AntYedek,AB001,,,Antrepo20
ceyhun.yavas,AntYedek,AB002,,,Antrepo20
ceyhun.yavas,AntYedek,AB003,,,Antrepo20
ceyhun.yavas,AntYedek,AW001,,,Antrepo20
ceyhun.yavas,AntYedek,FA001,,,Antrepo20
ceyhun.yavas,AntYedek,FA002,,,Antrepo20
ceyhun.yavas,Cabani20,CA001,,,Antrepo20
ceyhun.yavas,Cabani20,CA003,,,Antrepo20
ceyhun.yavas,Cabani20,CH001,,,Antrepo20
ceyhun.yavas,Cabani20,CS001,,,Antrepo20
ceyhun.yavas,Kampanya,AA001,,,Antrepo20
ceyhun.yavas,Kampanya,AA002,,,Antrepo20
ceyhun.yavas,Kampanya,AA003,,,Antrepo20
ceyhun.yavas,Kampanya,AA004,,,Antrepo20
ceyhun.yavas,Kampanya,AA005,,,Antrepo20
ceyhun.yavas,Kampanya,AB001,,,Antrepo20
ceyhun.yavas,Kampanya,AB002,,,Antrepo20
ceyhun.yavas,Kampanya,AB003,,,Antrepo20
ceyhun.yavas,Kampanya,AH001,,,Antrepo20
ceyhun.yavas,Kampanya,AN001,,,Antrepo20
ceyhun.yavas,Kampanya,AW001,,,Antrepo20
ceyhun.yavas,Kampanya,FA001,,,Antrepo20
ceyhun.yavas,Kampanya,FA002,,,Antrepo20
ceyhun.yavas,Kampanya,MK001,,,Antrepo20
ceyhun.yavas,Kampanya,Z0001,,,Antrepo20
ceyhun.yavas,Kampanya,Z0002,,,Antrepo20
ceyhun.yavas,Kampanya,Z0003,,,Antrepo20
ceyhun.yavas,Kampanya,Z0004,,,Antrepo20
ceyhun.yavas,Uretim20,CA001,,,Antrepo20
ceyhun.yavas,Uretim20,CA002,,,Antrepo20
ceyhun.yavas,Uretim20,CA003,,,Antrepo20
ceyhun.yavas,Uretim20,CA004,,,Antrepo20
ceyhun.yavas,Uretim20,CH001,,,Antrepo20
ceyhun.yavas,Uretim20,CS001,,,Antrepo20
dildar.rozkul,Antrepo20,AA001,,,Antrepo20
dildar.rozkul,Antrepo20,AA002,,,Antrepo20
dildar.rozkul,Antrepo20,AA003,,,Antrepo20
dildar.rozkul,Antrepo20,AA005,,,Antrepo20
dildar.rozkul,Antrepo20,AB001,,,Antrepo20
dildar.rozkul,Antrepo20,AB002,,,Antrepo20
dildar.rozkul,Antrepo20,AB003,,,Antrepo20
dildar.rozkul,Kampanya,AA001,,,Antrepo20
dildar.rozkul,Kampanya,AA002,,,Antrepo20
dildar.rozkul,Kampanya,AA003,,,Antrepo20
dildar.rozkul,Kampanya,AA005,,,Antrepo20
dildar.rozkul,Kampanya,AB001,,,Antrepo20
dildar.rozkul,Kampanya,AB002,,,Antrepo20
dildar.rozkul,Kampanya,AB003,,,Antrepo20
ekrem.koc,Antrepo20,AA001,,,Antrepo20
ekrem.koc,Antrepo20,AA002,,,Antrepo20
ekrem.koc,Antrepo20,AA003,,,Antrepo20
ekrem.koc,Antrepo20,AA004,,,Antrepo20
ekrem.koc,Antrepo20,AA005,,,Antrepo20
ekrem.koc,Antrepo20,AB001,,,Antrepo20
ekrem.koc,Antrepo20,AB002,,,Antrepo20
ekrem.koc,Antrepo20,AB003,,,Antrepo20
ekrem.koc,Antrepo20,AH001,,,Antrepo20
ekrem.koc,Antrepo20,AN001,,,Antrepo20
ekrem.koc,Antrepo20,AW001,,,Antrepo20
ekrem.koc,AntYedek,AA001,,,Antrepo20
ekrem.koc,AntYedek,AA002,,,Antrepo20
ekrem.koc,AntYedek,AB001,,,Antrepo20
ekrem.koc,AntYedek,AB002,,,Antrepo20
ekrem.koc,AntYedek,AB003,,,Antrepo20
ekrem.koc,AntYedek,AW001,,,Antrepo20
ekrem.koc,AntYedek,FA001,,,Antrepo20
ekrem.koc,AntYedek,FA002,,,Antrepo20
ekrem.koc,Cabani20,CA001,,,Antrepo20
ekrem.koc,Cabani20,CA003,,,Antrepo20
ekrem.koc,Cabani20,CH001,,,Antrepo20
ekrem.koc,Cabani20,CS001,,,Antrepo20
ekrem.koc,Kampanya,AA001,,,Antrepo20
ekrem.koc,Kampanya,AA002,,,Antrepo20
ekrem.koc,Kampanya,AA003,,,Antrepo20
ekrem.koc,Kampanya,AA004,,,Antrepo20
ekrem.koc,Kampanya,AA005,,,Antrepo20
ekrem.koc,Kampanya,AB001,,,Antrepo20
ekrem.koc,Kampanya,AB002,,,Antrepo20
ekrem.koc,Kampanya,AB003,,,Antrepo20
ekrem.koc,Kampanya,AH001,,,Antrepo20
ekrem.koc,Kampanya,AN001,,,Antrepo20
ekrem.koc,Kampanya,AW001,,,Antrepo20
ekrem.koc,Uretim20,CA001,,,Antrepo20
ekrem.koc,Uretim20,CA002,,,Antrepo20
ekrem.koc,Uretim20,CA003,,,Antrepo20
ekrem.koc,Uretim20,CA004,,,Antrepo20
ekrem.koc,Uretim20,CH001,,,Antrepo20
ekrem.koc,Uretim20,CS001,,,Antrepo20
emin.baser,Antrepo20,FA001,,,Antrepo20
emin.baser,Kampanya,FA001,,,Antrepo20
emine.kuscu,Antrepo20,AA001,,,Antrepo20
emine.kuscu,Antrepo20,AA002,,,Antrepo20
emine.kuscu,Antrepo20,AA003,,,Antrepo20
emine.kuscu,Antrepo20,AA004,,,Antrepo20
emine.kuscu,Antrepo20,AB001,,,Antrepo20
emine.kuscu,Antrepo20,AB002,,,Antrepo20
emine.kuscu,Antrepo20,AB003,,,Antrepo20
emine.kuscu,Antrepo20,AH001,,,Antrepo20
emine.kuscu,Antrepo20,AN001,,,Antrepo20
emine.kuscu,Antrepo20,AW001,,,Antrepo20
emine.kuscu,Antrepo20,MK001,,,Antrepo20
emine.kuscu,Cabani20,CA001,,,Antrepo20
emine.kuscu,Cabani20,CS001,,,Antrepo20
emine.kuscu,Kampanya,AA001,,,Antrepo20
emine.kuscu,Kampanya,AA002,,,Antrepo20
emine.kuscu,Kampanya,AA003,,,Antrepo20
emine.kuscu,Kampanya,AA004,,,Antrepo20
emine.kuscu,Kampanya,AB001,,,Antrepo20
emine.kuscu,Kampanya,AB002,,,Antrepo20
emine.kuscu,Kampanya,AB003,,,Antrepo20
emine.kuscu,Kampanya,AH001,,,Antrepo20
emine.kuscu,Kampanya,AN001,,,Antrepo20
emine.kuscu,Kampanya,AW001,,,Antrepo20
emine.kuscu,Kampanya,MK001,,,Antrepo20
emine.kuscu,Uretim20,CA001,,,Antrepo20
emine.kuscu,Uretim20,CS001,,,Antrepo20
Emre.dilek,Antrepo20,AA001,,,Antrepo20
Emre.dilek,Antrepo20,AA002,,,Antrepo20
Emre.dilek,Antrepo20,AA003,,,Antrepo20
Emre.dilek,Antrepo20,AA004,,,Antrepo20
Emre.dilek,Antrepo20,AA005,,,Antrepo20
Emre.dilek,Antrepo20,AB001,,,Antrepo20
Emre.dilek,Antrepo20,AB002,,,Antrepo20
Emre.dilek,Antrepo20,AB003,,,Antrepo20
Emre.dilek,Antrepo20,AH001,,,Antrepo20
Emre.dilek,Antrepo20,AN001,,,Antrepo20
Emre.dilek,Antrepo20,AW001,,,Antrepo20
Emre.dilek,AntYedek,AA001,,,Antrepo20
Emre.dilek,AntYedek,AA002,,,Antrepo20
Emre.dilek,AntYedek,AB001,,,Antrepo20
Emre.dilek,AntYedek,AB002,,,Antrepo20
Emre.dilek,AntYedek,AB003,,,Antrepo20
Emre.dilek,AntYedek,AW001,,,Antrepo20
Emre.dilek,AntYedek,FA001,,,Antrepo20
Emre.dilek,AntYedek,FA002,,,Antrepo20
Emre.dilek,Cabani20,CA001,,,Antrepo20
Emre.dilek,Cabani20,CA003,,,Antrepo20
Emre.dilek,Cabani20,CH001,,,Antrepo20
Emre.dilek,Cabani20,CS001,,,Antrepo20
Emre.dilek,Kampanya,AA001,,,Antrepo20
Emre.dilek,Kampanya,AA002,,,Antrepo20
Emre.dilek,Kampanya,AA003,,,Antrepo20
Emre.dilek,Kampanya,AA004,,,Antrepo20
Emre.dilek,Kampanya,AA005,,,Antrepo20
Emre.dilek,Kampanya,AB001,,,Antrepo20
Emre.dilek,Kampanya,AB002,,,Antrepo20
Emre.dilek,Kampanya,AB003,,,Antrepo20
Emre.dilek,Kampanya,AH001,,,Antrepo20
Emre.dilek,Kampanya,AN001,,,Antrepo20
Emre.dilek,Kampanya,AW001,,,Antrepo20
Emre.dilek,Uretim20,CA001,,,Antrepo20
Emre.dilek,Uretim20,CA002,,,Antrepo20
Emre.dilek,Uretim20,CA003,,,Antrepo20
Emre.dilek,Uretim20,CA004,,,Antrepo20
Emre.dilek,Uretim20,CH001,,,Antrepo20
Emre.dilek,Uretim20,CS001,,,Antrepo20
Erayomer,Antrepo20,AA001,,,Antrepo20
Erayomer,Antrepo20,AA002,,,Antrepo20
Erayomer,Antrepo20,AA005,,,Antrepo20
Erayomer,Antrepo20,AB001,,,Antrepo20
Erayomer,Antrepo20,AB002,,,Antrepo20
Erayomer,Antrepo20,AB003,,,Antrepo20
Erayomer,Antrepo20,AH001,,,Antrepo20
Erayomer,Antrepo20,AW001,,,Antrepo20
Erayomer,Kampanya,AA001,,,Antrepo20
Erayomer,Kampanya,AA002,,,Antrepo20
Erayomer,Kampanya,AA005,,,Antrepo20
Erayomer,Kampanya,AB001,,,Antrepo20
Erayomer,Kampanya,AB002,,,Antrepo20
Erayomer,Kampanya,AB003,,,Antrepo20
Erayomer,Kampanya,AH001,,,Antrepo20
Erayomer,Kampanya,AW001,,,Antrepo20
erdal.acinir,Antrepo20,AA001,,,Antrepo20
erdal.acinir,Antrepo20,AA002,,,Antrepo20
erdal.acinir,Antrepo20,AB001,,,Antrepo20
erdal.acinir,Antrepo20,AB002,,,Antrepo20
erdal.acinir,Antrepo20,AB003,,,Antrepo20
erdal.acinir,Antrepo20,AW001,,,Antrepo20
erdal.acinir,Antrepo20,FA001,,,Antrepo20
erdal.acinir,Antrepo20,FA002,,,Antrepo20
erdal.acinir,Cabani20,CA001,,,Antrepo20
erdal.acinir,Cabani20,CA003,,,Antrepo20
erdal.acinir,Cabani20,CH001,,,Antrepo20
erdal.acinir,Cabani20,CS001,,,Antrepo20
erdal.acinir,Kampanya,AA001,,,Antrepo20
erdal.acinir,Kampanya,AA002,,,Antrepo20
erdal.acinir,Kampanya,AB001,,,Antrepo20
erdal.acinir,Kampanya,AB002,,,Antrepo20
erdal.acinir,Kampanya,AB003,,,Antrepo20
erdal.acinir,Kampanya,AW001,,,Antrepo20
erdal.acinir,Kampanya,FA001,,,Antrepo20
erdal.acinir,Kampanya,FA002,,,Antrepo20
erdal.acinir,Uretim20,CA001,,,Antrepo20
erdal.acinir,Uretim20,CA002,,,Antrepo20
erdal.acinir,Uretim20,CA003,,,Antrepo20
erdal.acinir,Uretim20,CH001,,,Antrepo20
erdal.acinir,Uretim20,CS001,,,Antrepo20
erkan.oklan,Antrepo20,AA001,,,Antrepo20
erkan.oklan,Antrepo20,AA002,,,Antrepo20
erkan.oklan,Antrepo20,AA005,,,Antrepo20
erkan.oklan,Antrepo20,AB001,,,Antrepo20
erkan.oklan,Antrepo20,AB002,,,Antrepo20
erkan.oklan,Antrepo20,AB003,,,Antrepo20
erkan.oklan,Antrepo20,AW001,,,Antrepo20
erkan.oklan,Kampanya,AA001,,,Antrepo20
erkan.oklan,Kampanya,AA002,,,Antrepo20
erkan.oklan,Kampanya,AA005,,,Antrepo20
erkan.oklan,Kampanya,AB001,,,Antrepo20
erkan.oklan,Kampanya,AB002,,,Antrepo20
erkan.oklan,Kampanya,AB003,,,Antrepo20
erkan.oklan,Kampanya,AW001,,,Antrepo20
eyup.bozmaz,Cabani20,CA001,,,Antrepo20
eyup.bozmaz,Cabani20,CS001,,,Antrepo20
eyup.bozmaz,Uretim20,CA001,,,Antrepo20
eyup.bozmaz,Uretim20,CS001,,,Antrepo20
fabrika.satis,Antrepo20,AA001,,,Antrepo20
fabrika.satis,Antrepo20,AA005,,,Antrepo20
fabrika.satis,Antrepo20,AB001,,,Antrepo20
fabrika.satis,Antrepo20,AB002,,,Antrepo20
fabrika.satis,Antrepo20,AB003,,,Antrepo20
fabrika.satis,Antrepo20,AN001,,,Antrepo20
fabrika.satis,Cabani20,CS001,,,Antrepo20
fabrika.satis,Kampanya,AA001,,,Antrepo20
fabrika.satis,Kampanya,AA002,,,Antrepo20
fabrika.satis,Kampanya,AA005,,,Antrepo20
fabrika.satis,Kampanya,AB001,,,Antrepo20
fabrika.satis,Kampanya,AB002,,,Antrepo20
fabrika.satis,Kampanya,AB003,,,Antrepo20
fabrika.satis,Kampanya,AN001,,,Antrepo20
fabrika.satis,Uretim20,CS001,,,Antrepo20
fatih.gezer,Antrepo20,AA001,,,Antrepo20
fatih.gezer,Antrepo20,AA003,,,Antrepo20
fatih.gezer,Antrepo20,AA004,,,Antrepo20
fatih.gezer,Antrepo20,AA005,,,Antrepo20
fatih.gezer,Antrepo20,AB001,,,Antrepo20
fatih.gezer,Antrepo20,AB002,,,Antrepo20
fatih.gezer,Antrepo20,AB003,,,Antrepo20
fatih.gezer,Antrepo20,AH001,,,Antrepo20
fatih.gezer,Antrepo20,AN001,,,Antrepo20
fatih.gezer,Antrepo20,AW001,,,Antrepo20
fatih.gezer,AntYedek,AA001,,,Antrepo20
fatih.gezer,AntYedek,AA002,,,Antrepo20
fatih.gezer,AntYedek,AB001,,,Antrepo20
fatih.gezer,AntYedek,AB002,,,Antrepo20
fatih.gezer,AntYedek,AB003,,,Antrepo20
fatih.gezer,AntYedek,AW001,,,Antrepo20
fatih.gezer,AntYedek,FA001,,,Antrepo20
fatih.gezer,AntYedek,FA002,,,Antrepo20
fatih.gezer,Cabani20,CA001,,,Antrepo20
fatih.gezer,Cabani20,CA003,,,Antrepo20
fatih.gezer,Cabani20,CH001,,,Antrepo20
fatih.gezer,Cabani20,CS001,,,Antrepo20
fatih.gezer,Kampanya,AA001,,,Antrepo20
fatih.gezer,Kampanya,AA002,,,Antrepo20
fatih.gezer,Kampanya,AA003,,,Antrepo20
fatih.gezer,Kampanya,AA004,,,Antrepo20
fatih.gezer,Kampanya,AA005,,,Antrepo20
fatih.gezer,Kampanya,AB001,,,Antrepo20
fatih.gezer,Kampanya,AB002,,,Antrepo20
fatih.gezer,Kampanya,AB003,,,Antrepo20
fatih.gezer,Kampanya,AH001,,,Antrepo20
fatih.gezer,Kampanya,AN001,,,Antrepo20
fatih.gezer,Kampanya,AW001,,,Antrepo20
fatih.gezer,Uretim20,CA001,,,Antrepo20
fatih.gezer,Uretim20,CA002,,,Antrepo20
fatih.gezer,Uretim20,CA003,,,Antrepo20
fatih.gezer,Uretim20,CA004,,,Antrepo20
fatih.gezer,Uretim20,CH001,,,Antrepo20
fatih.gezer,Uretim20,CS001,,,Antrepo20
gülsen.gümüs,Antrepo20,AA001,,,Antrepo20
gülsen.gümüs,Antrepo20,AA002,,,Antrepo20
gülsen.gümüs,Antrepo20,AA003,,,Antrepo20
gülsen.gümüs,Antrepo20,AA004,,,Antrepo20
gülsen.gümüs,Antrepo20,AB001,,,Antrepo20
gülsen.gümüs,Antrepo20,AB002,,,Antrepo20
gülsen.gümüs,Antrepo20,AB003,,,Antrepo20
gülsen.gümüs,Antrepo20,AH001,,,Antrepo20
gülsen.gümüs,Antrepo20,AW001,,,Antrepo20
gülsen.gümüs,Antrepo20,FA001,,,Antrepo20
gülsen.gümüs,Antrepo20,FA002,,,Antrepo20
gülsen.gümüs,Cabani20,CA001,,,Antrepo20
gülsen.gümüs,Cabani20,CH001,,,Antrepo20
gülsen.gümüs,Kampanya,AA001,,,Antrepo20
gülsen.gümüs,Kampanya,AA002,,,Antrepo20
gülsen.gümüs,Kampanya,AA003,,,Antrepo20
gülsen.gümüs,Kampanya,AA004,,,Antrepo20
gülsen.gümüs,Kampanya,AB001,,,Antrepo20
gülsen.gümüs,Kampanya,AB002,,,Antrepo20
gülsen.gümüs,Kampanya,AB003,,,Antrepo20
gülsen.gümüs,Kampanya,AH001,,,Antrepo20
gülsen.gümüs,Kampanya,AW001,,,Antrepo20
gülsen.gümüs,Kampanya,FA001,,,Antrepo20
gülsen.gümüs,Kampanya,FA002,,,Antrepo20
gülsen.gümüs,Uretim20,CA001,,,Antrepo20
gülsen.gümüs,Uretim20,CA002,,,Antrepo20
gülsen.gümüs,Uretim20,CA003,,,Antrepo20
gülsen.gümüs,Uretim20,CA004,,,Antrepo20
gülsen.gümüs,Uretim20,CH001,,,Antrepo20
gülsen.gümüs,Uretim20,CH002,,,Antrepo20
gülsen.gümüs,Uretim20,CS001,,,Antrepo20
hakan.durmaz,Cabani20,CA001,,,Antrepo20
hakan.durmaz,Cabani20,CS001,,,Antrepo20
