UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,DBName
berke.kaban,Cabani20,CA001,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,*,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CA001,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CA002,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CA003,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CA004,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CH001,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CS001,,,KORGUNYAZILIM1910
berke.kaban,Uretim20,CS002,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,*,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AA001,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AA002,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AA005,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AB001,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AB002,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AB003,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,AW001,,,KORGUNYAZILIM1910
bilaltunc,Antrepo20,FA002,,,KORGUNYAZILIM1910
bilaltunc,Uretim20,*,,,KORGUNYAZILIM1910
Bodrum,Antrepo20,*,,,KORGUNYAZILIM1910
Bodrum,Antrepo20,FA002,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,*,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AA001,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AA002,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AA005,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AB001,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AB002,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AB003,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,AW001,,,KORGUNYAZILIM1910
Burcukır,Antrepo20,FA002,,,KORGUNYAZILIM1910
Burcukır,Uretim20,*,,,KORGUNYAZILIM1910
Burcukır,Uretim20,CA001,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,*,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA001,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA002,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA003,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA004,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA005,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AA006,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AB001,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AB002,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AB003,,,KORGUNYAZILIM1910
busraelarslan,Antrepo20,AW001,,,KORGUNYAZILIM1910
busraelarslan,Cabani20,*,,,KORGUNYAZILIM1910
busraelarslan,Cabani20,CA001,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,*,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CA001,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CA002,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CA003,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CA004,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CH001,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CH002,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CS001,,,KORGUNYAZILIM1910
busraelarslan,Uretim20,CS002,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,*,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AA001,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AA002,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AA003,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AA004,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AA005,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AB001,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AB002,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AB003,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AH001,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,AW001,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,FA001,,,KORGUNYAZILIM1910
cansu.demir,Antrepo20,FA002,,,KORGUNYAZILIM1910
cansu.demir,Cabani20,*,,,KORGUNYAZILIM1910
cansu.demir,Cabani20,CA001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,*,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AA001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AA002,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AA003,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AA004,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AA005,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AB001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AB002,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AB003,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AH001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,AW001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,FA001,,,KORGUNYAZILIM1910
cem.uyguc,Antrepo20,FA002,,,KORGUNYAZILIM1910
cem.uyguc,Cabani20,*,,,KORGUNYAZILIM1910
cem.uyguc,Uretim20,*,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,*,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AA001,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AA003,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AA004,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AA005,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AA006,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AB001,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AB002,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AB003,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AH001,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,AW001,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,Z0001,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,Z0002,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,Z0003,,,KORGUNYAZILIM1910
ceyhun.yavas,Antrepo20,Z0004,,,KORGUNYAZILIM1910
ceyhun.yavas,Cabani20,*,,,KORGUNYAZILIM1910
ceyhun.yavas,Cabani20,CA001,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,*,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,CA001,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,CA003,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,CA004,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,CS001,,,KORGUNYAZILIM1910
ceyhun.yavas,Uretim20,CS002,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,*,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,CA001,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,CA002,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,CA003,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,CH001,,,KORGUNYAZILIM1910
dila.rozi,Uretim20,CS001,,,KORGUNYAZILIM1910
dildar.rozkul,Antrepo20,*,,,KORGUNYAZILIM1910
dildar.rozkul,Antrepo20,AB001,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,*,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AA001,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AA002,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AA003,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AA004,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AA005,,,KORGUNYAZILIM1910
ekrem.koc,Antrepo20,AH001,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,*,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CA001,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CA002,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CA003,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CA004,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CH001,,,KORGUNYAZILIM1910
ekrem.koc,Uretim20,CS001,,,KORGUNYAZILIM1910
emin.baser,Antrepo20,*,,,KORGUNYAZILIM1910
emin.baser,Antrepo20,FA001,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,*,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AA001,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AA002,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AA003,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AA004,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AB001,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AB002,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AB003,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AH001,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,AW001,,,KORGUNYAZILIM1910
emine.kuscu,Antrepo20,FA002,,,KORGUNYAZILIM1910
emine.kuscu,Cabani20,*,,,KORGUNYAZILIM1910
emine.kuscu,Cabani20,CA001,,,KORGUNYAZILIM1910
emine.kuscu,Cabani20,CH001,,,KORGUNYAZILIM1910
emine.kuscu,Cabani20,CS001,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,*,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CA001,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CA002,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CA004,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CH001,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CH002,,,KORGUNYAZILIM1910
emine.kuscu,Uretim20,CS001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,*,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AA001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AA002,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AA003,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AA004,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AA005,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AB001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AB002,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AB003,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AH001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,AW001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,FA001,,,KORGUNYAZILIM1910
Emre.dilek,Antrepo20,FA002,,,KORGUNYAZILIM1910
Emre.dilek,Cabani20,*,,,KORGUNYAZILIM1910
Emre.dilek,Cabani20,CA001,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,*,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CA001,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CA002,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CA003,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CA004,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CH001,,,KORGUNYAZILIM1910
Emre.dilek,Uretim20,CS001,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,*,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AA001,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AA002,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AA005,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AB001,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AB002,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AB003,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,AW001,,,KORGUNYAZILIM1910
Erayomer,Antrepo20,FA002,,,KORGUNYAZILIM1910
Erayomer,Uretim20,*,,,KORGUNYAZILIM1910
Erayömer,Antrepo20,*,,,KORGUNYAZILIM1910
Erayömer,Uretim20,*,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,*,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AA001,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AA002,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AB001,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AB002,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AB003,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,AW001,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,FA001,,,KORGUNYAZILIM1910
erdal.acinir,Antrepo20,FA002,,,KORGUNYAZILIM1910
erdal.acinir,Cabani20,*,,,KORGUNYAZILIM1910
erdal.acinir,Cabani20,CA001,,,KORGUNYAZILIM1910
erdal.acinir,Cabani20,CA003,,,KORGUNYAZILIM1910
erdal.acinir,Cabani20,CH001,,,KORGUNYAZILIM1910
erdal.acinir,Cabani20,CS001,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,*,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,CA001,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,CA002,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,CA003,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,CH001,,,KORGUNYAZILIM1910
erdal.acinir,Uretim20,CS001,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,*,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AA001,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AA002,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AA005,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AB001,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AB002,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AB003,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,AW001,,,KORGUNYAZILIM1910
erkan.oklan,Antrepo20,FA002,,,KORGUNYAZILIM1910
erkan.oklan,Uretim20,*,,,KORGUNYAZILIM1910
eyup.bozmaz,Antrepo20,*,,,KORGUNYAZILIM1910
eyup.bozmaz,Antrepo20,AA001,,,KORGUNYAZILIM1910
eyup.bozmaz,Uretim20,*,,,KORGUNYAZILIM1910
eyup.bozmaz,Uretim20,CA001,,,KORGUNYAZILIM1910
eyup.bozmaz,Uretim20,CA002,,,KORGUNYAZILIM1910
eyup.bozmaz,Uretim20,CA003,,,KORGUNYAZILIM1910
eyup.bozmaz,Uretim20,CS001,,,KORGUNYAZILIM1910
fabrika.satis,Antrepo20,*,,,KORGUNYAZILIM1910
fabrika.satis,Antrepo20,AB001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,*,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AA001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AA002,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AA003,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AA004,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AA005,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AB001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AB002,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AB003,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AH001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,AW001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,FA001,,,KORGUNYAZILIM1910
fatih.gezer,Antrepo20,FA002,,,KORGUNYAZILIM1910
fatih.gezer,Cabani20,*,,,KORGUNYAZILIM1910
fatih.gezer,Cabani20,CA001,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,*,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CA001,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CA002,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CA003,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CA004,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CH001,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CS001,,,KORGUNYAZILIM1910
fatih.gezer,Uretim20,CS002,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,*,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AA001,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AA002,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AA003,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AA004,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AB001,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AB002,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AB003,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AH001,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,AW001,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,FA001,,,KORGUNYAZILIM1910
gülsen.gümüs,Antrepo20,FA002,,,KORGUNYAZILIM1910
gülsen.gümüs,Cabani20,*,,,KORGUNYAZILIM1910
gülsen.gümüs,Cabani20,CA001,,,KORGUNYAZILIM1910
gülsen.gümüs,Cabani20,CA003,,,KORGUNYAZILIM1910
gülsen.gümüs,Cabani20,CH001,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,*,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CA001,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CA002,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CA003,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CA004,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CH001,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CH002,,,KORGUNYAZILIM1910
gülsen.gümüs,Uretim20,CS001,,,KORGUNYAZILIM1910
hakan.durmaz,Uretim20,*,,,KORGUNYAZILIM1910
hakan.durmaz,Uretim20,CA001,,,KORGUNYAZILIM1910
hakan.durmaz,Uretim20,CA004,,,KORGUNYAZILIM1910
halil.bakkal,Antrepo20,*,,,KORGUNYAZILIM1910
halil.bakkal,Antrepo20,AB003,,,KORGUNYAZILIM1910
Hamdepo,Uretim20,*,,,KORGUNYAZILIM1910
Hamdepo,Uretim20,CH001,,,KORGUNYAZILIM1910
Hamdepo,Uretim20,CH002,,,KORGUNYAZILIM1910
hamdi.sancar,Cabani20,*,,,KORGUNYAZILIM1910
hamdi.sancar,Uretim20,*,,,KORGUNYAZILIM1910
hamdi.sancar,Uretim20,CA002,,,KORGUNYAZILIM1910
hamdi.sancar,Uretim20,CH001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,*,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CA001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CA002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CA003,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CA004,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CH001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CH002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CS001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM1910,CS002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,*,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CA001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CA002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CA003,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CA004,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CH001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CH002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CS001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2210,CS002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,*,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CA001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CA002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CA003,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CA004,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CH001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CH002,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CS001,,,KORGUNYAZILIM1910
HARUNB,KORGUNYAZILIM2310,CS002,,,KORGUNYAZILIM1910
haticeozdogan,Antrepo20,*,,,KORGUNYAZILIM1910
haticeozdogan,Antrepo20,AA001,,,KORGUNYAZILIM1910
haticeozdogan,Antrepo20,AA002,,,KORGUNYAZILIM1910
haticeozdogan,Antrepo20,AA003,,,KORGUNYAZILIM1910
