SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT
004 191-1G,0,0,01,63.0,US,2011-06-09 00:00:00,*,,,,
004 191-3,0,0,01,62.0,US,2011-06-09 00:00:00,*,,,,
004 191-4,0,0,01,52.0,US,2011-06-09 00:00:00,*,,,,
004 191-4A,0,0,01,52.0,US,2011-06-09 00:00:00,*,,,,
004 191-6,0,0,01,62.0,US,2011-06-09 00:00:00,*,,,,
004 191-7,0,0,01,52.0,US,2011-06-09 00:00:00,*,,,,
004 19-4,0,0,01,,US,2011-06-20 00:00:00,*,,,,
004 200-20,0,0,01,95.0,US,2011-08-18 00:00:00,*,,,,
004 200-21,0,0,01,105.0,US,2011-09-07 00:00:00,*,,,,
004 200-4,0,0,01,95.0,US,2011-09-21 00:00:00,*,,,,
004 200-4,932,45,01,105.0,US,2011-09-19 00:00:00,*,,,,
004 200-4,1025,0,01,105.0,US,2011-09-21 00:00:00,*,,,,
004 200-4,1559,0,01,105.0,US,2011-09-21 00:00:00,*,,,,
004 200-4,1560,0,01,105.0,US,2011-09-21 00:00:00,*,,,,
004 200-4-A,17,0,01,95.0,US,2011-07-13 00:00:00,*,,,,
004 200-5,0,0,01,92.0,US,2011-06-04 00:00:00,*,,,,
004 200-5-A,0,0,01,97.0,US,2011-06-04 00:00:00,*,,,,
004 200-6,0,0,01,90.0,US,2011-07-13 00:00:00,*,,,,
004 20-1,0,0,01,35.0,US,2011-06-07 00:00:00,*,,,,
004 202,0,0,01,,US,2012-11-13 00:00:00,*,,,,
004 20-2,0,0,01,34.0,US,2011-06-07 00:00:00,*,,,,
004 20-3,0,0,01,30.0,US,2011-06-07 00:00:00,*,,,,
004 207-7,0,0,01,90.0,US,2011-06-15 00:00:00,*,,,,
004 219-1,0,0,01,50.0,US,2011-06-03 00:00:00,*,,,,
004 219-2,0,0,01,52.0,US,2011-07-13 00:00:00,*,,,,
004 226,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 227,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 233,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 236,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 237,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 238,0,0,01,,US,2012-11-24 00:00:00,*,,,,
004 258-1,0,0,01,78.0,US,2011-07-13 00:00:00,*,,,,
004 258-10,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 258-11,0,0,01,110.0,US,2011-08-18 00:00:00,*,,,,
004 258-12,0,0,01,78.0,US,2011-08-18 00:00:00,*,,,,
004 258-13,0,0,01,75.0,US,2011-09-07 00:00:00,*,,,,
004 258-2,0,0,01,78.0,US,2011-07-13 00:00:00,*,,,,
004 258-3,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 258-4,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 258-5,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 258-6,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 258-7,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 258-8,0,0,01,87.0,US,2011-07-13 00:00:00,*,,,,
004 258-9,0,0,01,98.0,US,2011-07-25 00:00:00,*,,,,
004 258-9-A,0,0,01,98.0,US,2011-07-25 00:00:00,*,,,,
004 259-1,0,0,01,68.0,US,2011-08-18 00:00:00,*,,,,
004 260-2,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 260-6,0,0,01,83.0,US,2011-06-15 00:00:00,*,,,,
004 26-1,0,0,01,,US,2011-06-17 00:00:00,*,,,,
004 268-1,0,0,01,90.0,US,2011-07-13 00:00:00,*,,,,
004 268-10,0,0,01,83.0,US,2011-06-04 00:00:00,*,,,,
004 268-11,0,0,01,83.0,US,2011-06-04 00:00:00,*,,,,
004 268-12,0,0,01,83.0,US,2011-06-04 00:00:00,*,,,,
004 268-18,0,0,01,80.0,US,2011-07-13 00:00:00,*,,,,
004 268-19,0,0,01,105.0,US,2011-07-13 00:00:00,*,,,,
004 268-2,0,0,01,90.0,US,2011-07-13 00:00:00,*,,,,
004 268-20,0,0,01,0.0,US,2011-08-01 12:08:44.857000,,,,,
004 268-25,0,0,01,102.0,US,2011-08-16 00:00:00,*,,,,
004 268-25,1018,0,01,107.0,US,2011-08-16 00:00:00,*,,,,
004 268-3,0,0,01,72.0,US,2011-08-17 00:00:00,*,,,,
004 268-5,0,0,01,90.0,US,2011-08-01 00:00:00,*,,,,
004 268-6,0,0,01,0.0,US,2011-07-13 00:00:00,*,,,,
004 268-7,0,0,01,90.0,US,2011-07-13 00:00:00,*,,,,
004 268-8,0,0,01,65.0,US,2011-06-04 00:00:00,*,,,,
004 268-9,0,0,01,65.0,US,2011-06-04 00:00:00,*,,,,
004 313-1,0,0,01,68.0,US,2011-08-18 00:00:00,*,,,,
004 315-1,0,0,01,34.0,US,2011-06-07 00:00:00,*,,,Hamzas,2014-01-22 20:00:30.650000
004 315-1,0,0,10,68.0,US,2013-10-28 00:00:00,*,,,,
004 315-2,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 315-4,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 315-5,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 315-6,0,0,01,34.0,US,2011-06-07 00:00:00,*,,,,
004 315-8,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 325-1,0,0,01,52.0,US,2011-07-13 00:00:00,*,,,,
004 325-2,0,0,01,54.0,US,2011-07-13 00:00:00,*,,,,
004 325-3,0,0,01,57.0,US,2011-08-18 00:00:00,*,,,,
004 33-1,0,0,01,95.0,US,2011-09-07 00:00:00,*,,,,
004 33-2,0,0,01,92.0,US,2011-09-07 00:00:00,*,,,,
004 333-1,0,0,01,49.0,US,2011-07-13 00:00:00,*,,,,
004 333-2,0,0,01,49.0,US,2011-07-13 00:00:00,*,,,,
004 333-3,0,0,01,54.0,US,2011-07-13 00:00:00,*,,,,
004 338,0,0,10,126.0,US,2014-04-10 00:00:00,*,,,,
004 338-1,0,0,01,88.0,US,2011-07-13 00:00:00,*,,,,
004 34,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 35,0,0,01,105.0,US,2012-06-27 00:00:00,*,,,,
004 355,0,0,10,250.0,US,2013-11-05 00:00:00,*,,,Mehmeta,2013-11-05 15:30:37.777000
004 36,0,0,01,105.0,US,2012-06-27 00:00:00,*,,,,
004 361-1,0,0,01,105.0,US,2011-08-06 00:00:00,*,,,,
004 361-2,0,0,01,92.0,US,2011-08-06 00:00:00,*,,,,
004 361-3,0,0,01,85.0,US,2011-08-06 00:00:00,*,,,,
004 366-3,0,0,01,89.0,US,2011-07-13 00:00:00,*,,,,
004 366-4,0,0,01,83.0,US,2011-06-15 00:00:00,*,,,,
004 37,0,0,01,95.0,US,2012-06-27 00:00:00,*,,,,
004 38-1,0,0,01,67.0,US,2011-06-04 00:00:00,*,,,,
004 38-10,0,0,01,88.0,US,2011-07-13 00:00:00,*,,,,
004 38-2,0,0,01,72.0,US,2011-06-04 00:00:00,*,,,,
004 385-1,0,0,01,50.0,US,2011-07-13 00:00:00,*,,,,
004 385-2,0,0,01,57.0,US,2012-11-08 00:00:00,*,,,,
004 389,0,0,10,230.0,US,2013-11-07 00:00:00,*,,,Hamzas,2013-11-07 10:58:20.837000
004 39,0,0,01,95.0,US,2012-06-27 00:00:00,*,,,,
004 40,0,0,01,78.0,US,2012-06-27 00:00:00,*,,,,
004 403,0,0,10,164.0,US,2013-11-14 00:00:00,*,,,Mehmeta,2013-11-14 16:38:40.160000
004 41,0,0,01,115.0,US,2012-06-27 00:00:00,*,,,,
004 410,0,0,10,230.0,US,2013-11-07 00:00:00,*,,,Hamzas,2013-11-07 10:58:20.837000
004 42,0,0,01,115.0,US,2012-06-27 00:00:00,*,,,,
004 425,0,0,10,230.0,US,2013-11-05 00:00:00,*,,,Mehmeta,2013-11-05 15:30:37.780000
004 426,0,0,10,164.0,US,2013-11-07 00:00:00,*,,,Hamzas,2013-11-07 10:58:20.837000
004 43,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 44,0,0,01,78.0,US,2012-06-27 00:00:00,*,,,,
004 45,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 454,0,0,10,166.0,US,2013-11-05 00:00:00,*,,,Mehmeta,2013-11-05 15:30:37.780000
004 46,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 464,0,0,10,220.0,US,2013-11-05 00:00:00,*,,,Mehmeta,2013-11-05 15:30:37.780000
004 47,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 475,0,0,10,170.0,US,2013-11-05 00:00:00,*,,,Mehmeta,2013-11-05 15:30:37.783000
004 475-1,0,0,01,37.0,US,2011-06-08 00:00:00,*,,,,
004 475-2,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
004 476-1,0,0,01,50.0,US,2011-07-13 00:00:00,*,,,,
004 476-2,0,0,01,56.0,US,2011-07-13 00:00:00,*,,,,
004 476-3,0,0,01,62.0,US,2011-08-08 00:00:00,*,,,,
004 48,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 48-1,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 48-1-A,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 48-2,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 48-3,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 49,0,0,01,78.0,US,2012-06-27 00:00:00,*,,,,
004 491,0,0,10,138.0,US,2014-02-07 00:00:00,*,,,,
004 50,0,0,01,78.0,US,2012-06-27 00:00:00,*,,,,
004 509,0,0,10,134.0,US,2014-02-07 00:00:00,*,,,,
004 51,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 52,0,0,01,95.0,US,2012-06-27 00:00:00,*,,,,
004 53,0,0,01,125.0,US,2012-06-27 00:00:00,*,,,,
004 54,0,0,01,125.0,US,2012-06-27 00:00:00,*,,,,
004 55,0,0,01,,US,2012-06-04 00:00:00,*,,,,
004 55-1,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 56,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 57,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 578,0,0,10,138.0,US,2014-02-07 00:00:00,*,,,,
004 58,0,0,01,98.0,US,2012-06-27 00:00:00,*,,,,
004 59,0,0,01,98.0,US,2012-06-27 00:00:00,*,,,,
004 599,0,0,10,130.0,US,2014-02-25 00:00:00,*,,,,
004 60,0,0,01,98.0,US,2012-06-27 00:00:00,*,,,,
004 60-1,0,0,01,,US,2012-06-27 00:00:00,*,,,,
004 60-10,0,0,01,31.0,US,2011-05-14 00:00:00,*,,,,
004 60-11,0,0,01,26.0,US,2011-06-07 00:00:00,*,,,,
004 60-11-A,0,0,01,26.0,US,2011-06-07 00:00:00,*,,,,
004 60-13,0,0,01,43.0,US,2011-06-07 00:00:00,*,,,,
004 60-14,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
004 60-15,0,0,01,36.0,US,2011-06-07 00:00:00,*,,,,
004 60-18,0,0,01,30.0,US,2011-06-07 00:00:00,*,,,,
004 60-19,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
004 60-2,0,0,01,28.0,US,2011-06-07 00:00:00,*,,,,
004 60-20,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
004 60-21,0,0,01,35.0,US,2011-06-07 00:00:00,*,,,,
004 60-22,0,0,01,35.0,US,2011-06-07 00:00:00,*,,,,
004 60-23,0,0,01,35.0,US,2011-06-07 00:00:00,*,,,,
004 60-24,0,0,01,36.0,US,2011-06-07 00:00:00,*,,,,
004 60-25,0,0,01,36.0,US,2011-06-07 00:00:00,*,,,,
004 60-26,0,0,01,40.0,US,2011-06-07 00:00:00,*,,,,
004 60-27,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 60-3,0,0,01,32.0,US,2011-06-07 00:00:00,*,,,,
004 60-4,0,0,01,36.0,US,2011-06-07 00:00:00,*,,,,
004 60-5,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 60-6,0,0,01,37.0,US,2011-06-07 00:00:00,*,,,,
004 60-7,0,0,01,33.0,US,2011-06-07 00:00:00,*,,,,
004 60-8,0,0,01,31.0,US,2011-05-14 00:00:00,*,,,,
004 60-9,0,0,01,30.0,US,2011-06-07 00:00:00,*,,,,
004 61,0,0,01,98.0,US,2012-06-27 00:00:00,*,,,,
004 613-1,0,0,01,57.0,US,2011-08-08 00:00:00,*,,,,
004 62,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
004 63,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
004 64,0,0,01,,US,2012-06-08 00:00:00,*,,,,
004 642-1,0,0,01,50.0,US,2011-07-13 00:00:00,*,,,,
004 649-1,0,0,01,50.0,US,2011-07-13 00:00:00,*,,,,
004 65 ,0,0,01,95.0,US,2012-06-27 00:00:00,*,,,,
004 650,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 651,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 653,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 654,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 655,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 656,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 657,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 658,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 659,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 66,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 660,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 662,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 665,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 667,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 67,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 670,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 671,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 672,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 675,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 676,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 676,1801,0,01,64.0,US,2011-12-19 00:00:00,*,,,Hamzas,2014-01-22 20:00:30.903000
004 677,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 68,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 680,0,0,01,64.0,US,2012-08-13 00:00:00,*,,,,
004 681,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 682,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 683,0,0,01,64.0,US,2012-12-03 00:00:00,*,,,,
004 684,0,0,01,60.0,US,2012-06-27 00:00:00,*,,,,
004 685,0,0,01,65.0,US,2011-12-19 00:00:00,*,,,,
004 685,163,0,01,65.0,US,2011-12-19 00:00:00,*,,,,
004 686,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 687,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 688,0,0,01,64.0,US,2012-08-01 00:00:00,*,,,,
004 689,0,0,01,60.0,US,2011-12-19 00:00:00,*,,,,
004 69,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 690,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 691,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 692,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 693,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 694,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 695,0,0,01,59.0,US,2012-06-27 00:00:00,*,,,,
004 696,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 697,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 698,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 699,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 70,0,0,01,99.0,US,2012-06-27 00:00:00,*,,,,
004 700,0,0,01,,US,2011-12-06 00:00:00,*,,,,
004 701,0,0,01,,US,2011-12-08 00:00:00,*,,,,
004 702,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 704,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 709,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 71,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
004 710,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 711,0,0,01,,US,2011-12-10 00:00:00,*,,,,
004 712,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 713,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 714,0,0,01,59.0,US,2011-12-19 00:00:00,*,,,,
004 715,0,0,01,65.0,US,2011-12-19 00:00:00,*,,,,
004 716,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 718,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 719,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 72,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
004 720,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 721,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 722,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 723,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 723,1902,0,01,64.0,US,2011-12-19 00:00:00,*,,,,
004 724,0,0,01,68.0,US,2011-12-19 00:00:00,*,,,,
004 724,1898,0,01,70.0,US,2011-12-19 00:00:00,*,,,Hamzas,2014-01-22 20:00:30.907000
004 725,0,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 725,1896,0,01,64.0,US,2011-12-19 00:00:00,*,,,,
004 726,0,0,01,64.0,US,2011-12-19 00:00:00,*,,,,
004 727,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 728,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 729,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 73,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
004 730,311,0,01,62.0,US,2011-12-19 00:00:00,*,,,,
004 730,1898,0,01,64.0,US,2011-12-19 00:00:00,*,,,,
004 731,0,0,01,68.0,US,2011-12-21 00:00:00,*,,,,
004 732,0,0,01,,US,2011-12-19 00:00:00,*,,,,
004 733,0,0,01,68.0,US,2011-12-19 00:00:00,*,,,,
004 733,1898,0,01,70.0,US,2011-12-19 00:00:00,*,,,,
004 734,0,0,01,67.0,US,2012-08-23 00:00:00,*,,,,
004 735,0,0,01,,US,2011-12-22 00:00:00,*,,,,
004 737,0,0,01,66.0,US,2011-12-22 00:00:00,*,,,,
004 738,0,0,01,66.0,US,2011-12-22 00:00:00,*,,,,
004 74,0,0,01,79.0,US,2012-06-27 00:00:00,*,,,,
004 740,0,0,01,,US,2011-12-27 00:00:00,*,,,,
004 741,0,0,01,,US,2011-12-27 00:00:00,*,,,,
004 744,0,0,01,,US,2011-12-27 00:00:00,*,,,,
004 745,0,0,01,,US,2011-12-27 00:00:00,*,,,,
004 746,0,0,01,,US,2012-01-09 00:00:00,*,,,,
004 747,0,0,01,,US,2012-01-09 00:00:00,*,,,,
004 748,0,0,01,,US,2012-01-12 00:00:00,*,,,,
004 749,0,0,01,,US,2012-01-12 00:00:00,*,,,,
004 75,0,0,01,97.0,US,2012-06-27 00:00:00,*,,,,
