SKod,Modul,MKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCN367,B,6,6901,MUAZ,2025-01-18 16:42:07.443000,KGShop,,,
LNRCN369,B,1,118,,,,,,
LNRCN369,B,2,119,,,,,,
LNRCN369,B,3,120,,,,,,
LNRCN369,B,4,121,,,,,,
LNRCN369,B,5,122,,,,,,
LNRCN369,B,6,123,,,,,,
LNRCN369,B,7,124,,,,,,
LNRCN369,B,8,125,,,,,,
LNRCN369,B,9,126,,,,,,
LNRCN369,B,62,127,,,,,,
LNRCN373,B,2,128,,,,,,
LNRCN373,B,3,129,,,,,,
LNRCN373,B,4,130,,,,,,
LNRCN373,B,5,131,,,,,,
LNRCN373,B,6,132,,,,,,
LNRCN383,B,31,133,,,,,,
LNRCN383,B,32,134,,,,,,
LNRCN383,B,33,135,,,,,,
LNRCN383,B,34,136,,,,,,
LNRCN383,B,35,137,,,,,,
LNRCN383,B,36,138,,,,,,
LNRCN383,B,37,139,,,,,,
LNRCN383,B,38,140,,,,,,
LNRCN383,B,39,141,,,,,,
LNRCN383,B,40,142,,,,,,
LNRCN383,B,41,143,,,,,,
LNRCN397,B,2,144,,,,,,
LNRCN397,B,3,145,,,,,,
LNRCN397,B,4,146,,,,,,
LNRCN397,B,5,147,,,,,,
LNRCN397,B,6,148,,,,,,
LNRCN403,B,2,149,,,,,,
LNRCN403,B,3,150,,,,,,
LNRCN403,B,4,151,,,,,,
LNRCN403,B,5,152,,,,,,
LNRCN403,B,6,153,,,,,,
LNRCN404,B,2,6287,,,,,,
LNRCN404,B,3,6288,,,,,,
LNRCN404,B,4,6289,,,,,,
LNRCN404,B,5,6290,,,,,,
LNRCN404,B,6,6291,,,,,,
LNRCN420,B,2,154,,,,,,
LNRCN420,B,3,155,,,,,,
LNRCN420,B,4,156,,,,,,
LNRCN420,B,5,157,,,,,,
LNRCN420,B,6,158,,,,,,
LNRCN421,B,2,159,,,,,,
LNRCN421,B,3,160,,,,,,
LNRCN421,B,4,161,,,,,,
LNRCN421,B,5,162,,,,,,
LNRCN421,B,6,163,,,,,,
LNRCN422,B,2,164,,,,,,
LNRCN422,B,3,165,,,,,,
LNRCN422,B,4,166,,,,,,
LNRCN422,B,5,167,,,,,,
LNRCN422,B,6,168,,,,,,
LNRCN425,B,2,169,,,,,,
LNRCN425,B,3,170,,,,,,
LNRCN425,B,4,171,,,,,,
LNRCN425,B,5,172,,,,,,
LNRCN425,B,6,173,,,,,,
LNRCN428,B,2,174,,,,,,
LNRCN428,B,3,175,,,,,,
LNRCN428,B,4,176,,,,,,
LNRCN428,B,5,177,,,,,,
LNRCN428,B,6,178,,,,,,
LNRCN444,B,2,179,,,,,,
LNRCN444,B,3,180,,,,,,
LNRCN444,B,4,181,,,,,,
LNRCN444,B,5,182,,,,,,
LNRCN444,B,6,183,,,,,,
LNRCN447,B,2,184,,,,,,
LNRCN447,B,3,185,,,,,,
LNRCN447,B,4,186,,,,,,
LNRCN447,B,5,187,,,,,,
LNRCN447,B,6,188,,,,,,
LNRCN453,B,2,189,,,,,,
LNRCN453,B,3,190,,,,,,
LNRCN453,B,4,191,,,,,,
LNRCN453,B,5,192,,,,,,
LNRCN453,B,6,193,,,,,,
LNRCN464,B,2,194,,,,,,
LNRCN464,B,3,195,,,,,,
LNRCN464,B,4,196,,,,,,
LNRCN464,B,5,197,,,,,,
LNRCN464,B,6,198,,,,,,
LNRCN473,B,2,6907,MUAZ,2025-01-18 16:47:12.643000,KGShop,,,
LNRCN473,B,3,6908,MUAZ,2025-01-18 16:47:12.650000,KGShop,,,
LNRCN473,B,4,6909,MUAZ,2025-01-18 16:47:12.657000,KGShop,,,
LNRCN473,B,5,6910,MUAZ,2025-01-18 16:47:12.663000,KGShop,,,
LNRCN473,B,6,6911,MUAZ,2025-01-18 16:47:12.670000,KGShop,,,
LNRCN479,B,2,6902,MUAZ,2025-01-18 16:45:01.830000,KGShop,,,
LNRCN479,B,3,6903,MUAZ,2025-01-18 16:45:01.837000,KGShop,,,
LNRCN479,B,4,6904,MUAZ,2025-01-18 16:45:01.840000,KGShop,,,
LNRCN479,B,5,6905,MUAZ,2025-01-18 16:45:01.847000,KGShop,,,
LNRCN479,B,6,6906,MUAZ,2025-01-18 16:45:01.850000,KGShop,,,
LNRCN481,B,2,199,,,,,,
LNRCN481,B,3,200,,,,,,
LNRCN481,B,4,201,,,,,,
LNRCN481,B,5,202,,,,,,
LNRCN481,B,6,203,,,,,,
LNRCN485,B,2,6917,MUAZ,2025-01-18 16:52:56.220000,KGShop,,,
LNRCN485,B,3,6918,MUAZ,2025-01-18 16:52:56.227000,KGShop,,,
LNRCN485,B,4,6919,MUAZ,2025-01-18 16:52:56.230000,KGShop,,,
LNRCN485,B,5,6920,MUAZ,2025-01-18 16:52:56.233000,KGShop,,,
LNRCN485,B,6,6921,MUAZ,2025-01-18 16:52:56.240000,KGShop,,,
LNRCN498,B,2,204,,,,,,
LNRCN498,B,3,205,,,,,,
LNRCN498,B,4,206,,,,,,
LNRCN498,B,5,207,,,,,,
LNRCN498,B,6,208,,,,,,
LNRCN499,B,2,7585,MUAZ,2025-02-07 18:03:02.413000,KGShop,,,
LNRCN499,B,3,7586,MUAZ,2025-02-07 18:03:02.430000,KGShop,,,
LNRCN499,B,4,7587,MUAZ,2025-02-07 18:03:02.433000,KGShop,,,
LNRCN499,B,5,7588,MUAZ,2025-02-07 18:03:02.440000,KGShop,,,
LNRCN499,B,6,7589,MUAZ,2025-02-07 18:03:02.447000,KGShop,,,
LNRCN536,B,31,209,,,,,,
LNRCN536,B,32,210,,,,,,
LNRCN536,B,33,211,,,,,,
LNRCN536,B,34,212,,,,,,
LNRCN536,B,35,213,,,,,,
LNRCN536,B,36,214,,,,,,
LNRCN536,B,37,215,,,,,,
LNRCN536,B,38,216,,,,,,
LNRCN536,B,39,217,,,,,,
LNRCN539,B,2,6922,MUAZ,2025-01-18 16:56:01.113000,KGShop,,,
LNRCN539,B,3,6923,MUAZ,2025-01-18 16:56:01.117000,KGShop,,,
LNRCN539,B,4,6924,MUAZ,2025-01-18 16:56:01.123000,KGShop,,,
LNRCN539,B,5,6925,MUAZ,2025-01-18 16:56:01.130000,KGShop,,,
LNRCN539,B,6,6926,MUAZ,2025-01-18 16:56:01.133000,KGShop,,,
LNRCN542,B,35,218,,,,,,
LNRCN542,B,36,219,,,,,,
LNRCN542,B,37,220,,,,,,
LNRCN542,B,38,221,,,,,,
LNRCN542,B,39,222,,,,,,
LNRCN560,B,2,223,,,,,,
LNRCN560,B,3,224,,,,,,
LNRCN560,B,4,225,,,,,,
LNRCN560,B,5,226,,,,,,
LNRCN560,B,6,227,,,,,,
LNRCN562,B,2,228,,,,,,
LNRCN562,B,3,229,,,,,,
LNRCN562,B,4,230,,,,,,
LNRCN562,B,5,231,,,,,,
LNRCN562,B,6,232,,,,,,
LNRCN572,B,35,233,,,,,,
LNRCN572,B,36,234,,,,,,
LNRCN572,B,37,235,,,,,,
LNRCN572,B,38,236,,,,,,
LNRCN572,B,39,237,,,,,,
LNRCN575,B,31,238,,,,,,
LNRCN575,B,32,239,,,,,,
LNRCN575,B,33,240,,,,,,
LNRCN575,B,34,241,,,,,,
LNRCN575,B,35,242,,,,,,
LNRCN575,B,36,243,,,,,,
LNRCN575,B,37,244,,,,,,
LNRCN575,B,38,245,,,,,,
LNRCN575,B,39,246,,,,,,
LNRCN575,B,40,247,,,,,,
LNRCN575,B,41,248,,,,,,
LNRCN575,B,42,249,,,,,,
LNRCN576,B,2,250,,,,,,
LNRCN576,B,3,251,,,,,,
LNRCN576,B,4,252,,,,,,
LNRCN576,B,5,253,,,,,,
LNRCN576,B,6,254,,,,,,
LNRCN581,B,2,255,,,,,,
LNRCN581,B,3,256,,,,,,
LNRCN581,B,4,257,,,,,,
LNRCN581,B,5,258,,,,,,
LNRCN581,B,6,259,,,,,,
LNRCN585,B,2,260,,,,,,
LNRCN585,B,3,261,,,,,,
LNRCN585,B,4,262,,,,,,
LNRCN585,B,5,263,,,,,,
LNRCN585,B,6,264,,,,,,
LNRCN589,B,2,7590,MUAZ,2025-02-07 18:04:57.863000,KGShop,,,
LNRCN589,B,3,7591,MUAZ,2025-02-07 18:04:57.873000,KGShop,,,
LNRCN589,B,4,7592,MUAZ,2025-02-07 18:04:57.883000,KGShop,,,
LNRCN589,B,5,7593,MUAZ,2025-02-07 18:04:57.890000,KGShop,,,
LNRCN589,B,6,7594,MUAZ,2025-02-07 18:04:57.900000,KGShop,,,
LNRCN638,B,2,265,,,,,,
LNRCN638,B,3,266,,,,,,
LNRCN638,B,4,267,,,,,,
LNRCN638,B,5,268,,,,,,
LNRCN638,B,6,269,,,,,,
LNRCN658,B,35,270,,,,,,
LNRCN658,B,36,271,,,,,,
LNRCN658,B,37,272,,,,,,
LNRCN658,B,38,273,,,,,,
LNRCN658,B,39,274,,,,,,
LNRCN675,B,35,275,,,,,,
LNRCN675,B,36,276,,,,,,
LNRCN675,B,37,277,,,,,,
LNRCN675,B,38,278,,,,,,
LNRCN675,B,39,279,,,,,,
LNRCN682,B,2,280,,,,,,
LNRCN682,B,3,281,,,,,,
LNRCN682,B,4,282,,,,,,
LNRCN682,B,5,283,,,,,,
LNRCN682,B,6,284,,,,,,
LNRCN689,B,2,285,,,,,,
LNRCN689,B,3,286,,,,,,
LNRCN689,B,4,287,,,,,,
LNRCN689,B,5,288,,,,,,
LNRCN689,B,6,289,,,,,,
LNRCN695,B,2,290,,,,,,
LNRCN695,B,3,291,,,,,,
LNRCN695,B,4,292,,,,,,
LNRCN695,B,5,293,,,,,,
LNRCN695,B,6,294,,,,,,
LNRCN699,B,2,295,,,,,,
LNRCN699,B,3,296,,,,,,
LNRCN699,B,4,297,,,,,,
LNRCN699,B,5,298,,,,,,
LNRCN699,B,6,299,,,,,,
LNRCN720,B,2,300,,,,,,
LNRCN720,B,3,301,,,,,,
LNRCN720,B,4,302,,,,,,
LNRCN720,B,5,303,,,,,,
LNRCN720,B,6,304,,,,,,
LNRCN726,B,2,305,,,,,,
LNRCN726,B,3,306,,,,,,
LNRCN726,B,4,307,,,,,,
LNRCN726,B,5,308,,,,,,
LNRCN726,B,6,309,,,,,,
LNRCN730,B,2,310,,,,,,
LNRCN730,B,3,311,,,,,,
LNRCN730,B,4,312,,,,,,
LNRCN730,B,5,313,,,,,,
LNRCN730,B,6,314,,,,,,
LNRCN756,B,2,315,,,,,,
LNRCN756,B,3,316,,,,,,
LNRCN756,B,4,317,,,,,,
LNRCN756,B,5,318,,,,,,
LNRCN756,B,6,319,,,,,,
LNRCN801,B,2,320,,,,,,
LNRCN801,B,3,321,,,,,,
LNRCN801,B,4,322,,,,,,
LNRCN801,B,5,323,,,,,,
LNRCN801,B,6,324,,,,,,
LNRCN808,B,2,325,,,,,,
LNRCN808,B,3,326,,,,,,
LNRCN808,B,4,327,,,,,,
LNRCN808,B,5,328,,,,,,
LNRCN808,B,6,329,,,,,,
LNRCN814,B,2,330,,,,,,
LNRCN814,B,3,331,,,,,,
LNRCN814,B,4,332,,,,,,
LNRCN814,B,5,333,,,,,,
LNRCN814,B,6,334,,,,,,
LNRCN824,B,35,335,,,,,,
LNRCN824,B,36,336,,,,,,
LNRCN824,B,37,337,,,,,,
LNRCN824,B,38,338,,,,,,
LNRCN824,B,39,339,,,,,,
LNRCN828,B,2,340,,,,,,
LNRCN828,B,3,341,,,,,,
LNRCN828,B,4,342,,,,,,
LNRCN828,B,5,343,,,,,,
LNRCN828,B,6,344,,,,,,
LNRCN897,B,2,345,,,,,,
LNRCN897,B,3,346,,,,,,
LNRCN897,B,4,347,,,,,,
LNRCN897,B,5,348,,,,,,
LNRCN897,B,6,349,,,,,,
LNRCN955,B,2,350,,,,,,
LNRCN955,B,3,351,,,,,,
LNRCN955,B,4,352,,,,,,
LNRCN955,B,5,353,,,,,,
LNRCN955,B,6,354,,,,,,
LNRCN957,B,35,355,,,,,,
LNRCN957,B,36,356,,,,,,
LNRCN957,B,37,357,,,,,,
LNRCN957,B,38,358,,,,,,
LNRCN957,B,39,359,,,,,,
LNRCN958,B,35,360,,,,,,
LNRCN958,B,36,361,,,,,,
LNRCN958,B,37,362,,,,,,
LNRCN958,B,38,363,,,,,,
LNRCN958,B,39,364,,,,,,
LNRCN985,B,2,6912,MUAZ,2025-01-18 16:50:11.500000,KGShop,,,
LNRCN985,B,3,6913,MUAZ,2025-01-18 16:50:11.503000,KGShop,,,
LNRCN985,B,4,6914,MUAZ,2025-01-18 16:50:11.510000,KGShop,,,
LNRCN985,B,5,6915,MUAZ,2025-01-18 16:50:11.513000,KGShop,,,
LNRCN985,B,6,6916,MUAZ,2025-01-18 16:50:11.520000,KGShop,,,
LNRCNACT083,B,2,365,,,,,,
LNRCNACT083,B,3,366,,,,,,
LNRCNACT083,B,4,367,,,,,,
LNRCNACT083,B,5,368,,,,,,
LNRCNACT083,B,6,369,,,,,,
LNRCNACT10,B,20,370,,,,,,
LNRCNACT10,B,21,371,,,,,,
LNRCNACT10,B,22,372,,,,,,
LNRCNACT10,B,23,373,,,,,,
LNRCNACT10,B,24,374,,,,,,
LNRCNACT34,B,31,375,,,,,,
LNRCNACT34,B,32,376,,,,,,
LNRCNACT34,B,33,377,,,,,,
LNRCNACT34,B,34,378,,,,,,
LNRCNACT34,B,35,379,,,,,,
LNRCNACT34,B,36,380,,,,,,
LNRCNACT34,B,37,381,,,,,,
LNRCNACT34,B,38,382,,,,,,
LNRCNACT34,B,39,383,,,,,,
LNRCNACT4541,B,31,6773,MUAZ,2025-01-08 16:33:10.957000,KGShop,,,
LNRCNACT4541,B,32,6774,MUAZ,2025-01-08 16:33:10.963000,KGShop,,,
LNRCNACT4541,B,33,6775,MUAZ,2025-01-08 16:33:10.970000,KGShop,,,
LNRCNACT4541,B,34,6776,MUAZ,2025-01-08 16:33:10.973000,KGShop,,,
LNRCNACT4541,B,35,6777,MUAZ,2025-01-08 16:33:10.980000,KGShop,,,
LNRCNACT4541,B,36,6778,MUAZ,2025-01-08 16:33:10.983000,KGShop,,,
LNRCNACT4541,B,37,6779,MUAZ,2025-01-08 16:33:10.990000,KGShop,,,
LNRCNACT4541,B,38,6780,MUAZ,2025-01-08 16:33:10.997000,KGShop,,,
LNRCNACT4541,B,39,6781,MUAZ,2025-01-08 16:33:11,KGShop,,,
LNRCNACT56,B,2,384,,,,,,
LNRCNACT56,B,3,385,,,,,,
LNRCNACT56,B,4,386,,,,,,
LNRCNACT56,B,5,387,,,,,,
LNRCNACT56,B,6,388,,,,,,
LNRCNACT68,B,2,389,,,,,,
LNRCNACT68,B,3,390,,,,,,
LNRCNACT68,B,4,391,,,,,,
LNRCNACT68,B,5,392,,,,,,
LNRCNACT68,B,6,393,,,,,,
LNRCNACT72,B,2,394,,,,,,
LNRCNACT72,B,3,395,,,,,,
LNRCNACT72,B,4,396,,,,,,
LNRCNACT72,B,5,397,,,,,,
LNRCNACT72,B,6,398,,,,,,
LNRCNACT780,B,31,6764,MUAZ,2025-01-08 16:31:57.707000,KGShop,,,
LNRCNACT780,B,32,6765,MUAZ,2025-01-08 16:31:57.717000,KGShop,,,
LNRCNACT780,B,33,6766,MUAZ,2025-01-08 16:31:57.723000,KGShop,,,
LNRCNACT780,B,34,6767,MUAZ,2025-01-08 16:31:57.733000,KGShop,,,
LNRCNACT780,B,35,6768,MUAZ,2025-01-08 16:31:57.743000,KGShop,,,
LNRCNACT780,B,36,6769,MUAZ,2025-01-08 16:31:57.750000,KGShop,,,
LNRCNACT780,B,37,6770,MUAZ,2025-01-08 16:31:57.760000,KGShop,,,
LNRCNACT780,B,38,6771,MUAZ,2025-01-08 16:31:57.773000,KGShop,,,
LNRCNACT780,B,39,6772,MUAZ,2025-01-08 16:31:57.783000,KGShop,,,
LNRCNACT93,B,1,399,,,,,,
LNRCNACT93,B,2,400,,,,,,
LNRCNACT93,B,3,401,,,,,,
LNRCNACT93,B,4,402,,,,,,
LNRCNACT93,B,5,403,,,,,,
LNRCNACT93,B,6,404,,,,,,
LNRCNACT93,B,7,405,,,,,,
LNRCNACT93,B,8,406,,,,,,
LNRCNACT93,B,9,407,,,,,,
LNRCNACT93,B,62,408,,,,,,
LNRCNACT93,B,66,409,,,,,,
LNRCNACT93,B,67,410,,,,,,
LNRCNACT94,B,2,411,,,,,,
LNRCNACT94,B,3,412,,,,,,
LNRCNACT94,B,4,413,,,,,,
LNRCNACT94,B,5,414,,,,,,
LNRCNACT94,B,6,415,,,,,,
LNRCNACT95,B,2,416,,,,,,
LNRCNACT95,B,3,417,,,,,,
LNRCNACT95,B,4,418,,,,,,
LNRCNACT95,B,5,419,,,,,,
LNRCNACT95,B,6,420,,,,,,
LNRCNALM123,B,26,421,,,,,,
LNRCNALM123,B,27,422,,,,,,
LNRCNALM123,B,28,423,,,,,,
LNRCNALM123,B,29,424,,,,,,
LNRCNALM123,B,30,425,,,,,,
LNRCNALM123,B,31,426,,,,,,
LNRCNALM123,B,32,427,,,,,,
LNRCNALM123,B,33,428,,,,,,
LNRCNALM123,B,34,429,,,,,,
LNRCNALM123,B,35,430,,,,,,
LNRCNALM133,B,20,431,,,,,,
LNRCNALM133,B,21,432,,,,,,
LNRCNALM133,B,22,433,,,,,,
LNRCNALM133,B,23,434,,,,,,
LNRCNALM133,B,24,435,,,,,,
LNRCNALM135,B,20,436,,,,,,
LNRCNALM135,B,21,437,,,,,,
LNRCNALM135,B,22,438,,,,,,
LNRCNALM135,B,23,439,,,,,,
LNRCNALM135,B,24,440,,,,,,
LNRCNALM137,B,31,6946,MUAZ,2025-01-21 15:27:33.197000,KGShop,,,
LNRCNALM137,B,32,6947,MUAZ,2025-01-21 15:27:33.207000,KGShop,,,
LNRCNALM137,B,33,6948,MUAZ,2025-01-21 15:27:33.217000,KGShop,,,
LNRCNALM137,B,34,6949,MUAZ,2025-01-21 15:27:33.223000,KGShop,,,
LNRCNALM137,B,35,6950,MUAZ,2025-01-21 15:27:33.233000,KGShop,,,
LNRCNALM137,B,36,6951,MUAZ,2025-01-21 15:27:33.243000,KGShop,,,
LNRCNALM137,B,37,6952,MUAZ,2025-01-21 15:27:33.253000,KGShop,,,
LNRCNALM137,B,38,6953,MUAZ,2025-01-21 15:27:33.263000,KGShop,,,
LNRCNALM137,B,39,6954,MUAZ,2025-01-21 15:27:33.273000,KGShop,,,
LNRCNALM141,B,31,6937,MUAZ,2025-01-21 15:22:25.020000,KGShop,,,
LNRCNALM141,B,32,6938,MUAZ,2025-01-21 15:22:25.040000,KGShop,,,
LNRCNALM141,B,33,6939,MUAZ,2025-01-21 15:22:25.050000,KGShop,,,
LNRCNALM141,B,34,6940,MUAZ,2025-01-21 15:22:25.060000,KGShop,,,
LNRCNALM141,B,35,6941,MUAZ,2025-01-21 15:22:25.070000,KGShop,,,
LNRCNALM141,B,36,6942,MUAZ,2025-01-21 15:22:25.077000,KGShop,,,
LNRCNALM141,B,37,6943,MUAZ,2025-01-21 15:22:25.087000,KGShop,,,
LNRCNALM141,B,38,6944,MUAZ,2025-01-21 15:22:25.097000,KGShop,,,
LNRCNALM141,B,39,6945,MUAZ,2025-01-21 15:22:25.103000,KGShop,,,
LNRCNAPL105,B,20,441,,,,,,
LNRCNAPL105,B,21,442,,,,,,
LNRCNAPL105,B,22,443,,,,,,
LNRCNAPL105,B,23,444,,,,,,
LNRCNAPL105,B,24,445,,,,,,
LNRCNAPL111,B,20,446,,,,,,
LNRCNAPL111,B,21,447,,,,,,
LNRCNAPL111,B,22,448,,,,,,
LNRCNAPL111,B,23,449,,,,,,
LNRCNAPL111,B,24,450,,,,,,
LNRCNAPL112,B,20,451,,,,,,
LNRCNAPL112,B,21,452,,,,,,
LNRCNAPL112,B,22,453,,,,,,
LNRCNAPL112,B,23,454,,,,,,
LNRCNAPL112,B,24,455,,,,,,
LNRCNAPL119,B,20,456,,,,,,
LNRCNAPL119,B,21,457,,,,,,
LNRCNAPL119,B,22,458,,,,,,
LNRCNAPL119,B,23,459,,,,,,
LNRCNAPL119,B,24,460,,,,,,
LNRCNAVS801,B,2,461,,,,,,
LNRCNAVS801,B,3,462,,,,,,
LNRCNAVS801,B,4,463,,,,,,
LNRCNAVS801,B,5,464,,,,,,
LNRCNAVS801,B,6,465,,,,,,
LNRCNAVS802,B,26,466,,,,,,
LNRCNAVS802,B,27,467,,,,,,
LNRCNAVS802,B,28,468,,,,,,
LNRCNAVS802,B,29,469,,,,,,
LNRCNAVS802,B,30,470,,,,,,
LNRCNAVS802,B,31,471,,,,,,
LNRCNAVS802,B,32,472,,,,,,
LNRCNAVS802,B,33,473,,,,,,
LNRCNAVS802,B,34,474,,,,,,
LNRCNAVS802,B,35,475,,,,,,
LNRCNAVS802,B,36,476,,,,,,
LNRCNAVS802,B,37,477,,,,,,
LNRCNAVS802,B,38,478,,,,,,
LNRCNAVS802,B,39,479,,,,,,
LNRCNAVS811,B,20,480,,,,,,
LNRCNAVS811,B,21,481,,,,,,
LNRCNAVS811,B,22,482,,,,,,
LNRCNAVS811,B,23,483,,,,,,
LNRCNAVS811,B,24,484,,,,,,
LNRCNAVS813,B,20,485,,,,,,
LNRCNAVS813,B,21,486,,,,,,
LNRCNAVS813,B,22,487,,,,,,
LNRCNAVS813,B,23,488,,,,,,
LNRCNAVS813,B,24,489,,,,,,
LNRCNAVS815,B,15,490,,,,,,
LNRCNAVS815,B,16,491,,,,,,
LNRCNAVS815,B,17,492,,,,,,
LNRCNAVS815,B,18,493,,,,,,
LNRCNAVS815,B,19,494,,,,,,
LNRCNAVS815,B,20,495,,,,,,
LNRCNAVS815,B,21,496,,,,,,
LNRCNAVS815,B,22,497,,,,,,
LNRCNAVS815,B,23,498,,,,,,
LNRCNAVS815,B,24,499,,,,,,
LNRCNBLW101,B,26,6583,MUAZ,2024-12-27 12:23:29.480000,KGShop,,,
LNRCNBLW101,B,27,6584,MUAZ,2024-12-27 12:23:29.603000,KGShop,,,
LNRCNBLW101,B,28,6585,MUAZ,2024-12-27 12:23:29.643000,KGShop,,,
LNRCNBLW101,B,29,6586,MUAZ,2024-12-27 12:23:29.660000,KGShop,,,
LNRCNBLW101,B,30,6587,MUAZ,2024-12-27 12:23:29.677000,KGShop,,,
LNRCNBLW101,B,31,6537,MUAZ,2024-12-25 17:17:01.177000,KGShop,,,
LNRCNBLW101,B,32,6538,MUAZ,2024-12-25 17:17:01.197000,KGShop,,,
LNRCNBLW101,B,33,6539,MUAZ,2024-12-25 17:17:01.203000,KGShop,,,
LNRCNBLW101,B,34,6540,MUAZ,2024-12-25 17:17:01.213000,KGShop,,,
LNRCNBLW101,B,35,6541,MUAZ,2024-12-25 17:17:01.223000,KGShop,,,
LNRCNBLW101,B,36,6542,MUAZ,2024-12-25 17:17:01.233000,KGShop,,,
LNRCNBLW101,B,37,6543,MUAZ,2024-12-25 17:17:01.240000,KGShop,,,
LNRCNBLW101,B,38,6544,MUAZ,2024-12-25 17:17:01.250000,KGShop,,,
