Cekinx,Harinx,HarTip,BordroNo,Tarih,istut,muhkod,cmb,cmb_Kod,Banka,Sube,GiderMuhKod,ProGiderKod,MuhFisNo,KarsiMuhKod,MM,KarsiMM,GiderMM,GiderTip,GiderParaCinsi,insUN,insDT,updUN,updDT,OzKod1,OzKod2,locked,Resim,Resim2,Aciklama,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,NeedCalculate,iptal,kgid,mkgid,insApp,updApp
24981,30832,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.410000,3372,2019-02-28 16:04:05.160000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30832,24981,,
24988,30319,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30319,24988,,
24989,30320,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30320,24989,,
25011,30321,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30321,25011,,
25012,30322,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30322,25012,,
25013,30323,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30323,25013,,
25014,30324,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30324,25014,,
25015,30326,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30326,25015,,
25016,30325,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30325,25016,,
25017,30327,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30327,25017,,
25018,30833,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30833,25018,,
25019,30834,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30834,25019,,
25020,30835,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30835,25020,,
25021,30836,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30836,25021,,
25022,30837,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30837,25022,,
25023,30839,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30839,25023,,
25024,30838,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30838,25024,,
25025,31213,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.410000,ADEM,2019-05-15 16:51:23.300000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31213,25025,,
25026,31219,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.487000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31219,25026,,
25027,31214,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.440000,ADEM,2019-05-15 16:51:22.130000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31214,25027,,
25028,31215,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.457000,ADEM,2019-05-15 16:51:22.130000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31215,25028,,
25029,31216,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.470000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31216,25029,,
25030,31217,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.470000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31217,25030,,
25031,31218,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.487000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31218,25031,,
25032,30328,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.077000,3372,2019-01-31 17:40:31.077000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30328,25032,,
25046,30329,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30329,25046,,
25059,30330,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30330,25059,,
25064,30331,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30331,25064,,
25065,30332,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30332,25065,,
25068,30333,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30333,25068,,
25069,30840,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30840,25069,,
25075,30334,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30334,25075,,
25076,30335,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30335,25076,,
25078,30336,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30336,25078,,
25079,30841,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30841,25079,,
25088,30468,BO,0000001969,2019-02-01 00:00:00,,103.01.001,B,161097,01,01,,,6804873,102.01.001.01,,,,,,3372,2019-02-04 08:26:11.963000,3372,2019-02-04 08:26:13.150000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30468,25088,,
25089,30337,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30337,25089,,
25098,29888,BO,0000001939,2019-01-03 00:00:00,,103.01.001,B,161097,01,01,,,6796610,102.01.001.01,,,,,,3372,2019-01-18 11:45:36.893000,3372,2019-01-18 11:45:37.847000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29888,25098,,
25107,30338,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30338,25107,,
25108,30339,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30339,25108,,
25109,30842,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30842,25109,,
25120,30340,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30340,25120,,
25122,30341,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30341,25122,,
25123,30878,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.457000,3372,2019-02-28 16:04:03.457000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30878,25123,,
25131,30343,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30343,25131,,
25148,30344,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.093000,3372,2019-01-31 17:40:31.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30344,25148,,
25265,30482,BO,0000001979,2019-02-05 00:00:00,,103.01.006,B,85876673,06,01,,,6805450,102.06.001.01,,,,,,3372,2019-02-05 08:59:59.640000,3372,2019-02-05 09:00:00.750000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30482,25265,,
25266,30759,BO,0000002017,2019-02-28 00:00:00,,103.01.006,B,85876673,06,01,,,6926765,102.06.001.01,,,,,,3372,2019-02-28 15:57:37.127000,3372,2019-02-28 15:57:37.127000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30759,25266,,
25286,31400,BO,0000002119,2019-04-01 00:00:00,,103.01.018,B,10260634,17,620,,,7389158,102.17.007,,,,,,ADEM,2019-05-15 17:41:35.260000,ADEM,2019-05-15 17:41:39.450000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31400,25286,,
25290,30497,BO,0000001986,2019-02-06 00:00:00,,103.01.018,B,10260634,17,620,,,6807764,102.17.007,,,,,,3372,2019-02-07 08:59:47.817000,3372,2019-02-07 08:59:48.800000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30497,25290,,
25291,30436,BO,0000001968,2019-01-31 00:00:00,,103.01.018,B,10260634,17,620,,,6803810,102.17.007,,,,,,3372,2019-01-31 17:53:04.890000,3372,2019-01-31 17:53:06.423000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30436,25291,,
25292,30437,BO,0000001968,2019-01-31 00:00:00,,103.01.018,B,10260634,17,620,,,6803810,102.17.007,,,,,,3372,2019-01-31 17:53:04.890000,3372,2019-01-31 17:53:04.890000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30437,25292,,
25293,30580,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:13.043000,3372,2019-02-28 11:02:15.467000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30580,25293,,
25294,30581,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:13.043000,3372,2019-02-28 11:02:13.043000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30581,25294,,
25295,30582,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:13.060000,3372,2019-02-28 11:02:13.060000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30582,25295,,
25297,30583,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:13.060000,3372,2019-02-28 11:02:13.060000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30583,25297,,
25298,31401,BO,0000002119,2019-04-01 00:00:00,,103.01.018,B,10260634,17,620,,,7389158,102.17.007,,,,,,ADEM,2019-05-15 17:41:35.260000,ADEM,2019-05-15 17:41:35.260000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31401,25298,,
25299,30438,BO,0000001968,2019-01-31 00:00:00,,103.01.018,B,10260634,17,620,,,6803810,102.17.007,,,,,,3372,2019-01-31 17:53:04.890000,3372,2019-01-31 17:53:04.890000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30438,25299,,
25300,30584,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:13.073000,3372,2019-02-28 11:02:13.073000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30584,25300,,
25301,30439,BO,0000001968,2019-01-31 00:00:00,,103.01.018,B,10260634,17,620,,,6803810,102.17.007,,,,,,3372,2019-01-31 17:53:04.890000,3372,2019-01-31 17:53:04.890000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30439,25301,,
25302,30550,BO,0000002007,2019-02-28 00:00:00,,103.01.018,B,10260634,17,620,,,6926532,102.17.007,,,,,,3372,2019-02-28 11:02:12.763000,3372,2019-02-28 11:02:12.763000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30550,25302,,
25308,30388,BO,0000001968,2019-01-31 00:00:00,,103.01.018,B,10260634,17,620,,,6803810,102.17.007,,,,,,3372,2019-01-31 17:53:04.843000,3372,2019-01-31 17:53:04.843000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30388,25308,,
